file name ----------------------------  GMUL  i-count  -- total time --   MIPS
2018-04-01-18:00:05_J3098_PERF-ASM.prt   204 2.70e+10  294.62s  4m54.62   91.6
2018-04-01-18:05:04_J3099_PERF-ASM.prt   203 2.68e+10  293.57s  4m53.57   91.4
2018-04-01-18:09:59_J3100_PERF-ASM.prt   201 2.66e+10  290.08s  4m50.08   91.6
2018-04-01-18:14:58_J3101_PERF-ASM.prt   204 2.70e+10  294.27s  4m54.27   91.7
2018-04-01-18:19:46_J3102_PERF-ASM.prt   196 2.59e+10  282.89s  4m42.89   91.6
2018-04-01-18:24:43_J3103_PERF-ASM.prt   202 2.67e+10  291.38s  4m51.38   91.7
2018-04-01-18:29:41_J3104_PERF-ASM.prt   203 2.68e+10  292.88s  4m52.88   91.7
2018-04-01-18:34:36_J3105_PERF-ASM.prt   201 2.66e+10  289.98s  4m49.98   91.7
2018-04-01-18:39:31_J3106_PERF-ASM.prt   201 2.66e+10  289.70s  4m49.70   91.8
2018-04-01-18:44:26_J3107_PERF-ASM.prt   201 2.66e+10  289.87s  4m49.87   91.7
2018-04-01-18:49:22_J3108_PERF-ASM.prt   202 2.67e+10  291.24s  4m51.24   91.7
2018-04-01-18:54:19_J3109_PERF-ASM.prt   202 2.67e+10  291.44s  4m51.44   91.7
2018-04-01-18:59:15_J3110_PERF-ASM.prt   202 2.67e+10  291.35s  4m51.35   91.7
2018-04-01-19:04:10_J3111_PERF-ASM.prt   201 2.66e+10  289.85s  4m49.85   91.7
2018-04-01-19:09:06_J3112_PERF-ASM.prt   202 2.67e+10  291.27s  4m51.27   91.7
2018-04-01-19:14:09_J3113_PERF-ASM.prt   204 2.70e+10  297.90s  4m57.90   90.6
2018-04-01-19:19:09_J3114_PERF-ASM.prt   204 2.70e+10  295.00s  4m55.00   91.5
2018-04-01-19:24:06_J3115_PERF-ASM.prt   202 2.67e+10  291.68s  4m51.68   91.6
2018-04-01-19:29:04_J3116_PERF-ASM.prt   203 2.68e+10  293.03s  4m53.03   91.6
2018-04-01-19:33:58_J3117_PERF-ASM.prt   200 2.64e+10  288.71s  4m48.71   91.6
2018-04-01-19:38:55_J3118_PERF-ASM.prt   202 2.67e+10  291.28s  4m51.28   91.7
2018-04-01-19:43:51_J3119_PERF-ASM.prt   202 2.67e+10  291.40s  4m51.40   91.7
2018-04-01-19:48:48_J3120_PERF-ASM.prt   202 2.67e+10  291.46s  4m51.46   91.7
2018-04-01-19:53:47_J3121_PERF-ASM.prt   204 2.70e+10  294.25s  4m54.25   91.7
2018-04-01-19:58:45_J3122_PERF-ASM.prt   203 2.68e+10  292.93s  4m52.93   91.6
2018-04-01-20:03:41_J3123_PERF-ASM.prt   202 2.67e+10  291.26s  4m51.26   91.7
2018-04-01-20:08:37_J3124_PERF-ASM.prt   201 2.66e+10  290.09s  4m50.09   91.6
2018-04-01-20:13:33_J3125_PERF-ASM.prt   202 2.67e+10  291.45s  4m51.45   91.7
2018-04-01-20:18:28_J3126_PERF-ASM.prt   201 2.66e+10  290.19s  4m50.19   91.6
2018-04-01-20:23:27_J3127_PERF-ASM.prt   203 2.68e+10  293.03s  4m53.03   91.6
s370_perf version: s370_perf V0.9.7  rev 1003  2018-03-30

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx
T168  MVCIN m,m (30c)        : 30   206.8   210.1   207.50  0.60%   91.36  27.78
T169  MVCIN m,m (100c)       : 30   678.2   687.9   680.48  0.42%  299.60  91.11
T170  4*Lx;MVCL (10b)        : 30    35.8    36.6    35.44  0.68%   15.60   4.74
T171  4*Lx;MVCL (100b)       : 30    43.4    44.1    43.04  0.73%   18.95   5.76
T172  4*Lx;MVCL (250b)       : 30    53.8    54.7    53.50  0.51%   23.56   7.16
T173  4*Lx;MVCL (1kb)        : 30   116.2   118.0   116.52  0.51%   51.30  15.60
T174  4*LR;MVCL (4kb)        : 30   367.7   376.3   370.14  0.67%  162.96  49.56
T175  4*Lx;MVCL (100b,pad)   : 30    30.3    30.8    29.82  0.85%   13.13   3.99
T176  4*Lx;MVCL (1kb,pad)    : 30    48.3    49.3    47.90  0.75%   21.09   6.41
T177  4*Lx;MVCL (4kb,pad)    : 30   114.6   116.2   114.80  0.92%   50.54  15.37
T178  4*LA;MVCL (1kb,over1)  : 30    23.8    24.7    23.25  0.88%   10.24   3.11
T179  4*LA;MVCL (1kb,over2)  : 30   122.8   125.2   122.82  0.64%   54.07  16.44
T190  IC R,m                 : 30     8.9     9.0     8.90  0.56%    3.92   1.19
T191  ICM R,i,m (0010)       : 30    17.1    17.6    17.18  0.66%    7.56   2.30
T192  ICM R,i,m (1100)       : 30    17.7    18.2    17.82  0.64%    7.85   2.39
T193  ICM R,i,m (0111)       : 30    13.2    13.5    13.20  0.53%    5.81   1.77
T200  AR R,R                 : 30     3.5     3.6     3.48  0.71%    1.53   0.47
T201  A R,m                  : 30     9.2     9.8     9.15  0.92%    4.03   1.22
T202  AH R,m                 : 30     9.9    10.9     9.86  0.33%    4.34   1.32
T203  ALR R,R                : 30     2.9     3.4     2.88  0.67%    1.27   0.39
T204  AL R,m                 : 30    10.4    11.7    10.36  0.54%    4.56   1.39
T205  SR R,R                 : 30     4.0     4.4     3.99  0.82%    1.76   0.53
T206  S R,m                  : 30     9.8    10.0     9.75  0.73%    4.29   1.31
T207  SH R,m                 : 30    10.2    11.0    10.17  0.46%    4.48   1.36
T208  SLR R,R                : 30     3.0     3.1     2.95  0.52%    1.30   0.39
T209  SL R,m                 : 30    10.6    10.8    10.49  0.72%    4.62   1.40
T210  MR R,R                 : 30     5.0     5.1     4.75  0.60%    2.09   0.64
T211  M R,m                  : 30    10.7    10.9    10.40  0.58%    4.58   1.39
T212  MH R,m                 : 30    10.0    10.2     9.79  0.52%    4.31   1.31
T215  XR R,R; DR R,R         : 30    19.0    19.3    18.68  0.64%    8.23   2.50
T216  XR R,R; D R,m          : 30    24.6    25.0    24.28  0.66%   10.69   3.25
T220  SLA R,1                : 30     6.7     6.9     6.47  0.52%    2.85   0.87
T221  SLDA R,1               : 30     7.5     7.6     7.35  0.86%    3.24   0.98
T222  SRA R,1                : 30     5.2     5.3     4.89  0.70%    2.15   0.65
T223  SRDA R,1               : 30     6.4     6.5     6.21  0.67%    2.73   0.83
T224  SRA R,30               : 30     5.2     5.3     4.87  0.66%    2.14   0.65
T225  SRDA R,60              : 30     6.4     6.5     6.20  0.86%    2.73   0.83
T230  XR R,R                 : 30     3.2     3.3     3.19  0.75%    1.40   0.43
T231  X R,m                  : 30     9.5     9.8     9.44  0.72%    4.16   1.26
T232  XI m,i                 : 30     9.9    10.1     9.83  0.62%    4.33   1.32
T235  XC m,m (10c)           : 30    24.3    24.6    24.37  0.45%   10.73   3.26
T236  XC m,m (100c)          : 30   113.0   116.3   113.30  0.68%   49.88  15.17
T237  XC m,m (250c)          : 30   249.8   253.9   250.48  0.75%  110.28  33.54
T238  NR R,R                 : 30     3.2     3.3     3.18  0.60%    1.40   0.43
T239  OR R,R                 : 30     3.2     3.3     3.18  0.71%    1.40   0.43
T240  SLL R,1                : 30     4.5     4.6     4.17  0.62%    1.84   0.56
T241  SLDL R,1               : 30     5.8     5.9     5.57  0.54%    2.45   0.75
T242  SRL R,1                : 30     4.5     4.5     4.18  0.64%    1.84   0.56
T243  SRDL R,1               : 30     5.8     5.9     5.58  0.51%    2.46   0.75
T244  SLL R,30               : 30     4.5     4.6     4.19  0.90%    1.84   0.56
T245  SLDL R,60              : 30     5.8     5.8     5.59  0.84%    2.46   0.75
T250  TM m,i                 : 30     9.2     9.4     9.16  0.81%    4.03   1.23
T252  TR m,m (10c)           : 30    18.1    18.6    18.08  0.99%    7.96   2.42
T253  TR m,m (100c)          : 30    77.8    79.0    77.99  0.64%   34.34  10.44
T254  TR m,m (250c)          : 30   168.5   171.2   168.95  0.60%   74.38  22.62
T255  TRT m,m (10c,zero)     : 30    82.8    84.2    83.15  0.38%   36.61  11.13
T256  TRT m,m (100c,zero)    : 30   762.0   776.3   765.04  0.53%  336.83 102.43
T257  TRT m,m (250c,zero)    : 30  1881.3  1915.3  1888.91  0.33%  831.64 252.91
T258  TRT m,m (250c,10b)     : 30    92.3    93.5    92.53  0.51%   40.74  12.39
T259  TRT m,m (250c,100b)    : 30   776.8   790.9   780.30  0.62%  343.55 104.48
T260  CR R,R                 : 30     2.9     2.9     2.81  0.76%    1.24   0.38
T261  C R,m                  : 30     8.6     8.9     8.54  0.89%    3.76   1.14
T262  CH R,m                 : 30     8.8     9.0     8.78  0.59%    3.87   1.18
T263  CLR R,R                : 30     2.8     2.9     2.77  0.72%    1.22   0.37
T264  CL R,m                 : 30     7.8     7.9     7.72  0.61%    3.40   1.03
T265  CLI m,i                : 30     9.6     9.8     9.57  0.62%    4.21   1.28
T266  CLM R,i,m              : 30    12.7    12.9    12.64  0.77%    5.57   1.69
T270  CLC m,m (10c,eq)       : 30    38.1    38.8    38.01  0.69%   16.73   5.09
T271  CLC m,m (10c,ne)       : 30    32.4    32.9    32.31  0.51%   14.23   4.33
T272  CLC m,m (30c,eq)       : 30    51.0    51.8    50.90  0.40%   22.41   6.81
T273  CLC m,m (30c,ne)       : 30    32.4    32.8    32.20  0.42%   14.17   4.31
T274  CLC m,m (100c,eq)      : 30    95.6    97.0    95.60  0.51%   42.09  12.80
T275  CLC m,m (100c,ne)      : 30    32.4    32.9    32.19  0.69%   14.17   4.31
T276  CLC m,m (250c,eq)      : 30   187.2   193.5   187.83  0.59%   82.70  25.15
T277  CLC m,m (250c,ne)      : 30    32.4    33.3    32.20  0.55%   14.18   4.31
T280  4*LR;CLCL (100b,10b)   : 30   113.9   115.9   114.17  0.58%   50.27  15.29
T281  4*LR;CLCL (4kb,10b)    : 30   117.2   119.3   117.31  0.76%   51.65  15.71
T282  4*LR;CLCL (4kb,100b)   : 30   956.4  1069.9   959.86  0.80%  422.60 128.52
T283  4*LR;CLCL (4kb,250b)   : 30  2335.8  2606.8  2349.57  0.78% 1034.45 314.59
T290  LR;CS R,R,m (eq,eq)    : 30    41.5    43.1    41.45  0.78%   18.25   5.55
T291  LR;CS R,R,m (eq,ne)    : 30    41.6    42.9    41.67  0.69%   18.35   5.58
T292  LR;CS R,R,m (ne)       : 30   210.6   217.6   211.73  0.58%   93.22  28.35
T295  LR;CDS R,R,m (eq,eq)   : 30    42.9    43.6    42.84  0.47%   18.86   5.74
T296  LR;CDS R,R,m (eq,ne)   : 30    43.0    44.2    43.08  0.54%   18.97   5.77
T297  LR;CDS R,R,m (ne)      : 30   212.7   215.6   213.35  0.44%   93.93  28.57
T300  BCR 0,0 (noop)         : 30     2.8     2.9     2.78  0.50%    1.22   0.37
T301  BNZ l (no br)          : 30     2.4     2.4     2.31  0.68%    1.02   0.31
T302  BNZ l (do br)          : 30     7.6     7.7     7.49  0.42%    3.30   1.00
T303  BNZ l (do br, far)     : 30    13.7    13.9    13.69  0.77%    6.03   1.83
T304  BR R                   : 30     7.6     7.7     6.94  0.52%    3.05   0.93
T305  BR R (far)             : 30    11.7    12.0    11.14  0.73%    4.90   1.49
T310  BCTR R,0               : 30     3.5     3.5     3.40  0.71%    1.50   0.46
T311  BCTR R,R               : 30     6.9     7.0     6.97  0.75%    3.07   0.93
T312  BCT R,l                : 30     8.4     8.7     8.46  0.67%    3.72   1.13
T315  BXLE R,R,l             : 30     8.9     9.5     8.80  0.61%    3.87   1.18
T320  BALR R,R; BR R         : 30    13.2    13.5    13.14  0.68%    5.79   1.76
T321  BALR R,R; BR R (far)   : 30    42.4    43.1    42.50  0.48%   18.71   5.69
T322  BAL R,l; BR R          : 30    14.9    15.1    14.85  0.71%    6.54   1.99
T323  BAL R,l; BR R (far)    : 30    28.8    29.2    28.91  0.77%   12.73   3.87
T324  BASR R,R; BR R         : 30    13.4    13.6    13.36  0.71%    5.88   1.79
T325  BAS R,l; BR R          : 30    15.4    15.7    15.38  0.47%    6.77   2.06
T330  L;BALR;SAV(14,12);RET  : 30   107.1   129.4   107.18  0.71%   47.19  14.35
T400  CVB R,m                : 30    41.0    41.7    41.11  0.66%   18.10   5.50
T401  CVD R,m                : 30    34.8    36.0    34.91  0.84%   15.37   4.67
T402  PACK m,m (5d)          : 30    38.3    39.0    38.21  0.48%   16.82   5.12
T403  PACK m,m (15d)         : 30    95.3    96.6    95.32  0.29%   41.96  12.76
T404  UNPK m,m (5d)          : 30    42.5    42.9    42.37  0.32%   18.65   5.67
T405  UNPK m,m (15d)         : 30   101.8   106.5   101.98  0.56%   44.90  13.65
T410  MVC;ED (10c)           : 30   156.9   162.0   157.40  0.55%   69.30  21.08
T411  MVC;ED (30c)           : 30   421.0   428.0   422.98  0.81%  186.23  56.63
T415  MVC;EDMK (10c)         : 30   159.5   162.9   159.84  0.41%   70.37  21.40
T420  AP m,m (10d)           : 30   238.3   242.4   239.32  0.46%  105.37  32.04
T421  AP m,m (30d)           : 30   233.6   237.7   234.32  0.65%  103.17  31.37
T422  SP m,m (10d)           : 30   240.1   243.8   241.35  0.50%  106.26  32.31
T423  SP m,m (30d)           : 30   253.9   262.7   256.05  0.70%  112.73  34.28
T424  MP m,m (10d)           : 30   289.8   297.9   290.00  0.46%  127.68  38.83
T425  MP m,m (30d)           : 30   288.3   293.8   288.01  0.84%  126.80  38.56
T426  MVC;DP m,m (10d)       : 30   489.2   498.7   491.23  0.49%  216.27  65.77
T427  MVC;DP m,m (30d)       : 30  1102.1  1125.2  1107.66  0.85%  487.67 148.31
T430  CP m,m (10d)           : 30   169.3   172.2   170.35  0.44%   75.00  22.81
T431  CP m,m (30d)           : 30   170.1   173.4   170.96  0.57%   75.27  22.89
T440  ZAP m,m (10d,10d)      : 30   106.1   144.2   106.51  0.54%   46.89  14.26
T441  ZAP m,m (30d,30d)      : 30   106.1   126.5   106.53  0.54%   46.90  14.26
T442  ZAP m,m (10d,30d)      : 30   106.3   120.1   106.76  0.54%   47.00  14.29
T443  ZAP m,m (30d,10d)      : 30   106.0   120.5   106.42  0.56%   46.85  14.25
T445  SRP m,i,i (30d,<<)     : 30   137.1   291.5   136.97  0.68%   60.30  18.34
T446  SRP m,i,i (30d,>>)     : 30   194.4   347.7   194.25  0.57%   85.52  26.01
T450  MVO m,m (10d)          : 30    50.6    73.2    50.61  0.45%   22.28   6.78
T451  MVO m,m (30d)          : 30   131.3   152.0   131.67  0.34%   57.97  17.63
T500  LER R,R                : 30     4.4     4.5     4.35  0.85%    1.92   0.58
T501  LE R,m                 : 30     9.2     9.8     9.10  0.75%    4.01   1.22
T502  LE R,m (unal)          : 30     9.8     9.9     9.71  0.63%    4.27   1.30
T503  LTER R,R               : 30     4.9     4.9     4.82  0.71%    2.12   0.65
T504  LCER R,R               : 30     5.0     5.0     4.93  0.54%    2.17   0.66
T505  LNER R,R               : 30     4.8     5.0     4.81  0.70%    2.12   0.64
T506  LPER R,R               : 30     5.3     5.4     5.23  0.79%    2.30   0.70
T507  LRER R,R               : 30     6.0     6.1     5.94  0.69%    2.61   0.80
T508  STE R,m                : 30     9.3     9.6     9.23  0.74%    4.06   1.24
T509  STE R,m (unal)         : 30    10.1    10.6     9.98  0.68%    4.39   1.34
T510  AER R,R                : 30    14.3    14.5    14.25  0.51%    6.27   1.91
T511  AE R,m                 : 30    19.7    20.0    19.68  0.55%    8.66   2.63
T512  SER R,R                : 30    14.5    14.8    14.52  0.57%    6.39   1.94
T513  SE R,m                 : 30    19.9    20.2    19.89  0.49%    8.76   2.66
T514  MER R,R                : 30    10.3    10.5    10.10  0.75%    4.45   1.35
T515  ME R,m                 : 30    14.9    15.2    14.74  0.62%    6.49   1.97
T516  DER R,R                : 30    23.0    23.6    22.80  0.52%   10.04   3.05
T517  DE R,m                 : 30    25.6    26.3    25.48  0.47%   11.22   3.41
T520  CER R,R                : 30    11.5    11.7    11.42  0.52%    5.03   1.53
T521  CE R,m                 : 30    17.1    17.4    17.04  0.87%    7.50   2.28
T522  AUR R,R                : 30    10.4    10.5    10.08  0.51%    4.44   1.35
T523  HER R,R                : 30     6.5     6.6     6.22  0.67%    2.74   0.83
T530  LDR R,R                : 30     4.7     4.8     4.66  0.60%    2.05   0.62
T531  LD R,m                 : 30     9.9    10.0     9.79  0.67%    4.31   1.31
T532  LD R,m (unal)          : 30     9.9    10.1     9.84  0.57%    4.33   1.32
T533  LTDR R,R               : 30     5.3     5.4     5.24  0.64%    2.31   0.70
T534  LCDR R,R               : 30     5.3     5.4     5.27  0.66%    2.32   0.71
T535  LNDR R,R               : 30     5.3     5.4     5.30  0.64%    2.33   0.71
T536  LPDR R,R               : 30     5.3     5.4     5.31  0.60%    2.34   0.71
T537  LRDR R,R               : 30     7.1     7.2     7.07  0.65%    3.11   0.95
T538  STD R,m                : 30    10.0    10.1     9.89  0.82%    4.35   1.32
T539  STD R,m (unal)         : 30     9.9    10.0     9.78  0.57%    4.31   1.31
T540  ADR R,R                : 30    15.3    15.5    15.22  0.48%    6.70   2.04
T541  AD R,m                 : 30    20.2    20.5    20.18  0.65%    8.88   2.70
T542  SDR R,R                : 30    15.2    15.5    15.17  0.68%    6.68   2.03
T543  SD R,m                 : 30    21.4    21.8    21.41  0.51%    9.43   2.87
T544  MDR R,R                : 30    16.4    16.7    16.15  0.69%    7.11   2.16
T545  MD R,m                 : 30    22.7    23.1    22.52  0.44%    9.92   3.02
T546  DDR R,R                : 30   160.9   163.8   161.71  0.77%   71.20  21.65
T547  DD R,m                 : 30   163.9   166.5   164.48  0.50%   72.42  22.02
T550  CDR R,R                : 30    12.5    12.7    12.44  0.56%    5.48   1.67
T551  CD R,m                 : 30    18.3    18.6    18.29  0.39%    8.05   2.45
T552  AWR R,R                : 30    12.2    12.4    12.01  0.51%    5.29   1.61
T553  HDR R,R                : 30     7.5     7.6     7.19  0.71%    3.17   0.96
T560  AXR R,R                : 30    25.7    26.2    25.82  0.74%   11.37   3.46
T561  MXR R,R                : 30    29.9    31.3    29.56  0.41%   13.02   3.96
T600  STCK m                 : 30   159.8   159.8   159.11  0.00%   70.05  21.30
T601  SPM R                  : 30     2.7     2.7     2.62  1.19%    1.15   0.35
T610  EX R,i (with TM)       : 30    31.3    31.7    31.29  0.64%   13.78   4.19
T611  EX R,i (with XI)       : 30    32.2    32.8    32.24  0.50%   14.19   4.32
T620  MVI;TS m (zero)        : 30    44.0    44.8    44.19  0.79%   19.46   5.92
T621  MVI;TS m (ones)        : 30   214.6   218.2   216.21  0.54%   95.19  28.95
T700  mix int RR basic       : 30     5.8     6.1     5.69  0.80%    2.51   0.76
T701  mix int RX             : 30    11.4    11.6    11.13  0.81%    4.90   1.49
T702  mix int RX (far)       : 30    11.3    11.6    11.11  0.60%    4.89   1.49
T703  mix int RR noopt       : 30     7.1     7.3     6.98  0.46%    3.07   0.93
T900  LR R,R (ig=1)          : 30     8.8     9.0     1.89  0.84%    0.83   0.25
T901  LR R,R (ig=2)          : 30     5.3     5.5     1.90  0.63%    0.84   0.25
T902  LR R,R (ig=3)          : 30     4.3     4.4     2.05  0.67%    0.90   0.27
T903  LR R,R (ig=4)          : 30     8.1     8.3     6.46  0.46%    2.84   0.86
T904  LR R,R (ig=5)          : 30     7.0     7.1     5.64  0.57%    2.48   0.76
T905  LR R,R (ig=6)          : 30     6.1     6.1     4.95  0.72%    2.18   0.66
T906  LR R,R (ig=7)          : 30     5.5     5.6     4.55  0.84%    2.00   0.61
T907  LR R,R (ig=8)          : 30     5.1     5.2     4.29  0.42%    1.89   0.57
T908  LR R,R (ig=9)          : 30     4.7     4.8     3.97  0.60%    1.75   0.53
T909  LR R,R (ig=10)         : 30     4.5     4.6     3.80  0.57%    1.67   0.51
T910  LR R,R (ig=12)         : 30     4.1     4.1     3.50  0.68%    1.54   0.47
T911  LR R,R (ig=18)         : 30     3.4     3.4     3.01  0.87%    1.33   0.40
T912  LR R,R (ig=25)         : 30     3.0     3.0     2.74  0.53%    1.21   0.37
T913  LR R,R (ig=36)         : 30     2.7     2.8     2.55  0.61%    1.12   0.34
T914  LR R,R (ig=50)         : 30     2.5     2.6     2.42  0.67%    1.06   0.32
T915  LR R,R (ig=72)         : 30     2.4     2.4     2.31  0.64%    1.02   0.31
T920  L R,m (ig=1)           : 30    12.6    12.9     5.78  0.72%    2.54   0.77
T921  L R,m (ig=2)           : 30    10.1    10.3     6.66  0.89%    2.93   0.89
T922  L R,m (ig=3)           : 30     9.0     9.1     6.72  0.62%    2.96   0.90
T923  L R,m (ig=4)           : 30    12.5    12.7    10.85  0.61%    4.78   1.45
T924  L R,m (ig=5)           : 30    11.4    11.6    10.13  0.65%    4.46   1.36
T925  L R,m (ig=6)           : 30    10.7    10.9     9.62  0.52%    4.24   1.29
T926  L R,m (ig=7)           : 30    10.2    10.3     9.26  0.67%    4.08   1.24
T927  L R,m (ig=8)           : 30     9.8    10.1     8.97  0.50%    3.95   1.20
T928  L R,m (ig=9)           : 30     9.6     9.7     8.85  0.61%    3.90   1.18
T929  L R,m (ig=10)          : 30     9.3     9.4     8.67  0.46%    3.82   1.16
T930  L R,m (ig=12)          : 30     8.9     9.0     8.39  0.75%    3.69   1.12
T931  L R,m (ig=18)          : 30     8.3     8.5     8.00  0.64%    3.52   1.07
