T118  STCM R,i,m (0111)      : 10   244.5   245.5   241.96 0.014%    4.23   1.39    4.23    23%     4
T120  STM 2,3,m (2r)         : 10   240.1   241.0   236.79 0.030%    4.14   1.36    4.14    14%     4
T121  STM 2,7,m (6r)         : 10   469.2   471.6   466.82 0.026%    8.17   2.67    8.17    17%     8
T122  STM 14,12,m (15r)      : 10   989.6   994.4   987.86 0.011%   17.28   5.65   17.29    28%    17
T123  LM 2,3,m (2r)          : 10   236.6   237.5   233.23 0.006%    4.08   1.34    4.08     8%     4
T124  LM 2,7,m (6r)          : 10   469.1   470.5   466.95 0.021%    8.17   2.67    8.17    17%     8
T125  LM 0,11,m (12r)        : 10   818.8   820.6   813.90 0.209%   14.24   4.66   14.25    24%    14
T151  MVC m,m (10c)          : 10   729.2   731.0   727.44 0.175%   12.73   4.16   12.73   -26%    13
T154  MVC m,m (100c)         : 10  3221.1  3225.4  3219.51 0.008%   56.33  18.43   56.35    34%    56
T155  MVC m,m (250c)         : 10  7703.9  7709.4  7695.92 0.033%  134.66  44.05  134.70   -30%   135
T156  MVC m,m (250c,over1)   : 10  2440.7  2470.1  2432.18 0.101%   42.56  13.92   42.57   -43%    43
T157  MVC m,m (250c,over2)   : 10  4018.3  4021.4  4012.57 0.053%   70.21  22.97   70.23    22%    70
T160  MVI m,i                : 10   161.6   162.3   160.57 0.263%    2.81   0.92    2.81   -18%     3
T161  MVN m,m (10c)          : 10  1073.6  1075.6  1070.30 0.007%   18.73   6.13   18.73   -26%    19
T162  MVN m,m (30c)          : 10  2003.9  2007.9  1995.63 0.117%   34.92  11.42   34.93    -7%    35
T165  MVZ m,m (10c)          : 10  1073.6  1076.8  1070.23 0.027%   18.73   6.13   18.73   -26%    19
T166  MVZ m,m (30c)          : 10  2004.0  2004.6  1995.56 0.010%   34.92  11.42   34.93    -7%    35
T167  MVCIN m,m (10c)        : 10  1923.1  1929.3  1914.72 0.024%   33.50  10.96   33.51   -48%    34
T168  MVCIN m,m (30c)        : 10  5414.6  5432.4  5421.95 0.016%   94.87  31.04   94.90   -10%    95
T169  MVCIN m,m (100c)       : 10 17628.8 17686.5 17628.08 0.022%  308.44 100.91  308.53   -46%   309
T170  4*Lx;MVCL (10b)        : 10  1112.2  1213.2  1098.04 5.432%   19.21   6.29   19.22    21%    19
T171  4*Lx;MVCL (100b)       : 10  2395.9  2512.9  2385.25 2.811%   41.73  13.65   41.75   -25%    42
T172  4*Lx;MVCL (250b)       : 10  4614.7  4710.7  4604.73 0.973%   80.57  26.36   80.59   -40%    81
T173  4*Lx;MVCL (1kb)        : 10 17235.0 17289.5 17218.94 0.276%  301.28  98.56  301.37    37%   301
T174  4*LR;MVCL (4kb)        : 10 61348.6 61451.6 61368.14 0.077% 1073.76 351.28 1074.09     9%  1074
T175  4*Lx;MVCL (100b,pad)   : 10  1977.3  1990.9  1961.70 0.153%   34.32  11.23   34.33    33%    34
T176  4*Lx;MVCL (1kb,pad)    : 10  8857.2  8868.4  8841.09 0.048%  154.69  50.61  154.74   -25%   155
T177  4*Lx;MVCL (4kb,pad)    : 10 31876.8 31903.2 31875.49 0.034%  557.73 182.46  557.90   -10%   558
T178  4*LA;MVCL (1kb,over1)  : 10  1108.0  1111.9  1092.89 0.018%   19.12   6.26   19.13    12%    19
T179  4*LA;MVCL (1kb,over2)  : 10 33001.0 33025.1 32984.98 0.028%  577.14 188.81  577.32    31%   577
T190  IC R,m                 : 10   176.2   176.4   174.63 0.024%    3.06   1.00    3.06     5%     3
T191  ICM R,i,m (0010)       : 10   291.5   292.9   291.14 0.341%    5.09   1.67    5.10     9%     5
T192  ICM R,i,m (1100)       : 10   291.5   292.9   289.89 0.357%    5.07   1.66    5.07     7%     5
T193  ICM R,i,m (0111)       : 10   291.5   292.5   289.87 0.008%    5.07   1.66    5.07     7%     5
T200  AR R,R                 : 10    58.8    59.1    57.42 0.034%    1.00   0.33    1.00     0%     1
T201  A R,m                  : 10   178.0   178.8   174.64 0.028%    3.06   1.00    3.06     5%     3
T202  AH R,m                 : 10   178.1   179.0   174.82 0.445%    3.06   1.00    3.06     5%     3
T203  ALR R,R                : 10    58.8    59.1    57.35 0.398%    1.00   0.33    1.00     0%     1
T204  AL R,m                 : 10   178.0   180.4   174.68 0.035%    3.06   1.00    3.06     5%     3
T210  MR R,R                 : 10   407.7   408.2   400.43 0.075%    7.01   2.29    7.01     0%     7
T211  M R,m                  : 10   526.3   528.2   519.56 0.011%    9.09   2.97    9.09     9%     9
T212  MH R,m                 : 10   470.0   471.0   463.18 0.181%    8.10   2.65    8.11    10%     8
T215  XR R,R; DR R,R         : 10   583.5   585.4   573.44 0.018%   10.03   3.28   10.04     3%    10
T216  XR R,R; D R,m          : 10   699.4   701.3   689.56 0.081%   12.07   3.95   12.07     6%    12
T220  SLA R,1                : 10   238.2   238.8   230.54 0.164%    4.03   1.32    4.03     3%     4
T221  SLDA R,1               : 10   434.4   435.0   430.17 0.123%    7.53   2.46    7.53   -47%     8
T222  SRA R,1                : 10   181.0   181.5   173.28 0.233%    3.03   0.99    3.03     3%     3
T223  SRDA R,1               : 10   462.0   463.3   457.26 0.099%    8.00   2.62    8.00     0%     8
T224  SRA R,30               : 10   181.0   181.5   173.67 0.193%    3.04   0.99    3.04     3%     3
T225  SRDA R,60              : 10   462.0   462.6   457.27 0.036%    8.00   2.62    8.00     0%     8
T230  XR R,R                 : 10    58.8    59.1    57.39 0.365%    1.00   0.33    1.00     0%     1
T231  X R,m                  : 10   178.0   178.9   174.67 0.033%    3.06   1.00    3.06     5%     3
T232  XI m,i                 : 10   223.4   225.1   220.73 0.301%    3.86   1.26    3.86   -13%     4
T235  XC m,m (10c)           : 10   765.4   767.3   762.22 0.214%   13.34   4.36   13.34    34%    13
T236  XC m,m (100c)          : 10  4096.9  4099.4  4089.76 0.009%   71.56  23.41   71.58   -41%    72
T237  XC m,m (250c)          : 10 11298.5 11341.3 11291.50 0.014%  197.57  64.63  197.63   -37%   198
T238  NR R,R                 : 10    58.8    58.9    57.15 0.061%    1.00   0.33    1.00     0%     1
T239  OR R,R                 : 10    58.8    59.1    57.40 0.411%    1.00   0.33    1.00     0%     1
T240  SLL R,1                : 10   181.0   181.4   173.28 0.200%    3.03   0.99    3.03     3%     3
T241  SLDL R,1               : 10   347.9   347.9   343.06 0.008%    6.00   1.96    6.00     0%     6
T242  SRL R,1                : 10   181.3   182.2   173.67 0.019%    3.04   0.99    3.04     3%     3
T243  SRDL R,1               : 10   347.9   348.5   343.10 0.010%    6.00   1.96    6.01     0%     6
T244  SLL R,30               : 10   181.3   181.4   173.66 0.017%    3.04   0.99    3.04     3%     3
T245  SLDL R,60              : 10   347.9   348.1   343.09 0.003%    6.00   1.96    6.00     0%     6
T250  TM m,i                 : 10   178.1   178.3   174.70 0.046%    3.06   1.00    3.06     5%     3
T252  TR m,m (10c)           : 10  1874.6  2327.5  1873.80 17.99%   32.79  10.73   32.80   -20%    33
T253  TR m,m (100c)          : 10 15276.9 18453.8 15270.38 15.57%  267.19  87.41  267.27    26%   267
T254  TR m,m (250c)          : 10 36949.6 44296.2 36945.38 14.86%  646.44 211.48  646.63   -36%   647
T255  TRT m,m (10c,zero)     : 10  1750.7  2163.1  1751.13 17.46%   30.64  10.02   30.65   -35%    31
T256  TRT m,m (100c,zero)    : 10 14789.7 17805.0 14793.50 15.00%  258.84  84.68  258.92    -7%   259
T257  TRT m,m (250c,zero)    : 10 36692.5 44104.5 36843.45 14.45%  644.65 210.90  644.85   -15%   645
T258  TRT m,m (250c,10b)     : 10  2046.8  2459.4  2039.50 14.88%   35.69  11.67   35.70   -30%    36
T259  TRT m,m (250c,100b)    : 10 15035.7 18031.3 15069.38 14.63%  263.67  86.26  263.75   -24%   264
T260  CR R,R                 : 10    58.8    59.1    57.35 0.383%    1.00   0.33    1.00     0%     1
T261  C R,m                  : 10   178.0   179.0   174.64 0.286%    3.06   1.00    3.06     5%     3
T262  CH R,m                 : 10   178.0   179.0   175.26 0.280%    3.07   1.00    3.07     6%     3
T263  CLR R,R                : 10    58.8    59.1    57.14 0.262%    1.00   0.33    1.00     0%     1
T264  CL R,m                 : 10   178.0   178.7   174.65 0.374%    3.06   1.00    3.06     5%     3
T265  CLI m,i                : 10   178.0   179.5   175.05 0.463%    3.06   1.00    3.06     6%     3
T266  CLM R,i,m              : 10   235.5   237.5   232.19 0.035%    4.06   1.33    4.06     6%     4
T270  CLC m,m (10c,eq)       : 10   532.5   535.8   524.10 0.434%    9.17   3.00    9.17    17%     9
T271  CLC m,m (10c,ne)       : 10   358.4   361.1   349.95 0.706%    6.12   2.00    6.12    12%     6
T272  CLC m,m (30c,eq)       : 10   358.1   362.2   349.57 0.001%    6.12   2.00    6.12    11%     6
T273  CLC m,m (30c,ne)       : 10   358.4   361.0   350.10 0.072%    6.13   2.00    6.13    12%     6
T274  CLC m,m (100c,eq)      : 10  1755.5  1763.0  1747.92 0.388%   30.58  10.01   30.59   -40%    31
T275  CLC m,m (100c,ne)      : 10   362.4   365.1   354.00 0.725%    6.19   2.03    6.20    19%     6
T276  CLC m,m (250c,eq)      : 10  3989.6  4003.3  3982.42 0.236%   69.68  22.80   69.70   -29%    70
T277  CLC m,m (250c,ne)      : 10   362.4   367.4   354.03 0.580%    6.19   2.03    6.20    19%     6
T280  4*LR;CLCL (100b,10b)   : 10  1743.8  1844.2  1736.82 1.375%   30.39   9.94   30.40    39%    30
T281  4*LR;CLCL (4kb,10b)    : 10  1802.8  1886.9  1794.62 0.936%   31.40  10.27   31.41    41%    31
T282  4*LR;CLCL (4kb,100b)   : 10  4308.4  4406.5  4291.60 0.787%   75.09  24.57   75.11    11%    75
T283  4*LR;CLCL (4kb,250b)   : 10  8810.8  9005.3  8804.80 0.960%  154.06  50.40  154.11    10%   154
T290  LR;CS R,R,m (eq,eq)    : 10   592.1   595.8   585.45 0.539%   10.24   3.35   10.25    24%    10
T291  LR;CS R,R,m (eq,ne)    : 10   591.6   595.2   583.15 0.440%   10.20   3.34   10.21    20%    10
T292  LR;CS R,R,m (ne)       : 10   531.6   532.7   523.04 0.001%    9.15   2.99    9.15    15%     9
T295  LR;CDS R,R,m (eq,eq)   : 10   591.8   595.2   583.60 0.070%   10.21   3.34   10.21    21%    10
T296  LR;CDS R,R,m (eq,ne)   : 10   588.5   591.9   579.95 0.069%   10.15   3.32   10.15    15%    10
T297  LR;CDS R,R,m (ne)      : 10   530.9   545.7   522.37 0.002%    9.14   2.99    9.14    14%     9
T300  BCR 0,0 (noop)         : 10    58.9    59.1    57.33 0.310%    1.00   0.33    1.00     0%     1
T301  BNZ l (no br)          : 10    60.0    60.2    58.34 0.269%    1.02   0.33    1.02     2%     1
T302  BNZ l (do br)          : 10   242.8   243.5   240.50 0.182%    4.21   1.38    4.21    20%     4
T303  BNZ l (do br, far)     : 10   242.7   358.5   240.56 0.476%    4.21   1.38    4.21    21%     4
T310  BCTR R,0               : 10    58.8    59.1    57.14 0.463%    1.00   0.33    1.00     0%     1
T311  BCTR R,R               : 10   114.1   114.7   114.19 0.029%    2.00   0.65    2.00     0%     2
T312  BCT R,l                : 10   288.7   289.4   289.31 0.026%    5.06   1.66    5.06     6%     5
T315  BXLE R,R,l             : 10   290.1   290.8   287.16 0.239%    5.02   1.64    5.03     2%     5
T320  BALR R,R; BR R         : 10   460.8   461.9   458.26 0.218%    8.02   2.62    8.02     2%     8
T321  BALR R,R; BR R (far)   : 10   470.1   477.6   467.07 0.683%    8.17   2.67    8.17    17%     8
T322  BAL R,l; BR R          : 10   480.3   481.5   477.44 0.243%    8.35   2.73    8.36    35%     8
T323  BAL R,l; BR R (far)    : 10   485.1   488.2   483.65 0.476%    8.46   2.77    8.46    46%     8
T330  L;BALR;SAV(14,12);RET  : 10  3146.8  3836.7  3140.15 0.284%   54.94  17.97   54.96    -3%    55
T400  CVB R,m                : 10  2244.9  2248.6  2241.81 0.024%   39.23  12.83   39.24    23%    39
T401  CVD R,m                : 10  2891.3  2898.5  2888.62 0.113%   50.54  16.53   50.56   -44%    51
T402  PACK m,m (5d)          : 10  1074.5  1078.1  1066.08 0.274%   18.65   6.10   18.66   -34%    19
T403  PACK m,m (15d)         : 10  2590.5  2599.3  2589.38 0.030%   45.31  14.82   45.32    32%    45
T404  UNPK m,m (5d)          : 10  1305.1  1308.8  1296.88 0.239%   22.69   7.42   22.70   -30%    23
T405  UNPK m,m (15d)         : 10  2910.0  2917.9  2908.68 0.248%   50.89  16.65   50.91    -9%    51
T410  MVC;ED (10c)           : 10  9836.9  9861.8  9822.08 0.094%  171.86  56.22  171.91    -8%   172
T411  MVC;ED (30c)           : 10 27788.0 27861.7 27776.67 0.142%  486.01 159.00  486.16    15%   486
T415  MVC;EDMK (10c)         : 10  9892.3  9907.1  9888.52 0.120%  173.02  56.60  173.07     7%   173
T420  AP m,m (10d)           : 10  2545.1  2564.3  2539.39 0.014%   44.43  14.54   44.45    44%    44
T421  AP m,m (30d)           : 10  2928.9  2949.1  2924.40 0.091%   51.17  16.74   51.18    18%    51
T424  MP m,m (10d)           : 10  5788.2  5811.5  5783.53 0.346%  101.19  33.11  101.23    22%   101
T425  MP m,m (30d)           : 10  6040.2  6065.1  6054.28 0.342%  105.93  34.66  105.96    -3%   106
T430  CP m,m (10d)           : 10  1637.9  1652.9  1633.68 0.124%   28.58   9.35   28.59   -40%    29
T431  CP m,m (30d)           : 10  2042.7  2057.0  2037.02 0.039%   35.64  11.66   35.65   -34%    36
T440  ZAP m,m (10d,10d)      : 10  1813.6  1822.7  1816.38 0.415%   31.78  10.40   31.79   -20%    32
T441  ZAP m,m (30d,30d)      : 10  2107.9  2124.4  2103.16 0.305%   36.80  12.04   36.81   -18%    37
T442  ZAP m,m (10d,30d)      : 10  2046.3  2055.3  2041.67 0.377%   35.72  11.69   35.73   -26%    36
T443  ZAP m,m (30d,10d)      : 10  1931.4  1941.6  1930.69 0.435%   33.78  11.05   33.79   -20%    34
T445  SRP m,i,i (30d,<<)     : 10  2880.2  2891.0  2874.80 0.248%   50.30  16.46   50.32    31%    50
T446  SRP m,i,i (30d,>>)     : 10  3283.0  3301.0  3292.69 0.461%   57.61  18.85   57.63   -37%    58
T450  MVO m,m (10d)          : 10  1447.0  1451.4  1438.89 0.236%   25.18   8.24   25.18    18%    25
T451  MVO m,m (30d)          : 10  3788.4  3799.4  3788.85 0.249%   66.29  21.69   66.31    31%    66
T500  LER R,R                : 10   115.5   115.8   113.76 0.309%    1.99   0.65    1.99     0%     2
T501  LE R,m                 : 10   180.0   180.9   176.73 0.449%    3.09   1.01    3.09     9%     3
T502  LE R,m (unal)          : 10   294.3   295.2   291.28 0.277%    5.10   1.67    5.10     9%     5
T503  LTER R,R               : 10   228.4   228.8   227.06 0.021%    3.97   1.30    3.97    -2%     4
T504  LCER R,R               : 10   228.7   229.2   227.09 0.009%    3.97   1.30    3.97    -2%     4
T505  LNER R,R               : 10   228.4   229.3   227.08 0.018%    3.97   1.30    3.97    -2%     4
T506  LPER R,R               : 10   228.4   228.9   227.12 0.018%    3.97   1.30    3.98    -2%     4
T507  LRER R,R               : 10   230.1   230.7   228.45 0.203%    4.00   1.31    4.00     0%     4
T508  STE R,m                : 10   183.2   184.1   180.62 0.396%    3.16   1.03    3.16    16%     3
T509  STE R,m (unal)         : 10   378.5   379.4   375.48 0.207%    6.57   2.15    6.57   -42%     7
T510  AER R,R                : 10   337.0   339.0   334.47 0.031%    5.85   1.91    5.85   -14%     6
T511  AE R,m                 : 10   396.9   398.4   393.71 0.233%    6.89   2.25    6.89   -10%     7
T514  MER R,R                : 10   745.0   747.4   738.76 0.078%   12.93   4.23   12.93    -6%    13
T515  ME R,m                 : 10   802.5   804.2   795.60 0.009%   13.92   4.55   13.92    -7%    14
T516  DER R,R                : 10  2115.6  2115.8  2108.67 0.006%   36.90  12.07   36.91    -9%    37
T517  DE R,m                 : 10  2171.4  2177.5  2166.47 0.018%   37.91  12.40   37.92    -8%    38
T520  CER R,R                : 10   342.5   343.3   339.13 0.208%    5.93   1.94    5.94    -6%     6
T521  CE R,m                 : 10   400.3   401.7   398.08 0.231%    6.97   2.28    6.97    -3%     7
T522  AUR R,R                : 10   348.4   349.3   342.07 0.243%    5.99   1.96    5.99    -1%     6
T523  HER R,R                : 10   403.6   404.2   396.65 0.098%    6.94   2.27    6.94    -5%     7
T530  LDR R,R                : 10   115.5   116.0   113.97 0.357%    1.99   0.65    1.99     0%     2
T531  LD R,m                 : 10   235.5   236.4   232.89 0.322%    4.07   1.33    4.08     7%     4
T532  LD R,m (unal)          : 10   349.1   350.0   345.70 0.214%    6.05   1.98    6.05     5%     6
T533  LTDR R,R               : 10   228.7   228.8   227.09 0.014%    3.97   1.30    3.97    -2%     4
T534  LCDR R,R               : 10   228.4   229.3   227.08 0.017%    3.97   1.30    3.97    -2%     4
T535  LNDR R,R               : 10   228.4   228.8   227.06 0.025%    3.97   1.30    3.97    -2%     4
T536  LPDR R,R               : 10   228.7   228.8   227.07 0.020%    3.97   1.30    3.97    -2%     4
T537  LRDR R,R               : 10   230.1   230.8   228.99 0.200%    4.01   1.31    4.01     0%     4
T538  STD R,m                : 10   244.5   245.4   241.25 0.286%    4.22   1.38    4.22    22%     4
T539  STD R,m (unal)         : 10   468.8   469.9   465.51 0.020%    8.15   2.66    8.15    14%     8
T540  ADR R,R                : 10   336.9   338.0   333.56 0.023%    5.84   1.91    5.84   -16%     6
T541  AD R,m                 : 10   450.5   452.0   448.38 0.145%    7.85   2.57    7.85   -15%     8
T544  MDR R,R                : 10   917.8   921.3   909.69 0.014%   15.92   5.21   15.92    -7%    16
T545  MD R,m                 : 10  1032.4  1034.4  1024.46 0.012%   17.93   5.86   17.93    -6%    18
T546  DDR R,R                : 10  3939.4  3951.2  3931.76 0.200%   68.79  22.51   68.82   -18%    69
T547  DD R,m                 : 10  4054.0  4065.9  4056.12 0.013%   70.97  23.22   70.99     0%    71
T550  CDR R,R                : 10   342.5   343.5   339.16 0.266%    5.93   1.94    5.94    -6%     6
T551  CD R,m                 : 10   456.9   459.5   454.71 0.228%    7.96   2.60    7.96    -4%     8
T552  AWR R,R                : 10   350.1   351.2   342.87 0.251%    6.00   1.96    6.00     0%     6
T553  HDR R,R                : 10   403.7   404.6   395.59 0.014%    6.92   2.26    6.92    -7%     7
T560  AXR R,R                : 10   667.8   670.1   665.33 0.308%   11.64   3.81   11.64   -35%    12
T561  MXR R,R                : 10  3036.4  3039.5  3024.11 0.008%   52.91  17.31   52.93    -7%    53
T600  STCK m                 : 10   434.4   436.9   417.30 0.012%    7.30   2.39    7.30    30%     7
T601  SPM R                  : 10   116.2   116.2   114.47 0.017%    2.00   0.66    2.00     0%     2
T610  EX R,i (with TM)       : 10   466.3   468.8   463.18 0.050%    8.10   2.65    8.11    10%     8
T611  EX R,i (with XI)       : 10   480.2   482.7   478.17 0.454%    8.37   2.74    8.37    36%     8
T620  MVI;TS m (zero)        : 10   588.7   592.3   585.40 0.074%   10.24   3.35   10.25    24%    10
T621  MVI;TS m (ones)        : 10   588.8   605.3   585.43 0.013%   10.24   3.35   10.25    24%    10
T700  mix int RR basic       : 10    91.5    92.0    87.31 0.063%    1.53   0.50    1.53   -47%     2
T701  mix int RX             : 10   378.4   379.4   371.07 0.017%    6.49   2.12    6.49    49%     6
T702  mix int RX (far)       : 10   372.0   372.9   364.66 0.180%    6.38   2.09    6.38    38%     6
D170  MVCL (10b)             : 10       -       -   866.65 6.882%   15.16   4.96   15.17    16%    15
D171  MVCL (100b)            : 10       -       -  2153.86 3.113%   37.69  12.33   37.70   -30%    38
D172  MVCL (250b)            : 10       -       -  4373.34 1.025%   76.52  25.03   76.54   -45%    77
D173  MVCL (1kb)             : 10       -       - 16987.55 0.280%  297.23  97.24  297.32    32%   297
D174  MVCL (4kb)             : 10       -       - 61139.53 0.077% 1069.76 349.97 1070.09     8%  1070
D175  MVCL (100b,pad)        : 10       -       -  1730.31 0.174%   30.28   9.90   30.28    28%    30
D176  MVCL (1kb,pad)         : 10       -       -  8609.70 0.050%  150.64  49.28  150.69   -30%   151
D177  MVCL (4kb,pad)         : 10       -       - 31645.49 0.034%  553.70 181.14  553.87   -12%   554
D178  MVCL (1kb,over1)       : 10       -       -   858.72 0.025%   15.03   4.92   15.03     2%    15
D179  MVCL (1kb,over2)       : 10       -       - 32750.81 0.028%  573.04 187.47  573.22    21%   573
D215  DR R,R                 : 10       -       -   516.05 0.045%    9.03   2.95    9.03     3%     9
D216  D R,R                  : 10       -       -   632.17 0.094%   11.06   3.62   11.06     6%    11
D280  CLCL (100b,10b)        : 10       -       -  1508.21 1.584%   26.39   8.63   26.40    39%    26
D281  CLCL (4kb,10b)         : 10       -       -  1566.02 1.073%   27.40   8.96   27.41    40%    27
D282  CLCL (4kb,100b)        : 10       -       -  4062.99 0.831%   71.09  23.26   71.11    11%    71
D283  CLCL (4kb,250b)        : 10       -       -  8576.19 0.986%  150.06  49.09  150.10    10%   150
D290  CS R,R,m (eq,eq)       : 10       -       -   528.30 0.598%    9.24   3.02    9.25    24%     9
D291  CS R,R,m (eq,ne)       : 10       -       -   525.99 0.489%    9.20   3.01    9.21    20%     9
D292  CS R,R,m (ne)          : 10       -       -   465.89 0.021%    8.15   2.67    8.15    15%     8
D295  CDS R,R,m (eq,eq)      : 10       -       -   526.45 0.080%    9.21   3.01    9.21    21%     9
D296  CDS R,R,m (eq,ne)      : 10       -       -   522.79 0.079%    9.15   2.99    9.15    15%     9
D297  CDS R,R,m (ne)         : 10       -       -   465.22 0.022%    8.14   2.66    8.14    14%     8
D410  ED (10c)               : 10       -       -  9094.64 0.103%  159.13  52.06  159.18    17%   159
D415  EDMK (10c)             : 10       -       -  9161.07 0.131%  160.29  52.44  160.34    34%   160
D610  EX R,i (bare, via TM)  : 10       -       -   288.47 0.084%    5.05   1.65    5.05     4%     5
D611  EX R,i (bare, via XI)  : 10       -       -   257.44 0.881%    4.50   1.47    4.51   -49%     5
D620  TS m (zero)            : 10       -       -   424.83 0.142%    7.43   2.43    7.44    43%     7
D621  TS m (ones)            : 10       -       -   424.86 0.101%    7.43   2.43    7.44    43%     7
