file name ----------------------------  GMUL  i-count  -- total time --   MIPS
2018-04-01-00:08:50_J0091_PERF-ASM.prt   118 1.56e+10  244.45s  4m04.45   63.8
2018-04-01-00:13:02_J0092_PERF-ASM.prt   119 1.57e+10  246.22s  4m06.22   63.9
2018-04-01-00:17:12_J0093_PERF-ASM.prt   118 1.56e+10  244.31s  4m04.31   63.9
2018-04-01-00:21:25_J0094_PERF-ASM.prt   119 1.57e+10  246.86s  4m06.86   63.8
2018-04-01-00:25:35_J0095_PERF-ASM.prt   118 1.56e+10  244.20s  4m04.20   63.9
2018-04-01-00:29:46_J0096_PERF-ASM.prt   118 1.56e+10  244.23s  4m04.23   63.9
2018-04-01-00:33:58_J0097_PERF-ASM.prt   119 1.57e+10  246.21s  4m06.21   63.9
2018-04-01-00:38:06_J0098_PERF-ASM.prt   117 1.55e+10  242.26s  4m02.26   63.9
2018-04-01-00:42:19_J0099_PERF-ASM.prt   119 1.57e+10  246.45s  4m06.45   63.9
2018-04-01-00:46:31_J0100_PERF-ASM.prt   119 1.57e+10  246.24s  4m06.24   63.9
2018-04-01-00:50:43_J0101_PERF-ASM.prt   119 1.57e+10  246.03s  4m06.03   64.0
2018-04-01-00:54:56_J0102_PERF-ASM.prt   119 1.57e+10  246.33s  4m06.33   63.9
2018-04-01-00:59:02_J0103_PERF-ASM.prt   116 1.53e+10  240.11s  4m00.11   63.9
2018-04-01-01:03:12_J0104_PERF-ASM.prt   118 1.56e+10  244.51s  4m04.51   63.8
2018-04-01-01:07:24_J0105_PERF-ASM.prt   119 1.57e+10  246.24s  4m06.24   63.9
2018-04-01-01:11:35_J0106_PERF-ASM.prt   118 1.56e+10  244.16s  4m04.16   63.9
2018-04-01-01:15:45_J0107_PERF-ASM.prt   118 1.56e+10  244.20s  4m04.20   63.9
2018-04-01-01:19:55_J0108_PERF-ASM.prt   118 1.56e+10  244.29s  4m04.29   63.9
2018-04-01-01:24:05_J0109_PERF-ASM.prt   118 1.56e+10  244.20s  4m04.20   63.9
2018-04-01-01:28:16_J0110_PERF-ASM.prt   118 1.56e+10  244.28s  4m04.28   63.9
2018-04-01-01:32:26_J0111_PERF-ASM.prt   118 1.56e+10  244.39s  4m04.39   63.9
2018-04-01-01:36:36_J0112_PERF-ASM.prt   118 1.56e+10  244.08s  4m04.08   63.9
2018-04-01-01:40:46_J0113_PERF-ASM.prt   118 1.56e+10  244.19s  4m04.19   63.9
2018-04-01-01:44:59_J0114_PERF-ASM.prt   119 1.57e+10  246.30s  4m06.30   63.9
2018-04-01-01:49:09_J0115_PERF-ASM.prt   118 1.56e+10  244.27s  4m04.27   63.9
2018-04-01-01:53:21_J0116_PERF-ASM.prt   119 1.57e+10  246.29s  4m06.29   63.9
2018-04-01-01:57:29_J0117_PERF-ASM.prt   117 1.55e+10  242.11s  4m02.11   63.9
2018-04-01-02:01:42_J0118_PERF-ASM.prt   119 1.57e+10  246.44s  4m06.44   63.9
2018-04-01-02:05:54_J0119_PERF-ASM.prt   119 1.57e+10  246.22s  4m06.22   63.9
2018-04-01-02:10:02_J0120_PERF-ASM.prt   117 1.55e+10  242.22s  4m02.22   63.9
2018-04-01-02:14:12_J0121_PERF-ASM.prt   118 1.56e+10  244.16s  4m04.16   63.9
2018-04-01-02:18:22_J0122_PERF-ASM.prt   118 1.56e+10  244.25s  4m04.25   63.9
2018-04-01-02:22:28_J0123_PERF-ASM.prt   116 1.53e+10  240.03s  4m00.03   63.9
2018-04-01-02:26:39_J0124_PERF-ASM.prt   118 1.56e+10  244.22s  4m04.22   63.9
2018-04-01-02:30:51_J0125_PERF-ASM.prt   119 1.57e+10  246.19s  4m06.19   63.9
2018-04-01-02:35:03_J0126_PERF-ASM.prt   119 1.57e+10  246.33s  4m06.33   63.9
2018-04-01-02:39:13_J0127_PERF-ASM.prt   118 1.56e+10  244.27s  4m04.27   63.9
2018-04-01-02:43:24_J0128_PERF-ASM.prt   118 1.56e+10  244.29s  4m04.29   63.9
2018-04-01-02:47:34_J0129_PERF-ASM.prt   118 1.56e+10  244.18s  4m04.18   63.9
2018-04-01-02:51:44_J0130_PERF-ASM.prt   118 1.56e+10  244.66s  4m04.66   63.8
2018-04-01-02:55:55_J0131_PERF-ASM.prt   118 1.56e+10  244.17s  4m04.17   63.9
2018-04-01-03:00:07_J0132_PERF-ASM.prt   119 1.57e+10  246.18s  4m06.18   63.9
2018-04-01-03:04:17_J0133_PERF-ASM.prt   118 1.56e+10  244.02s  4m04.02   64.0
2018-04-01-03:08:29_J0134_PERF-ASM.prt   119 1.57e+10  246.28s  4m06.28   63.9
2018-04-01-03:12:42_J0135_PERF-ASM.prt   119 1.57e+10  246.32s  4m06.32   63.9
2018-04-01-03:16:54_J0136_PERF-ASM.prt   119 1.57e+10  246.38s  4m06.38   63.9
2018-04-01-03:21:06_J0137_PERF-ASM.prt   119 1.57e+10  246.19s  4m06.19   63.9
2018-04-01-03:25:19_J0138_PERF-ASM.prt   119 1.57e+10  246.54s  4m06.54   63.8
2018-04-01-03:29:29_J0139_PERF-ASM.prt   118 1.56e+10  244.33s  4m04.33   63.9
2018-04-01-03:33:39_J0140_PERF-ASM.prt   118 1.56e+10  244.25s  4m04.25   63.9
2018-04-01-03:37:50_J0141_PERF-ASM.prt   118 1.56e+10  244.18s  4m04.18   63.9
2018-04-01-03:42:02_J0142_PERF-ASM.prt   119 1.57e+10  246.25s  4m06.25   63.9
2018-04-01-03:46:12_J0143_PERF-ASM.prt   118 1.56e+10  244.14s  4m04.14   63.9
2018-04-01-03:50:22_J0144_PERF-ASM.prt   118 1.56e+10  244.09s  4m04.09   63.9
2018-04-01-03:54:33_J0145_PERF-ASM.prt   118 1.56e+10  244.27s  4m04.27   63.9
2018-04-01-03:58:45_J0146_PERF-ASM.prt   119 1.57e+10  246.46s  4m06.46   63.9
2018-04-01-04:02:56_J0147_PERF-ASM.prt   118 1.56e+10  244.53s  4m04.53   63.8
2018-04-01-04:07:02_J0148_PERF-ASM.prt   116 1.53e+10  240.05s  4m00.05   63.9
2018-04-01-04:11:14_J0149_PERF-ASM.prt   119 1.57e+10  246.23s  4m06.23   63.9
2018-04-01-04:15:27_J0150_PERF-ASM.prt   119 1.57e+10  246.31s  4m06.31   63.9
2018-04-01-04:19:39_J0151_PERF-ASM.prt   119 1.57e+10  246.27s  4m06.27   63.9
s370_perf version: s370_perf V0.9.7  rev 1003  2018-03-30

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx
T100  LR R,R                 : 99     3.1     3.3     3.07  0.54%    1.00   0.24
T101  LA R,n                 : 99     4.0     4.1     3.91  0.65%    1.27   0.31
T102  L R,m                  : 99    12.9    18.8    12.79  0.59%    4.16   1.00
T103  L R,m (unal)           : 99    15.2    16.8    15.10  0.63%    4.92   1.18
T104  LH R,m                 : 99    14.6    15.4    14.55  0.67%    4.74   1.14
T105  LH R,m (unal3)         : 99    16.0    16.3    15.90  0.65%    5.18   1.24
T106  LTR R,R                : 99     4.1     4.4     4.02  0.73%    1.31   0.31
T107  LCR R,R                : 99     4.6     4.7     4.55  0.67%    1.48   0.36
T108  LNR R,R                : 99     4.0     4.4     3.97  0.64%    1.29   0.31
T109  LPR R,R                : 99     4.8     5.1     4.78  0.64%    1.56   0.37
T110  ST R,m                 : 99    12.9    14.8    12.79  0.52%    4.16   1.00
T111  ST R,m (unal)          : 99    13.7    14.5    13.61  0.55%    4.43   1.06
T112  STH R,m                : 99    15.2    16.7    15.09  0.54%    4.91   1.18
T113  STH R,m (unal1)        : 99    15.0    15.4    14.96  0.40%    4.87   1.17
T114  STH R,m (unal3)        : 99    15.5    16.2    15.47  0.39%    5.04   1.21
T115  STC R,m                : 99    14.1    14.5    14.02  0.52%    4.56   1.10
T116  STCM R,i,m (0010)      : 99    19.6    22.6    19.52  0.49%    6.35   1.53
T117  STCM R,i,m (1100)      : 99    19.5    20.3    19.83  2.27%    6.46   1.55
T118  STCM R,i,m (0111)      : 99    16.2    16.4    16.13  0.45%    5.25   1.26
T120  STM 2,3,m (2r)         : 99    17.6    17.9    17.55  0.51%    5.71   1.37
T121  STM 2,7,m (6r)         : 99    21.7    22.1    21.69  0.55%    7.06   1.70
T122  STM 14,12,m (15r)      : 99    30.7    32.4    30.70  0.48%   10.00   2.40
T123  LM 2,3,m (2r)          : 99    17.7    18.5    17.67  0.41%    5.75   1.38
T124  LM 2,7,m (6r)          : 99    21.9    22.7    21.84  0.44%    7.11   1.71
T125  LM 0,11,m (12r)        : 99    28.5    28.9    28.42  0.53%    9.25   2.22
T150  MVC m,m (5c)           : 99    27.3    27.9    27.24  0.57%    8.87   2.13
T151  MVC m,m (10c)          : 99    31.5    31.9    31.47  0.50%   10.25   2.46
T152  MVC m,m (15c)          : 99    29.9    31.7    29.87  0.47%    9.72   2.33
T153  MVC m,m (30c)          : 99    30.5    30.8    30.53  0.45%    9.94   2.39
T154  MVC m,m (100c)         : 99    36.0    36.6    36.00  0.46%   11.72   2.81
T155  MVC m,m (250c)         : 99    56.6    58.4    56.42  0.47%   18.37   4.41
T156  MVC m,m (250c,over1)   : 99   448.3   453.3   449.57  0.53%  146.36  35.14
T157  MVC m,m (250c,over2)   : 99    52.6    53.1    52.44  0.46%   17.07   4.10
T160  MVI m,i                : 99    13.2    13.4    13.17  0.51%    4.29   1.03
T161  MVN m,m (10c)          : 99    30.9    33.5    32.48  2.08%   10.57   2.54
T162  MVN m,m (30c)          : 99    50.3    51.2    50.23  0.48%   16.35   3.93
T165  MVZ m,m (10c)          : 99    31.1    33.5    32.44  1.72%   10.56   2.54
T166  MVZ m,m (30c)          : 99    50.3    53.0    50.22  0.48%   16.35   3.93
T167  MVCIN m,m (10c)        : 99   115.1   170.3   115.17  0.51%   37.50   9.00
T168  MVCIN m,m (30c)        : 99   318.9   507.1   319.74  0.51%  104.09  24.99
T169  MVCIN m,m (100c)       : 99  1043.0  1625.0  1045.73  0.56%  340.45  81.75
T170  4*Lx;MVCL (10b)        : 99    60.8    61.8    60.26  0.48%   19.62   4.71
T171  4*Lx;MVCL (100b)       : 99    62.3    63.5    61.86  0.47%   20.14   4.84
T172  4*Lx;MVCL (250b)       : 99    80.3    81.7    79.98  0.50%   26.04   6.25
T173  4*Lx;MVCL (1kb)        : 99   141.5   143.5   141.28  0.53%   45.99  11.04
T174  4*LR;MVCL (4kb)        : 99   421.9   436.5   424.76  0.72%  138.29  33.20
T175  4*Lx;MVCL (100b,pad)   : 99    58.6    59.7    58.15  0.41%   18.93   4.55
T176  4*Lx;MVCL (1kb,pad)    : 99    73.5    74.6    73.12  0.44%   23.80   5.72
T177  4*Lx;MVCL (4kb,pad)    : 99   156.5   162.9   157.99  1.06%   51.44  12.35
T178  4*LA;MVCL (1kb,over1)  : 99    39.7    41.7    39.10  0.52%   12.73   3.06
T179  4*LA;MVCL (1kb,over2)  : 99   215.3   218.4   215.57  0.50%   70.18  16.85
T190  IC R,m                 : 99    14.8    15.4    14.75  0.47%    4.80   1.15
T191  ICM R,i,m (0010)       : 99    22.9    24.5    22.91  0.52%    7.46   1.79
T192  ICM R,i,m (1100)       : 99    23.5    26.6    23.52  0.50%    7.66   1.84
T193  ICM R,i,m (0111)       : 99    18.9    23.6    18.94  0.57%    6.17   1.48
T200  AR R,R                 : 99     4.3     4.4     4.24  0.50%    1.38   0.33
T201  A R,m                  : 99    14.3    14.6    14.18  0.57%    4.62   1.11
T202  AH R,m                 : 99    15.8    16.0    15.74  0.49%    5.12   1.23
T203  ALR R,R                : 99     3.8     3.9     3.74  0.55%    1.22   0.29
T204  AL R,m                 : 99    15.6    16.2    15.54  0.49%    5.06   1.22
T205  SR R,R                 : 99     4.9     5.1     4.87  0.52%    1.59   0.38
T206  S R,m                  : 99    16.5    16.8    16.43  0.44%    5.35   1.28
T207  SH R,m                 : 99    16.6    18.3    16.49  0.54%    5.37   1.29
T208  SLR R,R                : 99     3.9     4.0     3.85  0.56%    1.25   0.30
T209  SL R,m                 : 99    16.4    16.8    16.35  0.49%    5.32   1.28
T210  MR R,R                 : 99     6.6     6.7     6.26  0.51%    2.04   0.49
T211  M R,m                  : 99    18.4    18.6    18.16  0.41%    5.91   1.42
T212  MH R,m                 : 99    17.5    17.9    17.23  0.48%    5.61   1.35
T215  XR R,R; DR R,R         : 99    26.0    26.3    25.60  0.44%    8.33   2.00
T216  XR R,R; D R,m          : 99    36.5    37.2    36.19  0.48%   11.78   2.83
T220  SLA R,1                : 99     9.7     9.9     9.39  0.52%    3.06   0.73
T221  SLDA R,1               : 99    11.8    12.0    11.62  0.48%    3.78   0.91
T222  SRA R,1                : 99     7.7     7.8     7.37  0.50%    2.40   0.58
T223  SRDA R,1               : 99     9.3     9.5     9.07  0.49%    2.95   0.71
T224  SRA R,30               : 99     7.7     7.8     7.38  0.47%    2.40   0.58
T225  SRDA R,60              : 99     9.3    11.4     9.07  0.50%    2.95   0.71
T230  XR R,R                 : 99     4.0     4.1     3.97  0.57%    1.29   0.31
T231  X R,m                  : 99    13.8    14.0    13.73  0.43%    4.47   1.07
T232  XI m,i                 : 99    17.1    17.7    17.07  0.50%    5.56   1.33
T235  XC m,m (10c)           : 99    32.0    32.4    31.96  0.53%   10.40   2.50
T236  XC m,m (100c)          : 99   136.0   138.9   136.07  0.52%   44.30  10.64
T237  XC m,m (250c)          : 99   300.2   304.0   301.22  0.60%   98.06  23.55
T238  NR R,R                 : 99     4.0     4.1     3.97  0.62%    1.29   0.31
T239  OR R,R                 : 99     4.0     4.1     3.97  0.51%    1.29   0.31
T240  SLL R,1                : 99     7.2     7.4     6.90  0.44%    2.25   0.54
T241  SLDL R,1               : 99     8.3     8.6     8.11  0.51%    2.64   0.63
T242  SRL R,1                : 99     7.1     7.7     6.73  0.56%    2.19   0.53
T243  SRDL R,1               : 99     8.3     9.1     8.09  0.58%    2.64   0.63
T244  SLL R,30               : 99     7.2     7.6     6.91  0.54%    2.25   0.54
T245  SLDL R,60              : 99     8.3     8.5     8.11  0.57%    2.64   0.63
T250  TM m,i                 : 99    15.0    15.2    14.90  0.49%    4.85   1.16
T252  TR m,m (10c)           : 99    26.4    26.8    26.32  0.56%    8.57   2.06
T253  TR m,m (100c)          : 99    93.3    98.3    93.25  0.53%   30.36   7.29
T254  TR m,m (250c)          : 99   193.5   196.3   193.94  0.56%   63.14  15.16
T255  TRT m,m (10c,zero)     : 99   115.0   118.4   115.39  0.56%   37.57   9.02
T256  TRT m,m (100c,zero)    : 99  1063.8  1076.5  1067.70  0.55%  347.60  83.46
T257  TRT m,m (250c,zero)    : 99  2630.7  2657.5  2640.56  0.56%  859.67 206.42
T258  TRT m,m (250c,10b)     : 99   128.6   129.8   128.78  0.54%   41.93  10.07
T259  TRT m,m (250c,100b)    : 99  1078.7  1090.3  1082.03  0.56%  352.27  84.58
T260  CR R,R                 : 99     3.9     4.0     3.84  0.49%    1.25   0.30
T261  C R,m                  : 99    14.3    14.5    14.24  0.57%    4.63   1.11
T262  CH R,m                 : 99    14.4    14.8    14.30  0.47%    4.66   1.12
T263  CLR R,R                : 99     3.5     3.6     3.44  0.58%    1.12   0.27
T264  CL R,m                 : 99    12.7    12.9    12.63  0.51%    4.11   0.99
T265  CLI m,i                : 99    16.5    17.1    16.48  0.49%    5.37   1.29
T266  CLM R,i,m              : 99    18.0    18.4    17.92  0.46%    5.83   1.40
T270  CLC m,m (10c,eq)       : 99    44.3    45.0    44.19  0.53%   14.39   3.45
T271  CLC m,m (10c,ne)       : 99    40.2    41.1    40.01  0.53%   13.02   3.13
T272  CLC m,m (30c,eq)       : 99    71.1    76.0    70.94  0.53%   23.09   5.55
T273  CLC m,m (30c,ne)       : 99    40.2    43.3    40.00  0.60%   13.02   3.13
T274  CLC m,m (100c,eq)      : 99   164.6   171.9   164.65  0.50%   53.60  12.87
T275  CLC m,m (100c,ne)      : 99    40.2    41.0    40.04  0.52%   13.03   3.13
T276  CLC m,m (250c,eq)      : 99   364.9   392.9   365.97  0.36%  119.15  28.61
T277  CLC m,m (250c,ne)      : 99    40.2    40.6    39.99  0.54%   13.02   3.13
T280  4*LR;CLCL (100b,10b)   : 99   152.6   155.1   152.40  0.42%   49.62  11.91
T281  4*LR;CLCL (4kb,10b)    : 99   156.9   174.1   156.90  0.52%   51.08  12.27
T282  4*LR;CLCL (4kb,100b)   : 99  1248.1  1271.6  1252.41  0.47%  407.74  97.90
T283  4*LR;CLCL (4kb,250b)   : 99  3051.6  3084.1  3062.93  0.51%  997.17 239.44
T290  LR;CS R,R,m (eq,eq)    : 99    81.8    83.4    81.85  0.47%   26.65   6.40
T291  LR;CS R,R,m (eq,ne)    : 99    80.8    86.5    80.96  0.33%   26.36   6.33
T292  LR;CS R,R,m (ne)       : 99   829.5   871.4   835.42  0.61%  271.98  65.31
T295  LR;CDS R,R,m (eq,eq)   : 99    81.6    88.5    82.24  0.90%   26.78   6.43
T296  LR;CDS R,R,m (eq,ne)   : 99    81.4    84.3    81.87  0.55%   26.65   6.40
T297  LR;CDS R,R,m (ne)      : 99   845.9   893.8   852.22  0.64%  277.45  66.62
T300  BCR 0,0 (noop)         : 99     3.3     3.4     3.29  0.62%    1.07   0.26
T301  BNZ l (no br)          : 99     3.2     3.2     3.10  0.69%    1.01   0.24
T302  BNZ l (do br)          : 99     9.5     9.8     9.40  0.54%    3.06   0.73
T303  BNZ l (do br, far)     : 99    17.6    17.9    17.60  0.66%    5.73   1.38
T304  BR R                   : 99     7.8     7.9     7.13  0.54%    2.32   0.56
T305  BR R (far)             : 99    16.2    16.6    15.53  0.52%    5.05   1.21
T310  BCTR R,0               : 99     4.7     4.8     4.65  0.59%    1.51   0.36
T311  BCTR R,R               : 99     7.1     7.3     7.14  0.64%    2.32   0.56
T312  BCT R,l                : 99     9.8    10.0     9.87  0.51%    3.21   0.77
T315  BXLE R,R,l             : 99    10.8    10.9    10.67  0.55%    3.48   0.83
T320  BALR R,R; BR R         : 99    14.3    14.5    14.19  0.58%    4.62   1.11
T321  BALR R,R; BR R (far)   : 99    36.8    37.4    36.80  0.55%   11.98   2.88
T322  BAL R,l; BR R          : 99    17.7    18.0    17.61  0.52%    5.73   1.38
T323  BAL R,l; BR R (far)    : 99    37.1    37.6    37.09  0.55%   12.07   2.90
T324  BASR R,R; BR R         : 99    14.4    14.6    14.35  0.53%    4.67   1.12
T325  BAS R,l; BR R          : 99    17.9    18.4    17.88  0.60%    5.82   1.40
T330  L;BALR;SAV(14,12);RET  : 99   157.9   160.3   157.99  0.44%   51.44  12.35
T400  CVB R,m                : 99    58.2    59.3    58.21  0.44%   18.95   4.55
T401  CVD R,m                : 99    57.7    58.4    57.76  0.49%   18.80   4.52
T402  PACK m,m (5d)          : 99    57.7    59.8    57.57  0.50%   18.74   4.50
T403  PACK m,m (15d)         : 99   143.9   145.7   144.11  0.53%   46.92  11.27
T404  UNPK m,m (5d)          : 99    63.7    64.3    63.51  0.49%   20.68   4.96
T405  UNPK m,m (15d)         : 99   153.1   156.5   153.38  0.57%   49.93  11.99
T410  MVC;ED (10c)           : 99   227.7   229.8   227.56  0.49%   74.08  17.79
T411  MVC;ED (30c)           : 99   625.6   635.6   626.47  0.50%  203.95  48.97
T415  MVC;EDMK (10c)         : 99   229.8   236.3   230.17  0.50%   74.93  17.99
T420  AP m,m (10d)           : 99   440.6   447.3   442.97  0.39%  144.21  34.63
T421  AP m,m (30d)           : 99   499.5   508.4   499.95  0.42%  162.77  39.08
T422  SP m,m (10d)           : 99   446.2   450.9   446.81  0.30%  145.47  34.93
T423  SP m,m (30d)           : 99   503.3   509.8   503.77  0.40%  164.01  39.38
T424  MP m,m (10d)           : 99   497.0   502.9   496.88  0.42%  161.77  38.84
T425  MP m,m (30d)           : 99   494.1   509.0   494.89  0.36%  161.12  38.69
T426  MVC;DP m,m (10d)       : 99   767.1   777.3   770.74  0.51%  250.92  60.25
T427  MVC;DP m,m (30d)       : 99  1846.4  1882.6  1853.94  0.39%  603.57 144.93
T430  CP m,m (10d)           : 99   350.4   354.8   351.31  0.40%  114.37  27.46
T431  CP m,m (30d)           : 99   350.4   360.9   351.37  0.48%  114.39  27.47
T440  ZAP m,m (10d,10d)      : 99   200.1   208.2   200.78  0.46%   65.37  15.70
T441  ZAP m,m (30d,30d)      : 99   200.2   205.6   200.72  0.47%   65.35  15.69
T442  ZAP m,m (10d,30d)      : 99   200.2   201.9   200.68  0.41%   65.33  15.69
T443  ZAP m,m (30d,10d)      : 99   200.2   202.9   200.65  0.41%   65.32  15.69
T445  SRP m,i,i (30d,<<)     : 99   233.1   235.5   232.65  0.41%   75.74  18.19
T446  SRP m,i,i (30d,>>)     : 99   325.3   330.5   325.46  0.42%  105.96  25.44
T450  MVO m,m (10d)          : 99    80.4    81.1    80.32  0.48%   26.15   6.28
T451  MVO m,m (30d)          : 99   206.8   208.9   207.03  0.44%   67.40  16.18
T500  LER R,R                : 99     5.5     5.6     5.41  0.61%    1.76   0.42
T501  LE R,m                 : 99    14.4    14.7    14.33  0.56%    4.67   1.12
T502  LE R,m (unal)          : 99    16.4    16.9    16.29  0.57%    5.30   1.27
T503  LTER R,R               : 99     6.2     6.4     6.11  0.57%    1.99   0.48
T504  LCER R,R               : 99     6.2     6.4     6.20  0.55%    2.02   0.48
T505  LNER R,R               : 99     5.9     6.1     5.82  0.59%    1.89   0.45
T506  LPER R,R               : 99     6.2     6.4     6.17  0.56%    2.01   0.48
T507  LRER R,R               : 99     9.3     9.6     9.25  0.48%    3.01   0.72
T508  STE R,m                : 99    14.1    14.4    14.07  0.42%    4.58   1.10
T509  STE R,m (unal)         : 99    15.0    15.2    14.97  0.47%    4.87   1.17
T510  AER R,R                : 99    19.0    19.2    18.91  0.49%    6.16   1.48
T511  AE R,m                 : 99    26.9    30.1    26.91  0.50%    8.76   2.10
T512  SER R,R                : 99    19.0    19.3    18.98  0.46%    6.18   1.48
T513  SE R,m                 : 99    28.5    28.8    28.47  0.46%    9.27   2.23
T514  MER R,R                : 99    14.0    14.2    13.61  0.52%    4.43   1.06
T515  ME R,m                 : 99    23.8    24.0    23.43  0.51%    7.63   1.83
T516  DER R,R                : 99    24.3    24.7    23.96  0.53%    7.80   1.87
T517  DE R,m                 : 99    33.0    33.6    32.71  0.56%   10.65   2.56
T520  CER R,R                : 99    14.5    14.6    14.37  0.49%    4.68   1.12
T521  CE R,m                 : 99    23.6    24.1    23.58  0.56%    7.68   1.84
T522  AUR R,R                : 99    13.4    13.7    13.06  0.57%    4.25   1.02
T523  HER R,R                : 99     8.6     8.7     8.18  0.55%    2.66   0.64
T530  LDR R,R                : 99     5.9     6.0     5.86  0.49%    1.91   0.46
T531  LD R,m                 : 99    14.9    15.0    14.78  0.52%    4.81   1.16
T532  LD R,m (unal)          : 99    15.2    15.5    15.11  0.51%    4.92   1.18
T533  LTDR R,R               : 99     7.2     7.3     7.11  0.47%    2.32   0.56
T534  LCDR R,R               : 99     7.1     7.4     7.04  0.54%    2.29   0.55
T535  LNDR R,R               : 99     7.1     7.5     7.04  0.56%    2.29   0.55
T536  LPDR R,R               : 99     7.1     7.2     7.05  0.58%    2.30   0.55
T537  LRDR R,R               : 99    10.4    10.5    10.39  0.53%    3.38   0.81
T538  STD R,m                : 99    14.8    15.1    14.77  0.44%    4.81   1.15
T539  STD R,m (unal)         : 99    14.8    15.0    14.69  0.41%    4.78   1.15
T540  ADR R,R                : 99    20.7    21.1    20.61  0.51%    6.71   1.61
T541  AD R,m                 : 99    29.0    29.3    28.98  0.44%    9.43   2.27
T542  SDR R,R                : 99    20.4    20.6    20.34  0.48%    6.62   1.59
T543  SD R,m                 : 99    29.0    29.3    29.03  0.44%    9.45   2.27
T544  MDR R,R                : 99    22.5    22.9    22.11  0.47%    7.20   1.73
