file name ----------------------------  GMUL  i-count  -- total time --   MIPS
2020-04-18-12:27:58_J7807_PERF-ASM.prt   180 2.38e+10  275.56s  4m35.56   86.4
2020-04-18-12:32:52_J7808_PERF-ASM.prt   198 2.62e+10  289.73s  4m49.73   90.4
2020-04-18-12:37:17_J7809_PERF-ASM.prt   178 2.35e+10  259.56s  4m19.56   90.7
2020-04-18-12:41:56_J7810_PERF-ASM.prt   188 2.49e+10  274.61s  4m34.61   90.5
2020-04-18-12:46:58_J7811_PERF-ASM.prt   201 2.66e+10  297.33s  4m57.33   89.4
2020-04-18-12:51:58_J7812_PERF-ASM.prt   201 2.66e+10  295.85s  4m55.85   89.9
2020-04-18-12:57:03_J7813_PERF-ASM.prt   202 2.67e+10  300.04s  5m00.04   89.0
2020-04-18-13:02:06_J7814_PERF-ASM.prt   202 2.67e+10  297.85s  4m57.85   89.7
2020-04-18-13:06:26_J7815_PERF-ASM.prt   175 2.31e+10  255.29s  4m15.29   90.7
2020-04-18-13:11:30_J7816_PERF-ASM.prt   202 2.67e+10  299.67s  4m59.67   89.1
2020-04-18-13:16:31_J7817_PERF-ASM.prt   201 2.66e+10  296.22s  4m56.22   89.7
2020-04-18-13:21:33_J7818_PERF-ASM.prt   202 2.67e+10  297.60s  4m57.60   89.8
2020-04-18-13:26:22_J7819_PERF-ASM.prt   194 2.57e+10  284.05s  4m44.05   90.3
2020-04-18-13:31:12_J7820_PERF-ASM.prt   196 2.59e+10  285.75s  4m45.75   90.7
2020-04-18-13:36:04_J7821_PERF-ASM.prt   197 2.61e+10  287.73s  4m47.73   90.5
2020-04-18-13:40:28_J7822_PERF-ASM.prt   176 2.33e+10  258.31s  4m18.31   90.1
2020-04-18-13:45:29_J7823_PERF-ASM.prt   200 2.64e+10  296.29s  4m56.29   89.3
2020-04-18-13:49:37_J7824_PERF-ASM.prt   166 2.20e+10  243.42s  4m03.42   90.2
2020-04-18-13:54:36_J7825_PERF-ASM.prt   201 2.66e+10  294.01s  4m54.01   90.4
2020-04-18-13:59:29_J7826_PERF-ASM.prt   196 2.59e+10  288.62s  4m48.62   89.8
2020-04-18-14:04:30_J7827_PERF-ASM.prt   202 2.67e+10  295.93s  4m55.93   90.3
2020-04-18-14:09:31_J7828_PERF-ASM.prt   201 2.66e+10  295.93s  4m55.93   89.8
2020-04-18-14:14:01_J7829_PERF-ASM.prt   179 2.37e+10  265.89s  4m25.89   89.0
2020-04-18-14:18:05_J7830_PERF-ASM.prt   161 2.13e+10  239.23s  3m59.23   89.0
2020-04-18-14:23:05_J7831_PERF-ASM.prt   202 2.67e+10  294.55s  4m54.55   90.7
2020-04-18-14:28:09_J7832_PERF-ASM.prt   202 2.67e+10  300.20s  5m00.20   89.0
2020-04-18-14:33:09_J7833_PERF-ASM.prt   202 2.67e+10  294.96s  4m54.96   90.6
2020-04-18-14:38:01_J7834_PERF-ASM.prt   195 2.58e+10  287.11s  4m47.11   89.8
2020-04-18-14:42:39_J7835_PERF-ASM.prt   184 2.43e+10  273.39s  4m33.39   89.0
2020-04-18-14:47:38_J7836_PERF-ASM.prt   202 2.67e+10  294.52s  4m54.52   90.7
2020-04-18-14:52:38_J7837_PERF-ASM.prt   201 2.66e+10  295.12s  4m55.12   90.1
s370_perf version: s370_perf V0.9.8  rev 1026  2018-05-27

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx
T238  NR R,R                 : 31     3.6     4.0     3.54  5.74%    1.66   0.46
T239  OR R,R                 : 31     3.6     3.9     3.52  6.73%    1.65   0.46
T240  SLL R,1                : 31     4.8     5.5     4.54  8.41%    2.12   0.59
T241  SLDL R,1               : 31     6.0     6.9     5.84  7.08%    2.73   0.76
T242  SRL R,1                : 31     4.8     5.6     4.55  6.18%    2.13   0.59
T243  SRDL R,1               : 31     6.0     6.8     5.88  7.43%    2.75   0.76
T244  SLL R,30               : 31     4.8     5.6     4.55  7.13%    2.13   0.59
T245  SLDL R,60              : 31     6.0     6.9     5.80  3.74%    2.71   0.75
T250  TM m,i                 : 31     9.0    10.5     8.87  4.82%    4.15   1.15
T252  TR m,m (10c)           : 31    16.9    19.2    16.81  7.59%    7.87   2.18
T253  TR m,m (100c)          : 31    69.8    86.7    70.60  7.29%   33.05   9.16
T254  TR m,m (250c)          : 31   151.2   197.4   153.69  3.15%   71.96  19.94
T255  TRT m,m (10c,zero)     : 31    83.9    91.1    84.18  1.80%   39.41  10.92
T256  TRT m,m (100c,zero)    : 31   779.8   896.8   781.61  6.94%  365.93 101.42
T257  TRT m,m (250c,zero)    : 31  1931.4  2113.6  1936.83  0.84%  906.78 251.31
T258  TRT m,m (250c,10b)     : 31    93.5   108.9    93.40  1.03%   43.73  12.12
T259  TRT m,m (250c,100b)    : 31   795.0   931.9   798.38  3.69%  373.79 103.59
T260  CR R,R                 : 31     2.7     2.9     2.60  5.49%    1.22   0.34
T261  C R,m                  : 31     8.8    10.6     8.76  7.15%    4.10   1.14
T262  CH R,m                 : 31     9.2    10.3     9.21  5.70%    4.31   1.20
T263  CLR R,R                : 31     2.6     2.9     2.54  2.86%    1.19   0.33
T264  CL R,m                 : 31     7.8     9.3     7.86  7.36%    3.68   1.02
T265  CLI m,i                : 31    10.0    11.0     9.99  6.87%    4.68   1.30
T266  CLM R,i,m              : 31    12.4    13.9    12.33  7.11%    5.77   1.60
T270  CLC m,m (10c,eq)       : 31    34.4    38.6    34.38  6.91%   16.09   4.46
T271  CLC m,m (10c,ne)       : 31    30.3    33.7    30.31  3.33%   14.19   3.93
T272  CLC m,m (30c,eq)       : 31    45.5    51.6    45.36  2.32%   21.24   5.89
T273  CLC m,m (30c,ne)       : 31    30.3    34.5    30.12  6.73%   14.10   3.91
T274  CLC m,m (100c,eq)      : 31    83.8    95.0    84.34  4.15%   39.49  10.94
T275  CLC m,m (100c,ne)      : 31    30.3    33.8    30.54  6.85%   14.30   3.96
T276  CLC m,m (250c,eq)      : 31   165.6   188.5   167.12  5.98%   78.24  21.68
T277  CLC m,m (250c,ne)      : 31    30.3    34.9    30.09  6.86%   14.09   3.90
T280  4*LR;CLCL (100b,10b)   : 31   114.4   127.6   114.65  4.80%   53.67  14.88
T281  4*LR;CLCL (4kb,10b)    : 31   116.9   132.4   118.23  5.88%   55.35  15.34
T282  4*LR;CLCL (4kb,100b)   : 31   882.3   998.1   892.65  5.31%  417.92 115.83
T283  4*LR;CLCL (4kb,250b)   : 31  2142.5  2418.8  2153.71  1.97% 1008.32 279.45
T290  LR;CS R,R,m (eq,eq)    : 31    40.3    45.5    42.37  7.51%   19.84   5.50
T291  LR;CS R,R,m (eq,ne)    : 31    40.4    44.7    40.70  5.26%   19.05   5.28
T292  LR;CS R,R,m (ne)       : 31   358.8   396.1   371.07  5.36%  173.73  48.15
T295  LR;CDS R,R,m (eq,eq)   : 31    41.3    48.5    41.18  3.98%   19.28   5.34
T296  LR;CDS R,R,m (eq,ne)   : 31    41.6    48.7    41.81  4.09%   19.58   5.43
T297  LR;CDS R,R,m (ne)      : 31   360.8   395.1   369.98  3.66%  173.22  48.01
T300  BCR 0,0 (noop)         : 31     2.5     2.8     2.48  3.50%    1.16   0.32
T301  BNZ l (no br)          : 31     2.2     2.4     2.14  7.96%    1.00   0.28
T302  BNZ l (do br)          : 31     7.3     8.1     7.17  6.02%    3.36   0.93
T303  BNZ l (do br, far)     : 31    12.9    15.0    13.44  7.19%    6.29   1.74
T304  BR R                   : 31     7.4     8.7     6.79  6.86%    3.18   0.88
T305  BR R (far)             : 31    11.4    12.7    11.01  5.03%    5.15   1.43
T310  BCTR R,0               : 31     3.6     4.1     3.51  6.18%    1.64   0.46
T311  BCTR R,R               : 31     7.1     7.7     7.11  2.70%    3.33   0.92
T312  BCT R,l                : 31     8.4     9.3     8.54  6.00%    4.00   1.11
T315  BXLE R,R,l             : 31     8.7    10.5     8.81  5.77%    4.12   1.14
T320  BALR R,R; BR R         : 31    13.4    15.0    13.34  6.14%    6.24   1.73
T321  BALR R,R; BR R (far)   : 31    39.9    46.4    40.14  7.77%   18.79   5.21
T322  BAL R,l; BR R          : 31    15.0    16.8    15.28  6.46%    7.15   1.98
T323  BAL R,l; BR R (far)    : 31    26.9    31.8    27.20  6.80%   12.73   3.53
T324  BASR R,R; BR R         : 31    13.6    14.9    13.58  6.73%    6.36   1.76
T325  BAS R,l; BR R          : 31    15.3    18.0    15.29  6.02%    7.16   1.98
T330  L;BALR;SAV(14,12);RET  : 31   107.5   121.2   109.21  7.32%   51.13  14.17
T400  CVB R,m                : 31    38.9    46.8    39.38  6.13%   18.44   5.11
T401  CVD R,m                : 31    36.2    44.3    36.75  6.60%   17.21   4.77
T402  PACK m,m (5d)          : 31    38.7    43.9    38.78  4.63%   18.16   5.03
T403  PACK m,m (15d)         : 31    96.2   110.5    96.25  3.41%   45.06  12.49
T404  UNPK m,m (5d)          : 31    43.0    50.5    42.93  4.20%   20.10   5.57
T405  UNPK m,m (15d)         : 31   102.3   114.8   102.46  2.45%   47.97  13.29
T410  MVC;ED (10c)           : 31   149.1   170.3   149.24  2.71%   69.87  19.36
T411  MVC;ED (30c)           : 31   406.7   453.6   410.86  4.16%  192.35  53.31
T415  MVC;EDMK (10c)         : 31   152.2   172.5   152.69  3.15%   71.49  19.81
T420  AP m,m (10d)           : 31   223.1   258.5   226.36  5.61%  105.98  29.37
T421  AP m,m (30d)           : 31   217.8   257.6   218.23  4.47%  102.17  28.32
T422  SP m,m (10d)           : 31   223.4   265.3   223.77  7.17%  104.76  29.03
T423  SP m,m (30d)           : 31   238.8   287.5   243.14  7.49%  113.83  31.55
T424  MP m,m (10d)           : 31   279.3   327.9   282.37  7.20%  132.20  36.64
T425  MP m,m (30d)           : 31   277.8   314.0   281.15  5.86%  131.63  36.48
T426  MVC;DP m,m (10d)       : 31   461.5   540.8   464.77  2.35%  217.59  60.31
T427  MVC;DP m,m (30d)       : 31  1045.2  1150.1  1049.32  1.54%  491.27 136.15
T430  CP m,m (10d)           : 31   158.7   179.8   159.33  6.86%   74.60  20.67
T431  CP m,m (30d)           : 31   159.0   189.5   161.03  6.86%   75.39  20.89
T440  ZAP m,m (10d,10d)      : 31   100.9   113.9   101.81  5.56%   47.66  13.21
T441  ZAP m,m (30d,30d)      : 31   100.8   117.9   101.06  4.61%   47.32  13.11
T442  ZAP m,m (10d,30d)      : 31   100.9   112.9   101.19  5.49%   47.38  13.13
T443  ZAP m,m (30d,10d)      : 31   100.7   116.9   101.96  7.87%   47.74  13.23
T445  SRP m,i,i (30d,<<)     : 31   127.1   149.5   126.88  4.43%   59.40  16.46
T446  SRP m,i,i (30d,>>)     : 31   188.6   214.8   191.23  7.17%   89.53  24.81
T450  MVO m,m (10d)          : 31    50.0    55.0    50.23  4.59%   23.52   6.52
T451  MVO m,m (30d)          : 31   128.3   153.3   128.85  5.29%   60.32  16.72
T500  LER R,R                : 31     5.6     6.2     5.66  6.08%    2.65   0.73
T501  LE R,m                 : 31     9.3    11.1     9.33  8.27%    4.37   1.21
T502  LE R,m (unal)          : 31     9.7    10.7     9.59  4.43%    4.49   1.24
T503  LTER R,R               : 31     5.0     5.7     5.08  6.75%    2.38   0.66
T504  LCER R,R               : 31     4.9     5.5     4.89  7.45%    2.29   0.63
T505  LNER R,R               : 31     5.2     6.1     5.21  7.59%    2.44   0.68
T506  LPER R,R               : 31     5.7     6.5     5.71  5.09%    2.67   0.74
T507  LRER R,R               : 31     6.2     7.0     6.19  6.66%    2.90   0.80
T508  STE R,m                : 31     9.2    10.6     9.25  7.49%    4.33   1.20
T509  STE R,m (unal)         : 31     9.8    11.3     9.82  6.36%    4.60   1.27
T510  AER R,R                : 31    14.6    16.1    15.33  6.70%    7.18   1.99
T511  AE R,m                 : 31    19.6    22.6    19.72  5.21%    9.23   2.56
T512  SER R,R                : 31    14.7    16.8    15.04  5.14%    7.04   1.95
T513  SE R,m                 : 31    20.1    23.9    20.43  6.76%    9.57   2.65
T514  MER R,R                : 31    10.3    11.9    10.54  7.38%    4.93   1.37
T515  ME R,m                 : 31    15.3    17.9    15.45  8.10%    7.23   2.00
T516  DER R,R                : 31    20.5    22.9    20.46  7.41%    9.58   2.65
T517  DE R,m                 : 31    25.2    29.4    25.32  6.91%   11.85   3.29
T520  CER R,R                : 31    11.0    12.0    11.00  6.16%    5.15   1.43
T521  CE R,m                 : 31    16.8    19.5    16.89  7.59%    7.91   2.19
T522  AUR R,R                : 31    10.3    11.8    10.07  1.98%    4.71   1.31
T523  HER R,R                : 31     6.5     7.5     6.41  7.45%    3.00   0.83
T530  LDR R,R                : 31     5.8     6.6     5.70  4.17%    2.67   0.74
T531  LD R,m                 : 31    10.1    11.1    10.29  6.49%    4.82   1.34
T532  LD R,m (unal)          : 31    10.0    11.0    10.18  6.61%    4.77   1.32
T533  LTDR R,R               : 31     5.2     5.9     5.22  7.32%    2.45   0.68
T534  LCDR R,R               : 31     5.2     5.8     5.20  7.06%    2.43   0.67
T535  LNDR R,R               : 31     5.4     6.3     5.53  5.38%    2.59   0.72
T536  LPDR R,R               : 31     5.3     6.2     5.30  6.04%    2.48   0.69
T537  LRDR R,R               : 31     7.4     8.4     7.40  6.53%    3.47   0.96
T538  STD R,m                : 31     9.9    11.4     9.97  7.76%    4.67   1.29
T539  STD R,m (unal)         : 31     9.9    11.3     9.89  6.84%    4.63   1.28
T540  ADR R,R                : 31    15.5    18.2    15.58  8.02%    7.29   2.02
T541  AD R,m                 : 31    20.7    23.3    20.82  6.24%    9.75   2.70
T542  SDR R,R                : 31    15.6    18.1    15.61  6.35%    7.31   2.03
T543  SD R,m                 : 31    21.0    24.0    21.62  6.29%   10.12   2.81
T544  MDR R,R                : 31    16.8    19.3    16.63  5.10%    7.79   2.16
T545  MD R,m                 : 31    22.6    25.8    23.31  7.97%   10.91   3.02
T546  DDR R,R                : 31   152.5   174.3   153.58  4.73%   71.90  19.93
T547  DD R,m                 : 31   156.4   172.8   158.98  6.82%   74.43  20.63
T550  CDR R,R                : 31    12.0    14.5    12.02  5.44%    5.63   1.56
T551  CD R,m                 : 31    18.1    20.7    18.42  7.11%    8.62   2.39
T552  AWR R,R                : 31    12.4    13.7    12.22  1.72%    5.72   1.59
T553  HDR R,R                : 31     7.9     9.0     7.61  6.28%    3.56   0.99
T560  AXR R,R                : 31    25.6    30.4    25.97  7.24%   12.16   3.37
T561  MXR R,R                : 31    30.1    35.0    29.70  1.18%   13.91   3.85
T600  STCK m                 : 31    91.3   101.6    90.60  0.00%   42.42  11.76
T601  SPM R                  : 31     2.7     3.1     2.64  8.00%    1.24   0.34
T610  EX R,i (with TM)       : 31    30.6    34.8    31.14  7.15%   14.58   4.04
T611  EX R,i (with XI)       : 31    30.7    34.3    31.68  6.28%   14.83   4.11
T620  MVI;TS m (zero)        : 31    42.4    49.0    42.79  5.69%   20.04   5.55
T621  MVI;TS m (ones)        : 31   361.8   410.7   366.09  4.77%  171.40  47.50
T700  mix int RR basic       : 31     6.3     6.9     6.13  5.13%    2.87   0.80
T701  mix int RX             : 31    10.8    12.3    10.58  7.59%    4.95   1.37
T702  mix int RX (far)       : 31    10.8    12.6    10.58  6.62%    4.95   1.37
T703  mix int RR noopt       : 31     6.3     7.2     6.41  7.27%    3.00   0.83
T900  LR R,R (ig=1)          : 31     8.7    10.7     2.04  9.39%    0.95   0.26
T901  LR R,R (ig=2)          : 31     5.4     6.3     1.92  3.59%    0.90   0.25
T902  LR R,R (ig=3)          : 31     4.3     4.8     2.00  5.44%    0.94   0.26
T903  LR R,R (ig=4)          : 31     7.5     8.7     6.00  6.12%    2.81   0.78
T904  LR R,R (ig=5)          : 31     6.4     7.6     5.11  6.45%    2.39   0.66
T905  LR R,R (ig=6)          : 31     5.7     6.3     4.57  4.86%    2.14   0.59
T906  LR R,R (ig=7)          : 31     5.1     5.7     4.20  7.24%    1.97   0.54
T907  LR R,R (ig=8)          : 31     4.8     5.6     3.96  4.99%    1.86   0.51
T908  LR R,R (ig=9)          : 31     4.4     5.0     3.73  7.00%    1.74   0.48
T909  LR R,R (ig=10)         : 31     4.2     4.7     3.63  5.69%    1.70   0.47
T910  LR R,R (ig=12)         : 31     3.8     4.3     3.30  7.16%    1.55   0.43
T911  LR R,R (ig=18)         : 31     3.2     3.5     2.80  6.88%    1.31   0.36
T912  LR R,R (ig=25)         : 31     2.8     3.3     2.57  6.54%    1.20   0.33
T913  LR R,R (ig=36)         : 31     2.6     2.9     2.37  4.84%    1.11   0.31
T914  LR R,R (ig=50)         : 31     2.4     2.6     2.28  6.72%    1.07   0.30
T915  LR R,R (ig=72)         : 31     2.2     2.6     2.16  5.08%    1.01   0.28
T920  L R,m (ig=1)           : 31    13.0    14.8     6.04  7.69%    2.83   0.78
T921  L R,m (ig=2)           : 31    10.4    12.2     6.91  4.22%    3.24   0.90
T922  L R,m (ig=3)           : 31     9.3    10.8     7.12  7.12%    3.33   0.92
T923  L R,m (ig=4)           : 31    11.8    13.4    10.20  7.87%    4.78   1.32
T924  L R,m (ig=5)           : 31    10.9    12.4     9.80  6.51%    4.59   1.27
T925  L R,m (ig=6)           : 31    10.3    11.4     9.35  7.09%    4.38   1.21
T926  L R,m (ig=7)           : 31     9.9    11.1     8.90  5.06%    4.17   1.15
T927  L R,m (ig=8)           : 31     9.5    11.1     9.07  8.62%    4.25   1.18
T928  L R,m (ig=9)           : 31     9.4    10.5     8.69  4.49%    4.07   1.13
T929  L R,m (ig=10)          : 31     9.1    10.4     8.61  5.70%    4.03   1.12
