file name ----------------------------  GMUL  i-count  -- total time --   MIPS
2018-03-31-11:40:51_J6188_PERF-ASM.prt   203 2.68e+10  279.78s  4m39.78   96.0
2018-03-31-11:45:33_J6189_PERF-ASM.prt   202 2.67e+10  277.36s  4m37.36   96.3
2018-03-31-11:50:16_J6190_PERF-ASM.prt   203 2.68e+10  278.74s  4m38.74   96.3
2018-03-31-11:54:57_J6191_PERF-ASM.prt   202 2.67e+10  277.00s  4m37.00   96.4
2018-03-31-11:59:38_J6192_PERF-ASM.prt   202 2.67e+10  277.42s  4m37.42   96.3
2018-03-31-12:04:19_J6193_PERF-ASM.prt   202 2.67e+10  277.01s  4m37.01   96.4
2018-03-31-12:09:01_J6194_PERF-ASM.prt   202 2.67e+10  277.44s  4m37.44   96.3
2018-03-31-12:13:43_J6195_PERF-ASM.prt   203 2.68e+10  278.68s  4m38.68   96.3
2018-03-31-12:18:26_J6196_PERF-ASM.prt   203 2.68e+10  278.54s  4m38.54   96.4
2018-03-31-12:23:08_J6197_PERF-ASM.prt   203 2.68e+10  278.51s  4m38.51   96.4
2018-03-31-12:27:50_J6198_PERF-ASM.prt   202 2.67e+10  277.25s  4m37.25   96.4
2018-03-31-12:32:31_J6199_PERF-ASM.prt   202 2.67e+10  277.13s  4m37.13   96.4
2018-03-31-12:37:14_J6200_PERF-ASM.prt   203 2.68e+10  279.29s  4m39.29   96.1
2018-03-31-12:41:57_J6201_PERF-ASM.prt   203 2.68e+10  278.82s  4m38.82   96.3
2018-03-31-12:46:38_J6202_PERF-ASM.prt   202 2.67e+10  277.44s  4m37.44   96.3
2018-03-31-12:51:19_J6203_PERF-ASM.prt   202 2.67e+10  277.19s  4m37.19   96.4
2018-03-31-12:56:02_J6204_PERF-ASM.prt   203 2.68e+10  278.70s  4m38.70   96.3
2018-03-31-13:00:43_J6205_PERF-ASM.prt   202 2.67e+10  277.21s  4m37.21   96.4
2018-03-31-13:05:25_J6206_PERF-ASM.prt   202 2.67e+10  277.67s  4m37.67   96.2
2018-03-31-13:10:07_J6207_PERF-ASM.prt   203 2.68e+10  278.46s  4m38.46   96.4
2018-03-31-13:14:50_J6208_PERF-ASM.prt   203 2.68e+10  278.79s  4m38.79   96.3
2018-03-31-13:19:32_J6209_PERF-ASM.prt   202 2.67e+10  277.55s  4m37.55   96.3
2018-03-31-13:24:14_J6210_PERF-ASM.prt   203 2.68e+10  278.31s  4m38.31   96.5
2018-03-31-13:28:55_J6211_PERF-ASM.prt   202 2.67e+10  277.27s  4m37.27   96.3
2018-03-31-13:33:37_J6212_PERF-ASM.prt   202 2.67e+10  277.07s  4m37.07   96.4
2018-03-31-13:38:18_J6213_PERF-ASM.prt   202 2.67e+10  277.29s  4m37.29   96.3
2018-03-31-13:42:59_J6214_PERF-ASM.prt   202 2.67e+10  277.17s  4m37.17   96.4
2018-03-31-13:47:42_J6215_PERF-ASM.prt   203 2.68e+10  278.86s  4m38.86   96.3
2018-03-31-13:52:25_J6216_PERF-ASM.prt   203 2.68e+10  278.49s  4m38.49   96.4
2018-03-31-13:57:07_J6217_PERF-ASM.prt   203 2.68e+10  278.74s  4m38.74   96.3
s370_perf version: s370_perf V0.9.7  rev 1003  2018-03-30

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx
T168  MVCIN m,m (30c)        : 30   203.8   210.7   203.70  0.32%   98.39  27.39
T169  MVCIN m,m (100c)       : 30   666.2   675.2   666.88  0.25%  322.12  89.67
T170  4*Lx;MVCL (10b)        : 30    35.0    35.5    34.46  0.21%   16.65   4.63
T171  4*Lx;MVCL (100b)       : 30    41.7    43.7    41.36  0.44%   19.98   5.56
T172  4*Lx;MVCL (250b)       : 30    51.1    52.8    50.56  0.28%   24.42   6.80
T173  4*Lx;MVCL (1kb)        : 30   106.6   107.9   106.07  0.25%   51.23  14.26
T174  4*LR;MVCL (4kb)        : 30   333.6   348.9   333.18  0.24%  160.93  44.80
T175  4*Lx;MVCL (100b,pad)   : 30    30.2    30.6    29.55  0.14%   14.27   3.97
T176  4*Lx;MVCL (1kb,pad)    : 30    46.2    47.7    45.60  0.21%   22.02   6.13
T177  4*Lx;MVCL (4kb,pad)    : 30   106.4   108.3   105.98  0.56%   51.19  14.25
T178  4*LA;MVCL (1kb,over1)  : 30    22.5    22.7    21.79  0.14%   10.52   2.93
T179  4*LA;MVCL (1kb,over2)  : 30   114.7   118.6   114.23  0.18%   55.18  15.36
T190  IC R,m                 : 30     9.0     9.1     8.94  0.29%    4.32   1.20
T191  ICM R,i,m (0010)       : 30    15.9    16.0    15.84  0.14%    7.65   2.13
T192  ICM R,i,m (1100)       : 30    16.5    17.1    16.42  0.20%    7.93   2.21
T193  ICM R,i,m (0111)       : 30    12.6    14.8    12.52  0.21%    6.05   1.68
T200  AR R,R                 : 30     3.5     3.6     3.39  0.23%    1.64   0.46
T201  A R,m                  : 30     9.4     9.5     9.29  0.19%    4.49   1.25
T202  AH R,m                 : 30    10.1    10.3     9.97  0.18%    4.82   1.34
T203  ALR R,R                : 30     2.9     3.2     2.80  0.15%    1.35   0.38
T204  AL R,m                 : 30    10.5    10.6    10.35  0.22%    5.00   1.39
T205  SR R,R                 : 30     3.9     4.0     3.84  0.40%    1.86   0.52
T206  S R,m                  : 30    10.0    10.1     9.86  0.18%    4.76   1.33
T207  SH R,m                 : 30    10.7    10.8    10.54  0.14%    5.09   1.42
T208  SLR R,R                : 30     2.9     3.0     2.86  0.20%    1.38   0.38
T209  SL R,m                 : 30    10.7    10.8    10.56  0.14%    5.10   1.42
T210  MR R,R                 : 30     6.0     6.2     5.67  0.52%    2.74   0.76
T211  M R,m                  : 30    10.2    10.3     9.91  0.10%    4.79   1.33
T212  MH R,m                 : 30    10.3    10.4     9.99  0.14%    4.83   1.34
T215  XR R,R; DR R,R         : 30    18.3    18.9    17.84  0.12%    8.62   2.40
T216  XR R,R; D R,m          : 30    23.8    24.0    23.32  0.17%   11.26   3.14
T220  SLA R,1                : 30     6.8     6.8     6.44  0.18%    3.11   0.87
T221  SLDA R,1               : 30     7.6     7.7     7.41  0.18%    3.58   1.00
T222  SRA R,1                : 30     5.4     5.5     5.10  0.13%    2.46   0.69
T223  SRDA R,1               : 30     6.4     6.5     6.23  0.09%    3.01   0.84
T224  SRA R,30               : 30     5.4     5.5     5.10  0.17%    2.46   0.69
T225  SRDA R,60              : 30     6.4     6.5     6.23  0.09%    3.01   0.84
T230  XR R,R                 : 30     3.2     3.3     3.18  0.16%    1.53   0.43
T231  X R,m                  : 30     9.5     9.5     9.36  0.08%    4.52   1.26
T232  XI m,i                 : 30     9.9     9.9     9.73  0.16%    4.70   1.31
T235  XC m,m (10c)           : 30    22.4    22.5    22.27  0.18%   10.76   2.99
T236  XC m,m (100c)          : 30   101.3   102.2   101.08  0.23%   48.82  13.59
T237  XC m,m (250c)          : 30   224.2   225.2   224.10  0.18%  108.25  30.13
T238  NR R,R                 : 30     3.6     3.6     3.56  0.21%    1.72   0.48
T239  OR R,R                 : 30     3.6     3.6     3.53  0.14%    1.71   0.48
T240  SLL R,1                : 30     4.6     4.7     4.28  0.18%    2.07   0.58
T241  SLDL R,1               : 30     6.0     6.0     5.75  0.11%    2.78   0.77
T242  SRL R,1                : 30     4.8     4.8     4.46  0.14%    2.15   0.60
T243  SRDL R,1               : 30     6.0     6.0     5.75  0.16%    2.78   0.77
T244  SLL R,30               : 30     4.6     5.3     4.28  0.23%    2.07   0.58
T245  SLDL R,60              : 30     6.0     6.1     5.75  0.15%    2.78   0.77
T250  TM m,i                 : 30     8.9     9.2     8.79  0.11%    4.25   1.18
T252  TR m,m (10c)           : 30    16.5    16.9    16.43  0.27%    7.93   2.21
T253  TR m,m (100c)          : 30    69.8    70.4    69.57  0.21%   33.61   9.36
T254  TR m,m (250c)          : 30   151.2   152.1   151.07  0.17%   72.97  20.31
T255  TRT m,m (10c,zero)     : 30    84.1    84.4    83.98  0.16%   40.56  11.29
T256  TRT m,m (100c,zero)    : 30   780.6   784.4   781.41  0.13%  377.44 105.07
T257  TRT m,m (250c,zero)    : 30  1933.7  1941.2  1935.16  0.13%  934.73 260.20
T258  TRT m,m (250c,10b)     : 30    93.6    94.3    93.29  0.10%   45.06  12.54
T259  TRT m,m (250c,100b)    : 30   796.4   801.1   797.28  0.11%  385.11 107.20
T260  CR R,R                 : 30     2.6     2.7     2.56  0.22%    1.24   0.34
T261  C R,m                  : 30     8.8     9.1     8.67  0.11%    4.19   1.17
T262  CH R,m                 : 30     9.2     9.5     9.11  0.22%    4.40   1.22
T263  CLR R,R                : 30     2.6     2.6     2.50  0.26%    1.21   0.34
T264  CL R,m                 : 30     7.8     7.9     7.71  0.19%    3.73   1.04
T265  CLI m,i                : 30     9.9    10.3     9.76  0.23%    4.71   1.31
T266  CLM R,i,m              : 30    12.4    12.4    12.26  0.22%    5.92   1.65
T270  CLC m,m (10c,eq)       : 30    34.4    35.7    34.13  0.19%   16.48   4.59
T271  CLC m,m (10c,ne)       : 30    30.3    30.5    29.97  0.16%   14.47   4.03
T272  CLC m,m (30c,eq)       : 30    45.5    47.3    45.24  0.19%   21.85   6.08
T273  CLC m,m (30c,ne)       : 30    30.3    30.5    29.97  0.13%   14.48   4.03
T274  CLC m,m (100c,eq)      : 30    83.8    87.0    83.56  0.25%   40.36  11.24
T275  CLC m,m (100c,ne)      : 30    30.3    31.5    29.98  0.13%   14.48   4.03
T276  CLC m,m (250c,eq)      : 30   165.5   166.5   165.37  0.25%   79.88  22.24
T277  CLC m,m (250c,ne)      : 30    30.3    31.3    29.98  0.13%   14.48   4.03
T280  4*LR;CLCL (100b,10b)   : 30   106.9   107.5   106.34  0.16%   51.37  14.30
T281  4*LR;CLCL (4kb,10b)    : 30   109.6   112.3   109.00  0.21%   52.65  14.66
T282  4*LR;CLCL (4kb,100b)   : 30   875.5   880.7   875.95  0.33%  423.10 117.78
T283  4*LR;CLCL (4kb,250b)   : 30  2135.6  2146.5  2140.00  0.14% 1033.67 287.75
T290  LR;CS R,R,m (eq,eq)    : 30    16.3    16.4    15.94  0.34%    7.70   2.14
T291  LR;CS R,R,m (eq,ne)    : 30    16.4    16.5    16.05  0.12%    7.75   2.16
T292  LR;CS R,R,m (ne)       : 30    17.7    18.2    17.37  0.46%    8.39   2.34
T295  LR;CDS R,R,m (eq,eq)   : 30    17.8    17.8    17.43  0.19%    8.42   2.34
T296  LR;CDS R,R,m (eq,ne)   : 30    17.7    17.8    17.37  0.27%    8.39   2.33
T297  LR;CDS R,R,m (ne)      : 30    19.8    20.1    19.54  0.28%    9.44   2.63
T300  BCR 0,0 (noop)         : 30     2.5     2.6     2.48  0.12%    1.20   0.33
T301  BNZ l (no br)          : 30     2.2     2.2     2.11  0.22%    1.02   0.28
T302  BNZ l (do br)          : 30     7.3     7.3     7.14  0.08%    3.45   0.96
T303  BNZ l (do br, far)     : 30    12.9    13.0    12.83  0.19%    6.19   1.72
T304  BR R                   : 30     7.4     7.4     6.69  0.09%    3.23   0.90
T305  BR R (far)             : 30    11.3    11.4    10.66  0.28%    5.15   1.43
T310  BCTR R,0               : 30     3.6     4.2     3.54  0.15%    1.71   0.48
T311  BCTR R,R               : 30     7.1     7.1     7.07  0.10%    3.42   0.95
T312  BCT R,l                : 30     8.4     8.4     8.38  0.07%    4.05   1.13
T315  BXLE R,R,l             : 30     8.7     8.8     8.54  0.15%    4.13   1.15
T320  BALR R,R; BR R         : 30    13.4    13.4    13.26  0.06%    6.40   1.78
T321  BALR R,R; BR R (far)   : 30    39.6    39.8    39.56  0.19%   19.11   5.32
T322  BAL R,l; BR R          : 30    15.3    15.5    15.35  0.16%    7.41   2.06
T323  BAL R,l; BR R (far)    : 30    27.0    27.1    26.88  0.08%   12.98   3.61
T324  BASR R,R; BR R         : 30    13.6    13.6    13.44  0.09%    6.49   1.81
T325  BAS R,l; BR R          : 30    15.3    17.0    15.22  0.11%    7.35   2.05
T330  L;BALR;SAV(14,12);RET  : 30   107.2   108.2   106.73  0.31%   51.55  14.35
T400  CVB R,m                : 30    38.9    39.1    38.77  0.25%   18.73   5.21
T401  CVD R,m                : 30    36.1    36.3    36.05  0.10%   17.41   4.85
T402  PACK m,m (5d)          : 30    38.8    38.9    38.43  0.25%   18.56   5.17
T403  PACK m,m (15d)         : 30    96.2    96.7    96.01  0.30%   46.38  12.91
T404  UNPK m,m (5d)          : 30    43.1    43.3    42.82  0.11%   20.68   5.76
T405  UNPK m,m (15d)         : 30   102.7   103.1   102.47  0.24%   49.49  13.78
T410  MVC;ED (10c)           : 30   149.4   150.6   149.18  0.26%   72.06  20.06
T411  MVC;ED (30c)           : 30   406.2   410.0   406.43  0.25%  196.31  54.65
T415  MVC;EDMK (10c)         : 30   151.9   153.0   151.36  0.30%   73.11  20.35
T420  AP m,m (10d)           : 30   222.1   224.4   221.54  0.15%  107.01  29.79
T421  AP m,m (30d)           : 30   216.8   218.3   216.58  0.22%  104.61  29.12
T422  SP m,m (10d)           : 30   222.5   223.5   221.93  0.19%  107.20  29.84
T423  SP m,m (30d)           : 30   232.7   234.4   232.93  0.21%  112.51  31.32
T424  MP m,m (10d)           : 30   277.7   279.0   277.10  0.21%  133.84  37.26
T425  MP m,m (30d)           : 30   277.3   278.7   276.48  0.17%  133.54  37.18
T426  MVC;DP m,m (10d)       : 30   459.4   462.9   459.21  0.16%  221.81  61.75
T427  MVC;DP m,m (30d)       : 30  1046.0  1054.9  1048.99  0.24%  506.69 141.05
T430  CP m,m (10d)           : 30   157.7   158.7   157.83  0.25%   76.24  21.22
T431  CP m,m (30d)           : 30   157.6   158.7   157.88  0.32%   76.26  21.23
T440  ZAP m,m (10d,10d)      : 30   100.4   101.3   100.41  0.20%   48.50  13.50
T441  ZAP m,m (30d,30d)      : 30   100.3   100.9   100.36  0.21%   48.48  13.50
T442  ZAP m,m (10d,30d)      : 30   100.6   101.4   100.54  0.25%   48.56  13.52
T443  ZAP m,m (30d,10d)      : 30   100.2   100.7   100.19  0.23%   48.39  13.47
T445  SRP m,i,i (30d,<<)     : 30   126.6   128.2   125.70  0.11%   60.72  16.90
T446  SRP m,i,i (30d,>>)     : 30   187.8   189.2   186.97  0.26%   90.31  25.14
T450  MVO m,m (10d)          : 30    50.1    50.3    49.82  0.23%   24.07   6.70
T451  MVO m,m (30d)          : 30   128.9   133.9   128.77  0.31%   62.20  17.31
T500  LER R,R                : 30     5.5     8.1     5.48  0.16%    2.65   0.74
T501  LE R,m                 : 30     9.3     9.4     9.20  0.14%    4.44   1.24
T502  LE R,m (unal)          : 30     9.7     9.7     9.52  0.14%    4.60   1.28
T503  LTER R,R               : 30     5.1     5.1     4.99  0.13%    2.41   0.67
T504  LCER R,R               : 30     4.9     4.9     4.83  0.10%    2.33   0.65
T505  LNER R,R               : 30     5.2     5.2     5.10  0.17%    2.46   0.69
T506  LPER R,R               : 30     5.7     5.7     5.66  0.10%    2.73   0.76
T507  LRER R,R               : 30     6.2     7.6     6.15  0.16%    2.97   0.83
T508  STE R,m                : 30     9.2     9.3     9.10  0.14%    4.39   1.22
T509  STE R,m (unal)         : 30     9.8     9.9     9.67  0.14%    4.67   1.30
T510  AER R,R                : 30    14.6    14.7    14.51  0.15%    7.01   1.95
T511  AE R,m                 : 30    19.6    19.8    19.50  0.15%    9.42   2.62
T512  SER R,R                : 30    14.7    14.8    14.58  0.10%    7.04   1.96
T513  SE R,m                 : 30    20.0    20.1    19.88  0.09%    9.60   2.67
T514  MER R,R                : 30    10.3    10.4    10.01  0.10%    4.83   1.35
T515  ME R,m                 : 30    15.3    15.4    14.98  0.09%    7.24   2.01
T516  DER R,R                : 30    20.5    20.6    20.23  0.10%    9.77   2.72
T517  DE R,m                 : 30    25.2    25.3    24.90  0.10%   12.03   3.35
T520  CER R,R                : 30    11.1    11.1    10.93  0.11%    5.28   1.47
T521  CE R,m                 : 30    16.8    16.9    16.69  0.13%    8.06   2.24
T522  AUR R,R                : 30    10.3    10.3     9.95  0.11%    4.81   1.34
T523  HER R,R                : 30     6.6     6.6     6.24  0.09%    3.01   0.84
T530  LDR R,R                : 30     5.7     5.8     5.68  0.10%    2.74   0.76
T531  LD R,m                 : 30    10.1    10.1     9.95  0.14%    4.81   1.34
T532  LD R,m (unal)          : 30    10.0    10.1     9.84  0.18%    4.75   1.32
T533  LTDR R,R               : 30     5.2     5.2     5.15  0.21%    2.49   0.69
T534  LCDR R,R               : 30     5.2     5.3     5.18  0.26%    2.50   0.70
T535  LNDR R,R               : 30     5.5     5.5     5.43  0.13%    2.62   0.73
T536  LPDR R,R               : 30     5.4     5.4     5.30  0.21%    2.56   0.71
T537  LRDR R,R               : 30     7.4     7.4     7.34  0.24%    3.55   0.99
T538  STD R,m                : 30     9.9    10.0     9.79  0.15%    4.73   1.32
T539  STD R,m (unal)         : 30     9.9    10.0     9.79  0.20%    4.73   1.32
T540  ADR R,R                : 30    15.5    15.6    15.37  0.16%    7.42   2.07
T541  AD R,m                 : 30    20.7    23.0    20.59  0.14%    9.95   2.77
T542  SDR R,R                : 30    15.6    15.7    15.46  0.10%    7.47   2.08
T543  SD R,m                 : 30    21.0    21.0    20.85  0.08%   10.07   2.80
T544  MDR R,R                : 30    16.6    16.7    16.29  0.20%    7.87   2.19
T545  MD R,m                 : 30    22.6    22.7    22.26  0.31%   10.75   2.99
T546  DDR R,R                : 30   152.0   153.0   152.45  0.13%   73.64  20.50
T547  DD R,m                 : 30   156.6   157.1   156.41  0.11%   75.55  21.03
T550  CDR R,R                : 30    12.0    12.1    11.88  0.16%    5.74   1.60
T551  CD R,m                 : 30    18.2    18.3    18.07  0.20%    8.73   2.43
T552  AWR R,R                : 30    12.3    12.5    12.07  0.18%    5.83   1.62
T553  HDR R,R                : 30     7.9     7.9     7.52  0.20%    3.63   1.01
T560  AXR R,R                : 30    25.7    25.8    25.60  0.17%   12.37   3.44
T561  MXR R,R                : 30    30.1    30.3    29.60  0.23%   14.30   3.98
T600  STCK m                 : 30    69.0    69.9    68.46  0.29%   33.07   9.21
T601  SPM R                  : 30     2.9     2.9     2.79  0.17%    1.35   0.37
T610  EX R,i (with TM)       : 30    30.6    30.8    30.52  0.06%   14.74   4.10
T611  EX R,i (with XI)       : 30    30.7    30.9    30.61  0.13%   14.79   4.12
T620  MVI;TS m (zero)        : 30    22.5    22.7    22.45  0.23%   10.84   3.02
T621  MVI;TS m (ones)        : 30    25.1    26.4    25.90  0.61%   12.51   3.48
T700  mix int RR basic       : 30     5.8     5.8     5.60  0.12%    2.71   0.75
T701  mix int RX             : 30    10.9    11.3    10.56  0.18%    5.10   1.42
T702  mix int RX (far)       : 30    10.9    10.9    10.56  0.34%    5.10   1.42
T703  mix int RR noopt       : 30     6.2     6.3     6.07  0.44%    2.93   0.82
T900  LR R,R (ig=1)          : 30     8.7     8.8     1.66  0.10%    0.80   0.22
T901  LR R,R (ig=2)          : 30     5.4     5.4     1.86  0.16%    0.90   0.25
T902  LR R,R (ig=3)          : 30     4.3     4.3     1.93  0.36%    0.93   0.26
T903  LR R,R (ig=4)          : 30     7.5     7.6     5.76  0.20%    2.78   0.78
T904  LR R,R (ig=5)          : 30     6.4     6.5     5.02  0.17%    2.43   0.68
T905  LR R,R (ig=6)          : 30     5.7     5.7     4.54  0.16%    2.19   0.61
T906  LR R,R (ig=7)          : 30     5.1     5.1     4.11  0.17%    1.98   0.55
T907  LR R,R (ig=8)          : 30     4.8     4.9     3.89  0.19%    1.88   0.52
T908  LR R,R (ig=9)          : 30     4.4     4.5     3.65  0.11%    1.76   0.49
T909  LR R,R (ig=10)         : 30     4.2     4.2     3.53  0.14%    1.70   0.47
T910  LR R,R (ig=12)         : 30     3.8     3.9     3.23  0.15%    1.56   0.43
T911  LR R,R (ig=18)         : 30     3.2     3.2     2.78  0.15%    1.34   0.37
T912  LR R,R (ig=25)         : 30     2.8     3.2     2.53  0.33%    1.22   0.34
T913  LR R,R (ig=36)         : 30     2.5     2.6     2.35  0.23%    1.13   0.32
T914  LR R,R (ig=50)         : 30     2.4     2.4     2.23  0.25%    1.08   0.30
T915  LR R,R (ig=72)         : 30     2.2     2.2     2.14  0.18%    1.03   0.29
T920  L R,m (ig=1)           : 30    13.1    13.1     6.01  0.13%    2.90   0.81
T921  L R,m (ig=2)           : 30    10.4    10.5     6.87  0.18%    3.32   0.92
T922  L R,m (ig=3)           : 30     9.5     9.5     7.16  0.21%    3.46   0.96
T923  L R,m (ig=4)           : 30    12.0    12.1    10.26  0.34%    4.96   1.38
T924  L R,m (ig=5)           : 30    11.0    11.1     9.59  0.20%    4.63   1.29
T925  L R,m (ig=6)           : 30    10.3    10.4     9.12  0.36%    4.40   1.23
T926  L R,m (ig=7)           : 30     9.8     9.9     8.84  0.23%    4.27   1.19
T927  L R,m (ig=8)           : 30     9.5     9.5     8.62  0.24%    4.16   1.16
T928  L R,m (ig=9)           : 30     9.3     9.4     8.56  0.28%    4.14   1.15
T929  L R,m (ig=10)          : 30     9.2     9.2     8.48  0.21%    4.10   1.14
T930  L R,m (ig=12)          : 30     8.8     8.9     8.19  0.32%    3.95   1.10
T931  L R,m (ig=18)          : 30     8.2     8.4     7.80  0.25%    3.77   1.05
