s370_perf version: s370_perf V0.9.7  rev 1003  2018-03-30  

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx    n-cp  e-cp%   mcc
T157  MVC m,m (250c,over2)   : 30  4018.5  4022.3  4012.62 0.071%   70.19  22.97   70.20    20%    70
T167  MVCIN m,m (10c)        : 30  1923.1  1929.6  1915.02 0.292%   33.50  10.96   33.50   -49%    34
T168  MVCIN m,m (30c)        : 30  5414.3  5437.4  5421.44 0.297%   94.84  31.03   94.85   -14%    95
T169  MVCIN m,m (100c)       : 30 17628.8 17754.5 17632.01 0.310%  308.44 100.93  308.48    47%   308
D170  MVCL (10b)             : 30       -       -   866.78 0.310%   15.16   4.96   15.16    16%    15
D171  MVCL (100b)            : 30       -       -  2147.85 0.167%   37.57  12.29   37.58   -42%    38
D172  MVCL (250b)            : 30       -       -  4371.08 0.060%   76.47  25.02   76.47    47%    76
D173  MVCL (1kb)             : 30       -       - 16988.84 0.068%  297.19  97.25  297.23    22%   297
D174  MVCL (4kb)             : 30       -       - 61123.62 0.101% 1069.26 349.88 1069.38    37%  1069
D175  MVCL (100b,pad)        : 30       -       -  1729.39 0.145%   30.25   9.90   30.26    25%    30
D176  MVCL (1kb,pad)         : 30       -       -  8613.54 0.052%  150.68  49.31  150.70   -30%   151
D177  MVCL (4kb,pad)         : 30       -       - 31639.98 0.058%  553.49 181.11  553.55   -44%   554
D178  MVCL (1kb,over1)       : 30       -       -   858.95 0.103%   15.03   4.92   15.03     2%    15
D179  MVCL (1kb,over2)       : 30       -       - 32754.32 0.032%  572.99 187.49  573.05     4%   573
T160  MVI m,i                : 30   161.6   162.5   159.98 0.433%    2.80   0.92    2.80   -20%     3
T161  MVN m,m (10c)          : 30  1073.6  1075.8  1070.34 0.015%   18.72   6.13   18.73   -27%    19
T162  MVN m,m (30c)          : 30  2003.9  2007.5  1995.75 0.024%   34.91  11.42   34.92    -8%    35
T450  MVO m,m (10d)          : 30  1447.0  1452.6  1440.49 0.283%   25.20   8.25   25.20    20%    25
T451  MVO m,m (30d)          : 30  3788.2  3818.6  3789.85 0.043%   66.30  21.69   66.30    30%    66
T165  MVZ m,m (10c)          : 30  1073.6  1076.9  1070.31 0.009%   18.72   6.13   18.73   -27%    19
T166  MVZ m,m (30c)          : 30  2003.9  2007.4  1995.61 0.011%   34.91  11.42   34.91    -8%    35
T561  MXR R,R                : 30  3034.5  3041.1  3024.32 0.009%   52.91  17.31   52.91    -8%    53
T238  NR R,R                 : 30    58.9    59.2    57.20 0.550%    1.00   0.33    1.00     0%     1
T239  OR R,R                 : 30    58.8    59.2    57.16 0.491%    1.00   0.33    1.00     0%     1
T402  PACK m,m (5d)          : 30  1074.4  1080.8  1066.12 0.302%   18.65   6.10   18.65   -34%    19
T403  PACK m,m (15d)         : 30  2590.4  2613.1  2589.41 0.287%   45.30  14.82   45.30    30%    45
T206  S R,m                  : 30   178.0   178.9   174.70 0.425%    3.06   1.00    3.06     5%     3
T543  SD R,m                 : 30   459.4   462.3   457.39 0.295%    8.00   2.62    8.00     0%     8
T542  SDR R,R                : 30   343.7   345.0   340.46 0.312%    5.96   1.95    5.96    -4%     6
T513  SE R,m                 : 30   405.7   407.1   402.94 0.309%    7.05   2.31    7.05     4%     7
T512  SER R,R                : 30   343.8   345.1   341.28 0.272%    5.97   1.95    5.97    -2%     6
T207  SH R,m                 : 30   178.0   179.7   174.66 0.471%    3.06   1.00    3.06     5%     3
T209  SL R,m                 : 30   178.0   179.9   174.68 0.430%    3.06   1.00    3.06     5%     3
T220  SLA R,1                : 30   238.2   239.5   231.04 0.228%    4.04   1.32    4.04     4%     4
T221  SLDA R,1               : 30   434.4   435.7   429.71 0.135%    7.52   2.46    7.52   -48%     8
T241  SLDL R,1               : 30   347.9   348.5   343.10 0.008%    6.00   1.96    6.00     0%     6
T245  SLDL R,60              : 30   347.9   348.4   343.08 0.048%    6.00   1.96    6.00     0%     6
T240  SLL R,1                : 30   181.0   181.6   173.62 0.212%    3.04   0.99    3.04     3%     3
T244  SLL R,30               : 30   181.0   181.5   173.64 0.179%    3.04   0.99    3.04     3%     3
T208  SLR R,R                : 30    58.8    59.2    57.15 0.392%    1.00   0.33    1.00     0%     1
T422  SP m,m (10d)           : 30  2462.6  2484.0  2440.57 0.821%   42.69  13.97   42.70   -30%    43
T423  SP m,m (30d)           : 30  2928.9  2950.9  2895.16 0.059%   50.65  16.57   50.65   -34%    51
T601  SPM R                  : 30   116.0   116.4   114.48 0.019%    2.00   0.66    2.00     0%     2
T205  SR R,R                 : 30    58.8    59.3    57.14 0.071%    1.00   0.33    1.00     0%     1
T222  SRA R,1                : 30   181.0   181.8   173.69 0.251%    3.04   0.99    3.04     3%     3
T224  SRA R,30               : 30   181.0   182.0   173.70 0.261%    3.04   0.99    3.04     3%     3
T223  SRDA R,1               : 30   462.0   462.7   457.28 0.126%    8.00   2.62    8.00     0%     8
T225  SRDA R,60              : 30   462.0   463.4   457.28 0.125%    8.00   2.62    8.00     0%     8
T243  SRDL R,1               : 30   347.9   348.5   343.10 0.016%    6.00   1.96    6.00     0%     6
T242  SRL R,1                : 30   181.0   181.6   173.68 0.017%    3.04   0.99    3.04     3%     3
T445  SRP m,i,i (30d,<<)     : 30  2880.2  2891.7  2841.30 0.325%   49.70  16.26   49.71   -29%    50
T446  SRP m,i,i (30d,>>)     : 30  3283.0  3312.1  3243.80 0.526%   56.75  18.57   56.75   -24%    57
T110  ST R,m                 : 30   164.9   166.7   161.82 0.352%    2.83   0.93    2.83   -16%     3
T111  ST R,m (unal)          : 30   334.1   335.3   331.33 0.037%    5.80   1.90    5.80   -20%     6
T115  STC R,m                : 30   164.9   165.7   161.59 0.468%    2.83   0.92    2.83   -17%     3
T600  STCK m                 : 30   429.1   471.8   412.02 0.009%    7.21   2.36    7.21    20%     7
T116  STCM R,i,m (0010)      : 30   244.5   247.0   242.13 0.389%    4.24   1.39    4.24    23%     4
T117  STCM R,i,m (1100)      : 30   244.5   245.9   241.24 0.085%    4.22   1.38    4.22    22%     4
T118  STCM R,i,m (0111)      : 30   244.5   246.8   241.94 0.303%    4.23   1.38    4.23    23%     4
T538  STD R,m                : 30   244.5   246.4   241.24 0.313%    4.22   1.38    4.22    22%     4
T539  STD R,m (unal)         : 30   468.8   469.2   465.50 0.011%    8.14   2.66    8.14    14%     8
T508  STE R,m                : 30   183.2   185.0   179.95 0.479%    3.15   1.03    3.15    14%     3
T509  STE R,m (unal)         : 30   378.5   380.8   375.93 0.213%    6.58   2.15    6.58   -42%     7
T112  STH R,m                : 30   222.9   225.5   219.65 0.351%    3.84   1.26    3.84   -15%     4
T113  STH R,m (unal1)        : 30   218.2   219.2   214.95 0.356%    3.76   1.23    3.76   -23%     4
T114  STH R,m (unal3)        : 30   334.1   336.5   331.44 0.264%    5.80   1.90    5.80   -20%     6
T120  STM 2,3,m (2r)         : 30   240.1   242.4   236.80 0.351%    4.14   1.36    4.14    14%     4
T121  STM 2,7,m (6r)         : 30   469.1   471.4   466.81 0.197%    8.17   2.67    8.17    16%     8
T122  STM 14,12,m (15r)      : 30   991.0   996.4   987.92 0.012%   17.28   5.66   17.28    28%    17
T250  TM m,i                 : 30   178.0   179.0   174.67 0.468%    3.06   1.00    3.06     5%     3
T252  TR m,m (10c)           : 30  1874.8  1879.8  1871.90 0.123%   32.75  10.72   32.75   -25%    33
T253  TR m,m (100c)          : 30 15276.2 15295.1 15270.69 0.007%  267.14  87.41  267.17    16%   267
T254  TR m,m (250c)          : 30 36951.0 37013.6 36946.10 0.014%  646.31 211.48  646.39    38%   646
T255  TRT m,m (10c,zero)     : 30  1750.7  1758.3  1748.31 0.311%   30.58  10.01   30.59   -41%    31
T256  TRT m,m (100c,zero)    : 30 14789.7 14864.9 14792.61 0.466%  258.77  84.68  258.80   -19%   259
T257  TRT m,m (250c,zero)    : 30 36692.2 36922.9 36710.43 0.408%  642.19 210.14  642.26    26%   642
T258  TRT m,m (250c,10b)     : 30  2046.4  2055.5  2039.27 0.366%   35.67  11.67   35.68   -32%    36
T259  TRT m,m (250c,100b)    : 30 15035.9 15114.7 15034.83 0.470%  263.01  86.06  263.04     3%   263
D620  TS m (zero)            : 30       -       -   425.72 0.810%    7.45   2.44    7.45    44%     7
D621  TS m (ones)            : 30       -       -   425.45 0.163%    7.44   2.44    7.44    44%     7
T404  UNPK m,m (5d)          : 30  1305.1  1310.4  1298.31 0.264%   22.71   7.43   22.71   -28%    23
T405  UNPK m,m (15d)         : 30  2909.9  2933.3  2909.07 0.194%   50.89  16.65   50.90   -10%    51
T231  X R,m                  : 30   178.0   178.9   174.70 0.421%    3.06   1.00    3.06     5%     3
T235  XC m,m (10c)           : 30   765.4   768.0   762.90 0.211%   13.35   4.37   13.35    34%    13
T236  XC m,m (100c)          : 30  4089.7  4106.5  4089.86 0.025%   71.55  23.41   71.55   -44%    72
T237  XC m,m (250c)          : 30 11279.2 11324.5 11292.25 0.037%  197.54  64.64  197.56   -43%   198
T232  XI m,i                 : 30   223.3   225.2   220.74 0.334%    3.86   1.26    3.86   -13%     4
T230  XR R,R                 : 30    58.8    59.2    57.15 0.432%    1.00   0.33    1.00     0%     1
T440  ZAP m,m (10d,10d)      : 30  1813.6  1830.3  1808.71 0.486%   31.64  10.35   31.64   -35%    32
T441  ZAP m,m (30d,30d)      : 30  2107.8  2121.4  2103.29 0.066%   36.79  12.04   36.80   -20%    37
T442  ZAP m,m (10d,30d)      : 30  2046.4  2071.1  2042.26 0.387%   35.73  11.69   35.73   -26%    36
T443  ZAP m,m (30d,10d)      : 30  1931.5  1944.0  1927.36 0.424%   33.72  11.03   33.72   -28%    34
