file name ----------------------------  GMUL  i-count  -- total time --   MIPS
2018-05-06-18:48:07_J0001_PERF-ASM.prt    18 2.38e+09  233.89s  3m53.89   10.2
2018-05-06-18:52:25_J0002_PERF-ASM.prt    18 2.38e+09  233.91s  3m53.91   10.2
2018-05-06-18:56:43_J0003_PERF-ASM.prt    18 2.38e+09  233.45s  3m53.45   10.2
2018-05-06-19:01:00_J0004_PERF-ASM.prt    18 2.38e+09  233.82s  3m53.82   10.2
2018-05-06-19:05:18_J0005_PERF-ASM.prt    18 2.38e+09  233.25s  3m53.25   10.2
2018-05-06-19:09:36_J0006_PERF-ASM.prt    18 2.38e+09  233.83s  3m53.83   10.2
2018-05-06-19:13:54_J0007_PERF-ASM.prt    18 2.38e+09  233.65s  3m53.65   10.2
2018-05-06-19:18:12_J0008_PERF-ASM.prt    18 2.38e+09  233.73s  3m53.73   10.2
2018-05-06-19:22:30_J0009_PERF-ASM.prt    18 2.38e+09  234.14s  3m54.14   10.2
2018-05-06-19:26:48_J0010_PERF-ASM.prt    18 2.38e+09  233.82s  3m53.82   10.2
2018-05-06-19:31:07_J0011_PERF-ASM.prt    18 2.38e+09  233.97s  3m53.97   10.2
2018-05-06-19:35:25_J0012_PERF-ASM.prt    18 2.38e+09  234.56s  3m54.56   10.1
2018-05-06-19:39:44_J0013_PERF-ASM.prt    18 2.38e+09  234.51s  3m54.51   10.2
2018-05-06-19:44:02_J0014_PERF-ASM.prt    18 2.38e+09  234.07s  3m54.07   10.2
2018-05-06-19:48:20_J0015_PERF-ASM.prt    18 2.38e+09  233.75s  3m53.75   10.2
2018-05-06-19:52:38_J0016_PERF-ASM.prt    18 2.38e+09  233.94s  3m53.94   10.2
2018-05-06-19:56:56_J0017_PERF-ASM.prt    18 2.38e+09  233.93s  3m53.93   10.2
2018-05-06-20:01:15_J0018_PERF-ASM.prt    18 2.38e+09  234.80s  3m54.80   10.1
2018-05-06-20:05:33_J0019_PERF-ASM.prt    18 2.38e+09  233.95s  3m53.95   10.2
2018-05-06-20:09:51_J0020_PERF-ASM.prt    18 2.38e+09  234.00s  3m54.00   10.2
2018-05-06-20:14:08_J0021_PERF-ASM.prt    18 2.38e+09  233.41s  3m53.41   10.2
2018-05-06-20:18:26_J0022_PERF-ASM.prt    18 2.38e+09  233.60s  3m53.60   10.2
2018-05-06-20:22:46_J0023_PERF-ASM.prt    18 2.38e+09  235.06s  3m55.06   10.1
2018-05-06-20:27:04_J0024_PERF-ASM.prt    18 2.38e+09  233.99s  3m53.99   10.2
2018-05-06-20:31:22_J0025_PERF-ASM.prt    18 2.38e+09  233.62s  3m53.62   10.2
2018-05-06-20:35:39_J0026_PERF-ASM.prt    18 2.38e+09  233.69s  3m53.69   10.2
2018-05-06-20:39:57_J0027_PERF-ASM.prt    18 2.38e+09  233.42s  3m53.42   10.2
2018-05-06-20:44:15_J0028_PERF-ASM.prt    18 2.38e+09  233.80s  3m53.80   10.2
2018-05-06-20:48:33_J0029_PERF-ASM.prt    18 2.38e+09  233.81s  3m53.81   10.2
2018-05-06-20:52:50_J0030_PERF-ASM.prt    18 2.38e+09  233.65s  3m53.65   10.2
2018-05-06-20:57:07_J0031_PERF-ASM.prt    18 2.38e+09  233.59s  3m53.59   10.2
s370_perf version: s370_perf V0.9.7  rev 1003  2018-03-30

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx
T169  MVCIN m,m (100c)       : 31  7333.6  7462.2  7356.84  0.46%  403.92  88.07
T170  4*Lx;MVCL (10b)        : 31   387.5   393.8   385.60  0.50%   21.17   4.62
T171  4*Lx;MVCL (100b)       : 31   513.1   522.2   511.54  0.38%   28.09   6.12
T172  4*Lx;MVCL (250b)       : 31   722.7   732.1   722.38  0.45%   39.66   8.65
T173  4*Lx;MVCL (1kb)        : 31  1755.6  1827.2  1761.18  0.56%   96.70  21.08
T174  4*LR;MVCL (4kb)        : 31  6054.2  6128.9  6080.04  0.38%  333.82  72.78
T175  4*Lx;MVCL (100b,pad)   : 31   332.3   347.6   330.48  0.26%   18.14   3.96
T176  4*Lx;MVCL (1kb,pad)    : 31   533.2   538.5   531.23  0.36%   29.17   6.36
T177  4*Lx;MVCL (4kb,pad)    : 31  1278.5  1297.8  1280.58  0.41%   70.31  15.33
T178  4*LA;MVCL (1kb,over1)  : 31   206.5   209.2   203.93  0.41%   11.20   2.44
T179  4*LA;MVCL (1kb,over2)  : 31  1820.2  1840.9  1826.53  0.21%  100.28  21.87
T190  IC R,m                 : 31    83.0    87.8    83.00  0.32%    4.56   0.99
T191  ICM R,i,m (0010)       : 31   201.7   204.5   202.26  0.38%   11.11   2.42
T192  ICM R,i,m (1100)       : 31   200.8   203.6   201.42  0.42%   11.06   2.41
T193  ICM R,i,m (0111)       : 31    86.4    94.2    86.41  0.37%    4.74   1.03
T200  AR R,R                 : 31    28.1    28.5    27.83  0.48%    1.53   0.33
T201  A R,m                  : 31    94.5    95.6    94.18  0.48%    5.17   1.13
T202  AH R,m                 : 31    95.3    96.5    95.00  0.49%    5.22   1.14
T203  ALR R,R                : 31    23.5    23.8    23.20  0.44%    1.27   0.28
T204  AL R,m                 : 31    94.5    95.8    94.09  0.44%    5.17   1.13
T205  SR R,R                 : 31    30.6    31.0    30.34  0.47%    1.67   0.36
T206  S R,m                  : 31    96.1    97.4    95.73  0.34%    5.26   1.15
T207  SH R,m                 : 31    97.0    98.2    96.55  0.48%    5.30   1.16
T208  SLR R,R                : 31    23.5    23.9    23.20  0.67%    1.27   0.28
T209  SL R,m                 : 31    94.5    96.2    94.16  0.75%    5.17   1.13
T210  MR R,R                 : 31    33.8    34.3    31.72  0.47%    1.74   0.38
T211  M R,m                  : 31    96.7    98.3    94.75  0.52%    5.20   1.13
T212  MH R,m                 : 31    95.6    96.9    93.68  0.45%    5.14   1.12
T215  XR R,R; DR R,R         : 31   322.6   326.8   321.17  0.47%   17.63   3.84
T216  XR R,R; D R,m          : 31   382.4   388.1   381.31  0.49%   20.94   4.56
T220  SLA R,1                : 31    50.4    51.1    48.36  0.55%    2.66   0.58
T221  SLDA R,1               : 31    61.9    62.7    60.60  0.37%    3.33   0.73
T222  SRA R,1                : 31    41.1    41.7    38.99  0.47%    2.14   0.47
T223  SRDA R,1               : 31    52.2    53.0    50.89  0.50%    2.79   0.61
T224  SRA R,30               : 31    41.1    41.8    39.01  0.48%    2.14   0.47
T225  SRDA R,60              : 31    52.2    53.2    50.82  0.48%    2.79   0.61
T230  XR R,R                 : 31    26.0    26.4    25.73  0.57%    1.41   0.31
T231  X R,m                  : 31    93.6    95.1    93.33  0.49%    5.12   1.12
T232  XI m,i                 : 31    83.6    84.7    83.21  0.45%    4.57   1.00
T235  XC m,m (10c)           : 31   200.4   204.1   200.66  0.44%   11.02   2.40
T236  XC m,m (100c)          : 31   728.9   769.3   730.45  0.60%   40.10   8.74
T237  XC m,m (250c)          : 31  1604.8  1635.5  1610.39  0.52%   88.42  19.28
T238  NR R,R                 : 31    26.0    26.6    25.73  0.58%    1.41   0.31
T239  OR R,R                 : 31    26.0    26.5    25.73  0.47%    1.41   0.31
T240  SLL R,1                : 31    41.2    42.3    39.14  0.51%    2.15   0.47
T241  SLDL R,1               : 31    48.1    50.0    46.71  0.53%    2.56   0.56
T242  SRL R,1                : 31    41.2    41.9    39.14  0.66%    2.15   0.47
T243  SRDL R,1               : 31    48.2    49.6    46.82  0.45%    2.57   0.56
T244  SLL R,30               : 31    41.2    44.2    39.15  0.68%    2.15   0.47
T245  SLDL R,60              : 31    48.1    48.6    46.71  0.48%    2.56   0.56
T250  TM m,i                 : 31    77.7    79.7    77.39  0.55%    4.25   0.93
T252  TR m,m (10c)           : 31   186.0   188.7   186.14  0.43%   10.22   2.23
T253  TR m,m (100c)          : 31   713.9   726.0   715.86  0.39%   39.30   8.57
T254  TR m,m (250c)          : 31  1589.8  1611.7  1595.02  0.38%   87.57  19.09
T255  TRT m,m (10c,zero)     : 31   869.5   920.8   872.55  0.30%   47.91  10.45
T256  TRT m,m (100c,zero)    : 31  8154.8  8665.1  8189.21  0.40%  449.62  98.03
T257  TRT m,m (250c,zero)    : 31 20293.9 20569.9 20384.28  0.44% 1119.17 244.02
T258  TRT m,m (250c,10b)     : 31   959.0   968.8   961.27  0.43%   52.78  11.51
T259  TRT m,m (250c,100b)    : 31  8241.7  8329.3  8275.26  0.42%  454.34  99.06
T260  CR R,R                 : 31    25.1    25.5    24.90  0.46%    1.37   0.30
T261  C R,m                  : 31    92.8    98.5    92.53  0.39%    5.08   1.11
T262  CH R,m                 : 31    93.6    95.4    93.36  0.40%    5.13   1.12
T263  CLR R,R                : 31    21.0    21.2    20.70  0.42%    1.14   0.25
T264  CL R,m                 : 31    86.1    87.4    85.79  0.45%    4.71   1.03
T265  CLI m,i                : 31    81.1    87.4    80.76  0.45%    4.43   0.97
T266  CLM R,i,m              : 31   113.7   115.5   113.52  0.46%    6.23   1.36
T270  CLC m,m (10c,eq)       : 31   184.5   186.9   183.49  0.44%   10.07   2.20
T271  CLC m,m (10c,ne)       : 31   180.1   183.1   178.84  0.44%    9.82   2.14
T272  CLC m,m (30c,eq)       : 31   195.4   198.1   194.38  0.44%   10.67   2.33
T273  CLC m,m (30c,ne)       : 31   177.9   182.2   176.72  0.44%    9.70   2.12
T274  CLC m,m (100c,eq)      : 31   251.1   263.6   250.43  0.45%   13.75   3.00
T275  CLC m,m (100c,ne)      : 31   180.3   184.2   179.33  0.45%    9.85   2.15
T276  CLC m,m (250c,eq)      : 31   380.9   385.9   380.33  0.18%   20.88   4.55
T277  CLC m,m (250c,ne)      : 31   170.5   174.2   169.19  0.27%    9.29   2.03
T280  4*LR;CLCL (100b,10b)   : 31  1221.2  1248.9  1221.64  0.41%   67.07  14.62
T281  4*LR;CLCL (4kb,10b)    : 31  1239.5  1258.0  1241.96  0.42%   68.19  14.87
T282  4*LR;CLCL (4kb,100b)   : 31 10011.2 10125.8 10045.31  0.39%  551.52 120.25
T283  4*LR;CLCL (4kb,250b)   : 31 24630.5 24979.8 24683.91  0.30% 1355.24 295.49
T290  LR;CS R,R,m (eq,eq)    : 31   334.2   338.6   334.21  0.45%   18.35   4.00
T291  LR;CS R,R,m (eq,ne)    : 31   334.2   338.5   333.99  0.45%   18.34   4.00
T292  LR;CS R,R,m (ne)       : 31  1463.7  1538.4  1489.77  2.53%   81.79  17.83
T295  LR;CDS R,R,m (eq,eq)   : 31   348.1   357.0   348.69  0.71%   19.14   4.17
T296  LR;CDS R,R,m (eq,ne)   : 31   348.3   355.3   348.51  0.60%   19.13   4.17
T297  LR;CDS R,R,m (ne)      : 31  1482.5  1544.6  1531.43  1.80%   84.08  18.33
T300  BCR 0,0 (noop)         : 31    22.7    23.2    22.38  0.39%    1.23   0.27
T301  BNZ l (no br)          : 31    23.5    23.8    23.22  0.40%    1.27   0.28
T302  BNZ l (do br)          : 31    39.6    40.1    39.19  0.43%    2.15   0.47
T303  BNZ l (do br, far)     : 31   158.3   162.0   158.24  0.35%    8.69   1.89
T304  BR R                   : 31    34.4    35.6    31.02  0.49%    1.70   0.37
T305  BR R (far)             : 31   124.3   129.0   121.26  0.41%    6.66   1.45
T310  BCTR R,0               : 31    29.3    31.3    29.14  0.51%    1.60   0.35
T311  BCTR R,R               : 31    35.6    36.5    35.73  0.57%    1.96   0.43
T312  BCT R,l                : 31    49.7    51.1    49.96  0.44%    2.74   0.60
T315  BXLE R,R,l             : 31    50.6    51.4    49.37  0.46%    2.71   0.59
T320  BALR R,R; BR R         : 31    83.3    85.7    82.99  0.44%    4.56   0.99
T321  BALR R,R; BR R (far)   : 31   308.4   311.6   308.40  0.26%   16.93   3.69
T322  BAL R,l; BR R          : 31    96.6    98.2    96.20  0.45%    5.28   1.15
T323  BAL R,l; BR R (far)    : 31   329.6   344.3   329.90  0.44%   18.11   3.95
T324  BASR R,R; BR R         : 31    74.5    75.4    73.99  0.46%    4.06   0.89
T325  BAS R,l; BR R          : 31    88.2    91.2    87.81  0.50%    4.82   1.05
T330  L;BALR;SAV(14,12);RET  : 31  1171.7  1188.8  1171.91  0.43%   64.34  14.03
T400  CVB R,m                : 31   435.6   440.5   436.11  0.26%   23.94   5.22
T401  CVD R,m                : 31  3728.6  3794.1  3743.58  0.40%  205.54  44.81
T402  PACK m,m (5d)          : 31   381.5   387.5   381.93  0.28%   20.97   4.57
T403  PACK m,m (15d)         : 31   978.9  1028.3   981.57  0.42%   53.89  11.75
T404  UNPK m,m (5d)          : 31   422.0   428.4   423.39  0.53%   23.25   5.07
T405  UNPK m,m (15d)         : 31  1020.1  1031.8  1024.93  0.28%   56.27  12.27
T410  MVC;ED (10c)           : 31  1612.1  1640.4  1616.53  0.54%   88.75  19.35
T411  MVC;ED (30c)           : 31  4335.4  4411.3  4355.67  0.49%  239.14  52.14
T415  MVC;EDMK (10c)         : 31  1654.6  1680.0  1660.01  0.49%   91.14  19.87
T420  AP m,m (10d)           : 31  1984.0  2021.8  1986.55  0.47%  109.07  23.78
T421  AP m,m (30d)           : 31  1993.5  2021.5  1994.33  0.57%  109.50  23.87
T422  SP m,m (10d)           : 31  1992.1  2033.3  1995.68  0.34%  109.57  23.89
T423  SP m,m (30d)           : 31  2031.5  2060.2  2035.66  0.54%  111.77  24.37
T424  MP m,m (10d)           : 31  2245.2  2290.0  2246.70  0.48%  123.35  26.90
T425  MP m,m (30d)           : 31  2279.4  2308.8  2277.49  0.45%  125.04  27.26
T426  MVC;DP m,m (10d)       : 31  3388.0  3432.8  3396.87  0.35%  186.50  40.66
T427  MVC;DP m,m (30d)       : 31  6271.9  6383.5  6297.81  0.34%  345.77  75.39
T430  CP m,m (10d)           : 31  1262.4  1276.2  1269.50  0.56%   69.70  15.20
T431  CP m,m (30d)           : 31  1287.0  1305.8  1291.63  0.51%   70.92  15.46
T440  ZAP m,m (10d,10d)      : 31  1075.7  1091.4  1079.12  0.39%   59.25  12.92
T441  ZAP m,m (30d,30d)      : 31  1099.7  1160.9  1101.99  0.40%   60.50  13.19
T442  ZAP m,m (10d,30d)      : 31  1088.7  1152.7  1092.43  0.47%   59.98  13.08
T443  ZAP m,m (30d,10d)      : 31  1067.7  1131.4  1073.26  0.73%   58.93  12.85
T445  SRP m,i,i (30d,<<)     : 31  1227.6  1302.0  1226.28  0.58%   67.33  14.68
T446  SRP m,i,i (30d,>>)     : 31  1519.5  1551.5  1516.91  0.38%   83.28  18.16
T450  MVO m,m (10d)          : 31   530.2   537.8   530.78  0.35%   29.14   6.35
T451  MVO m,m (30d)          : 31  1389.3  1435.4  1395.29  0.46%   76.61  16.70
T500  LER R,R                : 31    30.2    30.8    29.98  0.34%    1.65   0.36
T501  LE R,m                 : 31    91.1    92.6    90.92  0.34%    4.99   1.09
T502  LE R,m (unal)          : 31    94.6    96.4    94.29  0.48%    5.18   1.13
T503  LTER R,R               : 31    35.2    35.9    34.93  0.70%    1.92   0.42
T504  LCER R,R               : 31    36.0    38.9    35.83  0.73%    1.97   0.43
T505  LNER R,R               : 31    33.5    34.4    33.28  0.53%    1.83   0.40
T506  LPER R,R               : 31    33.5    34.4    33.31  0.42%    1.83   0.40
T507  LRER R,R               : 31    44.3    45.2    44.18  0.40%    2.43   0.53
T508  STE R,m                : 31    90.3    91.6    89.97  0.30%    4.94   1.08
T509  STE R,m (unal)         : 31    93.6    95.5    93.40  0.37%    5.13   1.12
T510  AER R,R                : 31    94.8    96.7    94.51  0.50%    5.19   1.13
T511  AE R,m                 : 31   149.2   153.9   149.10  0.38%    8.19   1.78
T512  SER R,R                : 31    94.0    96.4    93.68  0.44%    5.14   1.12
T513  SE R,m                 : 31   152.5   159.1   152.43  0.37%    8.37   1.82
T514  MER R,R                : 31   105.7   107.4   103.64  0.43%    5.69   1.24
T515  ME R,m                 : 31   165.9   168.5   164.14  0.50%    9.01   1.96
T516  DER R,R                : 31   334.3   348.0   333.40  0.45%   18.31   3.99
T517  DE R,m                 : 31   397.1   410.3   396.23  0.46%   21.75   4.74
T520  CER R,R                : 31    74.8    76.6    74.40  0.55%    4.08   0.89
T521  CE R,m                 : 31   134.5   137.1   134.39  0.41%    7.38   1.61
T522  AUR R,R                : 31    74.7    75.3    72.39  0.38%    3.97   0.87
T523  HER R,R                : 31    45.5    49.1    43.10  0.41%    2.37   0.52
T530  LDR R,R                : 31    33.5    33.9    33.23  0.45%    1.82   0.40
T531  LD R,m                 : 31    94.5    95.5    94.11  0.44%    5.17   1.13
T532  LD R,m (unal)          : 31    95.4    96.9    95.47  0.53%    5.24   1.14
T533  LTDR R,R               : 31    38.5    38.9    38.26  0.47%    2.10   0.46
T534  LCDR R,R               : 31    38.5    41.8    38.29  0.44%    2.10   0.46
T535  LNDR R,R               : 31    37.7    38.5    37.43  0.45%    2.06   0.45
T536  LPDR R,R               : 31    37.7    38.2    37.47  0.55%    2.06   0.45
T537  LRDR R,R               : 31    52.7    53.6    52.51  0.51%    2.88   0.63
T538  STD R,m                : 31    95.3    96.5    94.87  0.44%    5.21   1.14
T539  STD R,m (unal)         : 31    96.1    98.4    95.81  0.44%    5.26   1.15
T540  ADR R,R                : 31   106.9   109.3   106.64  0.46%    5.85   1.28
T541  AD R,m                 : 31   167.1   169.8   167.07  0.59%    9.17   2.00
T542  SDR R,R                : 31   107.7   109.1   107.50  0.49%    5.90   1.29
T543  SD R,m                 : 31   167.1   170.7   167.08  0.46%    9.17   2.00
T544  MDR R,R                : 31   150.2   154.7   148.20  0.50%    8.14   1.77
T545  MD R,m                 : 31   215.6   219.2   213.98  0.37%   11.75   2.56
T546  DDR R,R                : 31  4614.8  4720.6  4633.58  0.32%  254.40  55.47
T547  DD R,m                 : 31  4677.5  4756.0  4695.41  0.41%  257.80  56.21
T550  CDR R,R                : 31    89.4    91.3    89.10  0.46%    4.89   1.07
T551  CD R,m                 : 31   151.7   153.5   151.60  0.48%    8.32   1.81
T552  AWR R,R                : 31    86.9    88.7    84.61  1.34%    4.65   1.01
T553  HDR R,R                : 31    56.9    60.2    54.45  0.46%    2.99   0.65
T560  AXR R,R                : 31   208.9   213.0   209.35  0.44%   11.49   2.51
T561  MXR R,R                : 31   432.9   438.5   429.35  0.28%   23.57   5.14
T600  STCK m                 : 31  1229.3  1255.2  1234.41  0.79%   67.77  14.78
T601  SPM R                  : 31    26.0    26.3    25.77  0.49%    1.42   0.31
T610  EX R,i (with TM)       : 31   159.7   162.3   159.92  0.50%    8.78   1.91
T611  EX R,i (with XI)       : 31   164.6   166.6   164.76  0.48%    9.05   1.97
T620  MVI;TS m (zero)        : 31   372.3   380.8   374.11  0.80%   20.54   4.48
T621  MVI;TS m (ones)        : 31  1544.9  1605.7  1587.31  2.21%   87.15  19.00
T700  mix int RR basic       : 31    33.2    33.7    32.52  0.76%    1.79   0.39
T701  mix int RX             : 31   131.4   133.1   130.19  0.48%    7.15   1.56
T702  mix int RX (far)       : 31   133.3   135.0   132.19  0.49%    7.26   1.58
T703  mix int RR noopt       : 31    33.7    34.2    33.10  0.53%    1.82   0.40
T900  LR R,R (ig=1)          : 31    53.6    54.2    18.04  0.46%    0.99   0.22
T901  LR R,R (ig=2)          : 31    35.9    36.8    18.16  0.58%    1.00   0.22
T902  LR R,R (ig=3)          : 31    29.9    30.5    18.13  0.61%    1.00   0.22
T903  LR R,R (ig=4)          : 31    28.8    29.2    20.02  0.49%    1.10   0.24
T904  LR R,R (ig=5)          : 31    26.5    27.0    19.46  0.50%    1.07   0.23
T905  LR R,R (ig=6)          : 31    25.1    25.4    19.24  0.44%    1.06   0.23
T906  LR R,R (ig=7)          : 31    24.1    24.4    19.08  0.44%    1.05   0.23
T907  LR R,R (ig=8)          : 31    23.3    23.8    18.96  0.44%    1.04   0.23
T908  LR R,R (ig=9)          : 31    22.7    23.0    18.86  0.41%    1.04   0.23
T909  LR R,R (ig=10)         : 31    22.3    22.6    18.79  0.41%    1.03   0.22
T910  LR R,R (ig=12)         : 31    21.6    21.9    18.68  0.43%    1.03   0.22
T911  LR R,R (ig=18)         : 31    20.4    20.6    18.49  0.42%    1.02   0.22
T912  LR R,R (ig=25)         : 31    19.7    20.0    18.37  0.43%    1.01   0.22
T913  LR R,R (ig=36)         : 31    19.2    19.6    18.30  0.42%    1.00   0.22
T914  LR R,R (ig=50)         : 31    18.9    20.3    18.25  0.38%    1.00   0.22
T915  LR R,R (ig=72)         : 31    18.6    18.8    18.22  0.41%    1.00   0.22
T920  L R,m (ig=1)           : 31   139.9   142.7   104.79  0.44%    5.75   1.25
T921  L R,m (ig=2)           : 31   111.3   113.2    93.96  0.41%    5.16   1.12
T922  L R,m (ig=3)           : 31   102.8   104.4    91.99  0.43%    5.05   1.10
T923  L R,m (ig=4)           : 31    98.5    99.5    89.98  0.30%    4.94   1.08
T924  L R,m (ig=5)           : 31    95.3    96.3    88.57  0.40%    4.86   1.06
T925  L R,m (ig=6)           : 31    93.2    95.0    87.65  0.41%    4.81   1.05
T926  L R,m (ig=7)           : 31    91.7    98.0    86.99  0.47%    4.78   1.04
