file name ----------------------------  GMUL  i-count  -- total time --   MIPS
2018-04-01-18:37:44_J0002_PERF-ASM.prt    99 1.31e+10  276.15s  4m36.15   47.4
2018-04-01-18:42:27_J0003_PERF-ASM.prt    99 1.31e+10  275.04s  4m35.04   47.6
2018-04-01-18:47:13_J0004_PERF-ASM.prt   100 1.32e+10  278.40s  4m38.40   47.5
2018-04-01-18:51:59_J0005_PERF-ASM.prt   100 1.32e+10  278.73s  4m38.73   47.4
2018-04-01-18:56:42_J0006_PERF-ASM.prt    99 1.31e+10  275.82s  4m35.82   47.5
2018-04-01-19:01:28_J0007_PERF-ASM.prt   100 1.32e+10  278.40s  4m38.40   47.5
2018-04-01-19:06:15_J0008_PERF-ASM.prt   100 1.32e+10  278.51s  4m38.51   47.5
2018-04-01-19:11:03_J0009_PERF-ASM.prt   101 1.34e+10  281.21s  4m41.21   47.5
2018-04-01-19:15:47_J0010_PERF-ASM.prt    99 1.31e+10  275.73s  4m35.73   47.5
2018-04-01-19:20:33_J0011_PERF-ASM.prt   100 1.32e+10  278.68s  4m38.68   47.5
2018-04-01-19:25:19_J0012_PERF-ASM.prt   100 1.32e+10  278.78s  4m38.78   47.4
2018-04-01-19:30:08_J0013_PERF-ASM.prt   101 1.34e+10  281.48s  4m41.48   47.5
2018-04-01-19:34:52_J0014_PERF-ASM.prt    99 1.31e+10  276.15s  4m36.15   47.4
2018-04-01-19:39:38_J0015_PERF-ASM.prt   100 1.32e+10  278.73s  4m38.73   47.4
2018-04-01-19:44:22_J0016_PERF-ASM.prt    99 1.31e+10  276.09s  4m36.09   47.4
2018-04-01-19:49:06_J0017_PERF-ASM.prt    99 1.31e+10  276.21s  4m36.21   47.4
2018-04-01-19:53:49_J0018_PERF-ASM.prt    99 1.31e+10  276.13s  4m36.13   47.4
2018-04-01-19:58:35_J0019_PERF-ASM.prt   100 1.32e+10  278.46s  4m38.46   47.5
2018-04-01-20:03:22_J0020_PERF-ASM.prt   100 1.32e+10  278.65s  4m38.65   47.5
2018-04-01-20:08:05_J0021_PERF-ASM.prt    99 1.31e+10  276.18s  4m36.18   47.4
2018-04-01-20:12:49_J0022_PERF-ASM.prt    99 1.31e+10  276.15s  4m36.15   47.4
2018-04-01-20:17:36_J0023_PERF-ASM.prt   100 1.32e+10  279.26s  4m39.26   47.4
2018-04-01-20:22:25_J0024_PERF-ASM.prt   101 1.34e+10  281.52s  4m41.52   47.4
2018-04-01-20:27:09_J0025_PERF-ASM.prt    99 1.31e+10  275.96s  4m35.96   47.4
2018-04-01-20:31:52_J0026_PERF-ASM.prt    99 1.31e+10  276.23s  4m36.23   47.4
2018-04-01-20:36:41_J0027_PERF-ASM.prt   101 1.34e+10  280.98s  4m40.98   47.5
2018-04-01-20:41:30_J0028_PERF-ASM.prt   101 1.34e+10  281.56s  4m41.56   47.4
2018-04-01-20:46:16_J0029_PERF-ASM.prt   100 1.32e+10  278.23s  4m38.23   47.5
2018-04-01-20:51:02_J0030_PERF-ASM.prt   100 1.32e+10  278.58s  4m38.58   47.5
2018-04-01-20:55:45_J0031_PERF-ASM.prt    99 1.31e+10  275.28s  4m35.28   47.6
s370_perf version: s370_perf V0.9.7  rev 1003  2018-03-30

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx
T168  MVCIN m,m (30c)        : 30   375.1   377.0   375.47  0.23%   77.76  24.85
T169  MVCIN m,m (100c)       : 30  1189.6  1211.7  1191.00  0.11%  246.67  78.84
T170  4*Lx;MVCL (10b)        : 30    71.1    77.2    70.39  0.72%   14.58   4.66
T171  4*Lx;MVCL (100b)       : 30    83.7    85.4    83.31  0.81%   17.25   5.51
T172  4*Lx;MVCL (250b)       : 30   110.9   125.8   110.57  0.55%   22.90   7.32
T173  4*Lx;MVCL (1kb)        : 30   209.1   220.5   208.85  0.40%   43.26  13.82
T174  4*LR;MVCL (4kb)        : 30   664.4   680.6   672.84  0.69%  139.35  44.54
T175  4*Lx;MVCL (100b,pad)   : 30    62.6    69.6    62.18  2.21%   12.88   4.12
T176  4*Lx;MVCL (1kb,pad)    : 30    97.1    98.7    96.46  0.91%   19.98   6.39
T177  4*Lx;MVCL (4kb,pad)    : 30   290.3   296.6   291.91  0.71%   60.46  19.32
T178  4*LA;MVCL (1kb,over1)  : 30    52.4    59.0    56.79  4.35%   11.76   3.76
T179  4*LA;MVCL (1kb,over2)  : 30   228.2   237.6   229.19  0.91%   47.47  15.17
T190  IC R,m                 : 30    16.4    16.7    16.39  0.36%    3.40   1.09
T191  ICM R,i,m (0010)       : 30    32.8    48.7    32.99  4.94%    6.83   2.18
T192  ICM R,i,m (1100)       : 30    32.9    49.9    33.61 11.91%    6.96   2.23
T193  ICM R,i,m (0111)       : 30    44.1    44.6    44.11  0.26%    9.14   2.92
T200  AR R,R                 : 30     6.5     6.5     6.38  0.42%    1.32   0.42
T201  A R,m                  : 30    17.2    17.6    17.28  0.38%    3.58   1.14
T202  AH R,m                 : 30    17.6    18.0    17.42  0.34%    3.61   1.15
T203  ALR R,R                : 30     5.5     5.5     5.39  0.34%    1.12   0.36
T204  AL R,m                 : 30    18.2    18.5    18.05  0.33%    3.74   1.20
T205  SR R,R                 : 30     7.8     7.9     7.78  0.29%    1.61   0.51
T206  S R,m                  : 30    17.9    18.2    17.92  0.86%    3.71   1.19
T207  SH R,m                 : 30    18.2    18.4    18.11  0.28%    3.75   1.20
T208  SLR R,R                : 30     6.1     6.2     6.01  0.35%    1.24   0.40
T209  SL R,m                 : 30    18.6    18.8    18.44  0.54%    3.82   1.22
T210  MR R,R                 : 30     8.8     8.9     8.25  0.39%    1.71   0.55
T211  M R,m                  : 30    19.8    20.4    19.74  1.14%    4.09   1.31
T212  MH R,m                 : 30    18.5    18.8    18.11  0.34%    3.75   1.20
T215  XR R,R; DR R,R         : 30    29.0    29.6    28.47  1.17%    5.90   1.88
T216  XR R,R; D R,m          : 30    36.6    37.3    35.83  0.28%    7.42   2.37
T220  SLA R,1                : 30    13.4    13.8    12.92  0.85%    2.68   0.86
T221  SLDA R,1               : 30    15.8    16.0    15.46  0.18%    3.20   1.02
T222  SRA R,1                : 30    10.3    10.4     9.74  0.47%    2.02   0.64
T223  SRDA R,1               : 30    11.8    12.0    11.49  0.38%    2.38   0.76
T224  SRA R,30               : 30    10.3    10.4     9.74  0.32%    2.02   0.64
T225  SRDA R,60              : 30    11.8    12.0    11.50  0.31%    2.38   0.76
T230  XR R,R                 : 30     6.2     6.3     6.13  0.82%    1.27   0.41
T231  X R,m                  : 30    16.8    17.1    16.78  0.36%    3.47   1.11
T232  XI m,i                 : 30    17.4    17.5    17.19  0.26%    3.56   1.14
T235  XC m,m (10c)           : 30    45.3    47.1    45.19  0.36%    9.36   2.99
T236  XC m,m (100c)          : 30   209.8   214.2   210.10  0.46%   43.51  13.91
T237  XC m,m (250c)          : 30   483.8   486.7   484.59  0.15%  100.36  32.08
T238  NR R,R                 : 30     6.0     6.2     5.96  0.48%    1.23   0.39
T239  OR R,R                 : 30     6.0     6.5     5.96  3.55%    1.24   0.39
T240  SLL R,1                : 30     9.0     9.2     8.49  0.30%    1.76   0.56
T241  SLDL R,1               : 30    11.1    11.3    10.73  0.42%    2.22   0.71
T242  SRL R,1                : 30     8.8     9.0     8.27  0.53%    1.71   0.55
T243  SRDL R,1               : 30    11.2    11.3    10.83  0.35%    2.24   0.72
T244  SLL R,30               : 30     9.0     9.1     8.49  0.48%    1.76   0.56
T245  SLDL R,60              : 30    11.1    11.3    10.73  0.79%    2.22   0.71
T250  TM m,i                 : 30    16.2    17.4    16.01  0.49%    3.32   1.06
T252  TR m,m (10c)           : 30    33.4    33.7    33.28  0.26%    6.89   2.20
T253  TR m,m (100c)          : 30   118.5   119.7   118.06  0.30%   24.45   7.81
T254  TR m,m (250c)          : 30   242.2   243.6   242.07  0.25%   50.13  16.02
T255  TRT m,m (10c,zero)     : 30   147.5   152.1   149.17  0.75%   30.90   9.87
T256  TRT m,m (100c,zero)    : 30  1272.6  1280.7  1277.41  0.35%  264.57  84.56
T257  TRT m,m (250c,zero)    : 30  3134.2  3148.1  3137.74  0.22%  649.86 207.71
T258  TRT m,m (250c,10b)     : 30   165.9   169.2   168.04  1.46%   34.80  11.12
T259  TRT m,m (250c,100b)    : 30  1289.7  1302.2  1299.52  0.39%  269.15  86.02
T260  CR R,R                 : 30     5.6     5.6     5.51  0.30%    1.14   0.36
T261  C R,m                  : 30    16.1    16.4    16.08  0.33%    3.33   1.06
T262  CH R,m                 : 30    16.3    16.7    16.41  0.72%    3.40   1.09
T263  CLR R,R                : 30     5.6     5.6     5.49  0.26%    1.14   0.36
T264  CL R,m                 : 30    14.6    14.7    14.43  0.40%    2.99   0.95
T265  CLI m,i                : 30    17.1    17.2    16.90  0.29%    3.50   1.12
T266  CLM R,i,m              : 30    23.7    23.9    23.57  0.21%    4.88   1.56
T270  CLC m,m (10c,eq)       : 30    53.9    54.4    53.52  0.31%   11.08   3.54
T271  CLC m,m (10c,ne)       : 30    38.6    39.1    38.33  0.44%    7.94   2.54
T272  CLC m,m (30c,eq)       : 30    87.8    88.3    87.52  0.27%   18.13   5.79
T273  CLC m,m (30c,ne)       : 30    38.7    39.1    38.30  0.25%    7.93   2.54
T274  CLC m,m (100c,eq)      : 30   199.9   200.8   200.03  0.26%   41.43  13.24
T275  CLC m,m (100c,ne)      : 30    38.8    39.1    38.33  0.31%    7.94   2.54
T276  CLC m,m (250c,eq)      : 30   457.5   459.8   458.25  0.23%   94.91  30.33
T277  CLC m,m (250c,ne)      : 30    39.1    39.8    38.66  1.01%    8.01   2.56
T280  4*LR;CLCL (100b,10b)   : 30   214.7   218.1   215.85  0.32%   44.70  14.29
T281  4*LR;CLCL (4kb,10b)    : 30   218.2   222.5   219.51  0.90%   45.46  14.53
T282  4*LR;CLCL (4kb,100b)   : 30  1600.8  1676.2  1639.11  1.59%  339.48 108.50
T283  4*LR;CLCL (4kb,250b)   : 30  3896.2  4108.1  4005.35  2.74%  829.55 265.14
T290  LR;CS R,R,m (eq,eq)    : 30    92.7    97.7    95.67  1.42%   19.81   6.33
T291  LR;CS R,R,m (eq,ne)    : 30    92.2    97.3    93.90  3.45%   19.45   6.22
T292  LR;CS R,R,m (ne)       : 30   463.2   497.8   467.76  2.03%   96.88  30.96
T295  LR;CDS R,R,m (eq,eq)   : 30    97.6   102.3    99.80  2.53%   20.67   6.61
T296  LR;CDS R,R,m (eq,ne)   : 30    97.2   102.2    99.18  3.65%   20.54   6.57
T297  LR;CDS R,R,m (ne)      : 30   465.4   498.8   471.77  1.83%   97.71  31.23
T300  BCR 0,0 (noop)         : 30     5.6     5.6     5.49  0.32%    1.14   0.36
T301  BNZ l (no br)          : 30     5.2     5.2     5.11  0.38%    1.06   0.34
T302  BNZ l (do br)          : 30    11.9    12.1    11.80  0.29%    2.44   0.78
T303  BNZ l (do br, far)     : 30    23.8    25.9    25.62  0.61%    5.31   1.70
T304  BR R                   : 30    12.1    12.3    11.08  0.30%    2.29   0.73
T305  BR R (far)             : 30    20.7    21.0    19.68  0.43%    4.08   1.30
T310  BCTR R,0               : 30     7.7     7.8     7.61  0.71%    1.58   0.50
T311  BCTR R,R               : 30    11.4    11.5    11.47  0.30%    2.38   0.76
T312  BCT R,l                : 30    14.3    14.4    14.38  0.23%    2.98   0.95
T315  BXLE R,R,l             : 30    15.2    15.3    14.97  0.29%    3.10   0.99
T320  BALR R,R; BR R         : 30    21.7    21.8    21.55  0.29%    4.46   1.43
T321  BALR R,R; BR R (far)   : 30    64.7    65.3    64.76  0.36%   13.41   4.29
T322  BAL R,l; BR R          : 30    25.5    25.7    25.37  0.19%    5.25   1.68
T323  BAL R,l; BR R (far)    : 30    49.1    55.3    49.31  1.93%   10.21   3.26
T324  BASR R,R; BR R         : 30    22.2    22.7    22.29  0.23%    4.62   1.48
T325  BAS R,l; BR R          : 30    25.5    25.7    25.34  0.20%    5.25   1.68
T330  L;BALR;SAV(14,12);RET  : 30   257.0   269.7   263.36  1.38%   54.54  17.43
T400  CVB R,m                : 30    79.9    84.9    80.33  0.26%   16.64   5.32
T401  CVD R,m                : 30    66.4    66.7    66.30  0.26%   13.73   4.39
T402  PACK m,m (5d)          : 30    71.5    72.0    71.12  0.25%   14.73   4.71
T403  PACK m,m (15d)         : 30   174.6   187.2   185.60  0.24%   38.44  12.29
T404  UNPK m,m (5d)          : 30    79.6    80.0    79.11  0.20%   16.38   5.24
T405  UNPK m,m (15d)         : 30   194.4   196.8   194.41  0.30%   40.26  12.87
T410  MVC;ED (10c)           : 30   300.2   304.1   300.86  0.40%   62.31  19.92
T411  MVC;ED (30c)           : 30   801.3   804.6   802.18  0.17%  166.14  53.10
T415  MVC;EDMK (10c)         : 30   303.3   305.6   303.15  0.23%   62.79  20.07
T420  AP m,m (10d)           : 30   489.9   498.6   489.92  0.39%  101.47  32.43
T421  AP m,m (30d)           : 30   545.9   561.4   550.35  1.04%  113.98  36.43
T422  SP m,m (10d)           : 30   486.2   489.9   486.42  0.26%  100.74  32.20
T423  SP m,m (30d)           : 30   551.7   562.7   557.52  0.51%  115.47  36.91
T424  MP m,m (10d)           : 30   563.6   576.6   568.63  0.66%  117.77  37.64
T425  MP m,m (30d)           : 30   569.9   580.6   570.72  0.63%  118.20  37.78
T426  MVC;DP m,m (10d)       : 30   954.3   970.9   963.51  0.64%  199.55  63.78
T427  MVC;DP m,m (30d)       : 30  2475.8  2498.0  2481.61  0.18%  513.97 164.27
T430  CP m,m (10d)           : 30   333.0   337.6   334.04  0.31%   69.18  22.11
T431  CP m,m (30d)           : 30   335.2   340.8   336.23  0.58%   69.64  22.26
T440  ZAP m,m (10d,10d)      : 30   216.0   222.2   218.31  1.53%   45.21  14.45
T441  ZAP m,m (30d,30d)      : 30   218.6   223.3   221.30  0.78%   45.83  14.65
T442  ZAP m,m (10d,30d)      : 30   220.4   224.8   220.56  0.22%   45.68  14.60
T443  ZAP m,m (30d,10d)      : 30   217.6   222.1   218.89  0.76%   45.34  14.49
T445  SRP m,i,i (30d,<<)     : 30   275.4   283.2   276.87  1.41%   57.34  18.33
T446  SRP m,i,i (30d,>>)     : 30   393.1   399.5   394.55  1.02%   81.72  26.12
T450  MVO m,m (10d)          : 30   104.1   104.5   103.73  0.15%   21.48   6.87
T451  MVO m,m (30d)          : 30   286.1   286.9   285.81  0.14%   59.19  18.92
T500  LER R,R                : 30     7.7     7.9     7.58  0.42%    1.57   0.50
T501  LE R,m                 : 30    17.0    17.1    16.81  0.35%    3.48   1.11
T502  LE R,m (unal)          : 30    17.3    17.9    17.43  0.94%    3.61   1.15
T503  LTER R,R               : 30     8.4     8.4     8.28  0.27%    1.71   0.55
T504  LCER R,R               : 30     8.6     8.7     8.59  0.40%    1.78   0.57
T505  LNER R,R               : 30     7.8     7.9     7.78  0.43%    1.61   0.52
T506  LPER R,R               : 30     8.6     8.6     8.50  0.37%    1.76   0.56
T507  LRER R,R               : 30    14.2    14.2    14.10  0.29%    2.92   0.93
T508  STE R,m                : 30    16.7    16.9    16.53  0.46%    3.42   1.09
T509  STE R,m (unal)         : 30    17.5    18.0    17.59  1.00%    3.64   1.16
T510  AER R,R                : 30    29.0    29.1    28.78  0.26%    5.96   1.90
T511  AE R,m                 : 30    37.1    38.2    37.11  0.50%    7.69   2.46
T512  SER R,R                : 30    28.9    29.2    28.97  0.26%    6.00   1.92
T513  SE R,m                 : 30    37.4    38.5    38.07  0.53%    7.89   2.52
T514  MER R,R                : 30    19.1    19.2    18.61  0.31%    3.86   1.23
T515  ME R,m                 : 30    28.4    28.5    27.90  0.32%    5.78   1.85
T516  DER R,R                : 30    39.0    39.2    38.59  0.29%    7.99   2.55
T517  DE R,m                 : 30    47.6    48.2    47.23  0.37%    9.78   3.13
T520  CER R,R                : 30    20.7    20.9    20.60  0.28%    4.27   1.36
T521  CE R,m                 : 30    29.8    30.0    29.64  0.30%    6.14   1.96
T522  AUR R,R                : 30    21.0    21.4    20.64  0.82%    4.28   1.37
T523  HER R,R                : 30    14.7    16.0    14.55  0.50%    3.01   0.96
T530  LDR R,R                : 30     7.4     7.5     7.33  0.40%    1.52   0.48
T531  LD R,m                 : 30    17.8    17.9    17.62  0.27%    3.65   1.17
T532  LD R,m (unal)          : 30    17.5    17.6    17.29  0.34%    3.58   1.14
T533  LTDR R,R               : 30    10.0    10.0     9.87  0.30%    2.04   0.65
T534  LCDR R,R               : 30     9.3     9.3     9.17  0.33%    1.90   0.61
T535  LNDR R,R               : 30     9.2     9.3     9.09  0.37%    1.88   0.60
T536  LPDR R,R               : 30     9.1     9.2     9.05  0.35%    1.87   0.60
T537  LRDR R,R               : 30    13.6    13.8    13.55  0.70%    2.81   0.90
T538  STD R,m                : 30    17.5    17.8    17.51  0.29%    3.63   1.16
T539  STD R,m (unal)         : 30    17.4    17.5    17.19  0.33%    3.56   1.14
T540  ADR R,R                : 30    33.3    33.7    33.23  0.51%    6.88   2.20
T541  AD R,m                 : 30    39.8    40.0    39.68  0.16%    8.22   2.63
T542  SDR R,R                : 30    33.1    33.5    33.16  0.30%    6.87   2.20
T543  SD R,m                 : 30    40.1    40.4    39.95  0.23%    8.27   2.64
T544  MDR R,R                : 30    35.1    35.3    34.58  0.18%    7.16   2.29
T545  MD R,m                 : 30    42.6    42.9    42.12  0.37%    8.72   2.79
T546  DDR R,R                : 30   445.4   446.7   445.73  0.20%   92.32  29.51
T547  DD R,m                 : 30   454.9   456.4   454.91  0.22%   94.22  30.11
T550  CDR R,R                : 30    23.1    23.4    22.95  0.49%    4.75   1.52
T551  CD R,m                 : 30    31.3    32.0    31.16  0.27%    6.45   2.06
T552  AWR R,R                : 30    25.5    25.9    25.10  0.76%    5.20   1.66
T553  HDR R,R                : 30    17.6    18.6    17.13  0.36%    3.55   1.13
T560  AXR R,R                : 30    48.3    49.6    48.22  0.44%    9.99   3.19
T561  MXR R,R                : 30    72.0    72.6    71.38  0.24%   14.78   4.72
T600  STCK m                 : 30   190.2   193.6   191.55  1.15%   39.67  12.68
T601  SPM R                  : 30     5.7     5.7     5.58  0.29%    1.16   0.37
T610  EX R,i (with TM)       : 30    60.0    62.5    60.73  0.67%   12.58   4.02
T611  EX R,i (with XI)       : 30    62.4    64.4    62.98  0.77%   13.04   4.17
T620  MVI;TS m (zero)        : 30   104.2   108.8   107.29  0.95%   22.22   7.10
T621  MVI;TS m (ones)        : 30   466.2   497.3   472.58  1.18%   97.88  31.28
T700  mix int RR basic       : 30    12.4    13.3    12.61  1.58%    2.61   0.83
T701  mix int RX             : 30    22.1    25.8    22.71  3.68%    4.70   1.50
T702  mix int RX (far)       : 30    22.6    26.9    23.20  3.34%    4.81   1.54
T703  mix int RR noopt       : 30    13.4    14.6    13.55  1.64%    2.81   0.90
T900  LR R,R (ig=1)          : 30    15.8    15.9     4.39  0.23%    0.91   0.29
T901  LR R,R (ig=2)          : 30    10.4    14.1     4.71  0.29%    0.98   0.31
T902  LR R,R (ig=3)          : 30     8.5     8.8     4.74  0.12%    0.98   0.31
T903  LR R,R (ig=4)          : 30    13.1    13.2    10.31  0.19%    2.14   0.68
T904  LR R,R (ig=5)          : 30    11.7    11.8     9.49  0.23%    1.97   0.63
T905  LR R,R (ig=6)          : 30    10.4    10.5     8.54  0.34%    1.77   0.57
T906  LR R,R (ig=7)          : 30     9.8    10.0     8.15  0.36%    1.69   0.54
T907  LR R,R (ig=8)          : 30     8.9     9.1     7.53  1.52%    1.56   0.50
T908  LR R,R (ig=9)          : 30     8.6     8.9     7.43  1.29%    1.54   0.49
T909  LR R,R (ig=10)         : 30     8.2     8.3     7.11  0.39%    1.47   0.47
T910  LR R,R (ig=12)         : 30     7.6     7.6     6.63  0.09%    1.37   0.44
T911  LR R,R (ig=18)         : 30     6.7     6.7     6.05  0.51%    1.25   0.40
T912  LR R,R (ig=25)         : 30     6.1     6.1     5.65  0.12%    1.17   0.37
T913  LR R,R (ig=36)         : 30     5.6     5.6     5.30  0.47%    1.10   0.35
T914  LR R,R (ig=50)         : 30     5.3     5.3     5.08  0.13%    1.05   0.34
T915  LR R,R (ig=72)         : 30     5.0     5.1     4.89  0.23%    1.01   0.32
T920  L R,m (ig=1)           : 30    25.0    25.5    13.77  0.79%    2.85   0.91
T921  L R,m (ig=2)           : 30    22.5    30.2    23.76  1.70%    4.92   1.57
T922  L R,m (ig=3)           : 30    23.7    25.4    20.90  2.89%    4.33   1.38
T923  L R,m (ig=4)           : 30    22.5    22.9    19.77  1.05%    4.09   1.31
T924  L R,m (ig=5)           : 30    20.8    21.3    18.58  1.67%    3.85   1.23
T925  L R,m (ig=6)           : 30    19.4    20.3    17.73  3.47%    3.67   1.17
T926  L R,m (ig=7)           : 30    18.7    19.3    17.28  2.37%    3.58   1.14
T927  L R,m (ig=8)           : 30    18.5    18.8    17.11  1.12%    3.54   1.13
T928  L R,m (ig=9)           : 30    18.0    18.7    16.91  2.42%    3.50   1.12
T929  L R,m (ig=10)          : 30    17.9    18.5    16.97  1.26%    3.52   1.12
T930  L R,m (ig=12)          : 30    17.1    17.5    16.35  0.74%    3.39   1.08
T931  L R,m (ig=18)          : 30    16.5    16.6    15.89  0.32%    3.29   1.05
