file name ----------------------------  GMUL  i-count  -- total time --   MIPS
2018-04-02-09:39:53_J0066_PERF-ASM.prt    11 1.45e+09  231.76s  3m51.76    6.3
2018-04-02-09:44:29_J0067_PERF-ASM.prt    11 1.45e+09  231.72s  3m51.72    6.3
2018-04-02-09:49:04_J0068_PERF-ASM.prt    11 1.45e+09  231.22s  3m51.22    6.3
2018-04-02-09:53:38_J0069_PERF-ASM.prt    11 1.45e+09  231.97s  3m51.97    6.3
2018-04-02-09:58:12_J0070_PERF-ASM.prt    11 1.45e+09  231.55s  3m51.55    6.3
2018-04-02-10:02:48_J0071_PERF-ASM.prt    11 1.45e+09  231.81s  3m51.81    6.3
2018-04-02-10:07:23_J0072_PERF-ASM.prt    11 1.45e+09  231.85s  3m51.85    6.3
2018-04-02-10:11:58_J0073_PERF-ASM.prt    11 1.45e+09  231.60s  3m51.60    6.3
2018-04-02-10:16:34_J0074_PERF-ASM.prt    11 1.45e+09  231.86s  3m51.86    6.3
2018-04-02-10:21:08_J0075_PERF-ASM.prt    11 1.45e+09  231.78s  3m51.78    6.3
2018-04-02-10:25:42_J0076_PERF-ASM.prt    11 1.45e+09  231.58s  3m51.58    6.3
2018-04-02-10:30:17_J0077_PERF-ASM.prt    11 1.45e+09  231.57s  3m51.57    6.3
2018-04-02-10:34:52_J0078_PERF-ASM.prt    11 1.45e+09  231.84s  3m51.84    6.3
2018-04-02-10:39:27_J0079_PERF-ASM.prt    11 1.45e+09  231.53s  3m51.53    6.3
2018-04-02-10:44:03_J0080_PERF-ASM.prt    11 1.45e+09  231.89s  3m51.89    6.3
2018-04-02-10:48:39_J0081_PERF-ASM.prt    11 1.45e+09  231.73s  3m51.73    6.3
2018-04-02-10:53:14_J0082_PERF-ASM.prt    11 1.45e+09  231.78s  3m51.78    6.3
2018-04-02-10:57:50_J0083_PERF-ASM.prt    11 1.45e+09  231.77s  3m51.77    6.3
2018-04-02-11:02:24_J0084_PERF-ASM.prt    11 1.45e+09  231.95s  3m51.95    6.3
2018-04-02-11:07:00_J0085_PERF-ASM.prt    11 1.45e+09  231.96s  3m51.96    6.3
2018-04-02-11:11:34_J0086_PERF-ASM.prt    11 1.45e+09  231.67s  3m51.67    6.3
2018-04-02-11:16:10_J0087_PERF-ASM.prt    11 1.45e+09  231.76s  3m51.76    6.3
2018-04-02-11:20:45_J0088_PERF-ASM.prt    11 1.45e+09  231.55s  3m51.55    6.3
2018-04-02-11:25:20_J0089_PERF-ASM.prt    11 1.45e+09  231.64s  3m51.64    6.3
2018-04-02-11:29:55_J0090_PERF-ASM.prt    11 1.45e+09  231.58s  3m51.58    6.3
2018-04-02-11:34:31_J0091_PERF-ASM.prt    11 1.45e+09  231.71s  3m51.71    6.3
2018-04-02-11:39:06_J0092_PERF-ASM.prt    11 1.45e+09  231.36s  3m51.36    6.3
2018-04-02-11:43:40_J0093_PERF-ASM.prt    11 1.45e+09  231.84s  3m51.84    6.3
2018-04-02-11:48:16_J0094_PERF-ASM.prt    11 1.45e+09  231.57s  3m51.57    6.3
2018-04-02-11:52:51_J0095_PERF-ASM.prt    11 1.45e+09  231.65s  3m51.65    6.3
s370_perf version: s370_perf V0.9.7  rev 1003  2018-03-30

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx
T167  MVCIN m,m (10c)        : 30  1250.5  1272.0  1256.93  0.54%   43.46   9.62
T168  MVCIN m,m (30c)        : 30  3499.2  3542.1  3520.51  0.55%  121.72  26.93
T169  MVCIN m,m (100c)       : 30 11373.0 11559.7 11440.12  0.58%  395.53  87.52
T170  4*Lx;MVCL (10b)        : 30   670.0   678.4   667.48  0.60%   23.08   5.11
T171  4*Lx;MVCL (100b)       : 30   862.7   873.6   862.03  0.63%   29.80   6.59
T172  4*Lx;MVCL (250b)       : 30  1195.5  1211.6  1198.47  0.42%   41.44   9.17
T173  4*Lx;MVCL (1kb)        : 30  2914.4  2997.1  2928.84  0.50%  101.26  22.41
T174  4*LR;MVCL (4kb)        : 30  9984.1 10167.0 10051.91  0.56%  347.54  76.90
T175  4*Lx;MVCL (100b,pad)   : 30   550.6   560.4   549.26  0.50%   18.99   4.20
T176  4*Lx;MVCL (1kb,pad)    : 30   828.2   969.1   864.35  3.85%   29.88   6.61
T177  4*Lx;MVCL (4kb,pad)    : 30  2111.2  2833.7  2430.10 14.86%   84.02  18.59
T178  4*LA;MVCL (1kb,over1)  : 30   374.9   380.5   372.48  0.51%   12.88   2.85
T179  4*LA;MVCL (1kb,over2)  : 30  3008.9  3050.5  3022.60  0.52%  104.50  23.12
T190  IC R,m                 : 30   131.0   132.8   131.30  0.48%    4.54   1.00
T191  ICM R,i,m (0010)       : 30   302.4   307.9   303.06  0.58%   10.48   2.32
T192  ICM R,i,m (1100)       : 30   301.4   305.2   303.05  0.45%   10.48   2.32
T193  ICM R,i,m (0111)       : 30   139.2   142.2   139.49  0.35%    4.82   1.07
T200  AR R,R                 : 30    44.4    45.4    44.13  0.53%    1.53   0.34
T201  A R,m                  : 30   151.9   154.5   151.82  0.43%    5.25   1.16
T202  AH R,m                 : 30   154.9   157.0   154.88  0.59%    5.35   1.18
T203  ALR R,R                : 30    36.0    36.5    35.68  0.59%    1.23   0.27
T204  AL R,m                 : 30   147.6   150.8   147.49  0.62%    5.10   1.13
T205  SR R,R                 : 30    50.0    50.6    49.80  0.55%    1.72   0.38
T206  S R,m                  : 30   152.2   155.6   152.16  0.56%    5.26   1.16
T207  SH R,m                 : 30   154.7   161.6   154.58  0.59%    5.34   1.18
T208  SLR R,R                : 30    36.0    36.6    35.67  0.54%    1.23   0.27
T209  SL R,m                 : 30   147.8   150.5   147.67  0.43%    5.11   1.13
T210  MR R,R                 : 30    51.5    52.5    48.29  0.54%    1.67   0.37
T211  M R,m                  : 30   155.4   163.2   152.94  0.49%    5.29   1.17
T212  MH R,m                 : 30   150.4   160.1   147.89  0.59%    5.11   1.13
T215  XR R,R; DR R,R         : 30   537.9   546.9   537.14  0.35%   18.57   4.11
T216  XR R,R; D R,m          : 30   634.3   642.2   632.02  0.40%   21.85   4.84
T220  SLA R,1                : 30    77.2    78.6    74.05  0.49%    2.56   0.57
T221  SLDA R,1               : 30    94.3    97.2    92.42  0.58%    3.20   0.71
T222  SRA R,1                : 30    64.3    66.7    61.20  0.66%    2.12   0.47
T223  SRDA R,1               : 30    81.0    83.0    79.08  0.74%    2.73   0.61
T224  SRA R,30               : 30    64.3    65.5    61.19  0.64%    2.12   0.47
T225  SRDA R,60              : 30    81.0    82.1    79.07  0.72%    2.73   0.60
T230  XR R,R                 : 30    39.3    41.6    39.08  0.80%    1.35   0.30
T231  X R,m                  : 30   145.5   147.9   145.49  0.67%    5.03   1.11
T232  XI m,i                 : 30   130.8   132.5   130.54  0.65%    4.51   1.00
T235  XC m,m (10c)           : 30   324.3   329.2   325.49  0.64%   11.25   2.49
T236  XC m,m (100c)          : 30  1130.1  1146.5  1135.43  0.54%   39.26   8.69
T237  XC m,m (250c)          : 30  2466.7  2632.6  2480.14  0.53%   85.75  18.97
T238  NR R,R                 : 30    39.3    40.2    38.98  0.54%    1.35   0.30
T239  OR R,R                 : 30    39.3    40.4    38.99  0.59%    1.35   0.30
T240  SLL R,1                : 30    61.8    63.3    58.73  0.61%    2.03   0.45
T241  SLDL R,1               : 30    74.2    75.7    72.37  0.60%    2.50   0.55
T242  SRL R,1                : 30    61.9    62.8    58.92  0.56%    2.04   0.45
T243  SRDL R,1               : 30    73.1    74.4    71.12  0.61%    2.46   0.54
T244  SLL R,30               : 30    61.8    62.7    58.71  0.63%    2.03   0.45
T245  SLDL R,60              : 30    74.3    75.3    72.27  0.53%    2.50   0.55
T250  TM m,i                 : 30   123.6   126.1   123.34  0.82%    4.26   0.94
T252  TR m,m (10c)           : 30   293.4   297.8   294.37  0.52%   10.18   2.25
T253  TR m,m (100c)          : 30  1099.2  1115.2  1103.68  0.42%   38.16   8.44
T254  TR m,m (250c)          : 30  2435.5  2472.6  2447.09  0.54%   84.61  18.72
T255  TRT m,m (10c,zero)     : 30  1398.5  1460.9  1404.78  0.48%   48.57  10.75
T256  TRT m,m (100c,zero)    : 30 13229.2 13529.1 13284.18  0.31%  459.29 101.63
T257  TRT m,m (250c,zero)    : 30 32932.2 33409.0 33090.01  0.31% 1144.06 253.15
T258  TRT m,m (250c,10b)     : 30  1550.2  1569.3  1555.65  0.27%   53.79  11.90
T259  TRT m,m (250c,100b)    : 30 13373.9 13592.8 13437.77  0.33%  464.60 102.80
T260  CR R,R                 : 30    38.2    38.8    37.93  0.38%    1.31   0.29
T261  C R,m                  : 30   144.6   146.1   144.34  0.33%    4.99   1.10
T262  CH R,m                 : 30   146.8   148.7   146.61  0.30%    5.07   1.12
T263  CLR R,R                : 30    32.7    33.6    32.32  0.37%    1.12   0.25
T264  CL R,m                 : 30   135.8   141.7   135.37  0.42%    4.68   1.04
T265  CLI m,i                : 30   126.3   128.0   125.93  0.32%    4.35   0.96
T266  CLM R,i,m              : 30   189.2   192.0   189.24  0.40%    6.54   1.45
T270  CLC m,m (10c,eq)       : 30   307.3   311.4   306.69  0.42%   10.60   2.35
T271  CLC m,m (10c,ne)       : 30   284.8   289.5   284.19  0.54%    9.83   2.17
T272  CLC m,m (30c,eq)       : 30   338.1   344.3   337.77  0.38%   11.68   2.58
T273  CLC m,m (30c,ne)       : 30   290.5   294.8   289.61  0.50%   10.01   2.22
T274  CLC m,m (100c,eq)      : 30   431.0   440.5   431.75  0.55%   14.93   3.30
T275  CLC m,m (100c,ne)      : 30   289.4   295.8   288.56  0.42%    9.98   2.21
T276  CLC m,m (250c,eq)      : 30   666.9   674.5   667.73  0.52%   23.09   5.11
T277  CLC m,m (250c,ne)      : 30   278.2   282.8   277.52  0.49%    9.60   2.12
T280  4*LR;CLCL (100b,10b)   : 30  1952.6  1976.0  1957.47  0.38%   67.68  14.98
T281  4*LR;CLCL (4kb,10b)    : 30  1992.3  2015.2  1996.85  0.37%   69.04  15.28
T282  4*LR;CLCL (4kb,100b)   : 30 15726.5 15914.5 15815.99  0.53%  546.82 121.00
T283  4*LR;CLCL (4kb,250b)   : 30 38604.1 39121.2 38852.46  0.48% 1343.29 297.24
T290  LR;CS R,R,m (eq,eq)    : 30   545.3   577.5   547.40  0.31%   18.93   4.19
T291  LR;CS R,R,m (eq,ne)    : 30   546.4   580.0   548.95  0.53%   18.98   4.20
T292  LR;CS R,R,m (ne)       : 30  2471.8  2616.1  2533.50  1.52%   87.59  19.38
T295  LR;CDS R,R,m (eq,eq)   : 30   574.1   595.7   576.02  0.72%   19.92   4.41
T296  LR;CDS R,R,m (eq,ne)   : 30   576.1   620.3   576.90  0.64%   19.95   4.41
T297  LR;CDS R,R,m (ne)      : 30  2512.3  2668.4  2551.19  0.88%   88.21  19.52
T300  BCR 0,0 (noop)         : 30    33.8    34.4    33.46  0.29%    1.16   0.26
T301  BNZ l (no br)          : 30    36.0    36.7    35.73  0.34%    1.24   0.27
T302  BNZ l (do br)          : 30    62.4    63.2    61.84  0.29%    2.14   0.47
T303  BNZ l (do br, far)     : 30   238.6   242.1   239.23  0.37%    8.27   1.83
T304  BR R                   : 30    53.7    55.2    48.34  0.28%    1.67   0.37
T305  BR R (far)             : 30   189.1   191.2   184.45  0.33%    6.38   1.41
T310  BCTR R,0               : 30    44.9    46.0    44.57  0.34%    1.54   0.34
T311  BCTR R,R               : 30    56.3    57.5    56.72  0.40%    1.96   0.43
T312  BCT R,l                : 30    76.4    77.6    76.91  0.49%    2.66   0.59
T315  BXLE R,R,l             : 30    76.9    78.9    75.36  0.52%    2.61   0.58
T320  BALR R,R; BR R         : 30   122.7   125.9   122.36  0.42%    4.23   0.94
T321  BALR R,R; BR R (far)   : 30   484.1   489.7   485.53  0.38%   16.79   3.71
T322  BAL R,l; BR R          : 30   144.6   146.7   144.49  0.42%    5.00   1.11
T323  BAL R,l; BR R (far)    : 30   508.7   514.9   510.19  0.41%   17.64   3.90
T324  BASR R,R; BR R         : 30   116.8   119.2   116.51  0.50%    4.03   0.89
T325  BAS R,l; BR R          : 30   131.0   134.0   130.66  0.36%    4.52   1.00
T330  L;BALR;SAV(14,12);RET  : 30  1961.6  2002.1  1967.52  0.64%   68.03  15.05
T400  CVB R,m                : 30   672.1   681.5   673.38  0.35%   23.28   5.15
T401  CVD R,m                : 30  6144.0  6217.7  6177.14  0.33%  213.57  47.26
T402  PACK m,m (5d)          : 30   664.4   672.3   666.04  0.33%   23.03   5.10
T403  PACK m,m (15d)         : 30  1654.9  1677.6  1664.14  0.49%   57.54  12.73
T404  UNPK m,m (5d)          : 30   705.6   715.7   709.10  0.43%   24.52   5.42
T405  UNPK m,m (15d)         : 30  1683.5  1757.9  1693.06  0.44%   58.54  12.95
T410  MVC;ED (10c)           : 30  2770.6  2887.5  2785.33  0.41%   96.30  21.31
T411  MVC;ED (30c)           : 30  7390.7  7530.7  7442.59  0.54%  257.32  56.94
T415  MVC;EDMK (10c)         : 30  2825.2  2921.8  2838.40  0.62%   98.14  21.71
T420  AP m,m (10d)           : 30  2833.0  2875.2  2844.51  0.63%   98.35  21.76
T421  AP m,m (30d)           : 30  2899.4  2945.3  2912.68  0.82%  100.70  22.28
T422  SP m,m (10d)           : 30  2853.2  2894.2  2863.91  0.58%   99.02  21.91
T423  SP m,m (30d)           : 30  2961.1  3012.6  2969.72  0.57%  102.68  22.72
T424  MP m,m (10d)           : 30  3221.1  3267.7  3220.94  0.34%  111.36  24.64
T425  MP m,m (30d)           : 30  3260.0  3315.0  3258.54  0.43%  112.66  24.93
T426  MVC;DP m,m (10d)       : 30  5325.7  5416.4  5361.18  0.79%  185.36  41.02
T427  MVC;DP m,m (30d)       : 30  9794.1  9955.1  9863.06  0.89%  341.01  75.46
T430  CP m,m (10d)           : 30  1784.9  1829.0  1798.84  0.87%   62.19  13.76
T431  CP m,m (30d)           : 30  1806.2  1848.5  1822.46  0.84%   63.01  13.94
T440  ZAP m,m (10d,10d)      : 30  1538.2  1563.8  1550.62  0.59%   53.61  11.86
T441  ZAP m,m (30d,30d)      : 30  1569.0  1620.2  1581.87  0.61%   54.69  12.10
T442  ZAP m,m (10d,30d)      : 30  1555.1  1584.7  1565.22  0.53%   54.12  11.97
T443  ZAP m,m (30d,10d)      : 30  1554.5  1584.1  1566.20  0.64%   54.15  11.98
T445  SRP m,i,i (30d,<<)     : 30  1815.3  1906.4  1809.85  0.42%   62.57  13.85
T446  SRP m,i,i (30d,>>)     : 30  2289.2  2328.2  2291.62  0.46%   79.23  17.53
T450  MVO m,m (10d)          : 30   877.6   892.9   882.48  0.44%   30.51   6.75
T451  MVO m,m (30d)          : 30  2282.0  2350.5  2300.82  0.47%   79.55  17.60
T500  LER R,R                : 30    46.0    47.0    45.83  0.44%    1.58   0.35
T501  LE R,m                 : 30   147.2   150.1   147.04  0.40%    5.08   1.12
T502  LE R,m (unal)          : 30   146.4   148.7   146.26  0.54%    5.06   1.12
T503  LTER R,R               : 30    54.8    55.7    54.60  0.54%    1.89   0.42
T504  LCER R,R               : 30    55.9    56.7    55.76  0.41%    1.93   0.43
T505  LNER R,R               : 30    49.4    50.2    49.26  0.66%    1.70   0.38
T506  LPER R,R               : 30    49.5    50.4    49.33  0.62%    1.71   0.38
T507  LRER R,R               : 30    68.4    72.9    68.35  0.71%    2.36   0.52
T508  STE R,m                : 30   145.0   146.7   144.95  0.60%    5.01   1.11
T509  STE R,m (unal)         : 30   145.7   148.5   145.76  0.67%    5.04   1.12
T510  AER R,R                : 30   143.5   147.5   143.44  0.63%    4.96   1.10
T511  AE R,m                 : 30   236.9   240.5   237.43  0.70%    8.21   1.82
T512  SER R,R                : 30   142.5   144.7   142.09  0.59%    4.91   1.09
T513  SE R,m                 : 30   234.7   238.5   235.42  0.56%    8.14   1.80
T514  MER R,R                : 30   176.2   180.4   173.74  0.62%    6.01   1.33
T515  ME R,m                 : 30   264.8   269.6   262.68  0.56%    9.08   2.01
T516  DER R,R                : 30   569.9   578.9   570.53  0.34%   19.73   4.36
T517  DE R,m                 : 30   669.5   681.9   670.86  0.40%   23.19   5.13
T520  CER R,R                : 30   118.8   121.3   118.73  0.55%    4.11   0.91
T521  CE R,m                 : 30   207.5   210.5   208.01  0.40%    7.19   1.59
T522  AUR R,R                : 30   116.1   117.7   112.71  0.61%    3.90   0.86
T523  HER R,R                : 30    71.0    72.1    67.47  0.48%    2.33   0.52
T530  LDR R,R                : 30    51.7    52.5    51.55  0.50%    1.78   0.39
T531  LD R,m                 : 30   153.5   156.2   153.41  0.59%    5.30   1.17
T532  LD R,m (unal)          : 30   154.5   157.3   154.37  0.56%    5.34   1.18
T533  LTDR R,R               : 30    60.1    61.4    59.99  0.46%    2.07   0.46
T534  LCDR R,R               : 30    61.2    62.4    61.09  0.58%    2.11   0.47
T535  LNDR R,R               : 30    59.5    63.1    59.33  0.59%    2.05   0.45
T536  LPDR R,R               : 30    60.1    61.0    59.94  0.54%    2.07   0.46
T537  LRDR R,R               : 30    86.8    88.1    86.74  0.46%    3.00   0.66
T538  STD R,m                : 30   153.3   155.6   153.26  0.46%    5.30   1.17
T539  STD R,m (unal)         : 30   155.6   157.3   155.40  0.32%    5.37   1.19
T540  ADR R,R                : 30   184.1   186.6   184.10  0.57%    6.37   1.41
T541  AD R,m                 : 30   281.7   297.0   281.78  0.37%    9.74   2.16
T542  SDR R,R                : 30   185.3   188.2   185.20  0.62%    6.40   1.42
T543  SD R,m                 : 30   283.8   286.8   283.95  0.30%    9.82   2.17
T544  MDR R,R                : 30   241.3   244.5   238.65  0.58%    8.25   1.83
T545  MD R,m                 : 30   336.9   343.4   334.81  0.35%   11.58   2.56
T546  DDR R,R                : 30  7210.7  7380.5  7254.83  0.36%  250.83  55.50
T547  DD R,m                 : 30  7290.1  7387.0  7336.85  0.45%  253.67  56.13
T550  CDR R,R                : 30   148.1   150.3   147.81  0.56%    5.11   1.13
T551  CD R,m                 : 30   241.1   245.9   241.81  0.64%    8.36   1.85
T552  AWR R,R                : 30   153.8   156.9   150.89  0.60%    5.22   1.15
T553  HDR R,R                : 30    87.8    89.1    84.23  0.60%    2.91   0.64
T560  AXR R,R                : 30   357.2   363.0   358.18  0.54%   12.38   2.74
T561  MXR R,R                : 30   699.4   708.7   696.13  0.38%   24.07   5.33
T600  STCK m                 : 30  2810.5  3086.5  2838.00  0.67%   98.12  21.71
T601  SPM R                  : 30    40.6    42.3    40.31  0.79%    1.39   0.31
T610  EX R,i (with TM)       : 30   256.3   259.5   256.64  0.59%    8.87   1.96
T611  EX R,i (with XI)       : 30   262.8   270.3   263.28  0.48%    9.10   2.01
T620  MVI;TS m (zero)        : 30   628.5   650.5   631.48  0.70%   21.83   4.83
T621  MVI;TS m (ones)        : 30  2598.4  2733.3  2655.13  1.02%   91.80  20.31
T700  mix int RR basic       : 30    62.4    63.3    61.40  0.44%    2.12   0.47
T701  mix int RX             : 30   237.5   241.5   236.69  0.52%    8.18   1.81
T702  mix int RX (far)       : 30   239.6   247.9   239.21  0.57%    8.27   1.83
T703  mix int RR noopt       : 30    62.9    64.3    62.07  0.54%    2.15   0.47
T900  LR R,R (ig=1)          : 30    81.3    82.5    25.27  0.44%    0.87   0.19
T901  LR R,R (ig=2)          : 30    65.8    66.7    38.02  0.36%    1.31   0.29
T902  LR R,R (ig=3)          : 30    52.2    53.2    33.66  0.38%    1.16   0.26
T903  LR R,R (ig=4)          : 30    47.4    48.2    33.54  0.52%    1.16   0.26
T904  LR R,R (ig=5)          : 30    44.5    46.0    33.49  0.50%    1.16   0.26
T905  LR R,R (ig=6)          : 30    41.8    44.8    32.62  0.57%    1.13   0.25
T906  LR R,R (ig=7)          : 30    39.9    41.2    32.09  0.48%    1.11   0.25
T907  LR R,R (ig=8)          : 30    38.5    38.9    31.67  0.51%    1.09   0.24
T908  LR R,R (ig=9)          : 30    37.4    37.9    31.35  0.45%    1.08   0.24
T909  LR R,R (ig=10)         : 30    36.5    37.1    31.10  0.53%    1.08   0.24
T910  LR R,R (ig=12)         : 30    35.2    35.7    30.70  0.57%    1.06   0.23
T911  LR R,R (ig=18)         : 30    32.9    33.4    30.04  0.45%    1.04   0.23
T912  LR R,R (ig=25)         : 30    31.7    32.2    29.65  0.51%    1.03   0.23
T913  LR R,R (ig=36)         : 30    30.7    31.1    29.37  0.53%    1.02   0.22
T914  LR R,R (ig=50)         : 30    30.1    30.5    29.18  0.51%    1.01   0.22
T915  LR R,R (ig=72)         : 30    29.6    30.1    29.04  0.54%    1.00   0.22
T920  L R,m (ig=1)           : 30   205.7   208.7   150.42  0.55%    5.20   1.15
T921  L R,m (ig=2)           : 30   181.4   184.1   154.35  0.62%    5.34   1.18
T922  L R,m (ig=3)           : 30   165.3   167.9   147.53  0.58%    5.10   1.13
T923  L R,m (ig=4)           : 30   159.0   162.8   146.07  0.46%    5.05   1.12
T924  L R,m (ig=5)           : 30   152.9   160.0   142.77  0.52%    4.94   1.09
T925  L R,m (ig=6)           : 30   148.9   150.7   140.29  0.45%    4.85   1.07
T926  L R,m (ig=7)           : 30   146.1   147.8   138.87  0.42%    4.80   1.06
T927  L R,m (ig=8)           : 30   143.8   145.6   137.58  0.31%    4.76   1.05
T928  L R,m (ig=9)           : 30   142.2   143.9   136.80  0.43%    4.73   1.05
