file name ----------------------------  GMUL  i-count  -- total time --   MIPS
2018-07-06-18:09:34_J0057_PERF-ASM.prt   132 1.75e+10  184.32s  3m04.32   94.7
2018-07-06-18:14:20_J0058_PERF-ASM.prt   203 2.68e+10  282.28s  4m42.28   95.1
2018-07-06-18:19:08_J0059_PERF-ASM.prt   204 2.70e+10  283.50s  4m43.50   95.2
2018-07-06-18:23:54_J0060_PERF-ASM.prt   203 2.68e+10  281.84s  4m41.84   95.3
2018-07-06-18:28:43_J0061_PERF-ASM.prt   203 2.68e+10  284.60s  4m44.60   94.3
2018-07-06-18:33:28_J0062_PERF-ASM.prt   202 2.67e+10  280.40s  4m40.40   95.3
2018-07-06-18:38:16_J0063_PERF-ASM.prt   202 2.67e+10  283.33s  4m43.33   94.3
2018-07-06-18:43:03_J0064_PERF-ASM.prt   204 2.70e+10  283.30s  4m43.30   95.2
2018-07-06-18:47:53_J0065_PERF-ASM.prt   203 2.68e+10  285.15s  4m45.15   94.1
2018-07-06-18:52:37_J0066_PERF-ASM.prt   202 2.67e+10  280.31s  4m40.31   95.3
2018-07-06-18:57:27_J0067_PERF-ASM.prt   204 2.70e+10  285.34s  4m45.34   94.5
s370_perf version: s370_perf V0.9.8  rev 1026  2018-05-27

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx
T522  AUR R,R                : 11    10.3    10.4    10.00  0.22%    4.43   1.35
T523  HER R,R                : 11     6.4     6.4     6.09  0.21%    2.70   0.82
T530  LDR R,R                : 11     4.7     4.7     4.64  0.27%    2.06   0.63
T531  LD R,m                 : 11     9.9    10.0     9.75  0.15%    4.32   1.31
T532  LD R,m (unal)          : 11     9.9    10.0     9.77  0.11%    4.33   1.32
T533  LTDR R,R               : 11     5.3     5.3     5.20  0.09%    2.30   0.70
T534  LCDR R,R               : 11     5.3     5.3     5.23  0.09%    2.32   0.71
T535  LNDR R,R               : 11     5.3     5.5     5.27  0.28%    2.34   0.71
T536  LPDR R,R               : 11     5.3     5.4     5.28  0.21%    2.34   0.71
T537  LRDR R,R               : 11     7.1     7.3     7.03  0.24%    3.12   0.95
T538  STD R,m                : 11     9.9    10.1     9.78  0.33%    4.34   1.32
T539  STD R,m (unal)         : 11     9.8    10.1     9.71  0.39%    4.30   1.31
T540  ADR R,R                : 11    15.2    16.0    15.16  0.70%    6.72   2.04
T541  AD R,m                 : 11    20.1    20.3    20.06  0.34%    8.89   2.70
T542  SDR R,R                : 11    15.2    18.3    15.14  0.23%    6.71   2.04
T543  SD R,m                 : 11    21.3    21.7    21.26  0.26%    9.42   2.87
T544  MDR R,R                : 11    16.3    16.6    16.06  0.41%    7.12   2.16
T545  MD R,m                 : 11    22.7    23.0    22.43  0.54%    9.94   3.02
T546  DDR R,R                : 11   160.8   162.3   161.12  0.40%   71.43  21.72
T547  DD R,m                 : 11   163.7   166.2   163.91  0.29%   72.66  22.09
T550  CDR R,R                : 11    12.5    12.6    12.38  0.14%    5.49   1.67
T551  CD R,m                 : 11    18.3    18.4    18.15  0.14%    8.04   2.45
T552  AWR R,R                : 11    12.3    12.5    12.00  0.19%    5.32   1.62
T553  HDR R,R                : 11     7.5     7.5     7.14  0.26%    3.17   0.96
T560  AXR R,R                : 11    25.7    25.8    25.62  0.16%   11.36   3.45
T561  MXR R,R                : 11    29.8    30.1    29.31  0.42%   12.99   3.95
T600  STCK m                 : 11   162.1   162.1   161.41  0.00%   71.55  21.76
T601  SPM R                  : 11     2.6     2.7     2.59  1.32%    1.15   0.35
T610  EX R,i (with TM)       : 11    31.2    31.8    31.12  0.20%   13.80   4.19
T611  EX R,i (with XI)       : 11    32.1    32.6    32.07  0.18%   14.22   4.32
T620  MVI;TS m (zero)        : 11    20.9    21.2    20.83  0.36%    9.23   2.81
T621  MVI;TS m (ones)        : 11    21.1    21.3    21.06  0.59%    9.34   2.84
T700  mix int RR basic       : 11     5.8     5.8     5.63  0.24%    2.50   0.76
T701  mix int RX             : 11    11.3    11.4    11.02  0.37%    4.89   1.49
T702  mix int RX (far)       : 11    11.3    11.4    10.97  0.32%    4.87   1.48
T703  mix int RR noopt       : 11     5.8     5.8     5.62  0.20%    2.49   0.76
T900  LR R,R (ig=1)          : 11     8.8     8.9     1.86  0.31%    0.82   0.25
T901  LR R,R (ig=2)          : 11     5.3     5.4     1.89  0.34%    0.84   0.25
T902  LR R,R (ig=3)          : 11     4.3     4.4     2.05  0.17%    0.91   0.28
T903  LR R,R (ig=4)          : 11     8.1     8.2     6.44  0.29%    2.85   0.87
T904  LR R,R (ig=5)          : 11     7.0     7.1     5.59  0.22%    2.48   0.75
T905  LR R,R (ig=6)          : 11     6.0     6.1     4.91  0.17%    2.18   0.66
T906  LR R,R (ig=7)          : 11     5.5     5.5     4.50  0.37%    2.00   0.61
T907  LR R,R (ig=8)          : 11     5.1     5.2     4.26  0.20%    1.89   0.57
T908  LR R,R (ig=9)          : 11     4.7     4.8     3.97  0.31%    1.76   0.54
T909  LR R,R (ig=10)         : 11     4.4     4.5     3.75  0.38%    1.66   0.51
T910  LR R,R (ig=12)         : 11     4.0     4.1     3.48  0.37%    1.54   0.47
T911  LR R,R (ig=18)         : 11     3.3     3.4     2.96  0.40%    1.31   0.40
T912  LR R,R (ig=25)         : 11     3.0     3.0     2.70  0.35%    1.20   0.36
T913  LR R,R (ig=36)         : 11     2.7     2.7     2.49  0.26%    1.11   0.34
T914  LR R,R (ig=50)         : 11     2.5     2.5     2.37  0.58%    1.05   0.32
T915  LR R,R (ig=72)         : 11     2.4     2.4     2.29  0.46%    1.01   0.31
T920  L R,m (ig=1)           : 11    12.5    12.7     5.65  0.34%    2.50   0.76
T921  L R,m (ig=2)           : 11    10.1    10.2     6.66  0.63%    2.95   0.90
T922  L R,m (ig=3)           : 11     9.0     9.1     6.74  0.32%    2.99   0.91
T923  L R,m (ig=4)           : 11    12.5    12.6    10.84  0.27%    4.81   1.46
T924  L R,m (ig=5)           : 11    11.4    11.6    10.10  0.50%    4.48   1.36
T925  L R,m (ig=6)           : 11    10.6    10.7     9.50  0.28%    4.21   1.28
T926  L R,m (ig=7)           : 11    10.3    10.4     9.33  0.19%    4.14   1.26
T927  L R,m (ig=8)           : 11     9.9    10.0     9.01  0.16%    4.00   1.22
T928  L R,m (ig=9)           : 11     9.7     9.8     8.95  0.27%    3.97   1.21
T929  L R,m (ig=10)          : 11     9.5     9.6     8.80  0.18%    3.90   1.19
T930  L R,m (ig=12)          : 11     9.0     9.1     8.47  0.27%    3.75   1.14
T931  L R,m (ig=18)          : 11     8.3     8.4     7.96  0.16%    3.53   1.07
T932  L R,m (ig=25)          : 11     8.0     8.1     7.80  0.27%    3.46   1.05
T933  L R,m (ig=36)          : 11     7.7     7.8     7.53  0.30%    3.34   1.02
T952  T700 1st  2            : 11    11.3    11.5     4.46  0.26%    1.98   0.60
T953  T700 1st  3            : 11    16.3    16.6     9.37  0.46%    4.15   1.26
T954  T700 1st  4            : 11    27.7    28.2    20.81  0.30%    9.23   2.81
T955  T700 1st  5            : 11    23.2    23.5    16.38  0.43%    7.26   2.21
T956  T700 1st  6            : 11    27.1    27.5    20.26  0.65%    8.98   2.73
T957  T700 1st  7            : 11    30.3    30.7    23.52  0.49%   10.43   3.17
T958  T700 1st  8            : 11    34.2    34.8    27.44  0.64%   12.16   3.70
T959  T700 1st  9            : 11    37.9    38.6    31.11  1.05%   13.79   4.19
T960  T700 1st 10            : 11    42.2    42.7    35.32  0.34%   15.66   4.76
T961  T700 1st 11            : 11    44.2    44.8    37.47  0.22%   16.61   5.05
T962  T700 1st 12            : 11    51.3    51.8    44.48  0.18%   19.72   6.00
T963  T700 1st 13            : 11    50.3    50.9    43.60  0.32%   19.33   5.88
T964  T700 1st 14            : 11    53.9    54.7    47.10  0.55%   20.88   6.35
T965  T700 1st 15            : 11    58.1    59.2    51.42  0.73%   22.80   6.93
T966  T700 1st 16            : 11    62.8    63.7    56.16  0.41%   24.89   7.57
T967  T700 1st 17            : 11    65.6    66.7    58.79  0.21%   26.06   7.92
T968  T700 1st 18            : 11    85.2    86.6    78.64  0.54%   34.86  10.60
T969  T700 1st 19            : 11    73.6    74.7    67.03  0.27%   29.71   9.04
T970  T700 1st 20            : 11    83.6    85.5    77.07  0.20%   34.16  10.39
T971  T700 1st 21            : 11    81.1    82.6    74.72  0.39%   33.12  10.07
T972  T700 1st 22            : 11   106.2   107.7    99.47  0.55%   44.09  13.41
T973  T700 1st 23            : 11    87.5    88.9    81.02  0.71%   35.91  10.92
T974  T700 1st 24            : 11   116.9   119.2   110.64  0.79%   49.05  14.91
T975  T700 1st 25            : 11    95.2   101.1    88.38  0.59%   39.18  11.91
T976  T700 1st 26            : 11   128.0   130.1   121.39  0.81%   53.81  16.36
T977  T700 1st 27            : 11   102.0   103.7    95.77  0.58%   42.46  12.91
T978  T700 1st 28            : 11   122.3   123.0   115.83  0.19%   51.35  15.61
T979  T700 1st 29            : 11   118.0   120.2   111.32  0.47%   49.35  15.01
T980  T700 1st 30            : 11   147.6   150.2   141.44  0.54%   62.70  19.07
T981  T700 1st 31            : 11   119.0   121.0   112.64  0.70%   49.93  15.18
T982  T700 1st 32            : 11   146.3   149.1   140.09  0.23%   62.10  18.88
T983  T700 1st 33            : 11   136.6   138.3   130.29  0.28%   57.76  17.56
T984  T700 1st 34            : 11   176.5   178.3   170.12  0.43%   75.41  22.93
T985  T700 1st 35            : 11   158.9   160.2   152.46  0.29%   67.59  20.55
T986  T700 1st 36            : 11   213.0   217.0   208.48  1.08%   92.42  28.10
T987  T700 1st 37            : 11   183.5   186.1   176.97  0.90%   78.45  23.85
T988  T700 1st 38            : 11   225.2   229.6   219.31  0.36%   97.22  29.56
T989  T700 1st 39            : 11   182.1   185.5   176.35  0.85%   78.18  23.77
T990  T700 1st 40            : 11   219.1   223.1   213.65  0.45%   94.71  28.80
D170  MVCL (10b)             : 11       -       -    24.73  0.30%   10.96   3.33
D171  MVCL (100b)            : 11       -       -    32.12  0.98%   14.24   4.33
D172  MVCL (250b)            : 11       -       -    42.42  0.47%   18.81   5.72
D173  MVCL (1kb)             : 11       -       -   104.96  0.35%   46.53  14.15
D174  MVCL (4kb)             : 11       -       -   358.37  0.22%  158.87  48.31
D175  MVCL (100b,pad)        : 11       -       -    19.70  0.41%    8.74   2.66
D176  MVCL (1kb,pad)         : 11       -       -    36.93  0.42%   16.37   4.98
D177  MVCL (4kb,pad)         : 11       -       -   103.05  0.28%   45.68  13.89
D178  MVCL (1kb,over1)       : 11       -       -    10.94  0.91%    4.85   1.48
