file name ----------------------------  GMUL  i-count  -- total time --   MIPS
2018-04-06-19:49:18_J0001_PERF-ASM.prt   103 1.36e+10  258.12s  4m18.12   52.8
2018-04-06-19:54:03_J0002_PERF-ASM.prt   111 1.47e+10  277.64s  4m37.64   52.9
2018-04-06-19:58:48_J0003_PERF-ASM.prt   111 1.47e+10  277.59s  4m37.59   52.9
2018-04-06-20:03:34_J0004_PERF-ASM.prt   111 1.47e+10  277.74s  4m37.74   52.9
2018-04-06-20:08:19_J0005_PERF-ASM.prt   111 1.47e+10  277.90s  4m37.90   52.8
2018-04-06-20:13:02_J0006_PERF-ASM.prt   110 1.45e+10  274.79s  4m34.79   52.9
2018-04-06-20:17:47_J0007_PERF-ASM.prt   111 1.47e+10  277.15s  4m37.15   53.0
2018-04-06-20:22:32_J0008_PERF-ASM.prt   111 1.47e+10  277.50s  4m37.50   52.9
2018-04-06-20:27:20_J0009_PERF-ASM.prt   112 1.48e+10  280.04s  4m40.04   52.9
2018-04-06-20:32:05_J0010_PERF-ASM.prt   111 1.47e+10  277.41s  4m37.41   52.9
2018-04-06-20:36:42_J0011_PERF-ASM.prt   108 1.43e+10  269.65s  4m29.65   53.0
2018-04-06-20:41:27_J0012_PERF-ASM.prt   111 1.47e+10  277.24s  4m37.24   52.9
2018-04-06-20:46:15_J0013_PERF-ASM.prt   112 1.48e+10  280.33s  4m40.33   52.8
2018-04-06-20:50:58_J0014_PERF-ASM.prt   110 1.45e+10  275.41s  4m35.41   52.8
2018-04-06-20:55:46_J0015_PERF-ASM.prt   112 1.48e+10  280.48s  4m40.48   52.8
2018-04-06-21:00:34_J0016_PERF-ASM.prt   112 1.48e+10  280.21s  4m40.21   52.9
2018-04-06-21:05:16_J0017_PERF-ASM.prt   110 1.45e+10  274.76s  4m34.76   52.9
2018-04-06-21:10:07_J0018_PERF-ASM.prt   113 1.49e+10  282.67s  4m42.67   52.9
2018-04-06-21:14:52_J0019_PERF-ASM.prt   111 1.47e+10  277.40s  4m37.40   52.9
2018-04-06-21:19:36_J0020_PERF-ASM.prt   111 1.47e+10  276.82s  4m36.82   53.0
2018-04-06-21:24:22_J0021_PERF-ASM.prt   111 1.47e+10  278.40s  4m38.40   52.7
2018-04-06-21:29:10_J0022_PERF-ASM.prt   112 1.48e+10  279.87s  4m39.87   52.9
2018-04-06-21:33:55_J0023_PERF-ASM.prt   111 1.47e+10  277.78s  4m37.78   52.8
2018-04-06-21:38:39_J0024_PERF-ASM.prt   111 1.47e+10  276.95s  4m36.95   53.0
2018-04-06-21:43:25_J0025_PERF-ASM.prt   111 1.47e+10  277.84s  4m37.84   52.8
2018-04-06-21:48:11_J0026_PERF-ASM.prt   111 1.47e+10  277.83s  4m37.83   52.8
2018-04-06-21:52:53_J0027_PERF-ASM.prt   110 1.45e+10  274.58s  4m34.58   53.0
2018-04-06-21:57:39_J0028_PERF-ASM.prt   111 1.47e+10  278.17s  4m38.17   52.8
2018-04-06-22:02:27_J0029_PERF-ASM.prt   112 1.48e+10  279.97s  4m39.97   52.9
2018-04-06-22:07:09_J0030_PERF-ASM.prt   110 1.45e+10  274.40s  4m34.40   53.0
s370_perf version: s370_perf V0.9.7  rev 1003  2018-03-30

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx
T261  C R,m                  : 30    14.5    14.8    14.41  0.30%    3.32   1.07
T262  CH R,m                 : 30    14.5    15.0    14.72  1.24%    3.40   1.09
T263  CLR R,R                : 30     5.0     5.1     4.92  0.25%    1.13   0.36
T264  CL R,m                 : 30    13.1    13.3    12.92  0.38%    2.98   0.96
T265  CLI m,i                : 30    15.3    15.5    15.16  0.17%    3.50   1.13
T266  CLM R,i,m              : 30    21.2    21.5    21.10  0.32%    4.87   1.57
T270  CLC m,m (10c,eq)       : 30    48.4    48.9    47.86  0.16%   11.05   3.55
T271  CLC m,m (10c,ne)       : 30    34.6    35.3    34.38  0.20%    7.93   2.55
T272  CLC m,m (30c,eq)       : 30    77.6    79.5    78.30  0.47%   18.07   5.81
T273  CLC m,m (30c,ne)       : 30    34.5    36.0    34.35  0.10%    7.93   2.55
T274  CLC m,m (100c,eq)      : 30   176.7   180.9   178.57  1.25%   41.21  13.26
T275  CLC m,m (100c,ne)      : 30    34.3    36.4    34.38  0.80%    7.93   2.55
T276  CLC m,m (250c,eq)      : 30   410.4   424.2   411.51  0.20%   94.96  30.55
T277  CLC m,m (250c,ne)      : 30    34.9    36.1    34.67  1.00%    8.00   2.57
T280  4*LR;CLCL (100b,10b)   : 30   191.4   196.6   193.56  0.74%   44.67  14.37
T281  4*LR;CLCL (4kb,10b)    : 30   195.5   207.5   197.41  1.16%   45.56  14.66
T282  4*LR;CLCL (4kb,100b)   : 30  1438.8  1501.6  1470.11  0.83%  339.25 109.15
T283  4*LR;CLCL (4kb,250b)   : 30  3533.7  3679.0  3597.05  1.11%  830.07 267.06
T290  LR;CS R,R,m (eq,eq)    : 30    82.9    87.7    86.18  0.57%   19.89   6.40
T291  LR;CS R,R,m (eq,ne)    : 30    83.2    87.5    86.04  0.49%   19.86   6.39
T292  LR;CS R,R,m (ne)       : 30   409.9   430.4   419.34  1.18%   96.77  31.13
T295  LR;CDS R,R,m (eq,eq)   : 30    87.5    91.8    90.46  0.46%   20.87   6.72
T296  LR;CDS R,R,m (eq,ne)   : 30    87.2    92.0    90.66  0.53%   20.92   6.73
T297  LR;CDS R,R,m (ne)      : 30   415.1   433.0   420.23  0.62%   96.97  31.20
T300  BCR 0,0 (noop)         : 30     5.0     5.1     4.93  0.35%    1.14   0.37
T301  BNZ l (no br)          : 30     4.6     4.7     4.57  0.69%    1.06   0.34
T302  BNZ l (do br)          : 30    10.7    10.9    10.59  0.60%    2.44   0.79
T303  BNZ l (do br, far)     : 30    22.9    23.4    22.97  0.41%    5.30   1.71
T304  BR R                   : 30    10.9    11.0     9.92  0.31%    2.29   0.74
T305  BR R (far)             : 30    18.5    18.9    17.68  0.66%    4.08   1.31
T310  BCTR R,0               : 30     6.9     7.0     6.80  0.41%    1.57   0.50
T311  BCTR R,R               : 30    10.1    10.4    10.25  0.66%    2.37   0.76
T312  BCT R,l                : 30    12.9    13.0    12.89  0.56%    2.98   0.96
T315  BXLE R,R,l             : 30    13.7    13.8    13.43  0.23%    3.10   1.00
T320  BALR R,R; BR R         : 30    19.4    19.8    19.34  0.55%    4.46   1.44
T321  BALR R,R; BR R (far)   : 30    58.1    59.3    58.09  0.62%   13.40   4.31
T322  BAL R,l; BR R          : 30    22.8    23.4    22.72  0.37%    5.24   1.69
T323  BAL R,l; BR R (far)    : 30    44.2    51.6    46.47  9.21%   10.72   3.45
T324  BASR R,R; BR R         : 30    19.9    20.4    20.03  0.43%    4.62   1.49
T325  BAS R,l; BR R          : 30    22.8    23.1    22.67  0.25%    5.23   1.68
T330  L;BALR;SAV(14,12);RET  : 30   224.8   239.8   233.28  1.29%   53.83  17.32
T400  CVB R,m                : 30    72.0    75.2    71.95  0.50%   16.60   5.34
T401  CVD R,m                : 30    59.6    60.1    59.43  0.26%   13.71   4.41
T402  PACK m,m (5d)          : 30    64.1    64.7    63.69  0.15%   14.70   4.73
T403  PACK m,m (15d)         : 30   156.7   168.0   166.34  1.89%   38.38  12.35
T404  UNPK m,m (5d)          : 30    71.4    72.0    70.95  0.49%   16.37   5.27
T405  UNPK m,m (15d)         : 30   174.4   176.3   174.13  0.56%   40.18  12.93
T410  MVC;ED (10c)           : 30   269.5   273.0   270.27  0.45%   62.37  20.07
T411  MVC;ED (30c)           : 30   718.5   730.9   718.97  0.27%  165.91  53.38
T415  MVC;EDMK (10c)         : 30   271.8   277.7   272.14  0.64%   62.80  20.21
T420  AP m,m (10d)           : 30   439.1   444.6   440.40  0.57%  101.63  32.70
T421  AP m,m (30d)           : 30   489.5   500.8   492.63  0.59%  113.68  36.57
T422  SP m,m (10d)           : 30   436.0   439.5   435.91  0.53%  100.59  32.36
T423  SP m,m (30d)           : 30   491.6   504.7   499.68  0.47%  115.31  37.10
T424  MP m,m (10d)           : 30   503.8   517.6   508.24  1.45%  117.28  37.73
T425  MP m,m (30d)           : 30   511.9   519.5   511.67  0.46%  118.08  37.99
T426  MVC;DP m,m (10d)       : 30   856.2   875.4   863.66  0.95%  199.30  64.12
T427  MVC;DP m,m (30d)       : 30  2219.4  2259.1  2225.15  0.36%  513.48 165.21
T430  CP m,m (10d)           : 30   298.0   303.3   299.21  0.32%   69.05  22.21
T431  CP m,m (30d)           : 30   300.5   304.6   301.98  0.60%   69.69  22.42
T440  ZAP m,m (10d,10d)      : 30   193.7   199.6   195.55  1.89%   45.13  14.52
T441  ZAP m,m (30d,30d)      : 30   196.0   201.5   197.87  1.36%   45.66  14.69
T442  ZAP m,m (10d,30d)      : 30   197.7   199.8   197.74  0.30%   45.63  14.68
T443  ZAP m,m (30d,10d)      : 30   195.1   198.0   196.30  0.92%   45.30  14.57
T445  SRP m,i,i (30d,<<)     : 30   246.4   251.6   246.84  0.56%   56.96  18.33
T446  SRP m,i,i (30d,>>)     : 30   352.2   357.7   351.78  0.46%   81.18  26.12
T450  MVO m,m (10d)          : 30    93.4    95.5    92.93  0.24%   21.44   6.90
T451  MVO m,m (30d)          : 30   256.6   258.4   256.40  0.23%   59.17  19.04
T500  LER R,R                : 30     6.9     7.1     6.82  0.49%    1.57   0.51
T501  LE R,m                 : 30    15.2    15.4    15.07  0.22%    3.48   1.12
T502  LE R,m (unal)          : 30    15.8    16.3    15.78  1.14%    3.64   1.17
T503  LTER R,R               : 30     7.5     7.6     7.42  0.39%    1.71   0.55
T504  LCER R,R               : 30     7.8     7.9     7.68  0.41%    1.77   0.57
T505  LNER R,R               : 30     7.1     7.2     6.97  0.27%    1.61   0.52
T506  LPER R,R               : 30     7.7     7.8     7.62  0.48%    1.76   0.57
T507  LRER R,R               : 30    12.7    12.9    12.65  0.40%    2.92   0.94
T508  STE R,m                : 30    15.0    15.1    14.80  0.58%    3.42   1.10
T509  STE R,m (unal)         : 30    15.2    16.2    15.79  0.54%    3.64   1.17
T510  AER R,R                : 30    26.0    26.3    25.81  0.40%    5.96   1.92
T511  AE R,m                 : 30    33.3    34.2    33.36  1.07%    7.70   2.48
T512  SER R,R                : 30    25.8    26.3    25.91  0.41%    5.98   1.92
T513  SE R,m                 : 30    33.4    34.7    33.91  1.64%    7.82   2.52
T514  MER R,R                : 30    17.1    17.3    16.65  0.24%    3.84   1.24
T515  ME R,m                 : 30    25.4    25.7    24.98  0.37%    5.76   1.85
T516  DER R,R                : 30    35.0    35.5    34.56  0.57%    7.98   2.57
T517  DE R,m                 : 30    42.7    43.4    42.41  0.68%    9.79   3.15
T520  CER R,R                : 30    18.6    18.8    18.46  0.20%    4.26   1.37
T521  CE R,m                 : 30    26.7    28.2    26.57  0.36%    6.13   1.97
T522  AUR R,R                : 30    18.8    19.1    18.44  0.60%    4.25   1.37
T523  HER R,R                : 30    13.6    14.5    13.39  2.88%    3.09   0.99
T530  LDR R,R                : 30     6.7     6.8     6.56  0.71%    1.51   0.49
T531  LD R,m                 : 30    15.9    16.1    15.77  0.26%    3.64   1.17
T532  LD R,m (unal)          : 30    15.7    15.8    15.51  0.42%    3.58   1.15
T533  LTDR R,R               : 30     8.9     9.0     8.84  0.30%    2.04   0.66
T534  LCDR R,R               : 30     8.3     8.4     8.21  0.27%    1.89   0.61
T535  LNDR R,R               : 30     8.2     8.3     8.14  0.19%    1.88   0.60
T536  LPDR R,R               : 30     8.2     8.3     8.10  0.35%    1.87   0.60
T537  LRDR R,R               : 30    12.1    12.4    12.21  0.62%    2.82   0.91
T538  STD R,m                : 30    15.7    16.0    15.66  0.26%    3.61   1.16
T539  STD R,m (unal)         : 30    15.6    15.8    15.43  0.48%    3.56   1.15
T540  ADR R,R                : 30    29.8    30.2    29.79  0.36%    6.87   2.21
T541  AD R,m                 : 30    35.7    36.1    35.60  0.16%    8.22   2.64
T542  SDR R,R                : 30    29.6    30.2    29.74  0.25%    6.86   2.21
T543  SD R,m                 : 30    35.9    36.4    35.86  0.43%    8.28   2.66
T544  MDR R,R                : 30    31.5    31.8    31.02  0.31%    7.16   2.30
T545  MD R,m                 : 30    38.2    38.7    37.84  0.49%    8.73   2.81
T546  DDR R,R                : 30   399.4   401.6   399.21  0.29%   92.12  29.64
T547  DD R,m                 : 30   408.0   411.6   407.86  0.27%   94.12  30.28
T550  CDR R,R                : 30    20.7    21.6    20.54  0.71%    4.74   1.52
T551  CD R,m                 : 30    28.1    28.3    27.91  0.30%    6.44   2.07
T552  AWR R,R                : 30    22.8    23.2    22.50  0.65%    5.19   1.67
T553  HDR R,R                : 30    15.8    17.3    15.35  0.73%    3.54   1.14
T560  AXR R,R                : 30    43.1    44.5    43.17  0.47%    9.96   3.21
T561  MXR R,R                : 30    64.6    65.4    64.06  0.42%   14.78   4.76
T600  STCK m                 : 30   170.5   179.3   171.58  1.00%   39.59  12.74
T601  SPM R                  : 30     5.1     5.1     4.99  0.35%    1.15   0.37
T610  EX R,i (with TM)       : 30    54.0    55.4    54.40  0.44%   12.55   4.04
T611  EX R,i (with XI)       : 30    56.1    58.4    56.44  0.67%   13.02   4.19
T620  MVI;TS m (zero)        : 30    93.7    97.9    96.75  1.30%   22.33   7.18
T621  MVI;TS m (ones)        : 30   418.2   436.8   425.34  0.96%   98.15  31.58
T700  mix int RR basic       : 30    11.2    11.8    11.18  1.70%    2.58   0.83
T701  mix int RX             : 30    19.6    22.9    20.33  7.89%    4.69   1.51
T702  mix int RX (far)       : 30    19.7    23.9    20.92  6.67%    4.83   1.55
T703  mix int RR noopt       : 30    12.0    13.1    12.54  2.91%    2.89   0.93
T900  LR R,R (ig=1)          : 30    14.2    14.4     3.96  0.30%    0.91   0.29
T901  LR R,R (ig=2)          : 30     9.3     9.4     4.24  0.35%    0.98   0.31
T902  LR R,R (ig=3)          : 30     7.7     7.7     4.26  0.33%    0.98   0.32
T903  LR R,R (ig=4)          : 30    11.8    11.9     9.23  0.28%    2.13   0.69
T904  LR R,R (ig=5)          : 30    10.0    10.7     8.50  0.43%    1.96   0.63
T905  LR R,R (ig=6)          : 30     9.3     9.5     7.70  0.24%    1.78   0.57
T906  LR R,R (ig=7)          : 30     8.8     8.9     7.34  0.24%    1.69   0.55
T907  LR R,R (ig=8)          : 30     8.0     8.2     6.89  0.96%    1.59   0.51
T908  LR R,R (ig=9)          : 30     7.7     8.1     6.75  1.32%    1.56   0.50
T909  LR R,R (ig=10)         : 30     7.4     7.5     6.38  0.34%    1.47   0.47
T910  LR R,R (ig=12)         : 30     6.8     6.9     5.95  0.46%    1.37   0.44
T911  LR R,R (ig=18)         : 30     6.0     6.1     5.46  0.31%    1.26   0.41
T912  LR R,R (ig=25)         : 30     5.5     5.5     5.08  0.21%    1.17   0.38
T913  LR R,R (ig=36)         : 30     5.0     5.1     4.77  0.41%    1.10   0.35
T914  LR R,R (ig=50)         : 30     4.8     4.8     4.55  0.27%    1.05   0.34
T915  LR R,R (ig=72)         : 30     4.5     4.6     4.38  0.41%    1.01   0.33
T920  L R,m (ig=1)           : 30    22.5    22.8    12.38  0.52%    2.86   0.92
T921  L R,m (ig=2)           : 30    24.6    27.1    21.26  1.48%    4.91   1.58
T922  L R,m (ig=3)           : 30    22.0    22.8    18.88  2.26%    4.36   1.40
T923  L R,m (ig=4)           : 30    20.2    20.4    17.68  0.80%    4.08   1.31
T924  L R,m (ig=5)           : 30    18.6    19.1    16.69  1.58%    3.85   1.24
T925  L R,m (ig=6)           : 30    17.4    18.1    15.83  1.90%    3.65   1.18
T926  L R,m (ig=7)           : 30    16.8    17.2    15.45  1.89%    3.57   1.15
T927  L R,m (ig=8)           : 30    16.6    16.9    15.34  0.97%    3.54   1.14
T928  L R,m (ig=9)           : 30    16.1    17.2    15.16  2.27%    3.50   1.13
T929  L R,m (ig=10)          : 30    16.1    16.5    15.17  1.64%    3.50   1.13
T930  L R,m (ig=12)          : 30    15.4    15.7    14.64  0.61%    3.38   1.09
T931  L R,m (ig=18)          : 30    14.8    15.0    14.26  0.60%    3.29   1.06
