T204  AL R,m                 : 30    15.6    23.6    16.00 20.30%    4.23   1.06
T205  SR R,R                 : 30     4.9     7.5     4.94 31.87%    1.31   0.33
T206  S R,m                  : 30    16.5    24.8    17.03 27.10%    4.51   1.12
T207  SH R,m                 : 30    16.6    25.1    20.30 28.29%    5.37   1.34
T208  SLR R,R                : 30     3.9     5.9     3.94 15.00%    1.04   0.26
T209  SL R,m                 : 30    16.4    23.7    17.18 21.64%    4.54   1.13
T210  MR R,R                 : 30     6.6     9.9     6.25 13.83%    1.65   0.41
T211  M R,m                  : 30    18.5    27.9    19.41 25.10%    5.14   1.28
T212  MH R,m                 : 30    17.5    26.6    19.28 33.48%    5.10   1.27
T215  XR R,R; DR R,R         : 30    26.0    39.4    25.68 18.65%    6.79   1.69
T216  XR R,R; D R,m          : 30    36.5    55.3    37.64 25.25%    9.96   2.48
T220  SLA R,1                : 30     9.7    14.7     9.88 24.76%    2.61   0.65
T221  SLDA R,1               : 30    11.8    18.0    11.88 16.81%    3.14   0.78
T222  SRA R,1                : 30     7.7    11.8     7.85 16.33%    2.08   0.52
T223  SRDA R,1               : 30     9.3    14.1    10.59 23.58%    2.80   0.70
T224  SRA R,30               : 30     7.7    11.7     8.52 21.66%    2.26   0.56
T225  SRDA R,60              : 30     9.3    14.0     9.57 25.70%    2.53   0.63
T230  XR R,R                 : 30     4.0     6.1     4.01 34.53%    1.06   0.26
T231  X R,m                  : 30    13.8    21.0    16.38 32.74%    4.33   1.08
T232  XI m,i                 : 30    17.1    25.8    19.08 19.52%    5.05   1.26
T235  XC m,m (10c)           : 30    32.0    48.5    32.15 28.22%    8.51   2.12
T236  XC m,m (100c)          : 30   136.0   205.6   136.38 30.15%   36.08   9.00
T237  XC m,m (250c)          : 30   300.3   451.4   302.00 34.60%   79.90  19.93
T238  NR R,R                 : 30     4.0     6.1     3.99 21.57%    1.06   0.26
T239  OR R,R                 : 30     4.0     6.1     4.04 33.92%    1.07   0.27
T240  SLL R,1                : 30     7.2    10.5     7.74 22.54%    2.05   0.51
T241  SLDL R,1               : 30     8.3    12.4     8.14 11.56%    2.15   0.54
T242  SRL R,1                : 30     7.1    10.7     7.32 16.92%    1.94   0.48
T243  SRDL R,1               : 30     8.3    12.6     8.88 22.35%    2.35   0.59
T244  SLL R,30               : 30     7.2    11.0     7.49 30.70%    1.98   0.49
T245  SLDL R,60              : 30     8.3    12.6     9.03 25.02%    2.39   0.60
T250  TM m,i                 : 30    15.0    22.5    16.98 30.96%    4.49   1.12
T252  TR m,m (10c)           : 30    26.4    39.8    26.42 25.09%    6.99   1.74
T253  TR m,m (100c)          : 30    93.3   141.8    93.44 33.54%   24.72   6.17
T254  TR m,m (250c)          : 30   193.5   293.5   194.47 48.13%   51.45  12.83
T255  TRT m,m (10c,zero)     : 30   115.0   174.0   129.18 43.39%   34.18   8.52
T256  TRT m,m (100c,zero)    : 30  1063.8  1602.2  1211.57 36.63%  320.55  79.94
T257  TRT m,m (250c,zero)    : 30  2630.8  3957.0  2935.73 42.23%  776.72 193.69
T258  TRT m,m (250c,10b)     : 30   128.6   193.6   153.51 40.92%   40.62  10.13
T259  TRT m,m (250c,100b)    : 30  1078.8  1621.7  1207.83 38.86%  319.56  79.69
T260  CR R,R                 : 30     3.9     5.9     4.25 27.87%    1.12   0.28
T261  C R,m                  : 30    14.3    21.7    15.13 25.59%    4.00   1.00
T262  CH R,m                 : 30    14.4    21.8    14.32 18.41%    3.79   0.94
T263  CLR R,R                : 30     3.5     5.3     3.45 32.58%    0.91   0.23
T264  CL R,m                 : 30    12.7    19.2    14.18 25.51%    3.75   0.94
T265  CLI m,i                : 30    16.6    24.9    19.45 25.05%    5.15   1.28
T266  CLM R,i,m              : 30    18.0    27.3    20.16 30.33%    5.33   1.33
T270  CLC m,m (10c,eq)       : 30    44.4    66.6    44.25 27.79%   11.71   2.92
T271  CLC m,m (10c,ne)       : 30    40.2    61.0    42.66 27.99%   11.29   2.81
T272  CLC m,m (30c,eq)       : 30    71.1   107.5    79.19 22.26%   20.95   5.22
T273  CLC m,m (30c,ne)       : 30    40.2    60.8    42.05 40.57%   11.13   2.77
T274  CLC m,m (100c,eq)      : 30   164.6   249.2   175.57 21.01%   46.45  11.58
T275  CLC m,m (100c,ne)      : 30    40.2    61.0    44.35 24.47%   11.73   2.93
T276  CLC m,m (250c,eq)      : 30   364.9   552.3   388.36 30.06%  102.75  25.62
T277  CLC m,m (250c,ne)      : 30    40.2    60.9    41.85 21.04%   11.07   2.76
T280  4*LR;CLCL (100b,10b)   : 30   152.6   230.1   186.06 27.05%   49.23  12.28
T281  4*LR;CLCL (4kb,10b)    : 30   156.9   237.8   170.77 37.95%   45.18  11.27
T282  4*LR;CLCL (4kb,100b)   : 30  1248.2  1884.6  1371.04 22.41%  362.74  90.46
T283  4*LR;CLCL (4kb,250b)   : 30  3051.8  4615.9  3316.50 37.94%  877.47 218.81
T290  LR;CS R,R,m (eq,eq)    : 30    81.9   123.7    89.88 21.56%   23.78   5.93
T291  LR;CS R,R,m (eq,ne)    : 30    80.8   122.3    84.92 36.56%   22.47   5.60
T292  LR;CS R,R,m (ne)       : 30   831.1  1251.0   920.73 13.34%  243.60  60.75
T295  LR;CDS R,R,m (eq,eq)   : 30    81.6   125.2    88.54 27.66%   23.43   5.84
T296  LR;CDS R,R,m (eq,ne)   : 30    81.4   123.9    92.05 27.88%   24.35   6.07
T297  LR;CDS R,R,m (ne)      : 30   844.4  1282.1   981.66 13.67%  259.72  64.77
T300  BCR 0,0 (noop)         : 30     3.3     5.1     3.31 23.47%    0.87   0.22
T301  BNZ l (no br)          : 30     3.2     4.7     3.34 19.27%    0.88   0.22
T302  BNZ l (do br)          : 30     9.5    14.4     9.41 17.87%    2.49   0.62
T303  BNZ l (do br, far)     : 30    17.6    26.5    18.44 17.46%    4.88   1.22
T304  BR R                   : 30     7.8    11.8     7.68 23.49%    2.03   0.51
T305  BR R (far)             : 30    16.2    24.5    16.58 29.67%    4.39   1.09
T310  BCTR R,0               : 30     4.7     7.1     5.21 24.22%    1.38   0.34
T311  BCTR R,R               : 30     7.1    10.8     7.59 32.23%    2.01   0.50
T312  BCT R,l                : 30     9.8    14.9     9.93 19.61%    2.63   0.66
T315  BXLE R,R,l             : 30    10.8    16.3    10.68 18.44%    2.82   0.70
T320  BALR R,R; BR R         : 30    14.3    21.7    15.40 35.52%    4.08   1.02
T321  BALR R,R; BR R (far)   : 30    36.8    55.5    40.63 40.36%   10.75   2.68
T322  BAL R,l; BR R          : 30    17.7    26.8    19.82 33.55%    5.24   1.31
T323  BAL R,l; BR R (far)    : 30    37.1    56.7    38.49 39.23%   10.18   2.54
T324  BASR R,R; BR R         : 30    14.4    21.9    14.78 30.41%    3.91   0.98
T325  BAS R,l; BR R          : 30    17.9    27.2    17.90 30.10%    4.74   1.18
T330  L;BALR;SAV(14,12);RET  : 30   158.0   238.3   177.87 31.44%   47.06  11.74
T400  CVB R,m                : 30    58.2    88.2    60.98 40.78%   16.13   4.02
T401  CVD R,m                : 30    57.7    87.3    59.86 31.45%   15.84   3.95
T402  PACK m,m (5d)          : 30    57.7    87.5    62.59 27.21%   16.56   4.13
T403  PACK m,m (15d)         : 30   143.9   216.8   144.65 28.28%   38.27   9.54
T404  UNPK m,m (5d)          : 30    63.7    95.6    67.57 21.09%   17.88   4.46
T405  UNPK m,m (15d)         : 30   153.1   232.2   158.41 23.09%   41.91  10.45
T410  MVC;ED (10c)           : 30   227.7   342.3   258.01 32.40%   68.26  17.02
T411  MVC;ED (30c)           : 30   625.6   946.3   815.69 31.96%  215.81  53.82
T415  MVC;EDMK (10c)         : 30   229.8   345.1   240.85 23.44%   63.72  15.89
T420  AP m,m (10d)           : 30   441.2   667.2   495.88 31.17%  131.20  32.72
T421  AP m,m (30d)           : 30   499.5   750.9   521.60 18.32%  138.00  34.41
T422  SP m,m (10d)           : 30   446.7   670.7   544.30 29.29%  144.01  35.91
T423  SP m,m (30d)           : 30   503.3   756.7   591.48 32.57%  156.49  39.02
T424  MP m,m (10d)           : 30   497.0   752.4   569.38 27.95%  150.64  37.57
T425  MP m,m (30d)           : 30   494.4   747.2   497.01 33.33%  131.50  32.79
T426  MVC;DP m,m (10d)       : 30   768.1  1165.6   881.69 21.90%  233.27  58.17
T427  MVC;DP m,m (30d)       : 30  1847.4  2782.6  2061.71 29.90%  545.48 136.03
T430  CP m,m (10d)           : 30   350.4   526.8   396.38 27.60%  104.87  26.15
T431  CP m,m (30d)           : 30   350.5   526.4   424.46 32.45%  112.30  28.00
T440  ZAP m,m (10d,10d)      : 30   200.2   300.8   245.71 27.04%   65.01  16.21
T441  ZAP m,m (30d,30d)      : 30   200.2   300.4   229.93 30.27%   60.83  15.17
T442  ZAP m,m (10d,30d)      : 30   200.2   301.0   224.67 22.90%   59.44  14.82
T443  ZAP m,m (30d,10d)      : 30   200.2   301.5   216.92 26.34%   57.39  14.31
T445  SRP m,i,i (30d,<<)     : 30   233.1   352.6   263.02 32.94%   69.59  17.35
T446  SRP m,i,i (30d,>>)     : 30   325.4   488.6   407.15 28.15%  107.72  26.86
T450  MVO m,m (10d)          : 30    80.4   120.8    96.85 33.71%   25.62   6.39
T451  MVO m,m (30d)          : 30   206.8   311.4   256.12 33.93%   67.76  16.90
T500  LER R,R                : 30     5.5     8.3     6.55 35.52%    1.73   0.43
T501  LE R,m                 : 30    14.4    21.8    16.19 21.94%    4.28   1.07
T502  LE R,m (unal)          : 30    16.4    24.6    19.30 24.45%    5.11   1.27
T503  LTER R,R               : 30     6.2     9.3     6.91 32.02%    1.83   0.46
T504  LCER R,R               : 30     6.2     9.5     6.64 26.52%    1.76   0.44
T505  LNER R,R               : 30     5.9     8.9     7.92 31.99%    2.09   0.52
T506  LPER R,R               : 30     6.2     9.4     7.71 39.45%    2.04   0.51
T507  LRER R,R               : 30     9.3    14.1     9.43 24.22%    2.49   0.62
T508  STE R,m                : 30    14.1    21.4    15.79 24.95%    4.18   1.04
T509  STE R,m (unal)         : 30    15.0    22.8    17.15 19.60%    4.54   1.13
T510  AER R,R                : 30    19.0    28.5    20.51 21.10%    5.43   1.35
T511  AE R,m                 : 30    27.0    42.9    30.70 34.75%    8.12   2.03
T512  SER R,R                : 30    19.0    28.6    20.09 14.60%    5.31   1.33
T513  SE R,m                 : 30    28.5    42.9    28.56 23.06%    7.56   1.88
T514  MER R,R                : 30    14.0    21.2    14.19 38.23%    3.76   0.94
T515  ME R,m                 : 30    23.8    35.7    27.49 23.69%    7.27   1.81
T516  DER R,R                : 30    24.3    36.6    24.00 17.61%    6.35   1.58
T517  DE R,m                 : 30    33.0    49.9    34.46 26.71%    9.12   2.27
T520  CER R,R                : 30    14.5    21.9    14.76 27.54%    3.90   0.97
T521  CE R,m                 : 30    23.6    35.8    25.45 31.44%    6.73   1.68
T522  AUR R,R                : 30    13.5    20.3    13.34 28.65%    3.53   0.88
T523  HER R,R                : 30     8.6    13.0     8.16 25.06%    2.16   0.54
T530  LDR R,R                : 30     5.9     8.9     5.99 28.09%    1.58   0.39
T531  LD R,m                 : 30    14.9    22.3    15.67 22.79%    4.15   1.03
T532  LD R,m (unal)          : 30    15.2    22.9    16.27 18.64%    4.30   1.07
T533  LTDR R,R               : 30     7.2    10.8     7.28 22.41%    1.93   0.48
T534  LCDR R,R               : 30     7.1    10.6     8.05 37.47%    2.13   0.53
T535  LNDR R,R               : 30     7.1    10.7     8.08 34.15%    2.14   0.53
T536  LPDR R,R               : 30     7.1    10.7     7.27 15.69%    1.92   0.48
T537  LRDR R,R               : 30    10.4    15.7    10.45 23.22%    2.77   0.69
T538  STD R,m                : 30    14.8    22.3    15.27 16.48%    4.04   1.01
T539  STD R,m (unal)         : 30    14.8    22.2    15.76 27.22%    4.17   1.04
T540  ADR R,R                : 30    20.7    31.3    23.88 24.96%    6.32   1.58
T541  AD R,m                 : 30    29.0    43.9    31.54 31.63%    8.34   2.08
T542  SDR R,R                : 30    20.4    30.8    24.43 34.00%    6.46   1.61
T543  SD R,m                 : 30    29.0    43.9    35.76 36.65%    9.46   2.36
T544  MDR R,R                : 30    22.5    34.0    22.84 30.81%    6.04   1.51
T545  MD R,m                 : 30    31.1    46.7    36.68 23.39%    9.71   2.42
T546  DDR R,R                : 30   189.8   296.1   196.03 31.23%   51.86  12.93
T547  DD R,m                 : 30   196.7   297.3   215.19 29.47%   56.93  14.20
T550  CDR R,R                : 30    15.9    24.0    17.48 32.59%    4.62   1.15
T551  CD R,m                 : 30    24.7    37.2    28.51 36.44%    7.54   1.88
T552  AWR R,R                : 30    16.9    25.7    19.69 32.03%    5.21   1.30
T553  HDR R,R                : 30    10.2    15.4     9.92 18.36%    2.63   0.65
T560  AXR R,R                : 30    33.5    50.3    35.72 16.85%    9.45   2.36
T561  MXR R,R                : 30    44.3    67.2    45.69 30.67%   12.09   3.01
T600  STCK m                 : 30   515.1   571.8   521.39  5.59%  137.95  34.40
T601  SPM R                  : 30     3.9     6.0     4.17 31.52%    1.10   0.28
T610  EX R,i (with TM)       : 30    43.5    65.4    46.52 32.11%   12.31   3.07
T611  EX R,i (with XI)       : 30    44.8    67.9    46.63 24.63%   12.34   3.08
T620  MVI;TS m (zero)        : 30    86.8   132.5    98.77 32.30%   26.13   6.52
T621  MVI;TS m (ones)        : 30   829.0  1251.1   990.93 11.63%  262.18  65.38
T700  mix int RR basic       : 30     6.8    10.4     7.43 42.93%    1.97   0.49
T701  mix int RX             : 30    16.9    25.6    18.93 25.59%    5.01   1.25
T702  mix int RX (far)       : 30    16.9    25.4    18.73 23.78%    4.96   1.24
T703  mix int RR noopt       : 30     7.0    10.7     7.89 28.16%    2.09   0.52
T900  LR R,R (ig=1)          : 30     9.2    14.0     2.13 39.99%    0.56   0.14
T901  LR R,R (ig=2)          : 30     5.8     8.8     2.44 35.74%    0.64   0.16
T902  LR R,R (ig=3)          : 30     4.9     7.4     3.07 35.91%    0.81   0.20
T903  LR R,R (ig=4)          : 30     4.5     6.7     2.79 39.33%    0.74   0.18
T904  LR R,R (ig=5)          : 30     4.1     6.2     2.64 42.06%    0.70   0.17
T905  LR R,R (ig=6)          : 30     6.7    10.1     6.10 27.02%    1.61   0.40
T906  LR R,R (ig=7)          : 30     6.0     9.0     5.56 29.05%    1.47   0.37
T907  LR R,R (ig=8)          : 30     5.7     8.6     5.27 23.16%    1.39   0.35
T908  LR R,R (ig=9)          : 30     5.4     7.9     4.95 21.15%    1.31   0.33
T909  LR R,R (ig=10)         : 30     5.2     7.8     4.50 25.04%    1.19   0.30
T910  LR R,R (ig=12)         : 30     4.8     7.3     4.55 23.78%    1.20   0.30
T911  LR R,R (ig=18)         : 30     4.2     6.4     4.30 30.85%    1.14   0.28
T912  LR R,R (ig=25)         : 30     3.8     5.8     3.96 23.45%    1.05   0.26
T913  LR R,R (ig=36)         : 30     3.6     5.4     3.37 22.96%    0.89   0.22
T914  LR R,R (ig=50)         : 30     3.3     5.1     3.59 22.87%    0.95   0.24
T915  LR R,R (ig=72)         : 30     3.2     4.8     3.33 18.66%    0.88   0.22
T920  L R,m (ig=1)           : 30    19.2    27.7    11.83 21.51%    3.13   0.78
T921  L R,m (ig=2)           : 30    15.5    22.3    12.54 17.71%    3.32   0.83
T922  L R,m (ig=3)           : 30    14.5    22.0    13.11 31.42%    3.47   0.86
T923  L R,m (ig=4)           : 30    17.5    26.4    16.14 20.94%    4.27   1.07
T924  L R,m (ig=5)           : 30    16.1    22.7    17.00 19.75%    4.50   1.12
T925  L R,m (ig=6)           : 30    15.7    23.6    16.02 21.42%    4.24   1.06
T926  L R,m (ig=7)           : 30    15.2    22.9    14.95 30.46%    3.96   0.99
T927  L R,m (ig=8)           : 30    14.7    22.0    14.90 27.32%    3.94   0.98
T928  L R,m (ig=9)           : 30    15.6    22.4    15.91 18.02%    4.21   1.05
T929  L R,m (ig=10)          : 30    15.1    22.7    15.39 21.56%    4.07   1.02
T930  L R,m (ig=12)          : 30    14.6    22.1    15.96 23.41%    4.22   1.05
T931  L R,m (ig=18)          : 30    13.7    20.6    14.78 24.31%    3.91   0.98
T932  L R,m (ig=25)          : 30    13.6    20.5    15.24 23.68%    4.03   1.01
T933  L R,m (ig=36)          : 30    13.0    18.4    14.03 19.56%    3.71   0.93
T952  T700 1st  2            : 30    13.0    20.0     5.52 24.02%    1.46   0.36
T953  T700 1st  3            : 30    21.4    33.0    14.28 31.71%    3.78   0.94
T954  T700 1st  4            : 30    24.7    37.3    18.07 20.71%    4.78   1.19
T955  T700 1st  5            : 30    30.8    47.1    23.48 37.76%    6.21   1.55
T956  T700 1st  6            : 30    34.7    52.9    27.38 49.71%    7.24   1.81
T957  T700 1st  7            : 30    38.4    58.2    31.09 49.94%    8.23   2.05
T958  T700 1st  8            : 30    44.9    68.1    38.44 25.07%   10.17   2.54
T959  T700 1st  9            : 30    50.1    75.9    42.86 25.45%   11.34   2.83
T960  T700 1st 10            : 30    53.8    81.6    46.71 23.65%   12.36   3.08
T961  T700 1st 11            : 30    59.4    90.6    60.12 44.00%   15.91   3.97
T962  T700 1st 12            : 30    63.1    96.4    65.33 43.25%   17.28   4.31
T963  T700 1st 13            : 30    66.6   102.0    69.90 43.43%   18.49   4.61
T964  T700 1st 14            : 30    75.5   114.4    81.69 42.29%   21.61   5.39
T965  T700 1st 15            : 30    76.8   117.8    73.36 46.56%   19.41   4.84
T966  T700 1st 16            : 30    82.1   126.8    76.85 30.82%   20.33   5.07
T967  T700 1st 17            : 30    88.7   133.5    82.18 16.25%   21.74   5.42
T968  T700 1st 18            : 30    94.5   143.7   101.15 41.59%   26.76   6.67
T969  T700 1st 19            : 30    98.4   150.1   111.37 38.78%   29.47   7.35
T970  T700 1st 20            : 30   104.7   158.7    98.39 25.52%   26.03   6.49
T971  T700 1st 21            : 30   108.2   165.8   102.00 15.21%   26.99   6.73
T972  T700 1st 22            : 30   116.1   174.9   109.93 13.38%   29.09   7.25
T973  T700 1st 23            : 30   118.8   180.9   112.28 15.37%   29.71   7.41
T974  T700 1st 24            : 30   127.5   194.4   122.06 26.45%   32.29   8.05
T975  T700 1st 25            : 30   133.0   202.9   140.49 35.15%   37.17   9.27
T976  T700 1st 26            : 30   137.6   208.8   132.04 18.20%   34.94   8.71
T977  T700 1st 27            : 30   159.8   246.0   164.79 43.50%   43.60  10.87
T978  T700 1st 28            : 30   150.6   235.4   169.58 34.61%   44.87  11.19
T979  T700 1st 29            : 30   149.1   228.8   166.83 39.90%   44.14  11.01
T980  T700 1st 30            : 30   173.5   267.8   188.05 32.68%   49.75  12.41
T981  T700 1st 31            : 30   162.3   250.8   160.60 26.64%   42.49  10.60
T982  T700 1st 32            : 30   183.6   283.2   203.86 41.62%   53.94  13.45
T983  T700 1st 33            : 30   184.9   285.9   190.39 33.44%   50.37  12.56
T984  T700 1st 34            : 30   226.2   357.9   248.52 25.34%   65.75  16.40
T985  T700 1st 35            : 30   209.0   321.9   221.52 34.25%   58.61  14.62
T986  T700 1st 36            : 30   222.6   341.0   221.64 21.96%   58.64  14.62
T987  T700 1st 37            : 30   215.4   326.7   211.90 11.66%   56.06  13.98
T988  T700 1st 38            : 30   241.0   373.5   253.29 22.41%   67.01  16.71
T989  T700 1st 39            : 30   219.9   339.1   227.91 35.45%   60.30  15.04
T990  T700 1st 40            : 30   293.2   463.4   312.05 33.98%   82.56  20.59
