file name ----------------------------  GMUL  i-count  -- total time --   MIPS
2018-04-27-17:48:22_J0001_PERF-ASM.prt   218 2.88e+10  333.52s  5m33.52   86.4
2018-04-27-17:54:07_J0002_PERF-ASM.prt   227 3.00e+10  340.77s  5m40.77   88.1
2018-04-27-17:59:56_J0003_PERF-ASM.prt   229 3.03e+10  343.99s  5m43.99   88.0
2018-04-27-18:05:41_J0004_PERF-ASM.prt   227 3.00e+10  340.52s  5m40.52   88.2
2018-04-27-18:11:28_J0005_PERF-ASM.prt   228 3.02e+10  342.09s  5m42.09   88.1
2018-04-27-18:17:15_J0006_PERF-ASM.prt   228 3.02e+10  342.24s  5m42.24   88.1
2018-04-27-18:22:57_J0007_PERF-ASM.prt   224 2.96e+10  336.66s  5m36.66   88.0
2018-04-27-18:28:43_J0008_PERF-ASM.prt   227 3.00e+10  341.13s  5m41.13   88.0
2018-04-27-18:34:31_J0009_PERF-ASM.prt   229 3.03e+10  343.42s  5m43.42   88.2
2018-04-27-18:40:19_J0010_PERF-ASM.prt   224 2.96e+10  341.51s  5m41.51   86.7
2018-04-27-18:46:06_J0011_PERF-ASM.prt   228 3.02e+10  342.51s  5m42.51   88.0
2018-04-27-18:51:52_J0012_PERF-ASM.prt   227 3.00e+10  340.65s  5m40.65   88.1
2018-04-27-18:57:38_J0013_PERF-ASM.prt   228 3.02e+10  341.71s  5m41.71   88.2
2018-04-27-19:03:26_J0014_PERF-ASM.prt   229 3.03e+10  343.24s  5m43.24   88.2
2018-04-27-19:09:13_J0015_PERF-ASM.prt   228 3.02e+10  341.94s  5m41.94   88.2
2018-04-27-19:14:58_J0016_PERF-ASM.prt   227 3.00e+10  340.38s  5m40.38   88.2
2018-04-27-19:20:46_J0017_PERF-ASM.prt   229 3.03e+10  343.07s  5m43.07   88.3
2018-04-27-19:26:33_J0018_PERF-ASM.prt   229 3.03e+10  343.08s  5m43.08   88.3
2018-04-27-19:32:22_J0019_PERF-ASM.prt   229 3.03e+10  343.41s  5m43.41   88.2
2018-04-27-19:38:10_J0020_PERF-ASM.prt   229 3.03e+10  343.52s  5m43.52   88.2
2018-04-27-19:43:53_J0021_PERF-ASM.prt   225 2.98e+10  337.88s  5m37.88   88.1
2018-04-27-19:49:42_J0022_PERF-ASM.prt   228 3.02e+10  344.18s  5m44.18   87.6
2018-04-27-19:55:27_J0023_PERF-ASM.prt   227 3.00e+10  340.33s  5m40.33   88.2
2018-04-27-20:01:15_J0024_PERF-ASM.prt   229 3.03e+10  343.26s  5m43.26   88.2
2018-04-27-20:07:03_J0025_PERF-ASM.prt   229 3.03e+10  343.16s  5m43.16   88.3
2018-04-27-20:12:52_J0026_PERF-ASM.prt   230 3.04e+10  344.48s  5m44.48   88.3
2018-04-27-20:18:40_J0027_PERF-ASM.prt   229 3.03e+10  343.06s  5m43.06   88.3
2018-04-27-20:24:28_J0028_PERF-ASM.prt   229 3.03e+10  343.39s  5m43.39   88.2
2018-04-27-20:30:15_J0029_PERF-ASM.prt   228 3.02e+10  341.88s  5m41.88   88.2
2018-04-27-20:36:01_J0030_PERF-ASM.prt   228 3.02e+10  341.72s  5m41.72   88.2
2018-04-27-20:41:50_J0031_PERF-ASM.prt   229 3.03e+10  343.78s  5m43.78   88.1
s370_perf version: s370_perf V0.9.7  rev 1003  2018-03-30

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx
T170  4*Lx;MVCL (10b)        : 31    37.9    42.1    37.33  0.34%   13.40   5.67
T171  4*Lx;MVCL (100b)       : 31    45.1    50.3    44.51  0.39%   15.98   6.77
T172  4*Lx;MVCL (250b)       : 31    54.7    61.1    54.12  0.20%   19.42   8.23
T173  4*Lx;MVCL (1kb)        : 31   119.7   127.5   120.21  0.18%   43.15  18.27
T174  4*LR;MVCL (4kb)        : 31   371.1   383.6   373.01  0.28%  133.89  56.71
T175  4*Lx;MVCL (100b,pad)   : 31    33.3    35.0    32.63  0.24%   11.71   4.96
T176  4*Lx;MVCL (1kb,pad)    : 31    52.1    57.4    51.71  0.70%   18.56   7.86
T177  4*Lx;MVCL (4kb,pad)    : 31   119.4   122.0   118.91  0.34%   42.68  18.08
T178  4*LA;MVCL (1kb,over1)  : 31    26.1    27.7    25.43  0.27%    9.13   3.87
T179  4*LA;MVCL (1kb,over2)  : 31   125.8   127.1   125.57  0.30%   45.07  19.09
T190  IC R,m                 : 31     7.6     7.8     7.54  0.28%    2.71   1.15
T191  ICM R,i,m (0010)       : 31    15.0    15.3    15.00  0.99%    5.39   2.28
T192  ICM R,i,m (1100)       : 31    15.6    15.9    15.66  0.58%    5.62   2.38
T193  ICM R,i,m (0111)       : 31    14.1    14.5    14.11  0.21%    5.07   2.15
T200  AR R,R                 : 31     5.7     6.0     5.79  0.52%    2.08   0.88
T201  A R,m                  : 31     9.1     9.4     8.99  0.42%    3.23   1.37
T202  AH R,m                 : 31     9.5     9.8     9.40  0.32%    3.37   1.43
T203  ALR R,R                : 31     3.4     3.5     3.30  0.36%    1.18   0.50
T204  AL R,m                 : 31     9.6     9.9     9.47  0.25%    3.40   1.44
T205  SR R,R                 : 31     5.6     5.9     5.73  1.01%    2.06   0.87
T206  S R,m                  : 31     9.3     9.5     9.21  0.32%    3.31   1.40
T207  SH R,m                 : 31     9.6    10.5     9.47  0.32%    3.40   1.44
T208  SLR R,R                : 31     3.5     3.8     3.42  0.40%    1.23   0.52
T209  SL R,m                 : 31     9.9    10.6     9.80  0.29%    3.52   1.49
T210  MR R,R                 : 31     6.7     7.0     6.40  0.61%    2.30   0.97
T211  M R,m                  : 31     9.6     9.9     9.28  0.32%    3.33   1.41
T212  MH R,m                 : 31     9.2    10.1     8.89  0.40%    3.19   1.35
T215  XR R,R; DR R,R         : 31    12.9    13.4    12.46  0.38%    4.47   1.89
T216  XR R,R; D R,m          : 31    16.0    16.6    15.51  0.26%    5.57   2.36
T220  SLA R,1                : 31     7.3     8.7     7.23  0.81%    2.59   1.10
T221  SLDA R,1               : 31     7.5     8.4     7.26  0.19%    2.60   1.10
T222  SRA R,1                : 31     6.8     7.2     6.59  0.51%    2.37   1.00
T223  SRDA R,1               : 31     7.2     7.5     7.01  0.58%    2.52   1.07
T224  SRA R,30               : 31     6.8     7.2     6.59  0.80%    2.36   1.00
T225  SRDA R,60              : 31     7.2     7.4     7.02  0.73%    2.52   1.07
T230  XR R,R                 : 31     5.6     5.8     5.64  0.70%    2.02   0.86
T231  X R,m                  : 31     8.4     8.6     8.27  0.45%    2.97   1.26
T232  XI m,i                 : 31    11.9    12.5    12.12  0.81%    4.35   1.84
T235  XC m,m (10c)           : 31    21.9    22.1    21.82  0.35%    7.83   3.32
T236  XC m,m (100c)          : 31   104.1   105.2   104.25  0.21%   37.42  15.85
T237  XC m,m (250c)          : 31   223.2   225.0   223.37  0.24%   80.17  33.96
T238  NR R,R                 : 31     5.6     5.8     5.60  2.00%    2.01   0.85
T239  OR R,R                 : 31     5.6     5.8     5.62  1.05%    2.02   0.85
T240  SLL R,1                : 31     7.0     7.3     6.70  0.33%    2.40   1.02
T241  SLDL R,1               : 31     6.9     7.1     6.67  1.05%    2.39   1.01
T242  SRL R,1                : 31     7.0     7.4     6.71  0.31%    2.41   1.02
T243  SRDL R,1               : 31     6.9     7.1     6.70  0.68%    2.41   1.02
T244  SLL R,30               : 31     7.0     7.3     6.71  0.36%    2.41   1.02
T245  SLDL R,60              : 31     6.9     7.1     6.72  0.71%    2.41   1.02
T250  TM m,i                 : 31     7.7     7.9     7.60  0.30%    2.73   1.16
T252  TR m,m (10c)           : 31    17.7    18.0    17.68  0.37%    6.35   2.69
T253  TR m,m (100c)          : 31    73.0    75.8    74.92  0.15%   26.89  11.39
T254  TR m,m (250c)          : 31   148.4   151.8   150.79  0.12%   54.12  22.92
T255  TRT m,m (10c,zero)     : 31    67.1    67.7    67.00  0.22%   24.05  10.19
T256  TRT m,m (100c,zero)    : 31   606.5   611.1   608.23  0.24%  218.31  92.46
T257  TRT m,m (250c,zero)    : 31  1492.5  1503.5  1495.26  0.17%  536.70 227.31
T258  TRT m,m (250c,10b)     : 31    74.5    75.3    74.36  0.23%   26.69  11.30
T259  TRT m,m (250c,100b)    : 31   620.2   625.5   621.93  0.19%  223.23  94.55
T260  CR R,R                 : 31     3.2     3.3     3.14  0.31%    1.13   0.48
T261  C R,m                  : 31     7.8     7.9     7.70  0.26%    2.76   1.17
T262  CH R,m                 : 31     8.1     8.2     7.95  0.29%    2.85   1.21
T263  CLR R,R                : 31     2.9     3.1     2.89  0.35%    1.04   0.44
T264  CL R,m                 : 31     7.1     7.2     6.93  0.28%    2.49   1.05
T265  CLI m,i                : 31     8.1     8.3     7.96  0.22%    2.86   1.21
T266  CLM R,i,m              : 31    11.6    11.8    11.49  0.21%    4.12   1.75
T270  CLC m,m (10c,eq)       : 31    31.2    33.2    31.27  2.66%   11.22   4.75
T271  CLC m,m (10c,ne)       : 31    26.9    28.6    26.73  2.13%    9.59   4.06
T272  CLC m,m (30c,eq)       : 31    51.2    53.2    51.18  0.86%   18.37   7.78
T273  CLC m,m (30c,ne)       : 31    26.9    28.8    26.77  2.38%    9.61   4.07
T274  CLC m,m (100c,eq)      : 31   121.5   126.0   121.73  0.51%   43.69  18.50
T275  CLC m,m (100c,ne)      : 31    26.9    28.5    26.94  2.35%    9.67   4.09
T276  CLC m,m (250c,eq)      : 31   272.0   273.8   272.28  0.24%   97.73  41.39
T277  CLC m,m (250c,ne)      : 31    26.8    29.0    26.71  1.89%    9.59   4.06
T280  4*LR;CLCL (100b,10b)   : 31   101.5   107.1   101.33  1.01%   36.37  15.40
T281  4*LR;CLCL (4kb,10b)    : 31   104.4   107.5   104.51  0.61%   37.51  15.89
T282  4*LR;CLCL (4kb,100b)   : 31   673.3   725.4   706.64  3.09%  253.63 107.42
T283  4*LR;CLCL (4kb,250b)   : 31  1611.8  1856.5  1710.77  0.88%  614.05 260.07
T290  LR;CS R,R,m (eq,eq)    : 31    35.1    35.4    34.75  0.20%   12.47   5.28
T291  LR;CS R,R,m (eq,ne)    : 31    35.7    36.2    35.43  0.14%   12.72   5.39
T292  LR;CS R,R,m (ne)       : 31   138.3   147.0   138.59  0.54%   49.74  21.07
T295  LR;CDS R,R,m (eq,eq)   : 31    34.7    35.5    34.72  0.72%   12.46   5.28
T296  LR;CDS R,R,m (eq,ne)   : 31    35.2    35.9    35.10  0.46%   12.60   5.34
T297  LR;CDS R,R,m (ne)      : 31   138.1   140.1   138.79  0.65%   49.82  21.10
T300  BCR 0,0 (noop)         : 31     2.9     3.0     2.81  0.19%    1.01   0.43
T301  BNZ l (no br)          : 31     2.8     2.9     2.76  0.21%    0.99   0.42
T302  BNZ l (do br)          : 31     8.6     8.8     8.51  0.19%    3.05   1.29
T303  BNZ l (do br, far)     : 31    12.9    13.0    12.80  0.27%    4.60   1.95
T304  BR R                   : 31     8.7     9.2     7.99  0.19%    2.87   1.21
T305  BR R (far)             : 31    12.2    13.1    11.52  0.48%    4.14   1.75
T310  BCTR R,0               : 31     5.4     5.5     5.36  1.12%    1.92   0.81
T311  BCTR R,R               : 31     7.5     7.6     7.50  0.66%    2.69   1.14
T312  BCT R,l                : 31     9.1     9.2     9.15  0.35%    3.29   1.39
T315  BXLE R,R,l             : 31     9.0     9.1     8.83  0.11%    3.17   1.34
T320  BALR R,R; BR R         : 31    15.1    15.3    14.95  0.31%    5.37   2.27
T321  BALR R,R; BR R (far)   : 31    23.9    24.5    23.79  0.28%    8.54   3.62
T322  BAL R,l; BR R          : 31    16.2    16.6    16.14  0.38%    5.79   2.45
T323  BAL R,l; BR R (far)    : 31    24.8    25.0    24.73  0.26%    8.88   3.76
T324  BASR R,R; BR R         : 31    15.0    15.2    14.95  0.34%    5.37   2.27
T325  BAS R,l; BR R          : 31    16.4    16.6    16.34  0.40%    5.87   2.48
T330  L;BALR;SAV(14,12);RET  : 31   113.5   116.7   113.04  0.23%   40.57  17.18
T400  CVB R,m                : 31    37.8    49.9    37.71  0.21%   13.54   5.73
T401  CVD R,m                : 31    30.0    30.3    30.00  0.14%   10.77   4.56
T402  PACK m,m (5d)          : 31    34.2    35.4    34.08  0.30%   12.23   5.18
T403  PACK m,m (15d)         : 31    79.3    79.9    79.11  0.19%   28.40  12.03
T404  UNPK m,m (5d)          : 31    36.3    37.2    36.09  0.48%   12.95   5.49
T405  UNPK m,m (15d)         : 31    89.4    91.9    89.38  0.27%   32.08  13.59
T410  MVC;ED (10c)           : 31   161.1   164.1   161.72  0.62%   58.05  24.58
T411  MVC;ED (30c)           : 31   400.7   412.7   401.73  0.56%  144.19  61.07
T415  MVC;EDMK (10c)         : 31   161.4   168.5   161.74  0.80%   58.05  24.59
T420  AP m,m (10d)           : 31   252.9   255.5   253.82  0.18%   91.11  38.59
T421  AP m,m (30d)           : 31   243.9   245.2   243.66  0.13%   87.46  37.04
T422  SP m,m (10d)           : 31   237.1   243.3   236.93  0.34%   85.04  36.02
T423  SP m,m (30d)           : 31   246.2   251.4   245.92  0.28%   88.27  37.39
T424  MP m,m (10d)           : 31   281.6   284.8   281.13  0.30%  100.91  42.74
T425  MP m,m (30d)           : 31   287.8   296.9   287.74  0.18%  103.28  43.74
T426  MVC;DP m,m (10d)       : 31   476.7   491.0   477.89  0.19%  171.53  72.65
T427  MVC;DP m,m (30d)       : 31  1214.1  1243.4  1215.94  0.24%  436.44 184.85
T430  CP m,m (10d)           : 31   171.3   175.0   171.51  0.28%   61.56  26.07
T431  CP m,m (30d)           : 31   171.4   173.8   171.55  0.30%   61.58  26.08
T440  ZAP m,m (10d,10d)      : 31   100.3   102.2   100.21  0.19%   35.97  15.23
T441  ZAP m,m (30d,30d)      : 31   101.0   103.5   100.83  0.14%   36.19  15.33
T442  ZAP m,m (10d,30d)      : 31   101.0   104.0   100.89  0.25%   36.21  15.34
T443  ZAP m,m (30d,10d)      : 31   100.2   101.7   100.21  0.19%   35.97  15.23
T445  SRP m,i,i (30d,<<)     : 31   159.4   168.7   158.68  0.16%   56.96  24.12
T446  SRP m,i,i (30d,>>)     : 31   183.0   185.9   182.27  0.15%   65.42  27.71
T450  MVO m,m (10d)          : 31    47.3    49.1    47.11  0.37%   16.91   7.16
T451  MVO m,m (30d)          : 31   124.4   133.0   126.53  3.42%   45.41  19.23
T500  LER R,R                : 31     6.1     6.3     6.12  0.74%    2.20   0.93
T501  LE R,m                 : 31     8.5     8.7     8.37  0.36%    3.01   1.27
T502  LE R,m (unal)          : 31     8.6     8.7     8.43  0.27%    3.03   1.28
T503  LTER R,R               : 31     6.1     6.4     6.13  1.07%    2.20   0.93
T504  LCER R,R               : 31     6.1     6.2     6.08  0.80%    2.18   0.92
T505  LNER R,R               : 31     6.3     6.6     6.35  1.28%    2.28   0.97
T506  LPER R,R               : 31     6.2     6.5     6.23  1.55%    2.24   0.95
T507  LRER R,R               : 31     6.2     6.3     6.18  0.40%    2.22   0.94
T508  STE R,m                : 31    11.2    13.5    12.65  2.72%    4.54   1.92
T509  STE R,m (unal)         : 31    11.8    13.4    12.80  2.63%    4.60   1.95
T510  AER R,R                : 31    16.1    16.4    15.99  0.27%    5.74   2.43
T511  AE R,m                 : 31    19.0    19.4    18.97  0.50%    6.81   2.88
T512  SER R,R                : 31    16.1    16.4    16.02  0.24%    5.75   2.44
T513  SE R,m                 : 31    19.1    19.7    19.15  0.62%    6.87   2.91
T514  MER R,R                : 31     8.7     9.0     8.42  0.21%    3.02   1.28
T515  ME R,m                 : 31    13.9    14.4    13.59  0.23%    4.88   2.07
T516  DER R,R                : 31    15.7    16.2    15.39  0.21%    5.52   2.34
T517  DE R,m                 : 31    18.6    19.4    18.38  0.56%    6.60   2.79
T520  CER R,R                : 31    11.1    11.3    10.99  0.21%    3.94   1.67
T521  CE R,m                 : 31    15.5    15.9    15.43  0.19%    5.54   2.35
T522  AUR R,R                : 31    10.8    11.2    10.54  0.86%    3.78   1.60
T523  HER R,R                : 31     6.5     6.8     6.24  0.31%    2.24   0.95
T530  LDR R,R                : 31     6.3     6.4     6.27  1.02%    2.25   0.95
T531  LD R,m                 : 31     9.0     9.3     8.90  0.40%    3.19   1.35
T532  LD R,m (unal)          : 31     9.1     9.3     8.94  0.20%    3.21   1.36
T533  LTDR R,R               : 31     6.4     6.6     6.36  0.96%    2.28   0.97
T534  LCDR R,R               : 31     6.3     6.6     6.35  1.06%    2.28   0.96
T535  LNDR R,R               : 31     6.5     6.6     6.47  0.66%    2.32   0.98
T536  LPDR R,R               : 31     6.5     6.7     6.51  1.06%    2.34   0.99
T537  LRDR R,R               : 31     7.0     7.6     6.92  0.54%    2.48   1.05
T538  STD R,m                : 31    12.5    14.1    13.07  2.70%    4.69   1.99
T539  STD R,m (unal)         : 31    11.8    13.1    12.24  2.50%    4.39   1.86
T540  ADR R,R                : 31    18.4    18.8    18.31  0.27%    6.57   2.78
T541  AD R,m                 : 31    22.8    23.7    22.73  0.21%    8.16   3.46
T542  SDR R,R                : 31    17.1    17.7    16.96  0.28%    6.09   2.58
T543  SD R,m                 : 31    21.8    22.5    21.70  0.18%    7.79   3.30
T544  MDR R,R                : 31    17.9    18.3    17.58  0.31%    6.31   2.67
T545  MD R,m                 : 31    21.6    21.8    21.40  0.33%    7.68   3.25
T546  DDR R,R                : 31    84.0    85.0    84.18  0.69%   30.21  12.80
T547  DD R,m                 : 31    87.6    89.9    88.27  1.22%   31.68  13.42
T550  CDR R,R                : 31    11.9    12.1    11.82  0.33%    4.24   1.80
T551  CD R,m                 : 31    16.2    16.4    16.12  0.29%    5.79   2.45
T552  AWR R,R                : 31    12.8    13.2    12.54  0.59%    4.50   1.91
T553  HDR R,R                : 31     7.5     7.7     7.16  0.36%    2.57   1.09
T560  AXR R,R                : 31    23.4    24.2    23.30  0.21%    8.36   3.54
T561  MXR R,R                : 31    28.6    29.2    28.25  0.62%   10.14   4.29
T600  STCK m                 : 31    92.5    94.0    92.00  0.29%   33.02  13.99
T601  SPM R                  : 31     3.5     3.6     3.48  0.39%    1.25   0.53
T610  EX R,i (with TM)       : 31    25.3    25.6    25.19  0.35%    9.04   3.83
T611  EX R,i (with XI)       : 31    31.3    32.6    32.12  0.31%   11.53   4.88
T620  MVI;TS m (zero)        : 31    40.7    41.1    40.65  0.25%   14.59   6.18
T621  MVI;TS m (ones)        : 31   138.0   143.5   140.55  1.46%   50.45  21.37
T700  mix int RR basic       : 31     6.5     6.5     6.29  0.30%    2.26   0.96
T701  mix int RX             : 31    11.1    11.5    10.77  0.38%    3.87   1.64
T702  mix int RX (far)       : 31    11.1    11.2    10.77  0.28%    3.87   1.64
T703  mix int RR noopt       : 31     5.0     5.1     4.85  0.70%    1.74   0.74
T900  LR R,R (ig=1)          : 31    10.2    10.3     2.75  0.46%    0.99   0.42
T901  LR R,R (ig=2)          : 31     6.4     6.5     2.67  0.25%    0.96   0.41
T902  LR R,R (ig=3)          : 31     5.1     5.2     2.62  0.35%    0.94   0.40
T903  LR R,R (ig=4)          : 31     4.6     4.7     2.74  0.26%    0.98   0.42
T904  LR R,R (ig=5)          : 31     4.3     4.5     2.82  0.20%    1.01   0.43
T905  LR R,R (ig=6)          : 31     7.6     7.9     6.40  0.10%    2.30   0.97
T906  LR R,R (ig=7)          : 31     7.0     7.2     5.99  0.38%    2.15   0.91
T907  LR R,R (ig=8)          : 31     6.6     6.6     5.66  0.21%    2.03   0.86
T908  LR R,R (ig=9)          : 31     6.2     6.3     5.37  0.29%    1.93   0.82
T909  LR R,R (ig=10)         : 31     5.8     5.9     5.08  0.22%    1.82   0.77
T910  LR R,R (ig=12)         : 31     5.3     5.4     4.66  0.17%    1.67   0.71
T911  LR R,R (ig=18)         : 31     4.4     5.0     3.96  0.23%    1.42   0.60
T912  LR R,R (ig=25)         : 31     3.9     4.3     3.56  0.27%    1.28   0.54
T913  LR R,R (ig=36)         : 31     3.4     3.7     3.24  0.26%    1.16   0.49
T914  LR R,R (ig=50)         : 31     3.2     3.4     3.04  0.13%    1.09   0.46
T915  LR R,R (ig=72)         : 31     3.0     3.1     2.88  0.27%    1.03   0.44
T920  L R,m (ig=1)           : 31    11.6    11.8     4.12  0.36%    1.48   0.63
T921  L R,m (ig=2)           : 31     9.2     9.3     5.47  0.35%    1.96   0.83
T922  L R,m (ig=3)           : 31     8.3     8.4     5.80  0.23%    2.08   0.88
T923  L R,m (ig=4)           : 31    12.9    13.9    11.27  1.29%    4.05   1.71
T924  L R,m (ig=5)           : 31    11.5    12.6    10.12  0.76%    3.63   1.54
T925  L R,m (ig=6)           : 31    10.9    11.9     9.78  1.01%    3.51   1.49
T926  L R,m (ig=7)           : 31    10.0    10.7     9.17  1.45%    3.29   1.39
T927  L R,m (ig=8)           : 31     9.6    10.2     8.84  1.27%    3.17   1.34
T928  L R,m (ig=9)           : 31     9.3     9.8     8.51  0.71%    3.06   1.29
T929  L R,m (ig=10)          : 31     8.9     9.6     8.32  1.00%    2.99   1.26
