file name ----------------------------  GMUL  i-count  -- total time --   MIPS
18-03-04-10:46:16_J5598_PERF-ASM.prtfx   196 2.44e+10  258.52s  4m18.52   94.3
18-03-04-10:55:56_J5599_PERF-ASM.prtfx   196 2.44e+10  258.34s  4m18.34   94.4
18-03-04-11:00:25_J5600_PERF-ASM.prtfx   196 2.44e+10  258.39s  4m18.39   94.3
18-03-04-11:04:47_J5601_PERF-ASM.prtfx   193 2.40e+10  254.22s  4m14.22   94.4
18-03-04-11:09:16_J5602_PERF-ASM.prtfx   196 2.44e+10  258.07s  4m18.07   94.5
18-03-04-11:13:41_J5603_PERF-ASM.prtfx   192 2.39e+10  252.94s  4m12.94   94.4
18-03-04-11:18:09_J5604_PERF-ASM.prtfx   196 2.44e+10  258.14s  4m18.14   94.4
18-03-04-11:22:33_J5605_PERF-ASM.prtfx   193 2.40e+10  254.08s  4m14.08   94.5
18-03-04-11:27:01_J5606_PERF-ASM.prtfx   195 2.43e+10  256.68s  4m16.68   94.5
18-03-04-11:31:22_J5607_PERF-ASM.prtfx   191 2.38e+10  251.75s  4m11.75   94.4
18-03-04-11:35:51_J5608_PERF-ASM.prtfx   196 2.44e+10  258.19s  4m18.19   94.4
18-03-04-11:40:18_J5609_PERF-ASM.prtfx   196 2.44e+10  257.87s  4m17.87   94.5
18-03-04-11:44:46_J5610_PERF-ASM.prtfx   196 2.44e+10  258.22s  4m18.22   94.4
18-03-04-11:49:12_J5611_PERF-ASM.prtfx   193 2.40e+10  254.26s  4m14.26   94.4
18-03-04-11:53:39_J5612_PERF-ASM.prtfx   196 2.44e+10  258.21s  4m18.21   94.4
18-03-04-11:58:08_J5613_PERF-ASM.prtfx   196 2.44e+10  258.40s  4m18.40   94.3
18-03-04-12:02:29_J5614_PERF-ASM.prtfx   190 2.36e+10  250.18s  4m10.18   94.5
18-03-04-12:06:57_J5615_PERF-ASM.prtfx   194 2.41e+10  255.48s  4m15.48   94.4
18-03-04-12:11:27_J5616_PERF-ASM.prtfx   196 2.44e+10  258.16s  4m18.16   94.4
18-03-04-12:15:53_J5617_PERF-ASM.prtfx   194 2.41e+10  255.57s  4m15.57   94.4
s370_perf version: s370_perf V0.9.5  rev  998  2018-03-04

s370_perf_ana-W: lt= 7: tag T150 not found
s370_perf_ana-W: lt= 8: tag T152 not found

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx
T156  MVC m,m (250c,over1)   : 20   350.2   358.7   350.80  1.10%  167.55  46.61
T157  MVC m,m (250c,over2)   : 20    31.4    32.1    31.13  0.93%   14.87   4.14
T160  MVI m,i                : 20     8.0     8.1     7.90  0.75%    3.77   1.05
T161  MVN m,m (10c)          : 20    20.3    20.7    20.35  0.81%    9.72   2.70
T162  MVN m,m (30c)          : 20    34.1    34.8    33.95  0.62%   16.21   4.51
T165  MVZ m,m (10c)          : 20    20.4    20.9    20.30  0.78%    9.69   2.70
T166  MVZ m,m (30c)          : 20    34.1    35.0    34.03  0.54%   16.26   4.52
T167  MVCIN m,m (10c)        : 20    73.4    75.3    73.58  0.87%   35.15   9.78
T168  MVCIN m,m (30c)        : 20   203.7   208.7   204.21  0.90%   97.54  27.13
T169  MVCIN m,m (100c)       : 20   666.2   674.6   667.09  0.22%  318.62  88.64
T170  4*Lx;MVCL (10b)        : 20    35.2    35.7    34.67  0.67%   16.56   4.61
T171  4*Lx;MVCL (100b)       : 20    42.2    42.9    41.83  0.83%   19.98   5.56
T172  4*Lx;MVCL (250b)       : 20    51.3    52.0    50.75  0.84%   24.24   6.74
T173  4*Lx;MVCL (1kb)        : 20   106.8   109.4   106.63  0.79%   50.93  14.17
T174  4*LR;MVCL (4kb)        : 20   332.6   338.9   333.19  0.82%  159.14  44.27
T175  4*Lx;MVCL (100b,pad)   : 20    30.1    30.8    29.47  0.92%   14.08   3.92
T176  4*Lx;MVCL (1kb,pad)    : 20    45.9    46.9    45.45  0.88%   21.71   6.04
T177  4*Lx;MVCL (4kb,pad)    : 20   105.9   107.9   105.63  0.44%   50.45  14.04
T178  4*LA;MVCL (1kb,over1)  : 20    22.4    23.0    21.88  0.96%   10.45   2.91
T179  4*LA;MVCL (1kb,over2)  : 20   114.8   116.4   114.63  0.94%   54.75  15.23
T190  IC R,m                 : 20     9.0     9.1     8.99  0.59%    4.29   1.19
T191  ICM R,i,m (0010)       : 20    15.9    16.2    15.90  0.83%    7.60   2.11
T192  ICM R,i,m (1100)       : 20    16.4    16.8    16.45  0.74%    7.86   2.19
T193  ICM R,i,m (0111)       : 20    12.6    12.8    12.52  0.61%    5.98   1.66
T200  AR R,R                 : 20     3.5     3.5     3.41  0.67%    1.63   0.45
T201  A R,m                  : 20     9.4     9.6     9.28  0.94%    4.43   1.23
T202  AH R,m                 : 20    10.1    10.3     9.98  0.65%    4.77   1.33
T203  ALR R,R                : 20     2.9     2.9     2.82  1.18%    1.35   0.37
T204  AL R,m                 : 20    10.5    10.7    10.35  0.76%    4.95   1.38
T210  MR R,R                 : 20     6.0     6.2     5.76  0.55%    2.75   0.77
T211  M R,m                  : 20    10.3    10.8    10.04  0.99%    4.79   1.33
T212  MH R,m                 : 20    10.3    10.6    10.08  1.14%    4.82   1.34
T215  XR R,R; DR R,R         : 20    18.3    18.6    17.96  0.86%    8.58   2.39
T216  XR R,R; D R,m          : 20    23.8    24.3    23.47  1.11%   11.21   3.12
T220  SLA R,1                : 20     6.8     6.9     6.48  0.59%    3.09   0.86
T221  SLDA R,1               : 20     7.5     7.7     7.30  0.65%    3.49   0.97
T222  SRA R,1                : 20     5.4     5.5     5.13  0.82%    2.45   0.68
T223  SRDA R,1               : 20     6.4     6.6     6.25  0.97%    2.99   0.83
T224  SRA R,30               : 20     5.4     5.5     5.13  0.58%    2.45   0.68
T225  SRDA R,60              : 20     6.4     6.6     6.25  0.73%    2.99   0.83
T230  XR R,R                 : 20     3.2     3.4     3.19  0.70%    1.52   0.42
T231  X R,m                  : 20     9.5     9.9     9.40  0.79%    4.49   1.25
T232  XI m,i                 : 20     9.9    10.0     9.76  0.94%    4.66   1.30
T235  XC m,m (10c)           : 20    22.5    23.0    22.50  0.92%   10.75   2.99
T236  XC m,m (100c)          : 20   101.6   103.5   101.66  0.69%   48.55  13.51
T237  XC m,m (250c)          : 20   224.0   228.3   224.75  1.07%  107.35  29.86
T238  NR R,R                 : 20     3.6     3.7     3.57  0.95%    1.71   0.47
T239  OR R,R                 : 20     3.6     3.7     3.54  0.86%    1.69   0.47
T240  SLL R,1                : 20     4.6     4.9     4.32  1.35%    2.06   0.57
T241  SLDL R,1               : 20     6.0     6.1     5.75  0.62%    2.75   0.76
T242  SRL R,1                : 20     4.8     4.9     4.50  0.75%    2.15   0.60
T243  SRDL R,1               : 20     6.0     6.1     5.76  0.77%    2.75   0.77
T244  SLL R,30               : 20     4.6     4.7     4.32  0.81%    2.06   0.57
T245  SLDL R,60              : 20     6.0     6.4     5.80  0.89%    2.77   0.77
T250  TM m,i                 : 20     9.0     9.2     8.91  0.97%    4.26   1.18
T252  TR m,m (10c)           : 20    29.1    30.0    29.28  1.19%   13.99   3.89
T253  TR m,m (100c)          : 20   158.9   162.3   159.05  0.71%   75.97  21.13
T254  TR m,m (250c)          : 20   359.9   367.8   361.12  0.83%  172.48  47.98
T255  TRT m,m (10c,zero)     : 20    84.1    85.0    84.18  0.41%   40.21  11.19
T256  TRT m,m (100c,zero)    : 20   782.0   802.5   783.17  0.45%  374.07 104.06
T257  TRT m,m (250c,zero)    : 20  1935.9  1975.6  1941.44  0.13%  927.29 257.97
T258  TRT m,m (250c,10b)     : 20    93.6    95.0    93.63  0.87%   44.72  12.44
T259  TRT m,m (250c,100b)    : 20   797.1   815.7   798.87  0.63%  381.56 106.15
T260  CR R,R                 : 20     2.6     2.7     2.57  1.21%    1.23   0.34
T261  C R,m                  : 20     8.8     9.0     8.72  0.47%    4.16   1.16
T262  CH R,m                 : 20     9.2     9.4     9.17  0.78%    4.38   1.22
T263  CLR R,R                : 20     2.6     2.6     2.51  0.46%    1.20   0.33
T264  CL R,m                 : 20     7.9     8.0     7.77  0.84%    3.71   1.03
T265  CLI m,i                : 20     9.9    10.1     9.83  0.77%    4.69   1.31
T266  CLM R,i,m              : 20    12.4    13.1    12.32  0.76%    5.89   1.64
T270  CLC m,m (10c,eq)       : 20    34.5    34.9    34.24  0.57%   16.35   4.55
T271  CLC m,m (10c,ne)       : 20    30.3    31.3    29.98  0.77%   14.32   3.98
T272  CLC m,m (30c,eq)       : 20    46.0    46.7    45.79  0.78%   21.87   6.08
T273  CLC m,m (30c,ne)       : 20    30.3    30.8    29.98  0.81%   14.32   3.98
T274  CLC m,m (100c,eq)      : 20    84.8    86.0    84.71  0.52%   40.46  11.26
T275  CLC m,m (100c,ne)      : 20    30.3    31.0    30.07  0.81%   14.36   4.00
T276  CLC m,m (250c,eq)      : 20   168.2   172.4   168.35  0.94%   80.41  22.37
T277  CLC m,m (250c,ne)      : 20    30.3    30.7    29.99  0.75%   14.32   3.98
T280  4*LR;CLCL (100b,10b)   : 20   107.3   109.1   106.88  0.61%   51.05  14.20
T281  4*LR;CLCL (4kb,10b)    : 20   110.0   112.5   109.79  0.66%   52.44  14.59
T282  4*LR;CLCL (4kb,100b)   : 20   875.2   887.5   877.14  0.39%  418.95 116.55
T283  4*LR;CLCL (4kb,250b)   : 20  2137.0  2167.0  2142.56  0.47% 1023.35 284.69
T290  LR;CS R,R,m (eq,eq)    : 20    39.1    39.7    38.81  0.65%   18.54   5.16
T291  LR;CS R,R,m (eq,ne)    : 20    39.2    39.8    38.99  0.65%   18.62   5.18
T292  LR;CS R,R,m (ne)       : 20   177.1   181.6   178.95  1.58%   85.47  23.78
T295  LR;CDS R,R,m (eq,eq)   : 20    41.6    42.2    41.46  0.72%   19.80   5.51
T296  LR;CDS R,R,m (eq,ne)   : 20    41.6    42.8    41.50  0.66%   19.82   5.51
T297  LR;CDS R,R,m (ne)      : 20   179.2   185.4   181.84  0.92%   86.85  24.16
T300  BCR 0,0 (noop)         : 20     2.5     2.6     2.50  0.91%    1.19   0.33
T301  BNZ l (no br)          : 20     2.2     2.2     2.11  0.86%    1.01   0.28
T302  BNZ l (do br)          : 20     7.3     7.4     7.19  0.86%    3.43   0.95
T303  BNZ l (do br, far)     : 20    12.9    13.2    12.90  1.10%    6.16   1.71
T310  BCTR R,0               : 20     3.6     3.7     3.55  0.68%    1.70   0.47
T311  BCTR R,R               : 20     7.1     7.2     7.08  0.68%    3.38   0.94
T312  BCT R,l                : 20     8.4     8.5     8.42  0.89%    4.02   1.12
T315  BXLE R,R,l             : 20     8.7     8.8     8.57  0.73%    4.09   1.14
T320  BALR R,R; BR R         : 20    13.4    13.7    13.28  0.92%    6.34   1.77
T321  BALR R,R; BR R (far)   : 20    39.7    41.1    39.91  1.03%   19.06   5.30
T322  BAL R,l; BR R          : 20    15.3    15.7    15.19  0.94%    7.26   2.02
T323  BAL R,l; BR R (far)    : 20    26.9    27.4    27.00  0.49%   12.90   3.59
T324  BASR R,R; BR R         : 20    13.6    13.8    13.46  0.62%    6.43   1.79
T325  BAS R,l; BR R          : 20    15.3    15.7    15.26  0.91%    7.29   2.03
T330  L;BALR;SAV(14,12);RET  : 20   107.7   109.4   107.65  0.77%   51.42  14.30
T400  CVB R,m                : 20    38.8    39.4    38.87  0.59%   18.57   5.16
T401  CVD R,m                : 20    36.2    36.6    36.09  0.63%   17.24   4.79
T402  PACK m,m (5d)          : 20    38.7    39.5    38.47  0.72%   18.37   5.11
T403  PACK m,m (15d)         : 20    96.3    98.7    96.28  0.88%   45.98  12.79
T404  UNPK m,m (5d)          : 20    43.2    44.1    43.00  0.73%   20.54   5.71
T405  UNPK m,m (15d)         : 20   102.4   104.6   102.61  0.84%   49.01  13.63
T410  MVC;ED (10c)           : 20   151.1   153.7   151.06  0.79%   72.15  20.07
T411  MVC;ED (30c)           : 20   405.9   413.5   406.96  0.61%  194.38  54.08
T415  MVC;EDMK (10c)         : 20   153.2   156.0   152.96  0.43%   73.06  20.32
T420  AP m,m (10d)           : 20   221.9   230.1   223.21  0.75%  106.61  29.66
T421  AP m,m (30d)           : 20   216.8   221.0   217.54  0.89%  103.90  28.91
T424  MP m,m (10d)           : 20   278.4   287.4   283.70  1.11%  135.50  37.70
T425  MP m,m (30d)           : 20   277.0   289.3   278.56  0.88%  133.05  37.01
T430  CP m,m (10d)           : 20   157.6   161.2   158.84  1.15%   75.87  21.11
T431  CP m,m (30d)           : 20   157.6   162.6   158.48  1.12%   75.69  21.06
T440  ZAP m,m (10d,10d)      : 20   100.4   103.1   100.39  0.49%   47.95  13.34
T441  ZAP m,m (30d,30d)      : 20   100.4   102.4   100.46  0.55%   47.98  13.35
T442  ZAP m,m (10d,30d)      : 20   100.5   102.3   100.83  0.58%   48.16  13.40
T443  ZAP m,m (30d,10d)      : 20   100.2   101.5   100.25  0.35%   47.88  13.32
T445  SRP m,i,i (30d,<<)     : 20   126.8   128.9   127.09  0.44%   60.70  16.89
T446  SRP m,i,i (30d,>>)     : 20   187.7   193.3   190.59  1.68%   91.03  25.32
T450  MVO m,m (10d)          : 20    50.9    51.6    50.67  0.50%   24.20   6.73
T451  MVO m,m (30d)          : 20   128.6   130.9   129.16  0.73%   61.69  17.16
T500  LER R,R                : 20     5.5     5.6     5.50  0.74%    2.63   0.73
T501  LE R,m                 : 20     9.4     9.6     9.31  1.14%    4.45   1.24
T502  LE R,m (unal)          : 20     9.7     9.8     9.60  0.76%    4.58   1.28
T503  LTER R,R               : 20     5.0     5.1     5.01  0.50%    2.39   0.67
T504  LCER R,R               : 20     4.9     5.0     4.86  0.96%    2.32   0.65
T505  LNER R,R               : 20     5.2     5.2     5.11  0.56%    2.44   0.68
T506  LPER R,R               : 20     5.7     5.9     5.68  0.81%    2.71   0.75
T507  LRER R,R               : 20     6.2     6.3     6.19  0.71%    2.96   0.82
T508  STE R,m                : 20     9.3     9.4     9.15  1.01%    4.37   1.22
T509  STE R,m (unal)         : 20     9.8    10.0     9.75  0.90%    4.66   1.30
T510  AER R,R                : 20    13.1    13.4    12.96  0.68%    6.19   1.72
T511  AE R,m                 : 20    18.2    18.5    18.11  0.75%    8.65   2.41
T514  MER R,R                : 20    10.3    10.5    10.03  0.48%    4.79   1.33
T515  ME R,m                 : 20    15.3    15.6    15.07  0.76%    7.20   2.00
T516  DER R,R                : 20    20.5    20.9    20.23  0.43%    9.66   2.69
T517  DE R,m                 : 20    25.2    25.8    25.08  0.90%   11.98   3.33
T520  CER R,R                : 20    11.1    11.2    10.96  0.60%    5.24   1.46
T521  CE R,m                 : 20    16.8    17.3    16.75  0.97%    8.00   2.23
T522  AUR R,R                : 20    14.6    14.9    14.42  0.45%    6.89   1.92
T523  HER R,R                : 20     6.6     6.7     6.27  0.87%    2.99   0.83
T530  LDR R,R                : 20     5.7     5.9     5.69  0.75%    2.72   0.76
T531  LD R,m                 : 20    10.1    10.3     9.98  0.75%    4.77   1.33
T532  LD R,m (unal)          : 20    10.0    10.3     9.92  0.72%    4.74   1.32
T533  LTDR R,R               : 20     5.2     5.3     5.19  0.70%    2.48   0.69
T534  LCDR R,R               : 20     5.2     5.4     5.19  0.57%    2.48   0.69
T535  LNDR R,R               : 20     5.5     5.6     5.46  0.76%    2.61   0.72
T536  LPDR R,R               : 20     5.4     5.5     5.30  0.74%    2.53   0.70
T537  LRDR R,R               : 20     7.4     7.5     7.39  0.63%    3.53   0.98
T538  STD R,m                : 20    10.0    10.2     9.85  0.81%    4.71   1.31
T539  STD R,m (unal)         : 20     9.9    10.2     9.83  0.77%    4.69   1.31
T540  ADR R,R                : 20    14.3    14.6    14.19  0.79%    6.78   1.89
T541  AD R,m                 : 20    19.1    19.4    19.05  0.77%    9.10   2.53
T544  MDR R,R                : 20    16.8    17.4    16.51  1.14%    7.89   2.19
T545  MD R,m                 : 20    22.6    23.1    22.31  0.70%   10.66   2.96
T546  DDR R,R                : 20   152.5   156.7   152.32  0.64%   72.75  20.24
T547  DD R,m                 : 20   156.5   160.2   157.09  0.81%   75.03  20.87
T550  CDR R,R                : 20    12.0    12.3    11.90  0.71%    5.68   1.58
T551  CD R,m                 : 20    17.9    18.4    18.20  0.69%    8.69   2.42
T552  AWR R,R                : 20    12.4    12.6    12.13  0.87%    5.80   1.61
T553  HDR R,R                : 20     7.8     8.0     7.55  0.81%    3.61   1.00
T560  AXR R,R                : 20    23.1    23.6    23.16  1.22%   11.06   3.08
T561  MXR R,R                : 20    30.1    30.5    29.62  0.37%   14.15   3.94
T600  STCK m                 : 20    98.1    98.1    97.36  0.00%   46.50  12.94
T601  SPM R                  : 20     2.7     2.7     2.62  0.62%    1.25   0.35
T610  EX R,i (with TM)       : 20    30.6    31.3    30.65  0.87%   14.64   4.07
T611  EX R,i (with XI)       : 20    30.7    31.2    30.69  0.74%   14.66   4.08
T620  MVI;TS m (zero)        : 20    42.5    43.3    42.60  1.27%   20.35   5.66
T621  MVI;TS m (ones)        : 20   182.7   186.7   185.67  1.11%   88.68  24.67
T700  mix int RR basic       : 20     5.3     5.6     5.27  1.36%    2.52   0.70
T701  mix int RX             : 20    11.3    11.6    11.08  0.75%    5.29   1.47
T702  mix int RX (far)       : 20    11.3    11.6    11.03  0.68%    5.27   1.47
T703  mix int RR noopt       : 20     6.3     6.4     6.15  1.04%    2.94   0.82
T900  LR R,R (ig=1)          : 20     8.7     8.9     1.65  0.95%    0.79   0.22
T901  LR R,R (ig=2)          : 20     5.4     5.5     1.89  0.76%    0.90   0.25
T902  LR R,R (ig=3)          : 20     4.3     4.4     1.95  0.66%    0.93   0.26
T903  LR R,R (ig=4)          : 20     7.5     7.6     5.80  0.51%    2.77   0.77
T904  LR R,R (ig=5)          : 20     6.4     6.5     5.03  0.62%    2.40   0.67
T905  LR R,R (ig=6)          : 20     5.7     5.8     4.54  0.67%    2.17   0.60
T906  LR R,R (ig=7)          : 20     5.1     5.2     4.12  0.77%    1.97   0.55
T907  LR R,R (ig=8)          : 20     4.8     4.8     3.92  0.84%    1.87   0.52
T908  LR R,R (ig=9)          : 20     4.4     4.5     3.65  0.69%    1.75   0.49
T909  LR R,R (ig=10)         : 20     4.2     4.3     3.54  0.48%    1.69   0.47
T910  LR R,R (ig=12)         : 20     3.8     3.9     3.23  0.80%    1.54   0.43
T911  LR R,R (ig=18)         : 20     3.2     3.2     2.78  0.68%    1.33   0.37
T912  LR R,R (ig=25)         : 20     2.8     2.9     2.54  0.88%    1.21   0.34
T913  LR R,R (ig=36)         : 20     2.5     2.6     2.35  1.04%    1.12   0.31
T914  LR R,R (ig=50)         : 20     2.4     2.4     2.24  0.82%    1.07   0.30
T915  LR R,R (ig=72)         : 20     2.2     2.3     2.14  0.93%    1.02   0.28
T920  L R,m (ig=1)           : 20    13.0    13.7     5.93  1.30%    2.83   0.79
T921  L R,m (ig=2)           : 20    10.4    10.7     6.93  1.17%    3.31   0.92
T922  L R,m (ig=3)           : 20     9.3     9.6     7.00  0.73%    3.34   0.93
T923  L R,m (ig=4)           : 20    11.8    12.1    10.18  0.99%    4.86   1.35
T924  L R,m (ig=5)           : 20    11.0    11.1     9.59  0.68%    4.58   1.27
T925  L R,m (ig=6)           : 20    10.2    10.5     9.10  0.91%    4.35   1.21
T926  L R,m (ig=7)           : 20     9.9    10.0     8.88  0.58%    4.24   1.18
T927  L R,m (ig=8)           : 20     9.5     9.7     8.68  0.55%    4.14   1.15
T928  L R,m (ig=9)           : 20     9.4     9.6     8.68  0.65%    4.14   1.15
T929  L R,m (ig=10)          : 20     9.2     9.3     8.52  0.67%    4.07   1.13
T930  L R,m (ig=12)          : 20     8.8     9.0     8.27  0.73%    3.95   1.10
T931  L R,m (ig=18)          : 20     8.2     8.4     7.93  0.84%    3.79   1.05
T932  L R,m (ig=25)          : 20     8.0     8.3     7.77  0.84%    3.71   1.03
T933  L R,m (ig=36)          : 20     7.7     7.9     7.57  0.46%    3.61   1.01
T952  T700 1st  2            : 20    11.3    11.7     4.29  0.71%    2.05   0.57
T953  T700 1st  3            : 20    16.9    17.3     9.82  0.49%    4.69   1.31
T954  T700 1st  4            : 20    27.7    28.2    20.79  1.03%    9.93   2.76
T955  T700 1st  5            : 20    24.8    25.3    17.77  1.02%    8.49   2.36
T956  T700 1st  6            : 20    28.7    29.3    21.67  0.52%   10.35   2.88
T957  T700 1st  7            : 20    32.3    32.8    25.27  0.44%   12.07   3.36
T958  T700 1st  8            : 20    39.8    40.8    33.00  0.64%   15.76   4.38
T959  T700 1st  9            : 20    40.7    41.9    33.75  1.08%   16.12   4.48
T960  T700 1st 10            : 20    49.1    50.2    42.35  0.96%   20.23   5.63
T961  T700 1st 11            : 20    46.4    48.2    39.69  0.70%   18.96   5.27
T962  T700 1st 12            : 20    52.0    54.4    45.12  1.22%   21.55   5.99
T963  T700 1st 13            : 20    64.6    66.0    57.89  1.19%   27.65   7.69
T964  T700 1st 14            : 20    58.0    59.4    51.52  1.15%   24.61   6.85
T965  T700 1st 15            : 20    62.2    63.5    55.31  0.98%   26.42   7.35
T966  T700 1st 16            : 20    67.6    69.4    61.16  0.91%   29.21   8.13
T967  T700 1st 17            : 20    69.7    71.8    62.71  0.83%   29.95   8.33
T968  T700 1st 18            : 20    73.6    76.5    67.05  1.04%   32.03   8.91
T969  T700 1st 19            : 20    76.7    78.0    70.00  1.20%   33.43   9.30
T970  T700 1st 20            : 20    81.8    84.9    75.08  1.46%   35.86   9.98
T971  T700 1st 21            : 20    85.6    88.8    78.75  0.83%   37.61  10.46
T972  T700 1st 22            : 20   101.1   104.3    94.81  1.50%   45.28  12.60
T973  T700 1st 23            : 20    91.4    94.9    84.90  1.10%   40.55  11.28
T974  T700 1st 24            : 20   121.0   124.6   114.69  1.13%   54.78  15.24
T975  T700 1st 25            : 20   110.1   114.2   103.51  1.41%   49.44  13.75
T976  T700 1st 26            : 20   143.6   147.3   137.15  0.54%   65.51  18.22
T977  T700 1st 27            : 20   120.2   126.3   114.31  1.14%   54.60  15.19
T978  T700 1st 28            : 20   129.4   132.7   123.85  0.49%   59.15  16.46
T979  T700 1st 29            : 20   136.9   140.4   130.42  0.69%   62.29  17.33
T980  T700 1st 30            : 20   156.0   160.6   151.31  1.61%   72.27  20.11
T981  T700 1st 31            : 20   148.6   152.2   142.64  0.58%   68.13  18.95
T982  T700 1st 32            : 20   157.4   160.6   151.94  0.86%   72.57  20.19
T983  T700 1st 33            : 20   160.2   163.7   154.19  0.69%   73.64  20.49
T984  T700 1st 34            : 20   180.4   185.2   174.57  0.92%   83.38  23.20
T985  T700 1st 35            : 20   171.4   175.8   165.92  0.95%   79.25  22.05
T986  T700 1st 36            : 20   192.0   197.1   187.25  0.85%   89.43  24.88
T987  T700 1st 37            : 20   182.4   188.1   175.61  0.76%   83.88  23.33
T988  T700 1st 38            : 20   200.2   206.1   194.33  1.26%   92.82  25.82
T989  T700 1st 39            : 20   200.3   209.8   194.46  1.07%   92.88  25.84
T990  T700 1st 40            : 20   225.7   231.8   221.45  1.40%  105.77  29.42
