file name ----------------------------  GMUL  i-count  -- total time --   MIPS
atom-1-perf.txt                           28 3.68e+09  274.70s  4m34.70   13.4
atom-1-perf.txt                           28 3.68e+09  275.78s  4m35.78   13.4
atom-1-perf.txt                           29 3.81e+09  285.16s  4m45.16   13.4
atom-1-perf.txt                           28 3.68e+09  274.65s  4m34.65   13.4
atom-1-perf.txt                           28 3.68e+09  274.13s  4m34.13   13.4
atom-1-perf.txt                           29 3.81e+09  283.16s  4m43.16   13.5
atom-1-perf.txt                           28 3.68e+09  273.28s  4m33.28   13.5
atom-1-perf.txt                           28 3.68e+09  273.13s  4m33.13   13.5
atom-1-perf.txt                           28 3.68e+09  273.49s  4m33.49   13.5
atom-1-perf.txt                           28 3.68e+09  273.23s  4m33.23   13.5
atom-1-perf.txt                           28 3.68e+09  273.46s  4m33.46   13.5
atom-1-perf.txt                           28 3.68e+09  273.39s  4m33.39   13.5
atom-1-perf.txt                           28 3.68e+09  273.45s  4m33.45   13.5
atom-1-perf.txt                           28 3.68e+09  273.85s  4m33.85   13.4
atom-1-perf.txt                           28 3.68e+09  274.93s  4m34.93   13.4
atom-1-perf.txt                           28 3.68e+09  273.57s  4m33.57   13.5
atom-1-perf.txt                           28 3.68e+09  273.45s  4m33.45   13.5
atom-1-perf.txt                           24 3.16e+09  234.11s  3m54.11   13.5
atom-1-perf.txt                           28 3.68e+09  273.47s  4m33.47   13.5
atom-1-perf.txt                           28 3.68e+09  273.62s  4m33.62   13.5
atom-1-perf.txt                           28 3.68e+09  273.39s  4m33.39   13.5
atom-1-perf.txt                           28 3.68e+09  273.44s  4m33.44   13.5
atom-1-perf.txt                           28 3.68e+09  273.45s  4m33.45   13.5
atom-1-perf.txt                           28 3.68e+09  273.38s  4m33.38   13.5
atom-1-perf.txt                           28 3.68e+09  273.72s  4m33.72   13.5
atom-1-perf.txt                           28 3.68e+09  273.61s  4m33.61   13.5
atom-1-perf.txt                           28 3.68e+09  273.53s  4m33.53   13.5
atom-1-perf.txt                           28 3.68e+09  272.97s  4m32.97   13.5
atom-1-perf.txt                           28 3.68e+09  273.35s  4m33.35   13.5
atom-1-perf.txt                           28 3.68e+09  273.26s  4m33.26   13.5
s370_perf version: s370_perf V0.9.7  rev 1003  2018-03-30

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx
T421  AP m,m (30d)           : 30  1563.5  1699.3  1568.59  0.78%  126.00  29.68
T422  SP m,m (10d)           : 30  1527.4  1754.2  1539.45  0.87%  123.66  29.12
T423  SP m,m (30d)           : 30  1586.8  1696.7  1598.19  0.50%  128.38  30.24
T424  MP m,m (10d)           : 30  1952.1  2048.6  1953.11  0.88%  156.89  36.95
T425  MP m,m (30d)           : 30  1987.8  2123.7  1992.23  0.70%  160.03  37.69
T426  MVC;DP m,m (10d)       : 30  3180.4  3689.5  3221.20  0.89%  258.75  60.94
T427  MVC;DP m,m (30d)       : 30  8344.0  8878.2  8410.42  0.82%  675.57 159.11
T430  CP m,m (10d)           : 30   919.6   990.5   931.42  0.55%   74.82  17.62
T431  CP m,m (30d)           : 30   874.0   935.9   883.52  1.37%   70.97  16.71
T440  ZAP m,m (10d,10d)      : 30   671.3   719.5   679.85  0.71%   54.61  12.86
T441  ZAP m,m (30d,30d)      : 30   659.4   711.0   665.28  1.26%   53.44  12.59
T442  ZAP m,m (10d,30d)      : 30   681.5   750.7   684.72  0.54%   55.00  12.95
T443  ZAP m,m (30d,10d)      : 30   675.4   756.1   682.71  0.88%   54.84  12.92
T445  SRP m,i,i (30d,<<)     : 30   941.9   968.1   940.43  0.56%   75.54  17.79
T446  SRP m,i,i (30d,>>)     : 30  1370.9  1423.9  1376.13  0.86%  110.54  26.03
T450  MVO m,m (10d)          : 30   301.9   327.7   303.98  0.67%   24.42   5.75
T451  MVO m,m (30d)          : 30   744.0   812.0   751.49  1.25%   60.36  14.22
T500  LER R,R                : 30    24.7    26.9    24.76  1.34%    1.99   0.47
T501  LE R,m                 : 30    62.4    65.4    62.51  0.68%    5.02   1.18
T502  LE R,m (unal)          : 30    75.1    79.4    74.81  0.64%    6.01   1.42
T503  LTER R,R               : 30    26.7    29.0    26.75  0.84%    2.15   0.51
T504  LCER R,R               : 30    27.4    29.2    27.45  1.10%    2.21   0.52
T505  LNER R,R               : 30    27.4    30.1    27.41  1.41%    2.20   0.52
T506  LPER R,R               : 30    28.8    31.3    28.85  1.06%    2.32   0.55
T507  LRER R,R               : 30    56.1    58.7    56.23  0.88%    4.52   1.06
T508  STE R,m                : 30    60.4    62.9    60.52  0.51%    4.86   1.15
T509  STE R,m (unal)         : 30    73.6    78.0    73.38  1.04%    5.89   1.39
T510  AER R,R                : 30    91.3    98.1    91.50  0.59%    7.35   1.73
T511  AE R,m                 : 30   117.0   124.1   117.11  0.92%    9.41   2.22
T512  SER R,R                : 30    91.6    97.0    91.42  0.55%    7.34   1.73
T513  SE R,m                 : 30   124.9   132.9   124.77  0.55%   10.02   2.36
T514  MER R,R                : 30    83.7    89.6    82.53  0.85%    6.63   1.56
T515  ME R,m                 : 30   108.9   117.8   107.80  0.61%    8.66   2.04
T516  DER R,R                : 30   147.3   154.4   146.29  0.91%   11.75   2.77
T517  DE R,m                 : 30   178.2   186.4   177.26  0.48%   14.24   3.35
T520  CER R,R                : 30    69.6    73.8    69.78  1.10%    5.60   1.32
T521  CE R,m                 : 30   106.2   117.2   106.63  0.99%    8.56   2.02
T522  AUR R,R                : 30    79.0    83.8    77.56  0.67%    6.23   1.47
T523  HER R,R                : 30    59.5    62.5    58.06  0.76%    4.66   1.10
T530  LDR R,R                : 30    27.4    28.9    27.46  1.15%    2.21   0.52
T531  LD R,m                 : 30    73.5    77.0    73.29  0.50%    5.89   1.39
T532  LD R,m (unal)          : 30    89.3    94.0    89.53  1.27%    7.19   1.69
T533  LTDR R,R               : 30    29.5    31.7    29.49  0.55%    2.37   0.56
T534  LCDR R,R               : 30    30.1    32.7    30.13  0.72%    2.42   0.57
T535  LNDR R,R               : 30    28.7    30.2    28.75  1.21%    2.31   0.54
T536  LPDR R,R               : 30    29.4    31.5    29.46  0.72%    2.37   0.56
T537  LRDR R,R               : 30    67.0    71.9    67.25  0.83%    5.40   1.27
T538  STD R,m                : 30    76.3    80.3    76.23  0.85%    6.12   1.44
T539  STD R,m (unal)         : 30    92.6    97.5    92.82  1.00%    7.46   1.76
T540  ADR R,R                : 30   140.5   145.7   140.92  0.35%   11.32   2.67
T541  AD R,m                 : 30   169.2   178.3   170.21  0.79%   13.67   3.22
T542  SDR R,R                : 30   143.9   152.0   144.37  1.02%   11.60   2.73
T543  SD R,m                 : 30   171.0   181.7   172.10  0.87%   13.82   3.26
T544  MDR R,R                : 30   213.0   220.0   212.27  0.73%   17.05   4.02
T545  MD R,m                 : 30   245.3   261.7   244.40  0.79%   19.63   4.62
T546  DDR R,R                : 30  2937.8  3026.9  2949.76  1.40%  236.94  55.81
T547  DD R,m                 : 30  2976.9  3063.1  2997.05  1.47%  240.74  56.70
T550  CDR R,R                : 30    98.6   103.6    98.90  0.87%    7.94   1.87
T551  CD R,m                 : 30   138.5   143.6   138.70  0.78%   11.14   2.62
T552  AWR R,R                : 30   103.1   111.9   101.86  0.69%    8.18   1.93
T553  HDR R,R                : 30    72.9    76.5    71.49  1.10%    5.74   1.35
T560  AXR R,R                : 30   269.1   284.4   269.41  0.32%   21.64   5.10
T561  MXR R,R                : 30   528.7   548.1   528.72  1.41%   42.47  10.00
T600  STCK m                 : 30  1258.8  1497.7  1288.33  1.10%  103.49  24.37
T601  SPM R                  : 30    17.9    20.4    17.88  0.40%    1.44   0.34
T610  EX R,i (with TM)       : 30   123.3   133.4   123.63  1.40%    9.93   2.34
T611  EX R,i (with XI)       : 30   130.0   133.9   130.25  1.09%   10.46   2.46
T620  MVI;TS m (zero)        : 30   118.8   137.8   121.31  0.86%    9.74   2.29
T621  MVI;TS m (ones)        : 30   120.8   135.2   121.55  3.98%    9.76   2.30
T700  mix int RR basic       : 30    34.7    37.7    34.54  1.07%    2.77   0.65
T701  mix int RX             : 30    90.8    95.0    90.09  0.73%    7.24   1.70
T702  mix int RX (far)       : 30    90.8    97.7    90.52  0.89%    7.27   1.71
T703  mix int RR noopt       : 30    35.1    37.5    34.82  0.96%    2.80   0.66
T900  LR R,R (ig=1)          : 30    42.6    47.5    15.72  0.52%    1.26   0.30
T901  LR R,R (ig=2)          : 30    35.8    38.6    22.66  0.64%    1.82   0.43
T902  LR R,R (ig=3)          : 30    27.2    28.8    18.53  0.52%    1.49   0.35
T903  LR R,R (ig=4)          : 30    23.7    25.2    17.05  0.96%    1.37   0.32
T904  LR R,R (ig=5)          : 30    20.8    23.8    15.68  0.63%    1.26   0.30
T905  LR R,R (ig=6)          : 30    19.6    20.7    15.18  0.41%    1.22   0.29
T906  LR R,R (ig=7)          : 30    18.2    20.6    14.47  0.72%    1.16   0.27
T907  LR R,R (ig=8)          : 30    17.5    19.0    14.26  1.20%    1.15   0.27
T908  LR R,R (ig=9)          : 30    16.7    17.2    13.78  1.08%    1.11   0.26
T909  LR R,R (ig=10)         : 30    16.3    17.6    13.70  1.25%    1.10   0.26
T910  LR R,R (ig=12)         : 30    15.5    17.0    13.36  1.21%    1.07   0.25
T911  LR R,R (ig=18)         : 30    14.2    15.6    12.73  1.10%    1.02   0.24
T912  LR R,R (ig=25)         : 30    13.4    15.4    12.48  1.23%    1.00   0.24
T913  LR R,R (ig=36)         : 30    13.0    14.3    12.27  0.66%    0.99   0.23
T914  LR R,R (ig=50)         : 30    12.6    13.6    12.26  0.88%    0.98   0.23
T915  LR R,R (ig=72)         : 30    12.5    13.4    12.30  1.09%    0.99   0.23
T920  L R,m (ig=1)           : 30    78.6    82.1    51.92  1.24%    4.17   0.98
T921  L R,m (ig=2)           : 30    73.5    75.7    60.67  0.60%    4.87   1.15
T922  L R,m (ig=3)           : 30    66.5    72.0    57.79  1.19%    4.64   1.09
T923  L R,m (ig=4)           : 30    62.6    65.9    56.42  1.24%    4.53   1.07
T924  L R,m (ig=5)           : 30    60.2    65.3    55.67  1.08%    4.47   1.05
T925  L R,m (ig=6)           : 30    58.8    64.0    55.05  1.54%    4.42   1.04
T926  L R,m (ig=7)           : 30    57.7    60.0    54.54  1.17%    4.38   1.03
T927  L R,m (ig=8)           : 30    56.9    60.2    54.19  0.48%    4.35   1.03
T928  L R,m (ig=9)           : 30    57.7    60.8    54.87  0.66%    4.41   1.04
T929  L R,m (ig=10)          : 30    57.1    61.2    54.61  0.97%    4.39   1.03
T930  L R,m (ig=12)          : 30    56.0    59.6    54.11  0.31%    4.35   1.02
T931  L R,m (ig=18)          : 30    54.4    55.7    53.38  0.38%    4.29   1.01
T932  L R,m (ig=25)          : 30    54.0    57.3    53.45  0.70%    4.29   1.01
T933  L R,m (ig=36)          : 30    53.5    56.0    52.91  0.84%    4.25   1.00
T952  T700 1st  2            : 30    81.6    89.9    55.04  1.00%    4.42   1.04
T953  T700 1st  3            : 30   130.0   143.7   104.75  1.21%    8.41   1.98
T954  T700 1st  4            : 30   164.1   179.3   138.13  1.09%   11.10   2.61
T955  T700 1st  5            : 30   191.1   198.1   165.04  1.47%   13.26   3.12
T956  T700 1st  6            : 30   221.2   227.6   195.47  1.54%   15.70   3.70
T957  T700 1st  7            : 30   244.7   254.6   219.56  1.29%   17.64   4.15
T958  T700 1st  8            : 30   295.7   316.2   273.24  1.01%   21.95   5.17
T959  T700 1st  9            : 30   325.3   355.9   302.39  1.23%   24.29   5.72
T960  T700 1st 10            : 30   373.1   409.8   350.89  1.19%   28.19   6.64
T961  T700 1st 11            : 30   402.3   430.9   379.55  1.20%   30.49   7.18
T962  T700 1st 12            : 30   438.5   472.2   416.23  1.14%   33.43   7.87
T963  T700 1st 13            : 30   467.3   486.5   445.49  1.00%   35.78   8.43
T964  T700 1st 14            : 30   494.8   521.7   473.33  1.46%   38.02   8.95
T965  T700 1st 15            : 30   544.1   593.6   523.80  1.27%   42.07   9.91
T966  T700 1st 16            : 30   567.9   617.7   546.99  1.11%   43.94  10.35
T967  T700 1st 17            : 30   596.8   671.3   577.98  1.04%   46.43  10.93
T968  T700 1st 18            : 30   644.6   704.6   623.19  1.42%   50.06  11.79
T969  T700 1st 19            : 30   680.1   703.0   660.60  1.15%   53.06  12.50
T970  T700 1st 20            : 30   714.0   733.4   694.17  0.61%   55.76  13.13
T971  T700 1st 21            : 30   738.1   782.4   718.36  1.10%   57.70  13.59
T972  T700 1st 22            : 30   763.7   808.7   746.40  1.09%   59.95  14.12
T973  T700 1st 23            : 30   802.7   859.5   786.49  1.91%   63.18  14.88
