file name ----------------------------  GMUL  i-count  -- total time --   MIPS
2018-03-30-18:17:53_J5991_PERF-ASM.prt   195 2.58e+10  273.83s  4m33.83   94.2
2018-03-30-18:22:32_J5992_PERF-ASM.prt   195 2.58e+10  274.21s  4m34.21   94.0
2018-03-30-18:27:09_J5993_PERF-ASM.prt   191 2.53e+10  268.45s  4m28.45   94.1
2018-03-30-18:31:49_J5994_PERF-ASM.prt   194 2.57e+10  272.47s  4m32.47   94.2
2018-03-30-18:36:35_J5995_PERF-ASM.prt   197 2.61e+10  277.07s  4m37.07   94.0
2018-03-30-18:41:18_J5996_PERF-ASM.prt   194 2.57e+10  274.09s  4m34.09   93.6
2018-03-30-18:46:02_J5997_PERF-ASM.prt   197 2.61e+10  276.74s  4m36.74   94.1
2018-03-30-18:50:46_J5998_PERF-ASM.prt   197 2.61e+10  276.72s  4m36.72   94.2
2018-03-30-18:55:29_J5999_PERF-ASM.prt   195 2.58e+10  274.20s  4m34.20   94.1
2018-03-30-19:00:14_J6000_PERF-ASM.prt   197 2.61e+10  276.88s  4m36.88   94.1
2018-03-30-19:04:49_J6001_PERF-ASM.prt   191 2.53e+10  268.23s  4m28.23   94.2
2018-03-30-19:09:30_J6002_PERF-ASM.prt   195 2.58e+10  273.80s  4m33.80   94.2
2018-03-30-19:14:16_J6003_PERF-ASM.prt   197 2.61e+10  276.81s  4m36.81   94.1
2018-03-30-19:19:01_J6004_PERF-ASM.prt   197 2.61e+10  276.65s  4m36.65   94.2
2018-03-30-19:23:20_J6005_PERF-ASM.prt   179 2.37e+10  251.73s  4m11.73   94.0
2018-03-30-19:28:04_J6006_PERF-ASM.prt   197 2.61e+10  276.67s  4m36.67   94.2
2018-03-30-19:32:49_J6007_PERF-ASM.prt   198 2.62e+10  278.08s  4m38.08   94.2
2018-03-30-19:37:33_J6008_PERF-ASM.prt   197 2.61e+10  276.89s  4m36.89   94.1
2018-03-30-19:42:18_J6009_PERF-ASM.prt   197 2.61e+10  276.76s  4m36.76   94.1
2018-03-30-19:47:02_J6010_PERF-ASM.prt   197 2.61e+10  276.67s  4m36.67   94.2
2018-03-30-19:51:33_J6011_PERF-ASM.prt   187 2.47e+10  262.73s  4m22.73   94.1
2018-03-30-19:56:18_J6012_PERF-ASM.prt   197 2.61e+10  276.82s  4m36.82   94.1
2018-03-30-20:01:01_J6013_PERF-ASM.prt   197 2.61e+10  276.77s  4m36.77   94.1
2018-03-30-20:05:47_J6014_PERF-ASM.prt   197 2.61e+10  277.03s  4m37.03   94.0
2018-03-30-20:10:31_J6015_PERF-ASM.prt   197 2.61e+10  276.82s  4m36.82   94.1
2018-03-30-20:15:15_J6016_PERF-ASM.prt   197 2.61e+10  276.71s  4m36.71   94.2
2018-03-30-20:19:59_J6017_PERF-ASM.prt   197 2.61e+10  276.84s  4m36.84   94.1
2018-03-30-20:24:45_J6018_PERF-ASM.prt   198 2.62e+10  278.38s  4m38.38   94.1
2018-03-30-20:29:24_J6019_PERF-ASM.prt   194 2.57e+10  272.30s  4m32.30   94.2
2018-03-30-20:34:10_J6020_PERF-ASM.prt   197 2.61e+10  276.93s  4m36.93   94.1
2018-03-30-20:38:56_J6021_PERF-ASM.prt   198 2.62e+10  277.92s  4m37.92   94.2
2018-03-30-20:43:38_J6022_PERF-ASM.prt   196 2.59e+10  275.33s  4m35.33   94.1
2018-03-30-20:48:18_J6023_PERF-ASM.prt   194 2.57e+10  272.55s  4m32.55   94.1
2018-03-30-20:53:03_J6024_PERF-ASM.prt   197 2.61e+10  276.96s  4m36.96   94.1
2018-03-30-20:57:49_J6025_PERF-ASM.prt   197 2.61e+10  276.73s  4m36.73   94.1
2018-03-30-21:02:32_J6026_PERF-ASM.prt   197 2.61e+10  276.58s  4m36.58   94.2
2018-03-30-21:07:15_J6027_PERF-ASM.prt   197 2.61e+10  276.78s  4m36.78   94.1
2018-03-30-21:12:00_J6028_PERF-ASM.prt   198 2.62e+10  278.09s  4m38.09   94.2
2018-03-30-21:16:45_J6029_PERF-ASM.prt   197 2.61e+10  276.67s  4m36.67   94.2
2018-03-30-21:21:23_J6030_PERF-ASM.prt   193 2.55e+10  271.13s  4m31.13   94.1
2018-03-30-21:26:07_J6031_PERF-ASM.prt   196 2.59e+10  275.50s  4m35.50   94.1
2018-03-30-21:30:52_J6032_PERF-ASM.prt   197 2.61e+10  276.80s  4m36.80   94.1
2018-03-30-21:35:37_J6033_PERF-ASM.prt   197 2.61e+10  276.93s  4m36.93   94.1
2018-03-30-21:40:17_J6034_PERF-ASM.prt   194 2.57e+10  272.60s  4m32.60   94.1
2018-03-30-21:45:01_J6035_PERF-ASM.prt   196 2.59e+10  275.15s  4m35.15   94.2
2018-03-30-21:49:41_J6036_PERF-ASM.prt   194 2.57e+10  272.55s  4m32.55   94.1
2018-03-30-21:54:26_J6037_PERF-ASM.prt   197 2.61e+10  276.48s  4m36.48   94.2
2018-03-30-21:59:11_J6038_PERF-ASM.prt   198 2.62e+10  278.22s  4m38.22   94.1
2018-03-30-22:03:56_J6039_PERF-ASM.prt   197 2.61e+10  276.74s  4m36.74   94.1
2018-03-30-22:08:38_J6040_PERF-ASM.prt   197 2.61e+10  276.79s  4m36.79   94.1
2018-03-30-22:13:24_J6041_PERF-ASM.prt   197 2.61e+10  277.16s  4m37.16   94.0
2018-03-30-22:18:03_J6042_PERF-ASM.prt   194 2.57e+10  272.66s  4m32.66   94.1
2018-03-30-22:22:43_J6043_PERF-ASM.prt   193 2.55e+10  271.15s  4m31.15   94.1
2018-03-30-22:27:26_J6044_PERF-ASM.prt   195 2.58e+10  274.01s  4m34.01   94.1
2018-03-30-22:32:12_J6045_PERF-ASM.prt   197 2.61e+10  276.84s  4m36.84   94.1
2018-03-30-22:36:57_J6046_PERF-ASM.prt   197 2.61e+10  277.01s  4m37.01   94.1
2018-03-30-22:41:33_J6047_PERF-ASM.prt   191 2.53e+10  268.51s  4m28.51   94.1
2018-03-30-22:46:16_J6048_PERF-ASM.prt   197 2.61e+10  276.63s  4m36.63   94.2
2018-03-30-22:50:54_J6049_PERF-ASM.prt   194 2.57e+10  272.49s  4m32.49   94.2
s370_perf version: s370_perf V0.9.7  rev 1003  2018-03-30

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx
T100  LR R,R                 : 92     2.1     2.3     2.09  1.31%    1.00   0.28
T101  LA R,n                 : 92     2.8     2.9     2.77  0.97%    1.32   0.37
T102  L R,m                  : 92     7.6     8.0     7.47  0.93%    3.58   1.00
T103  L R,m (unal)           : 92     8.7     9.0     8.60  0.86%    4.12   1.15
T104  LH R,m                 : 92     9.2     9.6     9.09  1.05%    4.35   1.22
T105  LH R,m (unal3)         : 92     9.6     9.9     9.48  0.96%    4.54   1.27
T106  LTR R,R                : 92     3.6     3.7     3.52  0.78%    1.68   0.47
T107  LCR R,R                : 92     3.7     3.9     3.65  0.90%    1.75   0.49
T108  LNR R,R                : 92     3.3     3.4     3.22  1.06%    1.54   0.43
T109  LPR R,R                : 92     3.8     3.9     3.79  0.75%    1.81   0.51
T110  ST R,m                 : 92     7.8     8.1     7.71  0.99%    3.69   1.03
T111  ST R,m (unal)          : 92     8.6     9.5     8.65  4.47%    4.14   1.16
T112  STH R,m                : 92     9.6    10.1     9.47  0.92%    4.53   1.27
T113  STH R,m (unal1)        : 92     9.5     9.7     9.40  0.80%    4.50   1.26
T114  STH R,m (unal3)        : 92     9.4     9.9     9.35  1.00%    4.48   1.25
T115  STC R,m                : 92     8.9     9.2     8.83  0.80%    4.23   1.18
T116  STCM R,i,m (0010)      : 92    12.4    13.0    12.30  0.86%    5.89   1.65
T117  STCM R,i,m (1100)      : 92    13.4    13.8    13.36  0.85%    6.39   1.79
T118  STCM R,i,m (0111)      : 92     9.9    10.4     9.81  0.89%    4.69   1.31
T120  STM 2,3,m (2r)         : 92    10.9    11.5    11.02  0.83%    5.27   1.47
T121  STM 2,7,m (6r)         : 92    14.5    15.0    14.38  0.70%    6.88   1.92
T122  STM 14,12,m (15r)      : 92    19.8    20.3    19.73  0.84%    9.44   2.64
T123  LM 2,3,m (2r)          : 92    11.4    11.8    11.30  0.80%    5.41   1.51
T124  LM 2,7,m (6r)          : 92    15.3    15.7    15.28  1.03%    7.31   2.05
T125  LM 0,11,m (12r)        : 92    20.4    20.9    20.33  0.93%    9.73   2.72
T150  MVC m,m (5c)           : 92    17.7    18.3    17.66  0.89%    8.45   2.36
T151  MVC m,m (10c)          : 92    20.1    20.8    20.01  0.77%    9.58   2.68
T152  MVC m,m (15c)          : 92    19.2    19.9    19.15  0.96%    9.17   2.56
T153  MVC m,m (30c)          : 92    19.7    20.3    19.73  0.93%    9.44   2.64
T154  MVC m,m (100c)         : 92    23.1    24.2    23.10  0.94%   11.06   3.09
T155  MVC m,m (250c)         : 92    31.4    32.4    31.20  1.00%   14.94   4.18
T156  MVC m,m (250c,over1)   : 92   350.1   362.4   351.62  0.98%  168.33  47.06
T157  MVC m,m (250c,over2)   : 92    31.3    32.5    31.22  0.95%   14.95   4.18
T160  MVI m,i                : 92     7.9     8.2     7.91  0.87%    3.78   1.06
T161  MVN m,m (10c)          : 92    20.1    20.5    20.06  0.79%    9.60   2.69
T162  MVN m,m (30c)          : 92    33.8    34.9    33.78  0.90%   16.17   4.52
T165  MVZ m,m (10c)          : 92    20.0    20.6    20.02  0.89%    9.58   2.68
T166  MVZ m,m (30c)          : 92    33.8    35.1    33.75  0.76%   16.16   4.52
T167  MVCIN m,m (10c)        : 92    73.3    74.8    73.19  0.83%   35.04   9.80
T168  MVCIN m,m (30c)        : 92   203.6   208.3   204.04  0.78%   97.67  27.31
T169  MVCIN m,m (100c)       : 92   665.6   682.7   667.17  0.76%  319.38  89.29
T170  4*Lx;MVCL (10b)        : 92    35.0    36.2    34.63  1.08%   16.58   4.64
T171  4*Lx;MVCL (100b)       : 92    41.7    43.4    41.50  0.93%   19.87   5.55
T172  4*Lx;MVCL (250b)       : 92    51.1    52.7    50.65  1.03%   24.25   6.78
T173  4*Lx;MVCL (1kb)        : 92   106.6   111.0   106.39  0.84%   50.93  14.24
T174  4*LR;MVCL (4kb)        : 92   333.3   343.7   334.11  0.92%  159.94  44.71
T175  4*Lx;MVCL (100b,pad)   : 92    30.2    31.2    29.60  0.84%   14.17   3.96
T176  4*Lx;MVCL (1kb,pad)    : 92    46.2    47.8    45.89  0.91%   21.97   6.14
T177  4*Lx;MVCL (4kb,pad)    : 92   106.4   110.4   106.67  1.00%   51.07  14.28
T178  4*LA;MVCL (1kb,over1)  : 92    22.4    23.0    21.84  0.97%   10.45   2.92
T179  4*LA;MVCL (1kb,over2)  : 92   114.7   117.3   114.70  0.95%   54.91  15.35
T190  IC R,m                 : 92     9.0     9.2     8.98  0.88%    4.30   1.20
T191  ICM R,i,m (0010)       : 92    15.9    16.4    15.87  0.83%    7.60   2.12
T192  ICM R,i,m (1100)       : 92    16.5    16.9    16.48  0.96%    7.89   2.21
T193  ICM R,i,m (0111)       : 92    12.6    12.9    12.57  0.94%    6.02   1.68
T200  AR R,R                 : 92     3.4     3.6     3.40  0.96%    1.63   0.46
T201  A R,m                  : 92     9.4     9.7     9.33  0.99%    4.47   1.25
T202  AH R,m                 : 92    10.1    10.4    10.03  0.91%    4.80   1.34
T203  ALR R,R                : 92     2.9     3.0     2.81  0.90%    1.35   0.38
T204  AL R,m                 : 92    10.5    10.8    10.39  0.76%    4.97   1.39
T205  SR R,R                 : 92     3.9     4.0     3.86  0.71%    1.85   0.52
T206  S R,m                  : 92    10.0    10.4     9.89  0.81%    4.73   1.32
T207  SH R,m                 : 92    10.7    10.9    10.58  0.85%    5.07   1.42
T208  SLR R,R                : 92     2.9     3.0     2.87  0.85%    1.37   0.38
T209  SL R,m                 : 92    10.7    11.0    10.60  0.75%    5.07   1.42
T210  MR R,R                 : 92     6.0     6.2     5.75  0.72%    2.75   0.77
T211  M R,m                  : 92    10.2    11.2     9.94  0.91%    4.76   1.33
T212  MH R,m                 : 92    10.3    10.5    10.02  0.96%    4.80   1.34
T215  XR R,R; DR R,R         : 92    18.3    18.7    17.91  0.77%    8.57   2.40
T216  XR R,R; D R,m          : 92    23.7    24.2    23.40  0.83%   11.20   3.13
T220  SLA R,1                : 92     6.8     6.9     6.47  0.94%    3.10   0.87
T221  SLDA R,1               : 92     7.6     7.8     7.43  0.91%    3.56   0.99
T222  SRA R,1                : 92     5.4     5.5     5.14  0.99%    2.46   0.69
T223  SRDA R,1               : 92     6.4     6.7     6.26  1.11%    3.00   0.84
T224  SRA R,30               : 92     5.4     5.7     5.13  0.96%    2.45   0.69
T225  SRDA R,60              : 92     6.4     6.6     6.26  1.06%    3.00   0.84
T230  XR R,R                 : 92     3.2     3.3     3.20  0.81%    1.53   0.43
T231  X R,m                  : 92     9.5     9.8     9.39  0.93%    4.49   1.26
T232  XI m,i                 : 92     9.9    10.3     9.77  0.86%    4.68   1.31
T235  XC m,m (10c)           : 92    22.4    23.0    22.35  0.85%   10.70   2.99
T236  XC m,m (100c)          : 92   101.2   105.4   101.14  0.77%   48.41  13.54
T237  XC m,m (250c)          : 92   224.0   232.5   225.18  0.95%  107.80  30.14
T238  NR R,R                 : 92     3.6     3.7     3.56  0.98%    1.71   0.48
T239  OR R,R                 : 92     3.6     3.7     3.55  0.77%    1.70   0.47
T240  SLL R,1                : 92     4.6     4.8     4.31  1.01%    2.07   0.58
T241  SLDL R,1               : 92     6.0     6.1     5.78  0.87%    2.77   0.77
T242  SRL R,1                : 92     4.8     4.9     4.47  0.74%    2.14   0.60
T243  SRDL R,1               : 92     6.0     6.1     5.78  1.05%    2.77   0.77
T244  SLL R,30               : 92     4.6     4.7     4.32  1.11%    2.07   0.58
T245  SLDL R,60              : 92     6.0     6.1     5.77  0.89%    2.76   0.77
T250  TM m,i                 : 92     8.9     9.1     8.82  0.74%    4.22   1.18
T252  TR m,m (10c)           : 92    16.5    17.1    16.44  1.17%    7.87   2.20
T253  TR m,m (100c)          : 92    69.8    72.6    69.62  0.22%   33.33   9.32
T254  TR m,m (250c)          : 92   151.2   161.8   151.23  0.47%   72.39  20.24
T255  TRT m,m (10c,zero)     : 92    84.0    86.3    84.11  0.57%   40.26  11.26
T256  TRT m,m (100c,zero)    : 92   779.8   800.0   782.46  0.83%  374.57 104.72
T257  TRT m,m (250c,zero)    : 92  1927.1  1980.6  1936.51  0.42%  927.03 259.17
T258  TRT m,m (250c,10b)     : 92    93.5    96.2    93.44  0.84%   44.73  12.51
T259  TRT m,m (250c,100b)    : 92   795.6   818.3   799.32  0.93%  382.64 106.98
T260  CR R,R                 : 92     2.6     2.7     2.56  0.76%    1.23   0.34
T261  C R,m                  : 92     8.8     9.1     8.70  0.70%    4.16   1.16
T262  CH R,m                 : 92     9.2     9.6     9.15  0.91%    4.38   1.23
T263  CLR R,R                : 92     2.6     2.6     2.51  0.97%    1.20   0.34
T264  CL R,m                 : 92     7.8     8.1     7.74  1.03%    3.70   1.04
T265  CLI m,i                : 92     9.9    10.1     9.79  0.72%    4.69   1.31
T266  CLM R,i,m              : 92    12.4    13.1    12.30  0.89%    5.89   1.65
T270  CLC m,m (10c,eq)       : 92    34.4    35.6    34.19  0.86%   16.37   4.58
T271  CLC m,m (10c,ne)       : 92    30.3    31.1    29.99  0.93%   14.36   4.01
T272  CLC m,m (30c,eq)       : 92    45.5    46.6    45.29  0.83%   21.68   6.06
T273  CLC m,m (30c,ne)       : 92    30.2    31.3    30.05  0.71%   14.38   4.02
T274  CLC m,m (100c,eq)      : 92    83.6    85.8    83.62  0.68%   40.03  11.19
T275  CLC m,m (100c,ne)      : 92    30.2    31.0    30.00  0.88%   14.36   4.01
T276  CLC m,m (250c,eq)      : 92   165.4   170.1   165.90  0.78%   79.42  22.20
T277  CLC m,m (250c,ne)      : 92    30.2    31.1    30.00  0.74%   14.36   4.02
T280  4*LR;CLCL (100b,10b)   : 92   106.9   114.5   106.63  0.93%   51.05  14.27
T281  4*LR;CLCL (4kb,10b)    : 92   109.5   112.3   109.24  0.88%   52.29  14.62
T282  4*LR;CLCL (4kb,100b)   : 92   874.7   906.8   878.80  0.94%  420.69 117.61
T283  4*LR;CLCL (4kb,250b)   : 92  2136.2  2230.2  2142.71  0.64% 1025.74 286.77
T290  LR;CS R,R,m (eq,eq)    : 92    39.1    40.1    38.89  0.63%   18.62   5.20
T291  LR;CS R,R,m (eq,ne)    : 92    39.2    40.3    38.93  1.04%   18.63   5.21
T292  LR;CS R,R,m (ne)       : 92   176.1   183.4   176.75  0.80%   84.61  23.65
T295  LR;CDS R,R,m (eq,eq)   : 92    41.6    44.0    41.45  0.91%   19.84   5.55
T296  LR;CDS R,R,m (eq,ne)   : 92    41.6    42.3    41.49  0.87%   19.86   5.55
T297  LR;CDS R,R,m (ne)      : 92   178.0   183.2   178.58  0.97%   85.49  23.90
T300  BCR 0,0 (noop)         : 92     2.5     2.6     2.49  0.87%    1.19   0.33
T301  BNZ l (no br)          : 92     2.2     2.2     2.11  0.93%    1.01   0.28
T302  BNZ l (do br)          : 92     7.3     7.4     7.16  0.76%    3.43   0.96
T303  BNZ l (do br, far)     : 92    12.9    13.4    12.88  1.12%    6.17   1.72
T304  BR R                   : 92     7.4     7.6     6.70  0.93%    3.21   0.90
T305  BR R (far)             : 92    11.3    11.9    10.73  0.96%    5.14   1.44
T310  BCTR R,0               : 92     3.6     3.7     3.55  0.69%    1.70   0.48
T311  BCTR R,R               : 92     7.1     7.3     7.11  1.07%    3.40   0.95
T312  BCT R,l                : 92     8.4     8.5     8.41  0.87%    4.03   1.13
T315  BXLE R,R,l             : 92     8.7     9.4     8.58  0.89%    4.11   1.15
T320  BALR R,R; BR R         : 92    13.4    13.8    13.32  1.01%    6.37   1.78
T321  BALR R,R; BR R (far)   : 92    39.6    42.4    39.74  0.88%   19.03   5.32
T322  BAL R,l; BR R          : 92    15.2    15.9    15.32  1.06%    7.34   2.05
T323  BAL R,l; BR R (far)    : 92    26.9    28.6    26.91  0.84%   12.88   3.60
T324  BASR R,R; BR R         : 92    13.6    13.9    13.49  0.77%    6.46   1.81
T325  BAS R,l; BR R          : 92    15.3    15.7    15.27  0.87%    7.31   2.04
T330  L;BALR;SAV(14,12);RET  : 92   107.4   114.5   107.75  0.96%   51.58  14.42
T400  CVB R,m                : 92    38.8    40.4    38.90  0.77%   18.62   5.21
T401  CVD R,m                : 92    36.1    37.0    36.04  0.72%   17.25   4.82
T402  PACK m,m (5d)          : 92    38.7    41.3    38.52  0.86%   18.44   5.16
T403  PACK m,m (15d)         : 92    96.1    99.1    96.11  0.89%   46.01  12.86
T404  UNPK m,m (5d)          : 92    43.1    45.6    42.84  0.82%   20.51   5.73
T405  UNPK m,m (15d)         : 92   102.6   105.2   102.57  0.84%   49.10  13.73
T410  MVC;ED (10c)           : 92   149.2   153.3   149.41  0.79%   71.53  20.00
T411  MVC;ED (30c)           : 92   405.8   425.5   409.69  1.23%  196.12  54.83
T415  MVC;EDMK (10c)         : 92   151.8   155.0   152.05  0.79%   72.79  20.35
T420  AP m,m (10d)           : 92   221.8   229.4   221.84  0.90%  106.20  29.69
T421  AP m,m (30d)           : 92   217.0   222.7   217.21  0.86%  103.98  29.07
T422  SP m,m (10d)           : 92   223.6   231.4   223.74  0.98%  107.10  29.94
T423  SP m,m (30d)           : 92   232.7   240.7   233.56  1.17%  111.81  31.26
T424  MP m,m (10d)           : 92   277.6   286.9   277.65  1.02%  132.91  37.16
T425  MP m,m (30d)           : 92   277.1   283.8   277.56  0.89%  132.87  37.15
T426  MVC;DP m,m (10d)       : 92   458.8   478.2   460.53  0.89%  220.46  61.63
T427  MVC;DP m,m (30d)       : 92  1045.7  1071.1  1050.05  0.64%  502.67 140.53
T430  CP m,m (10d)           : 92   157.5   162.3   157.86  0.67%   75.57  21.13
T431  CP m,m (30d)           : 92   157.4   161.6   158.00  0.83%   75.64  21.15
T440  ZAP m,m (10d,10d)      : 92   100.3   103.1   100.57  0.73%   48.14  13.46
T441  ZAP m,m (30d,30d)      : 92   100.3   103.5   100.61  0.79%   48.16  13.46
T442  ZAP m,m (10d,30d)      : 92   100.5   102.8   100.87  0.77%   48.29  13.50
T443  ZAP m,m (30d,10d)      : 92   100.2   106.0   100.39  0.77%   48.06  13.44
T445  SRP m,i,i (30d,<<)     : 92   126.5   130.3   126.09  0.74%   60.36  16.88
T446  SRP m,i,i (30d,>>)     : 92   187.6   193.8   187.37  0.87%   89.70  25.08
T450  MVO m,m (10d)          : 92    50.0    51.9    49.91  0.80%   23.89   6.68
T451  MVO m,m (30d)          : 92   128.6   132.5   129.11  0.89%   61.81  17.28
T500  LER R,R                : 92     5.6     5.7     5.54  0.85%    2.65   0.74
T501  LE R,m                 : 92     9.3     9.6     9.22  1.03%    4.41   1.23
T502  LE R,m (unal)          : 92     9.6     9.9     9.57  0.96%    4.58   1.28
T503  LTER R,R               : 92     5.1     5.2     5.01  0.94%    2.40   0.67
T504  LCER R,R               : 92     4.9     5.0     4.84  0.87%    2.32   0.65
T505  LNER R,R               : 92     5.2     5.3     5.11  0.86%    2.45   0.68
T506  LPER R,R               : 92     5.7     6.0     5.68  0.82%    2.72   0.76
T507  LRER R,R               : 92     6.2     6.4     6.17  0.92%    2.96   0.83
T508  STE R,m                : 92     9.2     9.4     9.14  0.85%    4.38   1.22
T509  STE R,m (unal)         : 92     9.8    10.0     9.71  0.94%    4.65   1.30
T510  AER R,R                : 92    14.6    15.1    14.56  0.86%    6.97   1.95
T511  AE R,m                 : 92    19.6    20.1    19.59  0.73%    9.38   2.62
T512  SER R,R                : 92    14.7    15.6    14.64  0.79%    7.01   1.96
T513  SE R,m                 : 92    20.0    20.5    19.97  0.88%    9.56   2.67
T514  MER R,R                : 92    10.3    10.6    10.06  0.80%    4.81   1.35
T515  ME R,m                 : 92    15.3    15.7    15.06  0.85%    7.21   2.02
T516  DER R,R                : 92    20.5    21.1    20.30  0.80%    9.72   2.72
T517  DE R,m                 : 92    25.2    25.9    24.95  0.86%   11.94   3.34
T520  CER R,R                : 92    11.0    11.3    10.98  0.75%    5.26   1.47
T521  CE R,m                 : 92    16.8    17.4    16.78  0.95%    8.03   2.25
T522  AUR R,R                : 92    10.3    10.6    10.01  0.98%    4.79   1.34
T523  HER R,R                : 92     6.6     6.7     6.27  0.86%    3.00   0.84
T530  LDR R,R                : 92     5.7     5.9     5.70  0.92%    2.73   0.76
T531  LD R,m                 : 92    10.1    10.3     9.99  0.91%    4.78   1.34
T532  LD R,m (unal)          : 92    10.0    10.2     9.87  0.92%    4.73   1.32
T533  LTDR R,R               : 92     5.2     5.3     5.18  0.76%    2.48   0.69
T534  LCDR R,R               : 92     5.2     5.4     5.20  0.69%    2.49   0.70
T535  LNDR R,R               : 92     5.5     5.6     5.45  0.87%    2.61   0.73
T536  LPDR R,R               : 92     5.4     5.5     5.32  0.77%    2.55   0.71
T537  LRDR R,R               : 92     7.4     7.8     7.38  0.80%    3.53   0.99
T538  STD R,m                : 92     9.9    10.3     9.84  0.95%    4.71   1.32
T539  STD R,m (unal)         : 92     9.9    10.2     9.83  0.87%    4.71   1.32
T540  ADR R,R                : 92    15.5    15.9    15.43  0.88%    7.39   2.07
T541  AD R,m                 : 92    20.7    21.3    20.65  0.79%    9.88   2.76
T542  SDR R,R                : 92    15.6    16.1    15.53  0.84%    7.43   2.08
T543  SD R,m                 : 92    21.0    21.4    20.98  0.71%   10.04   2.81
T544  MDR R,R                : 92    16.6    17.0    16.37  0.96%    7.84   2.19
T545  MD R,m                 : 92    22.5    23.0    22.32  0.75%   10.68   2.99
T546  DDR R,R                : 92   152.5   155.3   152.40  0.72%   72.95  20.40
T547  DD R,m                 : 92   156.5   159.4   156.37  0.62%   74.86  20.93
T550  CDR R,R                : 92    12.0    12.4    11.94  0.87%    5.71   1.60
T551  CD R,m                 : 92    18.2    18.6    18.15  0.73%    8.69   2.43
T552  AWR R,R                : 92    12.4    12.7    12.15  0.93%    5.81   1.63
T553  HDR R,R                : 92     7.9     8.1     7.56  0.77%    3.62   1.01
T560  AXR R,R                : 92    25.7    26.5    25.66  0.76%   12.28   3.43
T561  MXR R,R                : 92    30.1    31.0    29.68  0.75%   14.21   3.97
T600  STCK m                 : 92    66.1    72.3    65.48  0.13%   31.35   8.76
