s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2018-04-30_rasp2b-1cpu.dat                 330   0.55%    20.6%
      02: 2018-04-16_pogoe2.dat                      330   0.97%     5.4%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
T404  UNPK m,m (5d)          :    706.43    816.68 :    1.156
T561  MXR R,R                :    694.76    806.70 :    1.161
T547  DD R,m                 :   7332.33   8542.21 :    1.165
T236  XC m,m (100c)          :   1132.96   1322.99 :    1.168
T401  CVD R,m                :   6167.10   7321.81 :    1.187
T117  STCM R,i,m (1100)      :    340.94    407.12 :    1.194
D215  DR R,R                 :    496.84    594.48 :    1.197
T516  DER R,R                :    569.40    682.05 :    1.198
T600  STCK m                 :   2721.37   3358.93 :    1.234
T116  STCM R,i,m (0010)      :    323.79    399.83 :    1.235
D175  MVCL (100b,pad)        :    390.24    487.60 :    1.249
T166  MVZ m,m (30c)          :    526.27    668.81 :    1.271
T162  MVN m,m (30c)          :    525.44    673.03 :    1.281
D321  BALR R,R (far)         :    301.34    390.33 :    1.295
T118  STCM R,i,m (0111)      :    299.54    388.86 :    1.298
T156  MVC m,m (250c,over1)   :   1140.70   1507.73 :    1.322
T514  MER R,R                :    173.09    237.28 :    1.371
T544  MDR R,R                :    238.27    330.03 :    1.385
T274  CLC m,m (100c,eq)      :    430.06    596.83 :    1.388
T400  CVB R,m                :    672.01    934.35 :    1.390
T191  ICM R,i,m (0010)       :    302.49    420.71 :    1.391
T276  CLC m,m (250c,eq)      :    666.35    926.80 :    1.391
T192  ICM R,i,m (1100)       :    302.64    422.35 :    1.396
T552  AWR R,R                :    150.72    212.49 :    1.410
T542  SDR R,R                :    185.02    260.95 :    1.410
T540  ADR R,R                :    183.91    260.01 :    1.414
T305  BR R (far)             :    184.14    260.54 :    1.415
T275  CLC m,m (100c,ne)      :    287.88    409.58 :    1.423
T517  DE R,m                 :    669.04    952.77 :    1.424
T272  CLC m,m (30c,eq)       :    336.94    484.82 :    1.439
D323  BAL R,R (far)          :    326.19    472.19 :    1.448
T271  CLC m,m (10c,ne)       :    283.40    410.32 :    1.448
T161  MVN m,m (10c)          :    343.98    500.94 :    1.456
T165  MVZ m,m (10c)          :    343.78    500.77 :    1.457
T550  CDR R,R                :    147.81    216.48 :    1.465
T510  AER R,R                :    143.37    211.71 :    1.477
T252  TR m,m (10c)           :    293.51    433.65 :    1.477
D216  D R,m                  :    591.65    874.23 :    1.478
T512  SER R,R                :    142.04    210.87 :    1.485
T235  XC m,m (10c)           :    324.90    482.80 :    1.486
T522  AUR R,R                :    112.67    167.80 :    1.489
T520  CER R,R                :    118.46    180.64 :    1.525
T150  MVC m,m (5c)           :    299.38    456.67 :    1.525
T273  CLC m,m (30c,ne)       :    289.27    442.81 :    1.531
T270  CLC m,m (10c,eq)       :    306.02    472.71 :    1.545
T537  LRDR R,R               :     86.68    135.19 :    1.560
T277  CLC m,m (250c,ne)      :    276.67    446.39 :    1.613
T553  HDR R,R                :     84.03    136.43 :    1.624
T303  BNZ l (do br, far)     :    239.00    397.20 :    1.662
D170  MVCL (10b)             :    503.70    851.13 :    1.690
T311  BCTR R,R               :     56.71     96.16 :    1.696
D297  CDS R,R,m (ne)         :    249.87    424.31 :    1.698
T304  BR R                   :     48.30     82.10 :    1.700
D292  CS R,R,m (ne)          :    220.67    377.95 :    1.713
T523  HER R,R                :     67.34    116.62 :    1.732
D324  BASR R,R               :     67.98    118.21 :    1.739
D621  TS m (ones)            :    186.68    328.28 :    1.759
D620  TS m (zero)            :    175.26    310.30 :    1.771
D296  CDS R,R,m (eq,ne)      :    213.32    377.98 :    1.772
D295  CDS R,R,m (eq,eq)      :    213.17    379.55 :    1.781
T507  LRER R,R               :     68.26    121.76 :    1.784
D291  CS R,R,m (eq,ne)       :    188.57    337.99 :    1.792
D290  CS R,R,m (eq,eq)       :    187.99    338.52 :    1.801
D320  BALR R,R               :     73.93    133.71 :    1.809
T545  MD R,m                 :    334.22    611.86 :    1.831
T151  MVC m,m (10c)          :    323.82    604.23 :    1.866
T534  LCDR R,R               :     61.05    115.01 :    1.884
T533  LTDR R,R               :     59.86    113.32 :    1.893
T536  LPDR R,R               :     59.91    113.61 :    1.896
T541  AD R,m                 :    282.15    538.04 :    1.907
T266  CLM R,i,m              :    189.01    360.81 :    1.909
T543  SD R,m                 :    284.23    543.63 :    1.913
T504  LCER R,R               :     55.71    106.67 :    1.915
T503  LTER R,R               :     54.58    105.11 :    1.926
T515  ME R,m                 :    262.17    505.41 :    1.928
T535  LNDR R,R               :     59.27    115.10 :    1.942
T530  LDR R,R                :     51.51    101.36 :    1.968
T310  BCTR R,0               :     44.49     88.04 :    1.979
T205  SR R,R                 :     49.75     98.97 :    1.989
T108  LNR R,R                :     40.16     80.24 :    1.998
T601  SPM R                  :     40.21     80.41 :    2.000
T210  MR R,R                 :     48.15     97.16 :    2.018
T511  AE R,m                 :    237.02    478.52 :    2.019
T505  LNER R,R               :     49.17     99.35 :    2.021
T506  LPER R,R               :     49.17     99.91 :    2.032
T513  SE R,m                 :    235.08    478.92 :    2.037
T551  CD R,m                 :    241.77    499.18 :    2.065
T500  LER R,R                :     45.70     95.08 :    2.081
T200  AR R,R                 :     44.11     92.00 :    2.086
T106  LTR R,R                :     37.89     79.55 :    2.099
T230  XR R,R                 :     38.97     82.11 :    2.107
T239  OR R,R                 :     38.95     82.09 :    2.108
T238  NR R,R                 :     38.95     82.15 :    2.109
T260  CR R,R                 :     37.88     80.40 :    2.122
T208  SLR R,R                :     35.64     76.07 :    2.134
T203  ALR R,R                :     35.61     76.09 :    2.137
T521  CE R,m                 :    207.65    449.80 :    2.166
D322  BAL R,R                :     96.17    208.92 :    2.172
T107  LCR R,R                :     43.23     94.44 :    2.185
T109  LPR R,R                :     42.89     93.81 :    2.187
T232  XI m,i                 :    130.36    285.38 :    2.189
T190  IC R,m                 :    131.07    289.42 :    2.208
T202  AH R,m                 :    154.61    341.98 :    2.212
T152  MVC m,m (15c)          :    339.49    752.80 :    2.217
D177  MVCL (4kb,pad)         :   2605.77   5782.21 :    2.219
T115  STC R,m                :    126.31    280.44 :    2.220
T300  BCR 0,0 (noop)         :     33.41     74.58 :    2.232
T250  TM m,i                 :    123.15    276.24 :    2.243
T212  MH R,m                 :    147.70    331.57 :    2.245
T611  EX R,i (with XI)       :    262.41    589.82 :    2.248
T265  CLI m,i                :    125.90    283.02 :    2.248
T207  SH R,m                 :    154.34    349.06 :    2.262
T301  BNZ l (no br)          :     35.66     81.04 :    2.273
T221  SLDA R,1               :     92.28    210.31 :    2.279
T105  LH R,m (unal3)         :    145.82    332.36 :    2.279
T610  EX R,i (with TM)       :    255.68    583.32 :    2.281
T114  STH R,m (unal3)        :    141.55    325.33 :    2.298
T312  BCT R,l                :     76.85    176.68 :    2.299
D611  EX R,i (bare, via XI)  :    132.05    304.44 :    2.305
T263  CLR R,R                :     32.29     74.46 :    2.306
T262  CH R,m                 :    146.40    337.85 :    2.308
T104  LH R,m                 :    141.87    328.51 :    2.316
D610  EX R,i (bare, via TM)  :    132.53    307.07 :    2.317
D176  MVCL (1kb,pad)         :    715.16   1668.77 :    2.333
T113  STH R,m (unal1)        :    139.31    326.02 :    2.340
T160  MVI m,i                :    115.56    272.37 :    2.357
D325  BAS R,R                :     82.42    195.60 :    2.373
T112  STH R,m                :    137.06    326.24 :    2.380
T100  LR R,R                 :     29.01     69.31 :    2.389
T509  STE R,m (unal)         :    145.33    348.31 :    2.397
T211  M R,m                  :    152.64    367.89 :    2.410
T315  BXLE R,R,l             :     75.36    182.37 :    2.420
T201  A R,m                  :    151.57    368.99 :    2.434
T225  SRDA R,60              :     79.00    192.81 :    2.441
T223  SRDA R,1               :     78.89    192.94 :    2.446
T532  LD R,m (unal)          :    154.20    377.49 :    2.448
T531  LD R,m                 :    153.08    376.98 :    2.463
T111  ST R,m (unal)          :    138.26    340.58 :    2.463
T206  S R,m                  :    151.88    374.35 :    2.465
T538  STD R,m                :    153.03    378.00 :    2.470
T501  LE R,m                 :    146.96    364.02 :    2.477
T502  LE R,m (unal)          :    146.19    362.75 :    2.481
T508  STE R,m                :    144.67    359.49 :    2.485
T539  STD R,m (unal)         :    155.25    386.23 :    2.488
T204  AL R,m                 :    147.29    369.09 :    2.506
T209  SL R,m                 :    147.37    369.34 :    2.506
T231  X R,m                  :    145.14    366.45 :    2.525
T261  C R,m                  :    144.19    364.27 :    2.526
T220  SLA R,1                :     74.00    187.44 :    2.533
T103  L R,m (unal)           :    137.93    355.72 :    2.579
T193  ICM R,i,m (0111)       :    139.30    359.72 :    2.582
T245  SLDL R,60              :     72.14    188.83 :    2.618
T241  SLDL R,1               :     72.15    189.04 :    2.620
T264  CL R,m                 :    135.24    355.18 :    2.626
T243  SRDL R,1               :     71.08    188.14 :    2.647
T102  L R,m                  :    130.62    348.61 :    2.669
T120  STM 2,3,m (2r)         :    167.10    450.28 :    2.695
T110  ST R,m                 :    125.83    345.85 :    2.749
T222  SRA R,1                :     61.19    170.67 :    2.789
T224  SRA R,30               :     61.09    170.55 :    2.792
T302  BNZ l (do br)          :     61.71    172.94 :    2.802
T242  SRL R,1                :     58.65    164.87 :    2.811
T240  SLL R,1                :     58.64    165.09 :    2.815
T244  SLL R,30               :     58.60    165.28 :    2.820
T123  LM 2,3,m (2r)          :    159.11    451.22 :    2.836
T101  LA R,n                 :     49.72    155.93 :    3.136
T121  STM 2,7,m (6r)         :    236.79    763.57 :    3.225
T153  MVC m,m (30c)          :    369.42   1270.60 :    3.439
T124  LM 2,7,m (6r)          :    211.60    761.50 :    3.599
T122  STM 14,12,m (15r)      :    357.00   1452.72 :    4.069
T125  LM 0,11,m (12r)        :    264.62   1229.32 :    4.646
D171  MVCL (100b)            :    685.23   3836.83 :    5.599
T154  MVC m,m (100c)         :    495.92   3601.18 :    7.262
D172  MVCL (250b)            :   1049.38   8743.00 :    8.332
T155  MVC m,m (250c)         :    900.43   8599.35 :    9.550
T157  MVC m,m (250c,over2)   :    868.38   8715.68 :   10.037
D179  MVCL (1kb,over2)       :   2809.16  34398.98 :   12.245
D173  MVCL (1kb)             :   2763.50  34458.89 :   12.469
D174  MVCL (4kb)             :   9932.91 136323.80 :   13.724
