s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2020-04-18_sys2.dat                        330   6.12%    15.1%
      02: 2018-03-31_sys2.dat                        330   0.89%     4.5%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
T516  DER R,R                :     20.46     20.30 :    0.992
D620  TS m (zero)            :     34.83     34.56 :    0.992
T546  DDR R,R                :    153.58    152.40 :    0.992
T533  LTDR R,R               :      5.22      5.18 :    0.992
T276  CLC m,m (250c,eq)      :    167.12    165.90 :    0.993
D296  CDS R,R,m (eq,ne)      :     39.68     39.40 :    0.993
D171  MVCL (100b)            :     32.01     31.79 :    0.993
T261  C R,m                  :      8.76      8.70 :    0.993
T402  PACK m,m (5d)          :     38.78     38.52 :    0.993
D174  MVCL (4kb)             :    327.94    325.75 :    0.993
T550  CDR R,R                :     12.02     11.94 :    0.993
T511  AE R,m                 :     19.72     19.59 :    0.993
T553  HDR R,R                :      7.61      7.56 :    0.993
T262  CH R,m                 :      9.21      9.15 :    0.993
T521  CE R,m                 :     16.89     16.78 :    0.993
T114  STH R,m (unal3)        :      9.41      9.35 :    0.994
T450  MVO m,m (10d)          :     50.23     49.91 :    0.994
T160  MVI m,i                :      7.96      7.91 :    0.994
T445  SRP m,i,i (30d,<<)     :    126.88    126.09 :    0.994
T539  STD R,m (unal)         :      9.89      9.83 :    0.994
T522  AUR R,R                :     10.07     10.01 :    0.994
T552  AWR R,R                :     12.22     12.15 :    0.994
T250  TM m,i                 :      8.87      8.82 :    0.994
T270  CLC m,m (10c,eq)       :     34.38     34.19 :    0.994
T192  ICM R,i,m (1100)       :     16.57     16.48 :    0.995
D179  MVCL (1kb,over2)       :    104.19    103.63 :    0.995
T201  A R,m                  :      9.38      9.33 :    0.995
T506  LPER R,R               :      5.71      5.68 :    0.995
T245  SLDL R,60              :      5.80      5.77 :    0.995
T542  SDR R,R                :     15.61     15.53 :    0.995
D283  CLCL (4kb,250b)        :   2145.17   2134.36 :    0.995
T421  AP m,m (30d)           :    218.23    217.21 :    0.995
D173  MVCL (1kb)             :     97.12     96.68 :    0.995
T441  ZAP m,m (30d,30d)      :    101.06    100.61 :    0.996
T235  XC m,m (10c)           :     22.44     22.35 :    0.996
T236  XC m,m (100c)          :    101.54    101.14 :    0.996
D321  BALR R,R (far)         :     29.13     29.02 :    0.996
T101  LA R,n                 :      2.78      2.77 :    0.996
T154  MVC m,m (100c)         :     23.18     23.10 :    0.997
D215  DR R,R                 :     14.77     14.72 :    0.997
T507  LRER R,R               :      6.19      6.17 :    0.997
D415  EDMK (10c)             :    132.46    132.04 :    0.997
T442  ZAP m,m (10d,30d)      :    101.19    100.87 :    0.997
T277  CLC m,m (250c,ne)      :     30.09     30.00 :    0.997
T537  LRDR R,R               :      7.40      7.38 :    0.997
T124  LM 2,7,m (6r)          :     15.32     15.28 :    0.997
T152  MVC m,m (15c)          :     19.20     19.15 :    0.997
D216  D R,m                  :     20.25     20.20 :    0.998
T266  CLM R,i,m              :     12.33     12.30 :    0.998
T273  CLC m,m (30c,ne)       :     30.12     30.05 :    0.998
D411  ED (30c)               :    390.86    389.96 :    0.998
T155  MVC m,m (250c)         :     31.27     31.20 :    0.998
T404  UNPK m,m (5d)          :     42.93     42.84 :    0.998
T502  LE R,m (unal)          :      9.59      9.57 :    0.998
T209  SL R,m                 :     10.62     10.60 :    0.998
T520  CER R,R                :     11.00     10.98 :    0.998
T193  ICM R,i,m (0111)       :     12.59     12.57 :    0.998
T272  CLC m,m (30c,eq)       :     45.36     45.29 :    0.998
T161  MVN m,m (10c)          :     20.09     20.06 :    0.999
T162  MVN m,m (30c)          :     33.83     33.78 :    0.999
T403  PACK m,m (15d)         :     96.25     96.11 :    0.999
T302  BNZ l (do br)          :      7.17      7.16 :    0.999
T167  MVCIN m,m (10c)        :     73.29     73.19 :    0.999
T115  STC R,m                :      8.84      8.83 :    0.999
T168  MVCIN m,m (30c)        :    204.26    204.04 :    0.999
T112  STH R,m                :      9.48      9.47 :    0.999
T156  MVC m,m (250c,over1)   :    351.98    351.62 :    0.999
T206  S R,m                  :      9.90      9.89 :    0.999
T255  TRT m,m (10c,zero)     :     84.18     84.11 :    0.999
T561  MXR R,R                :     29.70     29.68 :    0.999
D323  BAL R,R (far)          :     16.19     16.18 :    0.999
T169  MVCIN m,m (100c)       :    667.48    667.17 :    1.000
T157  MVC m,m (250c,over2)   :     31.23     31.22 :    1.000
T257  TRT m,m (250c,zero)    :   1936.83   1936.51 :    1.000
T422  SP m,m (10d)           :    223.77    223.74 :    1.000
T203  ALR R,R                :      2.81      2.81 :    1.000
T208  SLR R,R                :      2.87      2.87 :    1.000
T311  BCTR R,R               :      7.11      7.11 :    1.000
T530  LDR R,R                :      5.70      5.70 :    1.000
T534  LCDR R,R               :      5.20      5.20 :    1.000
T258  TRT m,m (250c,10b)     :     93.40     93.44 :    1.000
D427  DP m,m (30d)           :   1030.12   1030.89 :    1.001
T405  UNPK m,m (15d)         :    102.46    102.57 :    1.001
T256  TRT m,m (100c,zero)    :    781.61    782.46 :    1.001
T259  TRT m,m (250c,100b)    :    798.38    799.32 :    1.001
D324  BASR R,R               :      6.78      6.79 :    1.001
T223  SRDA R,1               :      6.25      6.26 :    1.002
T451  MVO m,m (30d)          :    128.85    129.11 :    1.002
T106  LTR R,R                :      3.51      3.52 :    1.003
T202  AH R,m                 :     10.00     10.03 :    1.003
D410  ED (10c)               :    129.01    129.41 :    1.003
T536  LPDR R,R               :      5.30      5.32 :    1.004
T207  SH R,m                 :     10.54     10.58 :    1.004
T300  BCR 0,0 (noop)         :      2.48      2.49 :    1.004
T238  NR R,R                 :      3.54      3.56 :    1.006
D170  MVCL (10b)             :     24.72     24.92 :    1.008
D295  CDS R,R,m (eq,eq)      :     39.04     39.36 :    1.008
D325  BAS R,R                :      8.50      8.57 :    1.008
T239  OR R,R                 :      3.52      3.55 :    1.009
D320  BALR R,R               :      6.54      6.61 :    1.011
T310  BCTR R,0               :      3.51      3.55 :    1.011
D322  BAL R,R                :      8.48      8.62 :    1.017
T210  MR R,R                 :      5.63      5.75 :    1.021
D176  MVCL (1kb,pad)         :     35.30     36.18 :    1.025
D177  MVCL (4kb,pad)         :     94.57     97.64 :    1.032
T601  SPM R                  :      2.64      2.79 :    1.057
