s370_perf_sum  -rat

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2018-01-03_rasp2b.dat                      233   0.56%     9.0%
      02: 2018-02-14_p390.dat                        231   0.14%    18.0%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
T321  BALR R,R; BR R (far)   :    486.38    467.07 :    0.960
T322  BAL R,l; BR R          :    144.45    477.44 :    3.305
T323  BAL R,l; BR R (far)    :    510.21    483.65 :    0.948
T324  BASR R,R; BR R         :    116.47         - :        -
T325  BAS R,l; BR R          :    130.69         - :        -
T330  L;BALR;SAV(14,12);RET  :   1969.46   3140.15 :    1.594
T400  CVB R,m                :    673.33   2241.81 :    3.329
T401  CVD R,m                :   6179.86   2888.62 :    0.467
T402  PACK m,m (5d)          :    666.07   1066.08 :    1.601
T403  PACK m,m (15d)         :   1665.27   2589.38 :    1.555
T404  UNPK m,m (5d)          :    708.17   1296.88 :    1.831
T405  UNPK m,m (15d)         :   1693.38   2908.68 :    1.718
T410  MVC;ED (10c)           :   2787.72   9822.08 :    3.523
T411  MVC;ED (30c)           :   7469.00  27776.67 :    3.719
T415  MVC;EDMK (10c)         :   2844.64   9888.52 :    3.476
T420  AP m,m (10d)           :   2858.83   2539.39 :    0.888
T421  AP m,m (30d)           :   2927.36   2924.40 :    0.999
T424  MP m,m (10d)           :   3241.23   5783.53 :    1.784
T425  MP m,m (30d)           :   3273.05   6054.28 :    1.850
T430  CP m,m (10d)           :   1793.94   1633.68 :    0.911
T431  CP m,m (30d)           :   1817.84   2037.02 :    1.121
T440  ZAP m,m (10d,10d)      :   1549.92   1816.38 :    1.172
T441  ZAP m,m (30d,30d)      :   1579.93   2103.16 :    1.331
T442  ZAP m,m (10d,30d)      :   1563.78   2041.67 :    1.306
T443  ZAP m,m (30d,10d)      :   1563.33   1930.69 :    1.235
T445  SRP m,i,i (30d,<<)     :   1823.95   2874.80 :    1.576
T446  SRP m,i,i (30d,>>)     :   2305.65   3292.69 :    1.428
T450  MVO m,m (10d)          :    882.05   1438.89 :    1.631
T451  MVO m,m (30d)          :   2294.83   3788.85 :    1.651
T500  LER R,R                :     45.79    113.76 :    2.484
T501  LE R,m                 :    147.14    176.73 :    1.201
T502  LE R,m (unal)          :    146.26    291.28 :    1.992
T503  LTER R,R               :     54.63    227.06 :    4.156
T504  LCER R,R               :     55.73    227.09 :    4.075
T505  LNER R,R               :     49.27    227.08 :    4.609
T506  LPER R,R               :     49.29    227.12 :    4.608
T507  LRER R,R               :     68.30    228.45 :    3.345
T508  STE R,m                :    145.13    180.62 :    1.245
T509  STE R,m (unal)         :    145.61    375.48 :    2.579
T510  AER R,R                :    145.26    334.47 :    2.303
T511  AE R,m                 :    232.16    393.71 :    1.696
T514  MER R,R                :    173.69    738.76 :    4.253
T515  ME R,m                 :    263.18    795.60 :    3.023
T516  DER R,R                :    570.71   2108.67 :    3.695
T517  DE R,m                 :    671.11   2166.47 :    3.228
T520  CER R,R                :    118.63    339.13 :    2.859
T521  CE R,m                 :    207.80    398.08 :    1.916
T522  AUR R,R                :    160.28    342.07 :    2.134
T523  HER R,R                :     67.48    396.65 :    5.878
T530  LDR R,R                :     51.50    113.97 :    2.213
T531  LD R,m                 :    153.28    232.89 :    1.519
T532  LD R,m (unal)          :    154.40    345.70 :    2.239
T533  LTDR R,R               :     59.94    227.09 :    3.789
T534  LCDR R,R               :     61.08    227.08 :    3.718
T535  LNDR R,R               :     59.36    227.06 :    3.825
T536  LPDR R,R               :     59.97    227.07 :    3.786
T537  LRDR R,R               :     86.80    228.99 :    2.638
T538  STD R,m                :    153.41    241.25 :    1.573
T539  STD R,m (unal)         :    155.48    465.51 :    2.994
T540  ADR R,R                :    179.05    333.56 :    1.863
T541  AD R,m                 :    271.72    448.38 :    1.650
T544  MDR R,R                :    238.71    909.69 :    3.811
T545  MD R,m                 :    335.16   1024.46 :    3.057
T546  DDR R,R                :   7260.01   3931.76 :    0.542
T547  DD R,m                 :   7342.74   4056.12 :    0.552
T550  CDR R,R                :    148.00    339.16 :    2.292
T551  CD R,m                 :    241.90    454.71 :    1.880
T552  AWR R,R                :    151.11    342.87 :    2.269
T553  HDR R,R                :     84.29    395.59 :    4.693
T560  AXR R,R                :    325.07    665.33 :    2.047
T561  MXR R,R                :    696.41   3024.11 :    4.342
T600  STCK m                 :   2844.90    417.30 :    0.147
T601  SPM R                  :     40.22    114.47 :    2.846
T610  EX R,i (with TM)       :    256.10    463.18 :    1.809
T611  EX R,i (with XI)       :    263.26    478.17 :    1.816
T620  MVI;TS m (zero)        :    631.53    585.40 :    0.927
T621  MVI;TS m (ones)        :   2653.68    585.43 :    0.221
T700  mix int RR basic       :     61.45     87.31 :    1.421
T701  mix int RX             :    235.72    371.07 :    1.574
T702  mix int RX (far)       :    237.97    364.66 :    1.532
D170  MVCL (10b)             :    510.16    866.65 :    1.699
D171  MVCL (100b)            :    705.92   2153.86 :    3.051
D172  MVCL (250b)            :   1043.04   4373.34 :    4.193
D173  MVCL (1kb)             :   2781.92  16987.55 :    6.106
D174  MVCL (4kb)             :   9924.70  61139.53 :    6.160
D175  MVCL (100b,pad)        :    390.74   1730.31 :    4.428
D176  MVCL (1kb,pad)         :    725.60   8609.70 :   11.866
D177  MVCL (4kb,pad)         :   2394.09  31645.49 :   13.218
D178  MVCL (1kb,over1)       :    172.70    858.72 :    4.972
D179  MVCL (1kb,over2)       :   2831.53  32750.81 :   11.566
D215  DR R,R                 :    498.64    516.05 :    1.035
D216  D R,m                  :    594.00    632.17 :    1.064
D280  CLCL (100b,10b)        :   1843.26   1508.21 :    0.818
D281  CLCL (4kb,10b)         :   1882.21   1566.02 :    0.832
D282  CLCL (4kb,100b)        :  15736.63   4062.99 :    0.258
D283  CLCL (4kb,250b)        :  38815.81   8576.19 :    0.221
D290  CS R,R,m (eq,eq)       :    520.11    528.30 :    1.016
D291  CS R,R,m (eq,ne)       :    519.98    525.99 :    1.012
D292  CS R,R,m (ne)          :   2502.29    465.89 :    0.186
D295  CDS R,R,m (eq,eq)      :    548.15    526.45 :    0.960
D296  CDS R,R,m (eq,ne)      :    549.88    522.79 :    0.951
D297  CDS R,R,m (ne)         :   2522.10    465.22 :    0.184
D410  ED (10c)               :   2474.30   9094.64 :    3.676
D415  EDMK (10c)             :   2531.21   9161.07 :    3.619
D610  EX R,i (bare, via TM)  :    132.91    288.47 :    2.170
D611  EX R,i (bare, via XI)  :    132.76    257.44 :    1.939
D620  TS m (zero)            :    515.47    424.83 :    0.824
D621  TS m (ones)            :   2537.62    424.86 :    0.167
