s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2018-07-06_nbk1-1cpu-2core.dat             330   0.33%     1.3%
      02: 2018-07-06_nbk1-1cpu-1core.dat             330   0.48%     2.6%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
T192  ICM R,i,m (1100)       :     17.65     17.95 :    1.017
T258  TRT m,m (250c,10b)     :     92.36     93.93 :    1.017
T522  AUR R,R                :     10.00     10.17 :    1.017
D620  TS m (zero)            :     12.94     13.16 :    1.017
T401  CVD R,m                :     34.62     35.21 :    1.017
T274  CLC m,m (100c,eq)      :     95.59     97.22 :    1.017
D611  EX R,i (bare, via XI)  :     22.27     22.65 :    1.017
T208  SLR R,R                :      2.93      2.98 :    1.017
T153  MVC m,m (30c)          :     20.50     20.85 :    1.017
T535  LNDR R,R               :      5.27      5.36 :    1.017
T546  DDR R,R                :    161.12    163.88 :    1.017
T611  EX R,i (with XI)       :     32.07     32.62 :    1.017
T276  CLC m,m (250c,eq)      :    186.98    190.19 :    1.017
T450  MVO m,m (10d)          :     50.09     50.95 :    1.017
T107  LCR R,R                :      3.49      3.55 :    1.017
T315  BXLE R,R,l             :      8.71      8.86 :    1.017
T506  LPER R,R               :      5.22      5.31 :    1.017
T530  LDR R,R                :      4.64      4.72 :    1.017
T252  TR m,m (10c)           :     17.96     18.27 :    1.017
D410  ED (10c)               :    136.12    138.47 :    1.017
T512  SER R,R                :     14.44     14.69 :    1.017
T191  ICM R,i,m (0010)       :     16.74     17.03 :    1.017
T311  BCTR R,R               :      6.92      7.04 :    1.017
T232  XI m,i                 :      9.80      9.97 :    1.017
T110  ST R,m                 :      7.48      7.61 :    1.017
T116  STCM R,i,m (0010)      :     13.23     13.46 :    1.017
T545  MD R,m                 :     22.43     22.82 :    1.017
T543  SD R,m                 :     21.26     21.63 :    1.017
T203  ALR R,R                :      2.87      2.92 :    1.017
T302  BNZ l (do br)          :      7.46      7.59 :    1.017
T200  AR R,R                 :      3.44      3.50 :    1.017
T117  STCM R,i,m (1100)      :     14.89     15.15 :    1.017
T508  STE R,m                :      9.16      9.32 :    1.017
T552  AWR R,R                :     12.00     12.21 :    1.018
T102  L R,m                  :      7.42      7.55 :    1.018
T167  MVCIN m,m (10c)        :     73.56     74.85 :    1.018
T304  BR R                   :      6.84      6.96 :    1.018
T431  CP m,m (30d)           :    170.10    173.09 :    1.018
T310  BCTR R,0               :      3.41      3.47 :    1.018
T205  SR R,R                 :      3.97      4.04 :    1.018
D427  DP m,m (30d)           :   1058.28   1076.95 :    1.018
T250  TM m,i                 :      9.06      9.22 :    1.018
T515  ME R,m                 :     14.68     14.94 :    1.018
T151  MVC m,m (10c)          :     20.87     21.24 :    1.018
T207  SH R,m                 :     10.15     10.33 :    1.018
T272  CLC m,m (30c,eq)       :     50.70     51.60 :    1.018
T104  LH R,m                 :      9.01      9.17 :    1.018
T156  MVC m,m (250c,over1)   :    379.54    386.28 :    1.018
T550  CDR R,R                :     12.38     12.60 :    1.018
T521  CE R,m                 :     16.85     17.15 :    1.018
T312  BCT R,l                :      8.40      8.55 :    1.018
T259  TRT m,m (250c,100b)    :    777.72    791.65 :    1.018
T541  AD R,m                 :     20.06     20.42 :    1.018
T260  CR R,R                 :      2.78      2.83 :    1.018
D216  D R,m                  :     21.05     21.43 :    1.018
T157  MVC m,m (250c,over2)   :     34.32     34.94 :    1.018
T561  MXR R,R                :     29.31     29.84 :    1.018
T166  MVZ m,m (30c)          :     37.04     37.71 :    1.018
T118  STCM R,i,m (0111)      :      9.95     10.13 :    1.018
T400  CVB R,m                :     40.87     41.61 :    1.018
T263  CLR R,R                :      2.76      2.81 :    1.018
T300  BCR 0,0 (noop)         :      2.76      2.81 :    1.018
T111  ST R,m (unal)          :      8.26      8.41 :    1.018
T115  STC R,m                :      8.79      8.95 :    1.018
T264  CL R,m                 :      7.68      7.82 :    1.018
T168  MVCIN m,m (30c)        :    206.80    210.58 :    1.018
T510  AER R,R                :     14.21     14.47 :    1.018
T112  STH R,m                :      9.29      9.46 :    1.018
T150  MVC m,m (5c)           :     18.57     18.91 :    1.018
T446  SRP m,i,i (30d,>>)     :    193.80    197.36 :    1.018
T262  CH R,m                 :      8.71      8.87 :    1.018
T538  STD R,m                :      9.78      9.96 :    1.018
T532  LD R,m (unal)          :      9.77      9.95 :    1.018
T161  MVN m,m (10c)          :     21.71     22.11 :    1.018
T504  LCER R,R               :      4.88      4.97 :    1.018
T237  XC m,m (250c)          :    249.86    254.47 :    1.018
T442  ZAP m,m (10d,30d)      :    106.11    108.07 :    1.018
T124  LM 2,7,m (6r)          :     15.15     15.43 :    1.018
T537  LRDR R,R               :      7.03      7.16 :    1.018
T224  SRA R,30               :      4.86      4.95 :    1.019
T105  LH R,m (unal3)         :     10.23     10.42 :    1.019
T507  LRER R,R               :      5.92      6.03 :    1.019
T212  MH R,m                 :      9.68      9.86 :    1.019
T500  LER R,R                :      4.30      4.38 :    1.019
T236  XC m,m (100c)          :    112.79    114.89 :    1.019
T257  TRT m,m (250c,zero)    :   1886.18   1921.39 :    1.019
T206  S R,m                  :      9.63      9.81 :    1.019
T220  SLA R,1                :      6.42      6.54 :    1.019
D411  ED (30c)               :    397.97    405.42 :    1.019
T103  L R,m (unal)           :      8.51      8.67 :    1.019
T238  NR R,R                 :      3.18      3.24 :    1.019
T165  MVZ m,m (10c)          :     21.69     22.10 :    1.019
T256  TRT m,m (100c,zero)    :    762.08    776.50 :    1.019
T230  XR R,R                 :      3.17      3.23 :    1.019
T536  LPDR R,R               :      5.28      5.38 :    1.019
T610  EX R,i (with TM)       :     31.12     31.71 :    1.019
T160  MVI m,i                :      7.89      8.04 :    1.019
T121  STM 2,7,m (6r)         :     14.19     14.46 :    1.019
T441  ZAP m,m (30d,30d)      :    106.14    108.16 :    1.019
T231  X R,m                  :      9.42      9.60 :    1.019
T253  TR m,m (100c)          :     77.45     78.93 :    1.019
T534  LCDR R,R               :      5.23      5.33 :    1.019
T560  AXR R,R                :     25.62     26.11 :    1.019
T169  MVCIN m,m (100c)       :    678.87    691.86 :    1.019
D173  MVCL (1kb)             :    104.96    106.97 :    1.019
T542  SDR R,R                :     15.14     15.43 :    1.019
T162  MVN m,m (30c)          :     37.01     37.72 :    1.019
T533  LTDR R,R               :      5.20      5.30 :    1.019
T547  DD R,m                 :    163.91    167.07 :    1.019
T551  CD R,m                 :     18.15     18.50 :    1.019
T271  CLC m,m (10c,ne)       :     32.06     32.68 :    1.019
T211  M R,m                  :     10.34     10.54 :    1.019
T202  AH R,m                 :      9.82     10.01 :    1.019
T255  TRT m,m (10c,zero)     :     83.08     84.69 :    1.019
T425  MP m,m (30d)           :    295.26    300.99 :    1.019
D610  EX R,i (bare, via TM)  :     22.06     22.49 :    1.019
T154  MVC m,m (100c)         :     24.51     24.99 :    1.020
T122  STM 14,12,m (15r)      :     20.92     21.33 :    1.020
T101  LA R,n                 :      3.06      3.12 :    1.020
T553  HDR R,R                :      7.14      7.28 :    1.020
T277  CLC m,m (250c,ne)      :     32.04     32.67 :    1.020
T502  LE R,m (unal)          :      9.66      9.85 :    1.020
T523  HER R,R                :      6.09      6.21 :    1.020
T254  TR m,m (250c)          :    168.04    171.36 :    1.020
T155  MVC m,m (250c)         :     34.35     35.03 :    1.020
T201  A R,m                  :      9.08      9.26 :    1.020
T241  SLDL R,1               :      5.54      5.65 :    1.020
T511  AE R,m                 :     19.57     19.96 :    1.020
T261  C R,m                  :      8.52      8.69 :    1.020
D426  DP m,m (10d)           :    447.81    456.82 :    1.020
T402  PACK m,m (5d)          :     37.89     38.67 :    1.021
T193  ICM R,i,m (0111)       :     13.11     13.38 :    1.021
T424  MP m,m (10d)           :    291.01    297.01 :    1.021
T106  LTR R,R                :      3.37      3.44 :    1.021
T305  BR R (far)             :     11.07     11.30 :    1.021
T505  LNER R,R               :      4.77      4.87 :    1.021
D178  MVCL (1kb,over1)       :     10.94     11.17 :    1.021
T265  CLI m,i                :      9.49      9.69 :    1.021
D176  MVCL (1kb,pad)         :     36.93     37.72 :    1.021
T123  LM 2,3,m (2r)          :     11.65     11.90 :    1.021
T301  BNZ l (no br)          :      2.31      2.36 :    1.022
D324  BASR R,R               :      6.40      6.54 :    1.022
T100  LR R,R                 :      2.26      2.31 :    1.022
T430  CP m,m (10d)           :    168.16    171.92 :    1.022
T440  ZAP m,m (10d,10d)      :    105.58    107.97 :    1.023
D290  CS R,R,m (eq,eq)       :     15.23     15.58 :    1.023
D296  CDS R,R,m (eq,ne)      :     15.09     15.45 :    1.024
D295  CDS R,R,m (eq,eq)      :     15.06     15.42 :    1.024
D322  BAL R,R                :      7.92      8.12 :    1.025
D320  BALR R,R               :      6.18      6.34 :    1.026
D174  MVCL (4kb)             :    358.37    367.65 :    1.026
T423  SP m,m (30d)           :    250.96    257.66 :    1.027
T422  SP m,m (10d)           :    238.75    245.29 :    1.027
D175  MVCL (100b,pad)        :     19.70     20.24 :    1.027
T544  MDR R,R                :     16.06     16.55 :    1.031
T221  SLDA R,1               :      7.33      7.56 :    1.031
T601  SPM R                  :      2.59      2.84 :    1.097
D177  MVCL (4kb,pad)         :    103.05    114.88 :    1.115
