s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2020-04-15_sys3.dat                        330   0.13%     0.4%
      02: 2020-04-18_sys2.dat                        330   6.12%    15.1%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
T153  MVC m,m (30c)          :     16.41     19.99 :    1.218
T517  DE R,m                 :     20.76     25.32 :    1.220
T538  STD R,m                :      8.17      9.97 :    1.220
T168  MVCIN m,m (30c)        :    167.38    204.26 :    1.220
T451  MVO m,m (30d)          :    105.53    128.85 :    1.221
D174  MVCL (4kb)             :    268.56    327.94 :    1.221
T154  MVC m,m (100c)         :     18.94     23.18 :    1.224
T157  MVC m,m (250c,over2)   :     25.50     31.23 :    1.225
T235  XC m,m (10c)           :     18.32     22.44 :    1.225
T155  MVC m,m (250c)         :     25.49     31.27 :    1.227
T167  MVCIN m,m (10c)        :     59.66     73.29 :    1.228
T151  MVC m,m (10c)          :     16.43     20.23 :    1.231
T544  MDR R,R                :     13.46     16.63 :    1.236
D172  MVCL (250b)            :     33.44     41.36 :    1.237
T315  BXLE R,R,l             :      7.12      8.81 :    1.237
T523  HER R,R                :      5.17      6.41 :    1.240
D281  CLCL (4kb,10b)         :     88.45    109.68 :    1.240
D280  CLCL (100b,10b)        :     85.48    106.10 :    1.241
T450  MVO m,m (10d)          :     40.32     50.23 :    1.246
T150  MVC m,m (5c)           :     14.28     17.81 :    1.247
T311  BCTR R,R               :      5.70      7.11 :    1.247
T262  CH R,m                 :      7.36      9.21 :    1.251
T254  TR m,m (250c)          :    122.68    153.69 :    1.253
T209  SL R,m                 :      8.47     10.62 :    1.254
T312  BCT R,l                :      6.81      8.54 :    1.254
T221  SLDA R,1               :      6.00      7.54 :    1.257
T502  LE R,m (unal)          :      7.59      9.59 :    1.264
T266  CLM R,i,m              :      9.74     12.33 :    1.266
T237  XC m,m (250c)          :    179.92    227.87 :    1.267
T202  AH R,m                 :      7.89     10.00 :    1.267
T507  LRER R,R               :      4.86      6.19 :    1.274
T203  ALR R,R                :      2.20      2.81 :    1.277
T403  PACK m,m (15d)         :     75.26     96.25 :    1.279
T503  LTER R,R               :      3.97      5.08 :    1.280
T539  STD R,m (unal)         :      7.71      9.89 :    1.283
T160  MVI m,i                :      6.20      7.96 :    1.284
T514  MER R,R                :      8.15     10.54 :    1.293
T208  SLR R,R                :      2.21      2.87 :    1.299
T206  S R,m                  :      7.62      9.90 :    1.299
T122  STM 14,12,m (15r)      :     15.40     20.04 :    1.301
T402  PACK m,m (5d)          :     29.76     38.78 :    1.303
T117  STCM R,i,m (1100)      :     10.71     14.02 :    1.309
T600  STCK m                 :     69.17     90.60 :    1.310
T534  LCDR R,R               :      3.96      5.20 :    1.313
T116  STCM R,i,m (0010)      :      9.96     13.09 :    1.314
T242  SRL R,1                :      3.45      4.55 :    1.319
T520  CER R,R                :      8.33     11.00 :    1.321
T121  STM 2,7,m (6r)         :     11.06     14.68 :    1.327
T515  ME R,m                 :     11.63     15.45 :    1.328
T501  LE R,m                 :      6.99      9.33 :    1.335
T550  CDR R,R                :      8.99     12.02 :    1.337
T553  HDR R,R                :      5.68      7.61 :    1.340
T552  AWR R,R                :      9.09     12.22 :    1.344
T533  LTDR R,R               :      3.86      5.22 :    1.352
T112  STH R,m                :      7.00      9.48 :    1.354
T223  SRDA R,1               :      4.61      6.25 :    1.356
T537  LRDR R,R               :      5.45      7.40 :    1.358
T522  AUR R,R                :      7.40     10.07 :    1.361
T124  LM 2,7,m (6r)          :     11.24     15.32 :    1.363
D178  MVCL (1kb,over1)       :      8.47     11.60 :    1.370
T541  AD R,m                 :     15.20     20.82 :    1.370
T542  SDR R,R                :     11.36     15.61 :    1.374
T511  AE R,m                 :     14.35     19.72 :    1.374
T205  SR R,R                 :      2.84      3.91 :    1.377
T540  ADR R,R                :     11.30     15.58 :    1.379
T521  CE R,m                 :     12.23     16.89 :    1.381
T105  LH R,m (unal3)         :      6.95      9.60 :    1.381
T230  XR R,R                 :      2.35      3.25 :    1.383
T504  LCER R,R               :      3.53      4.89 :    1.385
T118  STCM R,i,m (0111)      :      7.15      9.91 :    1.386
T108  LNR R,R                :      2.38      3.30 :    1.387
T201  A R,m                  :      6.75      9.38 :    1.390
T513  SE R,m                 :     14.67     20.43 :    1.393
T245  SLDL R,60              :      4.16      5.80 :    1.394
T200  AR R,R                 :      2.46      3.43 :    1.394
T543  SD R,m                 :     15.47     21.62 :    1.398
T125  LM 0,11,m (12r)        :     15.29     21.41 :    1.400
T120  STM 2,3,m (2r)         :      7.98     11.18 :    1.401
T241  SLDL R,1               :      4.16      5.84 :    1.404
T225  SRDA R,60              :      4.61      6.48 :    1.406
T261  C R,m                  :      6.23      8.76 :    1.406
T123  LM 2,3,m (2r)          :      8.35     11.77 :    1.410
T220  SLA R,1                :      4.63      6.54 :    1.413
T207  SH R,m                 :      7.46     10.54 :    1.413
T243  SRDL R,1               :      4.16      5.88 :    1.413
T536  LPDR R,R               :      3.74      5.30 :    1.417
T107  LCR R,R                :      2.62      3.72 :    1.420
T535  LNDR R,R               :      3.89      5.53 :    1.422
T106  LTR R,R                :      2.46      3.51 :    1.427
T512  SER R,R                :     10.52     15.04 :    1.430
T211  M R,m                  :      7.05     10.08 :    1.430
T244  SLL R,30               :      3.17      4.55 :    1.435
T240  SLL R,1                :      3.16      4.54 :    1.437
D611  EX R,i (bare, via XI)  :     15.09     21.79 :    1.444
T401  CVD R,m                :     25.34     36.75 :    1.450
T551  CD R,m                 :     12.69     18.42 :    1.452
T310  BCTR R,0               :      2.40      3.51 :    1.462
T611  EX R,i (with XI)       :     21.60     31.68 :    1.467
T510  AER R,R                :     10.41     15.33 :    1.473
T509  STE R,m (unal)         :      6.66      9.82 :    1.474
T231  X R,m                  :      6.44      9.51 :    1.477
T531  LD R,m                 :      6.95     10.29 :    1.481
T532  LD R,m (unal)          :      6.87     10.18 :    1.482
T508  STE R,m                :      6.23      9.25 :    1.485
T204  AL R,m                 :      7.15     10.65 :    1.490
T239  OR R,R                 :      2.36      3.52 :    1.492
T222  SRA R,1                :      3.47      5.20 :    1.499
T103  L R,m (unal)           :      6.01      9.01 :    1.499
T238  NR R,R                 :      2.36      3.54 :    1.500
T224  SRA R,30               :      3.47      5.21 :    1.501
T109  LPR R,R                :      2.62      3.96 :    1.511
T250  TM m,i                 :      5.85      8.87 :    1.516
T212  MH R,m                 :      6.66     10.11 :    1.518
T232  XI m,i                 :      6.51      9.89 :    1.519
T560  AXR R,R                :     17.07     25.97 :    1.521
T610  EX R,i (with TM)       :     20.44     31.14 :    1.523
D610  EX R,i (bare, via TM)  :     14.59     22.27 :    1.526
T505  LNER R,R               :      3.40      5.21 :    1.532
T190  IC R,m                 :      6.08      9.35 :    1.538
T111  ST R,m (unal)          :      5.86      9.04 :    1.543
T265  CLI m,i                :      6.41      9.99 :    1.559
T110  ST R,m                 :      5.00      7.80 :    1.560
T506  LPER R,R               :      3.65      5.71 :    1.564
T304  BR R                   :      4.33      6.79 :    1.568
T104  LH R,m                 :      6.07      9.52 :    1.568
T500  LER R,R                :      3.53      5.66 :    1.603
T530  LDR R,R                :      3.55      5.70 :    1.606
T210  MR R,R                 :      3.37      5.63 :    1.671
D175  MVCL (100b,pad)        :     16.47     27.72 :    1.683
D176  MVCL (1kb,pad)         :     20.14     35.30 :    1.753
D177  MVCL (4kb,pad)         :     52.85     94.57 :    1.789
D321  BALR R,R (far)         :     15.67     29.13 :    1.859
