s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2018-03-31_sys2.dat                        330   0.89%     4.5%
      02: 2018-03-31_sys2-1cpu.dat                   330   0.21%     7.5%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
T157  MVC m,m (250c,over2)   :     31.22     31.10 :    0.996
D321  BALR R,R (far)         :     29.02     28.91 :    0.996
T207  SH R,m                 :     10.58     10.54 :    0.996
T209  SL R,m                 :     10.60     10.56 :    0.996
T536  LPDR R,R               :      5.32      5.30 :    0.996
T535  LNDR R,R               :      5.45      5.43 :    0.996
T192  ICM R,i,m (1100)       :     16.48     16.42 :    0.996
T101  LA R,n                 :      2.77      2.76 :    0.996
T235  XC m,m (10c)           :     22.35     22.27 :    0.996
T312  BCT R,l                :      8.41      8.38 :    0.996
T203  ALR R,R                :      2.81      2.80 :    0.996
T506  LPER R,R               :      5.68      5.66 :    0.996
T530  LDR R,R                :      5.70      5.68 :    0.996
D325  BAS R,R                :      8.57      8.54 :    0.996
T208  SLR R,R                :      2.87      2.86 :    0.997
T245  SLDL R,60              :      5.77      5.75 :    0.997
T154  MVC m,m (100c)         :     23.10     23.02 :    0.997
T516  DER R,R                :     20.30     20.23 :    0.997
T261  C R,m                  :      8.70      8.67 :    0.997
T510  AER R,R                :     14.56     14.51 :    0.997
T250  TM m,i                 :      8.82      8.79 :    0.997
T150  MVC m,m (5c)           :     17.66     17.60 :    0.997
T400  CVB R,m                :     38.90     38.77 :    0.997
T442  ZAP m,m (10d,30d)      :    100.87    100.54 :    0.997
T266  CLM R,i,m              :     12.30     12.26 :    0.997
T156  MVC m,m (250c,over1)   :    351.62    350.48 :    0.997
T507  LRER R,R               :      6.17      6.15 :    0.997
T231  X R,m                  :      9.39      9.36 :    0.997
T276  CLC m,m (250c,eq)      :    165.90    165.37 :    0.997
D282  CLCL (4kb,100b)        :    870.45    867.67 :    0.997
D171  MVCL (100b)            :     31.79     31.69 :    0.997
T445  SRP m,i,i (30d,<<)     :    126.09    125.70 :    0.997
T265  CLI m,i                :      9.79      9.76 :    0.997
T118  STCM R,i,m (0111)      :      9.81      9.78 :    0.997
T122  STM 14,12,m (15r)      :     19.73     19.67 :    0.997
T153  MVC m,m (30c)          :     19.73     19.67 :    0.997
T532  LD R,m (unal)          :      9.87      9.84 :    0.997
T206  S R,m                  :      9.89      9.86 :    0.997
T211  M R,m                  :      9.94      9.91 :    0.997
T212  MH R,m                 :     10.02      9.99 :    0.997
D216  D R,m                  :     20.20     20.14 :    0.997
T125  LM 0,11,m (12r)        :     20.33     20.27 :    0.997
T200  AR R,R                 :      3.40      3.39 :    0.997
T541  AD R,m                 :     20.65     20.59 :    0.997
T421  AP m,m (30d)           :    217.21    216.58 :    0.997
D173  MVCL (1kb)             :     96.68     96.40 :    0.997
T155  MVC m,m (250c)         :     31.20     31.11 :    0.997
D426  DP m,m (10d)           :    442.87    441.61 :    0.997
T106  LTR R,R                :      3.52      3.51 :    0.997
T310  BCTR R,0               :      3.55      3.54 :    0.997
T302  BNZ l (do br)          :      7.16      7.14 :    0.997
D178  MVCL (1kb,over1)       :     10.77     10.74 :    0.997
T107  LCR R,R                :      3.65      3.64 :    0.997
T423  SP m,m (30d)           :    233.56    232.93 :    0.997
T561  MXR R,R                :     29.68     29.60 :    0.997
T221  SLDA R,1               :      7.43      7.41 :    0.997
T545  MD R,m                 :     22.32     22.26 :    0.997
T273  CLC m,m (30c,ne)       :     30.05     29.97 :    0.997
D174  MVCL (4kb)             :    325.75    324.89 :    0.997
T109  LPR R,R                :      3.79      3.78 :    0.997
T451  MVO m,m (30d)          :    129.11    128.77 :    0.997
T259  TRT m,m (250c,100b)    :    799.32    797.28 :    0.997
T160  MVI m,i                :      7.91      7.89 :    0.997
T441  ZAP m,m (30d,30d)      :    100.61    100.36 :    0.998
T116  STCM R,i,m (0010)      :     12.30     12.27 :    0.998
T560  AXR R,R                :     25.66     25.60 :    0.998
T402  PACK m,m (5d)          :     38.52     38.43 :    0.998
T103  L R,m (unal)           :      8.60      8.58 :    0.998
T117  STCM R,i,m (1100)      :     13.36     13.33 :    0.998
D280  CLCL (100b,10b)        :     98.28     98.06 :    0.998
T242  SRL R,1                :      4.47      4.46 :    0.998
T104  LH R,m                 :      9.09      9.07 :    0.998
T501  LE R,m                 :      9.22      9.20 :    0.998
T446  SRP m,i,i (30d,>>)     :    187.37    186.97 :    0.998
T113  STH R,m (unal1)        :      9.40      9.38 :    0.998
T112  STH R,m                :      9.47      9.45 :    0.998
T121  STM 2,7,m (6r)         :     14.38     14.35 :    0.998
T504  LCER R,R               :      4.84      4.83 :    0.998
T517  DE R,m                 :     24.95     24.90 :    0.998
T443  ZAP m,m (30d,10d)      :    100.39    100.19 :    0.998
T424  MP m,m (10d)           :    277.65    277.10 :    0.998
T505  LNER R,R               :      5.11      5.10 :    0.998
T191  ICM R,i,m (0010)       :     15.87     15.84 :    0.998
T450  MVO m,m (10d)          :     49.91     49.82 :    0.998
T270  CLC m,m (10c,eq)       :     34.19     34.13 :    0.998
T168  MVCIN m,m (30c)        :    204.04    203.70 :    0.998
T610  EX R,i (with TM)       :     30.57     30.52 :    0.998
T258  TRT m,m (250c,10b)     :     93.44     93.29 :    0.998
T440  ZAP m,m (10d,10d)      :    100.57    100.41 :    0.998
D281  CLCL (4kb,10b)         :    100.88    100.72 :    0.998
T255  TRT m,m (10c,zero)     :     84.11     83.98 :    0.998
D410  ED (10c)               :    129.41    129.21 :    0.998
T151  MVC m,m (10c)          :     20.01     19.98 :    0.999
T304  BR R                   :      6.70      6.69 :    0.999
T420  AP m,m (10d)           :    221.84    221.54 :    0.999
T256  TRT m,m (100c,zero)    :    782.46    781.41 :    0.999
D283  CLCL (4kb,250b)        :   2134.36   2131.72 :    0.999
T167  MVCIN m,m (10c)        :     73.19     73.10 :    0.999
T115  STC R,m                :      8.83      8.82 :    0.999
T272  CLC m,m (30c,eq)       :     45.29     45.24 :    0.999
T114  STH R,m (unal3)        :      9.35      9.34 :    0.999
T254  TR m,m (250c)          :    151.23    151.07 :    0.999
T105  LH R,m (unal3)         :      9.48      9.47 :    0.999
T403  PACK m,m (15d)         :     96.11     96.01 :    0.999
D172  MVCL (250b)            :     40.94     40.90 :    0.999
T405  UNPK m,m (15d)         :    102.57    102.47 :    0.999
D427  DP m,m (30d)           :   1030.89   1029.92 :    0.999
D610  EX R,i (bare, via TM)  :     21.75     21.73 :    0.999
T431  CP m,m (30d)           :    158.00    157.88 :    0.999
T253  TR m,m (100c)          :     69.62     69.57 :    0.999
T274  CLC m,m (100c,eq)      :     83.62     83.56 :    0.999
T257  TRT m,m (250c,zero)    :   1936.51   1935.16 :    0.999
T271  CLC m,m (10c,ne)       :     29.99     29.97 :    0.999
T275  CLC m,m (100c,ne)      :     30.00     29.98 :    0.999
T277  CLC m,m (250c,ne)      :     30.00     29.98 :    0.999
T252  TR m,m (10c)           :     16.44     16.43 :    0.999
T236  XC m,m (100c)          :    101.14    101.08 :    0.999
T404  UNPK m,m (5d)          :     42.84     42.82 :    1.000
T169  MVCIN m,m (100c)       :    667.17    666.88 :    1.000
T611  EX R,i (with XI)       :     30.62     30.61 :    1.000
T430  CP m,m (10d)           :    157.86    157.83 :    1.000
D175  MVCL (100b,pad)        :     19.89     19.89 :    1.000
T108  LNR R,R                :      3.22      3.22 :    1.000
T238  NR R,R                 :      3.56      3.56 :    1.000
T260  CR R,R                 :      2.56      2.56 :    1.000
T301  BNZ l (no br)          :      2.11      2.11 :    1.000
T601  SPM R                  :      2.79      2.79 :    1.000
T547  DD R,m                 :    156.37    156.41 :    1.000
T401  CVD R,m                :     36.04     36.05 :    1.000
T546  DDR R,R                :    152.40    152.45 :    1.000
D611  EX R,i (bare, via XI)  :     20.85     20.88 :    1.001
D323  BAL R,R (far)          :     16.18     16.22 :    1.002
D322  BAL R,R                :      8.62      8.66 :    1.005
T600  STCK m                 :     65.48     68.46 :    1.046
