s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2018-04-28_srv4.dat                        330   3.54%    12.3%
      02: 2018-03-31_sys2.dat                        330   0.89%     4.5%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
T277  CLC m,m (250c,ne)      :     30.15     30.00 :    0.995
D291  CS R,R,m (eq,ne)       :     37.01     36.84 :    0.995
T275  CLC m,m (100c,ne)      :     30.10     30.00 :    0.997
T273  CLC m,m (30c,ne)       :     30.00     30.05 :    1.002
D620  TS m (zero)            :     34.45     34.56 :    1.003
T260  CR R,R                 :      2.55      2.56 :    1.004
T300  BCR 0,0 (noop)         :      2.48      2.49 :    1.004
T271  CLC m,m (10c,ne)       :     29.83     29.99 :    1.005
T423  SP m,m (30d)           :    230.59    233.56 :    1.013
T252  TR m,m (10c)           :     16.18     16.44 :    1.016
T263  CLR R,R                :      2.46      2.51 :    1.020
D426  DP m,m (10d)           :    432.12    442.87 :    1.025
D295  CDS R,R,m (eq,eq)      :     38.39     39.36 :    1.025
D296  CDS R,R,m (eq,ne)      :     38.37     39.40 :    1.027
D176  MVCL (1kb,pad)         :     35.17     36.18 :    1.029
T312  BCT R,l                :      8.14      8.41 :    1.033
T151  MVC m,m (10c)          :     19.34     20.01 :    1.035
T315  BXLE R,R,l             :      8.24      8.58 :    1.041
T421  AP m,m (30d)           :    207.95    217.21 :    1.045
T514  MER R,R                :      9.60     10.06 :    1.048
T161  MVN m,m (10c)          :     19.14     20.06 :    1.048
T431  CP m,m (30d)           :    150.73    158.00 :    1.048
T430  CP m,m (10d)           :    150.54    157.86 :    1.049
T311  BCTR R,R               :      6.76      7.11 :    1.052
T165  MVZ m,m (10c)          :     19.03     20.02 :    1.052
T517  DE R,m                 :     23.67     24.95 :    1.054
T561  MXR R,R                :     28.08     29.68 :    1.057
T422  SP m,m (10d)           :    211.62    223.74 :    1.057
T420  AP m,m (10d)           :    209.46    221.84 :    1.059
T305  BR R (far)             :     10.12     10.73 :    1.060
T601  SPM R                  :      2.63      2.79 :    1.061
D283  CLCL (4kb,250b)        :   2006.99   2134.36 :    1.063
T154  MVC m,m (100c)         :     21.68     23.10 :    1.065
D282  CLCL (4kb,100b)        :    816.61    870.45 :    1.066
D280  CLCL (100b,10b)        :     92.20     98.28 :    1.066
T152  MVC m,m (15c)          :     17.95     19.15 :    1.067
T169  MVCIN m,m (100c)       :    624.26    667.17 :    1.069
T441  ZAP m,m (30d,30d)      :     94.10    100.61 :    1.069
T153  MVC m,m (30c)          :     18.38     19.73 :    1.073
T168  MVCIN m,m (30c)        :    190.02    204.04 :    1.074
T400  CVB R,m                :     36.18     38.90 :    1.075
T446  SRP m,i,i (30d,>>)     :    173.54    187.37 :    1.080
D216  D R,m                  :     18.69     20.20 :    1.081
T167  MVCIN m,m (10c)        :     67.61     73.19 :    1.083
T157  MVC m,m (250c,over2)   :     28.76     31.22 :    1.086
T150  MVC m,m (5c)           :     16.25     17.66 :    1.087
T155  MVC m,m (250c)         :     28.70     31.20 :    1.087
T451  MVO m,m (30d)          :    118.75    129.11 :    1.087
D281  CLCL (4kb,10b)         :     92.64    100.88 :    1.089
D611  EX R,i (bare, via XI)  :     19.13     20.85 :    1.090
T515  ME R,m                 :     13.76     15.06 :    1.094
D173  MVCL (1kb)             :     88.12     96.68 :    1.097
T443  ZAP m,m (30d,10d)      :     91.47    100.39 :    1.098
T440  ZAP m,m (10d,10d)      :     91.56    100.57 :    1.098
T405  UNPK m,m (15d)         :     93.33    102.57 :    1.099
T236  XC m,m (100c)          :     91.88    101.14 :    1.101
T442  ZAP m,m (10d,30d)      :     91.56    100.87 :    1.102
T253  TR m,m (100c)          :     62.98     69.62 :    1.105
T450  MVO m,m (10d)          :     45.11     49.91 :    1.106
T116  STCM R,i,m (0010)      :     11.11     12.30 :    1.107
D174  MVCL (4kb)             :    294.22    325.75 :    1.107
T544  MDR R,R                :     14.78     16.37 :    1.108
D411  ED (30c)               :    351.44    389.96 :    1.110
D179  MVCL (1kb,over2)       :     93.12    103.63 :    1.113
D415  EDMK (10c)             :    118.62    132.04 :    1.113
T117  STCM R,i,m (1100)      :     11.99     13.36 :    1.114
T611  EX R,i (with XI)       :     27.43     30.62 :    1.116
T203  ALR R,R                :      2.51      2.81 :    1.120
T560  AXR R,R                :     22.92     25.66 :    1.120
T402  PACK m,m (5d)          :     34.34     38.52 :    1.122
T550  CDR R,R                :     10.64     11.94 :    1.122
T404  UNPK m,m (5d)          :     38.17     42.84 :    1.122
T445  SRP m,i,i (30d,<<)     :    112.30    126.09 :    1.123
T205  SR R,R                 :      3.43      3.86 :    1.125
T235  XC m,m (10c)           :     19.86     22.35 :    1.125
T237  XC m,m (250c)          :    200.07    225.18 :    1.126
T424  MP m,m (10d)           :    246.47    277.65 :    1.127
T403  PACK m,m (15d)         :     85.30     96.11 :    1.127
T254  TR m,m (250c)          :    134.09    151.23 :    1.128
T266  CLM R,i,m              :     10.86     12.30 :    1.133
D410  ED (10c)               :    114.13    129.41 :    1.134
T122  STM 14,12,m (15r)      :     17.40     19.73 :    1.134
T230  XR R,R                 :      2.82      3.20 :    1.135
T425  MP m,m (30d)           :    244.16    277.56 :    1.137
T208  SLR R,R                :      2.52      2.87 :    1.139
T533  LTDR R,R               :      4.54      5.18 :    1.141
T522  AUR R,R                :      8.75     10.01 :    1.144
T123  LM 2,3,m (2r)          :      9.87     11.30 :    1.145
D175  MVCL (100b,pad)        :     17.34     19.89 :    1.147
T200  AR R,R                 :      2.96      3.40 :    1.149
T507  LRER R,R               :      5.37      6.17 :    1.149
D170  MVCL (10b)             :     21.65     24.92 :    1.151
T534  LCDR R,R               :      4.51      5.20 :    1.153
T520  CER R,R                :      9.52     10.98 :    1.153
T118  STCM R,i,m (0111)      :      8.48      9.81 :    1.157
D172  MVCL (250b)            :     35.36     40.94 :    1.158
T512  SER R,R                :     12.62     14.64 :    1.160
T540  ADR R,R                :     13.30     15.43 :    1.160
T504  LCER R,R               :      4.17      4.84 :    1.161
D171  MVCL (100b)            :     27.38     31.79 :    1.161
T510  AER R,R                :     12.53     14.56 :    1.162
T542  SDR R,R                :     13.36     15.53 :    1.162
T545  MD R,m                 :     19.18     22.32 :    1.164
T259  TRT m,m (250c,100b)    :    686.42    799.32 :    1.164
T257  TRT m,m (250c,zero)    :   1662.61   1936.51 :    1.165
T256  TRT m,m (100c,zero)    :    671.39    782.46 :    1.165
T258  TRT m,m (250c,10b)     :     80.02     93.44 :    1.168
T201  A R,m                  :      7.99      9.33 :    1.168
T223  SRDA R,1               :      5.35      6.26 :    1.170
T120  STM 2,3,m (2r)         :      9.41     11.02 :    1.171
T255  TRT m,m (10c,zero)     :     71.79     84.11 :    1.172
T536  LPDR R,R               :      4.54      5.32 :    1.172
T160  MVI m,i                :      6.75      7.91 :    1.172
T124  LM 2,7,m (6r)          :     13.01     15.28 :    1.174
T225  SRDA R,60              :      5.33      6.26 :    1.174
T513  SE R,m                 :     17.00     19.97 :    1.175
T108  LNR R,R                :      2.74      3.22 :    1.175
T232  XI m,i                 :      8.31      9.77 :    1.176
T552  AWR R,R                :     10.32     12.15 :    1.177
T125  LM 0,11,m (12r)        :     17.26     20.33 :    1.178
T103  L R,m (unal)           :      7.29      8.60 :    1.180
T105  LH R,m (unal3)         :      8.03      9.48 :    1.181
T190  IC R,m                 :      7.60      8.98 :    1.182
T264  CL R,m                 :      6.55      7.74 :    1.182
T211  M R,m                  :      8.40      9.94 :    1.183
T537  LRDR R,R               :      6.23      7.38 :    1.185
D178  MVCL (1kb,over1)       :      9.09     10.77 :    1.185
T250  TM m,i                 :      7.43      8.82 :    1.187
T523  HER R,R                :      5.28      6.27 :    1.187
T543  SD R,m                 :     17.66     20.98 :    1.188
T202  AH R,m                 :      8.44     10.03 :    1.188
T610  EX R,i (with TM)       :     25.68     30.57 :    1.190
T121  STM 2,7,m (6r)         :     12.07     14.38 :    1.191
T102  L R,m                  :      6.27      7.47 :    1.191
D610  EX R,i (bare, via TM)  :     18.25     21.75 :    1.192
T502  LE R,m (unal)          :      8.03      9.57 :    1.192
T539  STD R,m (unal)         :      8.23      9.83 :    1.194
T245  SLDL R,60              :      4.83      5.77 :    1.195
T231  X R,m                  :      7.86      9.39 :    1.195
T115  STC R,m                :      7.39      8.83 :    1.195
T209  SL R,m                 :      8.87     10.60 :    1.195
T521  CE R,m                 :     14.04     16.78 :    1.195
T262  CH R,m                 :      7.65      9.15 :    1.196
T541  AD R,m                 :     17.25     20.65 :    1.197
T530  LDR R,R                :      4.76      5.70 :    1.197
T204  AL R,m                 :      8.67     10.39 :    1.198
T500  LER R,R                :      4.62      5.54 :    1.199
T243  SRDL R,1               :      4.82      5.78 :    1.199
T535  LNDR R,R               :      4.54      5.45 :    1.200
T503  LTER R,R               :      4.17      5.01 :    1.201
T241  SLDL R,1               :      4.81      5.78 :    1.202
T508  STE R,m                :      7.60      9.14 :    1.203
T104  LH R,m                 :      7.55      9.09 :    1.204
T511  AE R,m                 :     16.25     19.59 :    1.206
T109  LPR R,R                :      3.14      3.79 :    1.207
T505  LNER R,R               :      4.23      5.11 :    1.208
T538  STD R,m                :      8.14      9.84 :    1.209
T531  LD R,m                 :      8.26      9.99 :    1.209
T310  BCTR R,0               :      2.93      3.55 :    1.212
T110  ST R,m                 :      6.36      7.71 :    1.212
T532  LD R,m (unal)          :      8.13      9.87 :    1.214
T261  C R,m                  :      7.15      8.70 :    1.217
T501  LE R,m                 :      7.57      9.22 :    1.218
T206  S R,m                  :      8.12      9.89 :    1.218
T265  CLI m,i                :      8.01      9.79 :    1.222
T220  SLA R,1                :      5.29      6.47 :    1.223
T111  ST R,m (unal)          :      7.05      8.65 :    1.227
T207  SH R,m                 :      8.62     10.58 :    1.227
T509  STE R,m (unal)         :      7.90      9.71 :    1.229
T112  STH R,m                :      7.70      9.47 :    1.230
T553  HDR R,R                :      6.13      7.56 :    1.233
T551  CD R,m                 :     14.68     18.15 :    1.236
T107  LCR R,R                :      2.94      3.65 :    1.241
T114  STH R,m (unal3)        :      7.51      9.35 :    1.245
T221  SLDA R,1               :      5.96      7.43 :    1.247
T113  STH R,m (unal1)        :      7.54      9.40 :    1.247
T212  MH R,m                 :      8.03     10.02 :    1.248
T106  LTR R,R                :      2.82      3.52 :    1.248
T239  OR R,R                 :      2.81      3.55 :    1.263
T238  NR R,R                 :      2.81      3.56 :    1.267
T244  SLL R,30               :      3.40      4.32 :    1.271
T240  SLL R,1                :      3.39      4.31 :    1.271
T401  CVD R,m                :     28.30     36.04 :    1.273
T304  BR R                   :      5.19      6.70 :    1.291
T506  LPER R,R               :      4.31      5.68 :    1.318
T242  SRL R,1                :      3.38      4.47 :    1.322
T224  SRA R,30               :      3.84      5.13 :    1.336
T222  SRA R,1                :      3.84      5.14 :    1.339
T210  MR R,R                 :      4.21      5.75 :    1.366
D321  BALR R,R (far)         :     17.03     29.02 :    1.704
