s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2020-04-18_sys1.dat                        330   0.21%     4.9%
      02: 2018-04-01_sys1-08.dat                     330   0.52%     6.2%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
T257  TRT m,m (250c,zero)    :   2631.09   2632.79 :    1.001
T114  STH R,m (unal3)        :     15.42     15.43 :    1.001
T611  EX R,i (with XI)       :     44.73     44.76 :    1.001
T104  LH R,m                 :     14.52     14.53 :    1.001
T111  ST R,m (unal)          :     13.58     13.59 :    1.001
D174  MVCL (4kb)             :    412.58    412.89 :    1.001
T401  CVD R,m                :     57.59     57.64 :    1.001
T270  CLC m,m (10c,eq)       :     44.05     44.09 :    1.001
T156  MVC m,m (250c,over1)   :    448.66    449.07 :    1.001
T537  LRDR R,R               :     10.36     10.37 :    1.001
T193  ICM R,i,m (0111)       :     18.89     18.91 :    1.001
D411  ED (30c)               :    592.86    593.52 :    1.001
T256  TRT m,m (100c,zero)    :   1064.14   1065.35 :    1.001
T400  CVB R,m                :     58.15     58.22 :    1.001
T531  LD R,m                 :     14.74     14.76 :    1.001
T402  PACK m,m (5d)          :     57.47     57.55 :    1.001
T262  CH R,m                 :     14.25     14.27 :    1.001
T261  C R,m                  :     14.19     14.21 :    1.001
D280  CLCL (100b,10b)        :    140.29    140.49 :    1.001
T540  ADR R,R                :     20.57     20.60 :    1.001
D283  CLCL (4kb,250b)        :   3040.66   3045.11 :    1.001
T237  XC m,m (250c)          :    300.09    300.54 :    1.001
T517  DE R,m                 :     32.64     32.69 :    1.002
T503  LTER R,R               :      6.09      6.10 :    1.002
T521  CE R,m                 :     23.53     23.57 :    1.002
T505  LNER R,R               :      5.81      5.82 :    1.002
T543  SD R,m                 :     28.93     28.98 :    1.002
T166  MVZ m,m (30c)          :     50.04     50.13 :    1.002
T425  MP m,m (30d)           :    492.73    493.63 :    1.002
T150  MVC m,m (5c)           :     27.18     27.23 :    1.002
T511  AE R,m                 :     26.86     26.91 :    1.002
T550  CDR R,R                :     15.74     15.77 :    1.002
T258  TRT m,m (250c,10b)     :    128.34    128.59 :    1.002
T312  BCT R,l                :      9.85      9.87 :    1.002
T553  HDR R,R                :      9.78      9.80 :    1.002
T560  AXR R,R                :     33.40     33.47 :    1.002
T272  CLC m,m (30c,eq)       :     70.80     70.95 :    1.002
T450  MVO m,m (10d)          :     80.17     80.34 :    1.002
T302  BNZ l (do br)          :      9.36      9.38 :    1.002
D611  EX R,i (bare, via XI)  :     27.71     27.77 :    1.002
D179  MVCL (1kb,over2)       :    200.07    200.53 :    1.002
T254  TR m,m (250c)          :    193.40    193.85 :    1.002
T110  ST R,m                 :     12.76     12.79 :    1.002
T546  DDR R,R                :    189.54    189.99 :    1.002
T541  AD R,m                 :     28.97     29.04 :    1.002
T446  SRP m,i,i (30d,>>)     :    323.89    324.69 :    1.002
T108  LNR R,R                :      3.96      3.97 :    1.003
T208  SLR R,R                :      3.83      3.84 :    1.003
T260  CR R,R                 :      3.82      3.83 :    1.003
T403  PACK m,m (15d)         :    143.74    144.12 :    1.003
D282  CLCL (4kb,100b)        :   1236.56   1239.83 :    1.003
T203  ALR R,R                :      3.72      3.73 :    1.003
T169  MVCIN m,m (100c)       :   1043.33   1046.18 :    1.003
T405  UNPK m,m (15d)         :    152.95    153.37 :    1.003
T451  MVO m,m (30d)          :    206.36    206.94 :    1.003
T253  TR m,m (100c)          :     93.07     93.34 :    1.003
T212  MH R,m                 :     17.19     17.24 :    1.003
T259  TRT m,m (250c,100b)    :   1078.94   1082.15 :    1.003
T168  MVCIN m,m (30c)        :    318.69    319.66 :    1.003
T209  SL R,m                 :     16.34     16.39 :    1.003
T116  STCM R,i,m (0010)      :     19.44     19.50 :    1.003
T102  L R,m                  :     12.77     12.81 :    1.003
T264  CL R,m                 :     12.60     12.64 :    1.003
T210  MR R,R                 :      6.24      6.26 :    1.003
T561  MXR R,R                :     43.58     43.72 :    1.003
T504  LCER R,R               :      6.17      6.19 :    1.003
T507  LRER R,R               :      9.22      9.25 :    1.003
T223  SRDA R,1               :      9.03      9.06 :    1.003
T225  SRDA R,60              :      9.03      9.06 :    1.003
T274  CLC m,m (100c,eq)      :    164.36    164.91 :    1.003
T190  IC R,m                 :     14.71     14.76 :    1.003
T547  DD R,m                 :    196.46    197.15 :    1.004
T276  CLC m,m (250c,eq)      :    364.89    366.18 :    1.004
T255  TRT m,m (10c,zero)     :    115.04    115.45 :    1.004
T207  SH R,m                 :     16.46     16.52 :    1.004
T500  LER R,R                :      5.38      5.40 :    1.004
T160  MVI m,i                :     13.13     13.18 :    1.004
T204  AL R,m                 :     15.50     15.56 :    1.004
T542  SDR R,R                :     20.27     20.35 :    1.004
T404  UNPK m,m (5d)          :     63.37     63.63 :    1.004
T501  LE R,m                 :     14.29     14.35 :    1.004
T125  LM 0,11,m (12r)        :     28.34     28.46 :    1.004
T221  SLDA R,1               :     11.59     11.64 :    1.004
T167  MVCIN m,m (10c)        :    114.80    115.30 :    1.004
T103  L R,m (unal)           :     15.04     15.11 :    1.005
T538  STD R,m                :     14.72     14.79 :    1.005
T551  CD R,m                 :     24.58     24.71 :    1.005
T539  STD R,m (unal)         :     14.63     14.71 :    1.005
T211  M R,m                  :     18.11     18.21 :    1.006
T120  STM 2,3,m (2r)         :     17.51     17.61 :    1.006
T545  MD R,m                 :     30.69     30.88 :    1.006
T235  XC m,m (10c)           :     31.85     32.05 :    1.006
T422  SP m,m (10d)           :    442.15    444.98 :    1.006
T420  AP m,m (10d)           :    439.93    442.89 :    1.007
T250  TM m,i                 :     14.85     14.95 :    1.007
T430  CP m,m (10d)           :    348.53    351.03 :    1.007
T442  ZAP m,m (10d,30d)      :    198.76    200.19 :    1.007
T155  MVC m,m (250c)         :     56.27     56.68 :    1.007
T523  HER R,R                :      8.16      8.22 :    1.007
T106  LTR R,R                :      4.01      4.04 :    1.007
D290  CS R,R,m (eq,eq)       :     77.58     78.20 :    1.008
T423  SP m,m (30d)           :    500.19    504.19 :    1.008
T445  SRP m,i,i (30d,<<)     :    230.45    232.33 :    1.008
T165  MVZ m,m (10c)          :     32.42     32.69 :    1.008
T107  LCR R,R                :      4.66      4.70 :    1.009
T421  AP m,m (30d)           :    495.47    499.73 :    1.009
T263  CLR R,R                :      3.43      3.46 :    1.009
T532  LD R,m (unal)          :     15.05     15.19 :    1.009
T506  LPER R,R               :      6.15      6.21 :    1.010
T424  MP m,m (10d)           :    491.19    496.01 :    1.010
T241  SLDL R,1               :      8.08      8.16 :    1.010
T245  SLDL R,60              :      8.08      8.16 :    1.010
D415  EDMK (10c)             :    197.89    199.86 :    1.010
T536  LPDR R,R               :      7.03      7.10 :    1.010
T534  LCDR R,R               :      7.01      7.08 :    1.010
T443  ZAP m,m (30d,10d)      :    198.31    200.38 :    1.010
D323  BAL R,R (far)          :     21.53     21.76 :    1.011
T508  STE R,m                :     14.01     14.16 :    1.011
T440  ZAP m,m (10d,10d)      :    198.56    200.69 :    1.011
D321  BALR R,R (far)         :     21.28     21.51 :    1.011
T441  ZAP m,m (30d,30d)      :    198.17    200.53 :    1.012
D291  CS R,R,m (eq,ne)       :     77.22     78.16 :    1.012
T243  SRDL R,1               :      8.07      8.17 :    1.012
D620  TS m (zero)            :     74.63     75.72 :    1.015
D427  DP m,m (30d)           :   1805.46   1835.22 :    1.016
D324  BASR R,R               :      7.19      7.31 :    1.017
T100  LR R,R                 :      2.98      3.03 :    1.017
D426  DP m,m (10d)           :    729.40    745.15 :    1.022
D320  BALR R,R               :      7.05      7.21 :    1.023
T311  BCTR R,R               :      7.12      7.29 :    1.024
T224  SRA R,30               :      7.36      7.58 :    1.030
T220  SLA R,1                :      9.37      9.66 :    1.031
T222  SRA R,1                :      7.36      7.59 :    1.031
T242  SRL R,1                :      6.71      6.98 :    1.040
T109  LPR R,R                :      4.77      4.97 :    1.042
T191  ICM R,i,m (0010)       :     21.52     22.51 :    1.046
T192  ICM R,i,m (1100)       :     22.45     23.51 :    1.047
T275  CLC m,m (100c,ne)      :     39.93     42.10 :    1.054
T277  CLC m,m (250c,ne)      :     39.92     42.09 :    1.054
T271  CLC m,m (10c,ne)       :     39.95     42.15 :    1.055
T273  CLC m,m (30c,ne)       :     39.91     42.12 :    1.055
T240  SLL R,1                :      6.88      7.37 :    1.071
T244  SLL R,30               :      6.88      7.37 :    1.071
D297  CDS R,R,m (ne)         :    744.10    834.16 :    1.121
D621  TS m (ones)            :    716.64    821.24 :    1.146
D292  CS R,R,m (ne)          :    726.17    837.33 :    1.153
T310  BCTR R,0               :      4.64      6.84 :    1.474
