s370_perf_sum  -rat

File num: name ----------------------------------- #test w50-avr  w50-max
      01: 2018-01-03_rasp2b.dat                      205   0.69%     7.4%
      02: 2018-02-14_p390.dat                        203   3.60%    18.0%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
T321  BALR R,R; BR R (far)   :    486.38    467.07 :    0.960
T322  BAL R,l; BR R          :    144.45    477.44 :    3.305
T323  BAL R,l; BR R (far)    :    510.21    483.65 :    0.948
T324  BASR R,R; BR R         :    116.47         - :        -
T325  BAS R,l; BR R          :    130.69         - :        -
T330  L;BALR;SAV(14,12);RET  :   1969.46   3140.15 :    1.594
T400  CVB R,m                :    673.33   2241.81 :    3.329
T401  CVD R,m                :   6179.86   2888.62 :    0.467
T402  PACK m,m (5d)          :    666.07   1066.08 :    1.601
T403  PACK m,m (15d)         :   1665.27   2589.38 :    1.555
T404  UNPK m,m (5d)          :    708.17   1296.88 :    1.831
T405  UNPK m,m (15d)         :   1693.38   2908.68 :    1.718
T410  MVC;ED (10c)           :   2787.72   9822.08 :    3.523
T411  MVC;ED (30c)           :   7469.00  27776.67 :    3.719
T415  MVC;EDMK (10c)         :   2844.64   9888.52 :    3.476
T420  AP m,m (10d)           :   2858.83   2539.39 :    0.888
T421  AP m,m (30d)           :   2927.36   2924.40 :    0.999
T422  MP m,m (10d)           :   3241.23   5783.53 :    1.784
T423  MP m,m (30d)           :   3273.05   6054.28 :    1.850
T430  CP m,m (10d)           :   1793.94   1633.68 :    0.911
T431  CP m,m (30d)           :   1817.84   2037.02 :    1.121
T440  ZAP m,m (10d,10d)      :   1549.92   1816.38 :    1.172
T441  ZAP m,m (30d,30d)      :   1579.93   2103.16 :    1.331
T442  ZAP m,m (10d,30d)      :   1563.78   2041.67 :    1.306
T443  ZAP m,m (30d,10d)      :   1563.33   1930.69 :    1.235
T445  MVC;SRP m,i,i (30d,<<) :   1823.95   2874.80 :    1.576
T446  MVC;SRP m,i,i (30d,>>) :   2305.65   3292.69 :    1.428
T450  MVO m,m (10d)          :    882.05   1438.89 :    1.631
T451  MVO m,m (30d)          :   2294.83   3788.85 :    1.651
T500  LER R,R                :     45.79    113.76 :    2.484
T501  LE R,m                 :    147.14    176.73 :    1.201
T502  LE R,m (unal)          :    146.26    291.28 :    1.992
T503  LTER R,R               :     54.63    227.06 :    4.156
T504  LCER R,R               :     55.73    227.09 :    4.075
T505  LNER R,R               :     49.27    227.08 :    4.609
T506  LPER R,R               :     49.29    227.12 :    4.608
T507  LRER R,R               :     68.30    228.45 :    3.345
T508  STE R,m                :    145.13    180.62 :    1.245
T509  STE R,m (unal)         :    145.61    375.48 :    2.579
T510  AER R,R                :    145.26    334.47 :    2.303
T511  AE R,m                 :    232.16    393.71 :    1.696
T512  MER R,R                :    176.66    742.37 :    4.202
T513  ME R,m                 :    266.15    799.20 :    3.003
T514  DER R,R                :    573.68   2112.27 :    3.682
T515  DE R,m                 :    674.08   2170.07 :    3.219
T516  CER R,R                :    118.63    339.13 :    2.859
T517  CE R,m                 :    207.80    398.08 :    1.916
T518  AUR R,R                :    163.25    345.67 :    2.117
T519  HER R,R                :     70.44    400.25 :    5.682
T520  LDR R,R                :     51.50    113.97 :    2.213
T521  LD R,m                 :    153.28    232.89 :    1.519
T522  LD R,m (unal)          :    154.40    345.70 :    2.239
T523  LTDR R,R               :     59.94    227.09 :    3.789
T524  LCDR R,R               :     61.08    227.08 :    3.718
T525  LNDR R,R               :     59.36    227.06 :    3.825
T526  LPDR R,R               :     59.97    227.07 :    3.786
T527  LRDR R,R               :     86.80    228.99 :    2.638
T528  STD R,m                :    153.41    241.25 :    1.573
T529  STD R,m (unal)         :    155.48    465.51 :    2.994
T530  ADR R,R                :    179.05    333.56 :    1.863
T531  AD R,m                 :    271.72    448.38 :    1.650
T532  MDR R,R                :    241.80    914.42 :    3.782
T533  MD R,m                 :    338.25   1029.19 :    3.043
T534  DDR R,R                :   7263.10   3936.49 :    0.542
T535  DD R,m                 :   7345.83   4060.85 :    0.553
T536  CDR R,R                :    148.00    339.16 :    2.292
T537  CD R,m                 :    241.90    454.71 :    1.880
T538  AWR R,R                :    154.19    347.59 :    2.254
T539  HDR R,R                :     87.38    400.31 :    4.581
T540  AXR R,R                :    325.07    665.33 :    2.047
T541  MXR R,R                :    702.59   3033.56 :    4.318
T600  STCK m                 :   2844.90    417.30 :    0.147
T601  SPM R                  :     40.22    114.47 :    2.846
T610  EX R,i (with TM)       :    256.10    463.18 :    1.809
T611  EX R,i (with XI)       :    263.26    478.17 :    1.816
T620  MVI;TS m (zero)        :    631.53    585.40 :    0.927
T621  MVI;TS m (ones)        :   2653.68    585.43 :    0.221
T700  mix int RR basic       :     61.45     87.31 :    1.421
T701  mix int RX             :    235.72    371.07 :    1.574
T702  mix int RX (far)       :    237.97    364.66 :    1.532
