s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2020-04-18_nbk1.dat                        330   0.78%     2.2%
      02: 2018-06-17_nbk1-b.dat                      330   0.67%     2.1%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
T106  LTR R,R                :      3.23      3.41 :    1.056
T238  NR R,R                 :      3.05      3.22 :    1.056
T104  LH R,m                 :      8.61      9.09 :    1.056
T516  DER R,R                :     21.66     22.87 :    1.056
D610  EX R,i (bare, via TM)  :     21.03     22.21 :    1.056
T112  STH R,m                :      8.90      9.40 :    1.056
D325  BAS R,R                :      7.98      8.43 :    1.056
D321  BALR R,R (far)         :     29.76     31.44 :    1.056
T422  SP m,m (10d)           :    229.20    242.15 :    1.057
T611  EX R,i (with XI)       :     30.59     32.32 :    1.057
T204  AL R,m                 :      9.86     10.42 :    1.057
T300  BCR 0,0 (noop)         :      2.63      2.78 :    1.057
T115  STC R,m                :      8.41      8.89 :    1.057
T302  BNZ l (do br)          :      7.11      7.52 :    1.058
D216  D R,m                  :     20.11     21.27 :    1.058
T315  BXLE R,R,l             :      8.32      8.80 :    1.058
T277  CLC m,m (250c,ne)      :     30.66     32.44 :    1.058
D427  DP m,m (30d)           :   1010.16   1069.05 :    1.058
T311  BCTR R,R               :      6.60      6.99 :    1.059
T225  SRDA R,60              :      5.91      6.26 :    1.059
D611  EX R,i (bare, via XI)  :     21.20     22.46 :    1.059
T304  BR R                   :      6.53      6.92 :    1.060
D290  CS R,R,m (eq,eq)       :     38.04     40.38 :    1.062
T312  BCT R,l                :      7.99      8.50 :    1.064
D281  CLCL (4kb,10b)         :    102.68    116.19 :    1.132
D280  CLCL (100b,10b)        :     99.81    113.09 :    1.133
T600  STCK m                 :     70.16    129.80 :    1.850
