s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2018-04-01_nbk2.dat                        330   2.28%    22.1%
      02: 2018-06-23_nbk2.dat                        330   1.65%     4.5%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
T450  MVO m,m (10d)          :     86.29     82.22 :    0.953
T400  CVB R,m                :     68.35     65.20 :    0.954
T539  STD R,m (unal)         :     16.06     15.32 :    0.954
T501  LE R,m                 :     15.53     14.82 :    0.954
D291  CS R,R,m (eq,ne)       :     52.09     49.72 :    0.955
T244  SLL R,30               :      6.17      5.89 :    0.955
T230  XR R,R                 :      4.66      4.45 :    0.955
T151  MVC m,m (10c)          :     34.75     33.20 :    0.955
D322  BAL R,R                :     11.14     10.66 :    0.957
T116  STCM R,i,m (0010)      :     19.77     18.93 :    0.958
T242  SRL R,1                :      6.12      5.86 :    0.958
D320  BALR R,R               :      8.72      8.37 :    0.960
T192  ICM R,i,m (1100)       :     23.68     22.73 :    0.960
T117  STCM R,i,m (1100)      :     20.61     19.80 :    0.961
D175  MVCL (100b,pad)        :     33.72     32.52 :    0.964
D179  MVCL (1kb,over2)       :    208.27    201.32 :    0.967
D178  MVCL (1kb,over1)       :     18.70     27.09 :    1.449
T601  SPM R                  :      2.35      4.34 :    1.847
