s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2018-04-29_srv3.dat                        330   9.05%    19.6%
      02: 2018-04-20_srv2.dat                        330   5.10%    17.9%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
T103  L R,m (unal)           :      8.32     10.46 :    1.257
T239  OR R,R                 :      3.09      3.89 :    1.259
T275  CLC m,m (100c,ne)      :     31.16     39.31 :    1.262
T203  ALR R,R                :      2.79      3.52 :    1.262
T421  AP m,m (30d)           :    225.55    284.57 :    1.262
D296  CDS R,R,m (eq,ne)      :     40.16     50.68 :    1.262
D176  MVCL (1kb,pad)         :     36.13     45.69 :    1.265
T405  UNPK m,m (15d)         :     99.09    125.36 :    1.265
T237  XC m,m (250c)          :    243.84    308.71 :    1.266
D292  CS R,R,m (ne)          :    312.93    396.26 :    1.266
D295  CDS R,R,m (eq,eq)      :     40.10     50.80 :    1.267
T534  LCDR R,R               :      5.05      6.40 :    1.267
T208  SLR R,R                :      2.84      3.60 :    1.268
D426  DP m,m (10d)           :    453.64    575.07 :    1.268
T611  EX R,i (with XI)       :     30.97     39.27 :    1.268
T513  SE R,m                 :     19.05     24.16 :    1.268
T305  BR R (far)             :     10.70     13.59 :    1.270
T162  MVN m,m (30c)          :     35.92     45.64 :    1.271
T263  CLR R,R                :      2.67      3.40 :    1.273
T230  XR R,R                 :      3.06      3.90 :    1.275
T540  ADR R,R                :     14.58     18.62 :    1.277
T542  SDR R,R                :     14.48     18.50 :    1.278
D620  TS m (zero)            :     35.55     45.42 :    1.278
T507  LRER R,R               :      5.72      7.31 :    1.278
T245  SLDL R,60              :      5.31      6.79 :    1.279
T446  SRP m,i,i (30d,>>)     :    185.49    237.29 :    1.279
T402  PACK m,m (5d)          :     36.23     46.35 :    1.279
D175  MVCL (100b,pad)        :     18.29     23.40 :    1.279
T512  SER R,R                :     13.78     17.63 :    1.279
T151  MVC m,m (10c)          :     20.16     25.81 :    1.280
T236  XC m,m (100c)          :    108.69    139.16 :    1.280
T238  NR R,R                 :      3.04      3.90 :    1.283
T420  AP m,m (10d)           :    228.22    292.87 :    1.283
T430  CP m,m (10d)           :    162.01    208.08 :    1.284
T260  CR R,R                 :      2.67      3.43 :    1.285
T168  MVCIN m,m (30c)        :    198.27    254.93 :    1.286
T544  MDR R,R                :     15.35     19.74 :    1.286
T423  SP m,m (30d)           :    243.49    313.15 :    1.286
T504  LCER R,R               :      4.67      6.01 :    1.287
T431  CP m,m (30d)           :    162.71    209.56 :    1.288
T404  UNPK m,m (5d)          :     40.46     52.17 :    1.289
T510  AER R,R                :     13.51     17.43 :    1.290
T422  SP m,m (10d)           :    228.33    294.74 :    1.291
T262  CH R,m                 :      8.29     10.71 :    1.292
T225  SRDA R,60              :      5.88      7.60 :    1.293
T104  LH R,m                 :      8.51     11.00 :    1.293
T522  AUR R,R                :      9.38     12.13 :    1.293
T536  LPDR R,R               :      5.03      6.51 :    1.294
T201  A R,m                  :      8.63     11.17 :    1.294
T102  L R,m                  :      7.02      9.09 :    1.295
T223  SRDA R,1               :      5.83      7.55 :    1.295
T252  TR m,m (10c)           :     16.94     21.94 :    1.295
T257  TRT m,m (250c,zero)    :   1773.11   2299.27 :    1.297
T533  LTDR R,R               :      4.92      6.38 :    1.297
D411  ED (30c)               :    380.98    494.11 :    1.297
T166  MVZ m,m (30c)          :     35.45     45.98 :    1.297
T167  MVCIN m,m (10c)        :     69.95     90.85 :    1.299
T243  SRDL R,1               :      5.25      6.82 :    1.299
D216  D R,m                  :     19.84     25.78 :    1.299
T153  MVC m,m (30c)          :     19.49     25.33 :    1.300
T256  TRT m,m (100c,zero)    :    716.93    933.30 :    1.302
T541  AD R,m                 :     18.97     24.71 :    1.303
D171  MVCL (100b)            :     30.15     39.28 :    1.303
T601  SPM R                  :      2.80      3.65 :    1.304
D280  CLCL (100b,10b)        :     97.32    127.00 :    1.305
T403  PACK m,m (15d)         :     89.50    116.97 :    1.307
T154  MVC m,m (100c)         :     22.85     29.87 :    1.307
T207  SH R,m                 :      9.34     12.22 :    1.308
T204  AL R,m                 :      9.61     12.58 :    1.309
T190  IC R,m                 :      8.25     10.80 :    1.309
T535  LNDR R,R               :      4.95      6.48 :    1.309
T550  CDR R,R                :     11.64     15.25 :    1.310
T259  TRT m,m (250c,100b)    :    732.02    960.66 :    1.312
T300  BCR 0,0 (noop)         :      2.59      3.40 :    1.313
T125  LM 0,11,m (12r)        :     18.50     24.29 :    1.313
T258  TRT m,m (250c,10b)     :     86.00    113.08 :    1.315
T169  MVCIN m,m (100c)       :    633.96    834.41 :    1.316
T442  ZAP m,m (10d,30d)      :     99.58    131.08 :    1.316
T152  MVC m,m (15c)          :     18.59     24.48 :    1.317
T537  LRDR R,R               :      6.59      8.68 :    1.317
T241  SLDL R,1               :      5.17      6.81 :    1.317
D170  MVCL (10b)             :     23.02     30.33 :    1.318
T310  BCTR R,0               :      3.18      4.19 :    1.318
T209  SL R,m                 :      9.65     12.72 :    1.318
T118  STCM R,i,m (0111)      :      9.23     12.17 :    1.319
T202  AH R,m                 :      9.12     12.03 :    1.319
T506  LPER R,R               :      4.85      6.40 :    1.320
T124  LM 2,7,m (6r)          :     14.03     18.54 :    1.321
D410  ED (10c)               :    125.88    166.42 :    1.322
T150  MVC m,m (5c)           :     17.32     22.91 :    1.323
T123  LM 2,3,m (2r)          :     10.70     14.17 :    1.324
T440  ZAP m,m (10d,10d)      :     98.32    130.36 :    1.326
T107  LCR R,R                :      3.24      4.30 :    1.327
D610  EX R,i (bare, via TM)  :     20.54     27.26 :    1.327
T520  CER R,R                :     10.46     13.89 :    1.328
T443  ZAP m,m (30d,10d)      :     97.95    130.07 :    1.328
T552  AWR R,R                :     10.98     14.61 :    1.331
T255  TRT m,m (10c,zero)     :     76.74    102.13 :    1.331
T261  C R,m                  :      7.82     10.41 :    1.331
T200  AR R,R                 :      3.13      4.17 :    1.332
D281  CLCL (4kb,10b)         :     98.61    131.48 :    1.333
T531  LD R,m                 :      8.90     11.87 :    1.334
D415  EDMK (10c)             :    127.90    170.68 :    1.334
T110  ST R,m                 :      6.89      9.20 :    1.335
T161  MVN m,m (10c)          :     20.05     26.78 :    1.336
T108  LNR R,R                :      2.94      3.93 :    1.337
T160  MVI m,i                :      7.22      9.67 :    1.339
T539  STD R,m (unal)         :      8.97     12.02 :    1.340
T231  X R,m                  :      8.64     11.59 :    1.341
T400  CVB R,m                :     37.63     50.53 :    1.343
T610  EX R,i (with TM)       :     28.51     38.32 :    1.344
T221  SLDA R,1               :      6.65      8.94 :    1.344
T111  ST R,m (unal)          :      7.54     10.14 :    1.345
D282  CLCL (4kb,100b)        :    860.64   1158.10 :    1.346
T109  LPR R,R                :      3.50      4.71 :    1.346
T212  MH R,m                 :      8.85     11.91 :    1.346
T121  STM 2,7,m (6r)         :     12.88     17.34 :    1.346
T553  HDR R,R                :      6.51      8.77 :    1.347
T266  CLM R,i,m              :     11.46     15.46 :    1.349
T206  S R,m                  :      8.78     11.85 :    1.350
T220  SLA R,1                :      5.80      7.83 :    1.350
T545  MD R,m                 :     20.32     27.44 :    1.350
T235  XC m,m (10c)           :     22.03     29.78 :    1.352
T232  XI m,i                 :      8.91     12.05 :    1.352
D283  CLCL (4kb,250b)        :   2103.03   2844.36 :    1.353
T425  MP m,m (30d)           :    261.34    353.88 :    1.354
T165  MVZ m,m (10c)          :     19.72     26.71 :    1.354
T106  LTR R,R                :      3.13      4.24 :    1.355
T265  CLI m,i                :      8.74     11.84 :    1.355
T205  SR R,R                 :      3.58      4.85 :    1.355
T120  STM 2,3,m (2r)         :     10.12     13.72 :    1.356
T523  HER R,R                :      5.49      7.45 :    1.357
D172  MVCL (250b)            :     37.98     51.62 :    1.359
T424  MP m,m (10d)           :    259.78    353.36 :    1.360
T532  LD R,m (unal)          :      8.77     11.94 :    1.361
T501  LE R,m                 :      8.15     11.10 :    1.362
T115  STC R,m                :      7.88     10.76 :    1.365
D173  MVCL (1kb)             :     94.58    129.23 :    1.366
D178  MVCL (1kb,over1)       :      9.85     13.46 :    1.366
D179  MVCL (1kb,over2)       :     98.90    135.44 :    1.369
T441  ZAP m,m (30d,30d)      :     99.02    135.86 :    1.372
T155  MVC m,m (250c)         :     30.60     41.99 :    1.372
T112  STH R,m                :      8.24     11.31 :    1.373
T240  SLL R,1                :      3.73      5.12 :    1.373
T222  SRA R,1                :      4.37      6.01 :    1.375
T244  SLL R,30               :      3.70      5.09 :    1.376
T122  STM 14,12,m (15r)      :     18.58     25.57 :    1.376
T551  CD R,m                 :     16.24     22.38 :    1.378
T538  STD R,m                :      8.77     12.10 :    1.380
T114  STH R,m (unal3)        :      8.22     11.36 :    1.382
T521  CE R,m                 :     14.96     20.69 :    1.383
T502  LE R,m (unal)          :      8.58     11.87 :    1.383
T224  SRA R,30               :      4.34      6.01 :    1.385
T250  TM m,i                 :      7.97     11.06 :    1.388
T511  AE R,m                 :     17.34     24.09 :    1.389
T211  M R,m                  :      9.09     12.63 :    1.389
T508  STE R,m                :      8.08     11.26 :    1.394
T157  MVC m,m (250c,over2)   :     30.09     41.96 :    1.394
T242  SRL R,1                :      3.65      5.10 :    1.397
T543  SD R,m                 :     18.72     26.17 :    1.398
T113  STH R,m (unal1)        :      8.12     11.40 :    1.404
D174  MVCL (4kb)             :    311.27    439.51 :    1.412
T445  SRP m,i,i (30d,<<)     :    118.45    167.51 :    1.414
T105  LH R,m (unal3)         :      8.84     12.59 :    1.424
T253  TR m,m (100c)          :     67.37     96.11 :    1.427
T401  CVD R,m                :     29.59     42.82 :    1.447
T117  STCM R,i,m (1100)      :     12.62     18.27 :    1.448
T509  STE R,m (unal)         :      8.26     12.20 :    1.477
T116  STCM R,i,m (0010)      :     11.59     17.14 :    1.479
T254  TR m,m (250c)          :    139.30    207.56 :    1.490
T304  BR R                   :      5.54      8.38 :    1.513
D321  BALR R,R (far)         :     17.69     38.68 :    2.187
T600  STCK m                 :     69.54    794.00 :   11.418
