s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2018-03-31_sys2.dat                        330   0.89%     4.5%
      02: 2018-04-01_nbk2.dat                        330   2.28%    22.1%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
T550  CDR R,R                :     11.94     18.48 :    1.548
T533  LTDR R,R               :      5.18      8.03 :    1.550
T124  LM 2,7,m (6r)          :     15.28     23.72 :    1.552
T266  CLM R,i,m              :     12.30     19.19 :    1.560
T111  ST R,m (unal)          :      8.65     13.54 :    1.565
T257  TRT m,m (250c,zero)    :   1936.51   3035.03 :    1.567
T515  ME R,m                 :     15.06     23.64 :    1.570
D321  BALR R,R (far)         :     29.02     45.68 :    1.574
T509  STE R,m (unal)         :      9.71     15.30 :    1.576
T203  ALR R,R                :      2.81      4.43 :    1.577
T259  TRT m,m (250c,100b)    :    799.32   1260.88 :    1.577
T121  STM 2,7,m (6r)         :     14.38     22.69 :    1.578
T256  TRT m,m (100c,zero)    :    782.46   1236.96 :    1.581
T110  ST R,m                 :      7.71     12.21 :    1.584
T258  TRT m,m (250c,10b)     :     93.44    148.37 :    1.588
T113  STH R,m (unal1)        :      9.40     14.96 :    1.591
T102  L R,m                  :      7.47     11.90 :    1.593
T202  AH R,m                 :     10.03     16.02 :    1.597
T205  SR R,R                 :      3.86      6.18 :    1.601
T114  STH R,m (unal3)        :      9.35     14.97 :    1.601
T255  TRT m,m (10c,zero)     :     84.11    134.69 :    1.601
T206  S R,m                  :      9.89     15.84 :    1.602
T116  STCM R,i,m (0010)      :     12.30     19.77 :    1.607
T538  STD R,m                :      9.84     15.82 :    1.608
T212  MH R,m                 :     10.02     16.13 :    1.610
T508  STE R,m                :      9.14     14.72 :    1.611
T534  LCDR R,R               :      5.20      8.39 :    1.613
T120  STM 2,3,m (2r)         :     11.02     17.81 :    1.616
T561  MXR R,R                :     29.68     47.99 :    1.617
T531  LD R,m                 :      9.99     16.24 :    1.626
T165  MVZ m,m (10c)          :     20.02     32.67 :    1.632
T231  X R,m                  :      9.39     15.33 :    1.633
T503  LTER R,R               :      5.01      8.18 :    1.633
T539  STD R,m (unal)         :      9.83     16.06 :    1.634
T161  MVN m,m (10c)          :     20.06     32.78 :    1.634
T250  TM m,i                 :      8.82     14.43 :    1.636
T537  LRDR R,R               :      7.38     12.11 :    1.641
T123  LM 2,3,m (2r)          :     11.30     18.57 :    1.643
T112  STH R,m                :      9.47     15.60 :    1.647
T532  LD R,m (unal)          :      9.87     16.30 :    1.651
T125  LM 0,11,m (12r)        :     20.33     33.58 :    1.652
T105  LH R,m (unal3)         :      9.48     15.68 :    1.654
T402  PACK m,m (5d)          :     38.52     63.89 :    1.659
T303  BNZ l (do br, far)     :     12.88     21.44 :    1.665
T265  CLI m,i                :      9.79     16.30 :    1.665
T104  LH R,m                 :      9.09     15.14 :    1.666
T235  XC m,m (10c)           :     22.35     37.25 :    1.667
T263  CLR R,R                :      2.51      4.19 :    1.669
T122  STM 14,12,m (15r)      :     19.73     32.97 :    1.671
T404  UNPK m,m (5d)          :     42.84     71.60 :    1.671
T208  SLR R,R                :      2.87      4.80 :    1.672
T403  PACK m,m (15d)         :     96.11    160.81 :    1.673
T502  LE R,m (unal)          :      9.57     16.02 :    1.674
T115  STC R,m                :      8.83     14.87 :    1.684
T501  LE R,m                 :      9.22     15.53 :    1.684
T211  M R,m                  :      9.94     16.75 :    1.685
T405  UNPK m,m (15d)         :    102.57    172.93 :    1.686
T118  STCM R,i,m (0111)      :      9.81     16.54 :    1.686
D323  BAL R,R (far)          :     16.18     27.29 :    1.687
T166  MVZ m,m (30c)          :     33.75     56.94 :    1.687
T100  LR R,R                 :      2.09      3.53 :    1.689
T162  MVN m,m (30c)          :     33.78     57.18 :    1.693
T523  HER R,R                :      6.27     10.62 :    1.694
D175  MVCL (100b,pad)        :     19.89     33.72 :    1.695
T160  MVI m,i                :      7.91     13.44 :    1.699
T507  LRER R,R               :      6.17     10.50 :    1.702
D415  EDMK (10c)             :    132.04    225.93 :    1.711
T150  MVC m,m (5c)           :     17.66     30.26 :    1.713
T260  CR R,R                 :      2.56      4.39 :    1.715
D410  ED (10c)               :    129.41    222.36 :    1.718
T153  MVC m,m (30c)          :     19.73     33.98 :    1.722
T190  IC R,m                 :      8.98     15.49 :    1.725
T201  A R,m                  :      9.33     16.11 :    1.727
T450  MVO m,m (10d)          :     49.91     86.29 :    1.729
T103  L R,m (unal)           :      8.60     14.88 :    1.730
D172  MVCL (250b)            :     40.94     70.95 :    1.733
T232  XI m,i                 :      9.77     16.94 :    1.734
D178  MVCL (1kb,over1)       :     10.77     18.70 :    1.736
T151  MVC m,m (10c)          :     20.01     34.75 :    1.737
T157  MVC m,m (250c,over2)   :     31.22     54.22 :    1.737
T305  BR R (far)             :     10.73     18.64 :    1.737
T155  MVC m,m (250c)         :     31.20     54.34 :    1.742
T167  MVCIN m,m (10c)        :     73.19    127.62 :    1.744
T152  MVC m,m (15c)          :     19.15     33.42 :    1.745
T261  C R,m                  :      8.70     15.26 :    1.754
T169  MVCIN m,m (100c)       :    667.17   1172.09 :    1.757
T400  CVB R,m                :     38.90     68.35 :    1.757
T168  MVCIN m,m (30c)        :    204.04    358.82 :    1.759
T154  MVC m,m (100c)         :     23.10     40.66 :    1.760
T504  LCER R,R               :      4.84      8.53 :    1.762
D411  ED (30c)               :    389.96    687.59 :    1.763
T262  CH R,m                 :      9.15     16.19 :    1.769
T264  CL R,m                 :      7.74     13.71 :    1.771
T451  MVO m,m (30d)          :    129.11    229.36 :    1.776
D426  DP m,m (10d)           :    442.87    790.09 :    1.784
T252  TR m,m (10c)           :     16.44     29.39 :    1.788
T301  BNZ l (no br)          :      2.11      3.79 :    1.796
D171  MVCL (100b)            :     31.79     57.47 :    1.808
D281  CLCL (4kb,10b)         :    100.88    182.79 :    1.812
D280  CLCL (100b,10b)        :     98.28    178.47 :    1.816
D282  CLCL (4kb,100b)        :    870.45   1583.97 :    1.820
D283  CLCL (4kb,250b)        :   2134.36   3906.56 :    1.830
T236  XC m,m (100c)          :    101.14    185.53 :    1.834
T536  LPDR R,R               :      5.32      9.82 :    1.846
T237  XC m,m (250c)          :    225.18    422.54 :    1.876
T535  LNDR R,R               :      5.45     10.28 :    1.886
D170  MVCL (10b)             :     24.92     47.02 :    1.887
D427  DP m,m (30d)           :   1030.89   1958.38 :    1.900
T446  SRP m,i,i (30d,>>)     :    187.37    361.05 :    1.927
T424  MP m,m (10d)           :    277.65    548.66 :    1.976
T425  MP m,m (30d)           :    277.56    550.43 :    1.983
D179  MVCL (1kb,over2)       :    103.63    208.27 :    2.010
T253  TR m,m (100c)          :     69.62    139.99 :    2.011
D173  MVCL (1kb)             :     96.68    197.06 :    2.038
T401  CVD R,m                :     36.04     73.47 :    2.039
T254  TR m,m (250c)          :    151.23    316.06 :    2.090
T445  SRP m,i,i (30d,<<)     :    126.09    264.69 :    2.099
D174  MVCL (4kb)             :    325.75    686.47 :    2.107
T420  AP m,m (10d)           :    221.84    484.55 :    2.184
T422  SP m,m (10d)           :    223.74    496.84 :    2.221
T442  ZAP m,m (10d,30d)      :    100.87    224.71 :    2.228
T441  ZAP m,m (30d,30d)      :    100.61    225.59 :    2.242
T440  ZAP m,m (10d,10d)      :    100.57    225.64 :    2.244
T443  ZAP m,m (30d,10d)      :    100.39    225.99 :    2.251
T431  CP m,m (30d)           :    158.00    361.01 :    2.285
T430  CP m,m (10d)           :    157.86    361.72 :    2.291
T423  SP m,m (30d)           :    233.56    571.30 :    2.446
T421  AP m,m (30d)           :    217.21    559.04 :    2.574
D297  CDS R,R,m (ne)         :    176.49   3663.68 :   20.759
D621  TS m (ones)            :    174.69   3632.02 :   20.791
D292  CS R,R,m (ne)          :    174.66   3687.64 :   21.113
T600  STCK m                 :     65.48   2048.30 :   31.281
