s370_perf_sum  -rat

File num: name ----------------------------------- #test w50-avr  w50-max
      01: 2018-01-13_sys2-b.dat                      205   0.77%     3.2%
      02: 2018-01-03_rasp2b.dat                      205   0.69%     7.4%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
T405  UNPK m,m (15d)         :    102.53   1693.38 :   16.516
T410  MVC;ED (10c)           :    150.02   2787.72 :   18.582
T411  MVC;ED (30c)           :    408.57   7469.00 :   18.281
T415  MVC;EDMK (10c)         :    152.85   2844.64 :   18.611
T420  AP m,m (10d)           :    223.35   2858.83 :   12.800
T421  AP m,m (30d)           :    217.37   2927.36 :   13.467
T422  MP m,m (10d)           :    279.17   3241.23 :   11.610
T423  MP m,m (30d)           :    278.44   3273.05 :   11.755
T430  CP m,m (10d)           :    158.45   1793.94 :   11.322
T431  CP m,m (30d)           :    158.28   1817.84 :   11.485
T440  ZAP m,m (10d,10d)      :    101.00   1549.92 :   15.346
T441  ZAP m,m (30d,30d)      :    100.63   1579.93 :   15.700
T442  ZAP m,m (10d,30d)      :    100.57   1563.78 :   15.549
T443  ZAP m,m (30d,10d)      :    104.03   1563.33 :   15.028
T445  MVC;SRP m,i,i (30d,<<) :    127.24   1823.95 :   14.335
T446  MVC;SRP m,i,i (30d,>>) :    188.77   2305.65 :   12.214
T450  MVO m,m (10d)          :     50.09    882.05 :   17.609
T451  MVO m,m (30d)          :    127.85   2294.83 :   17.949
T500  LER R,R                :      5.49     45.79 :    8.341
T501  LE R,m                 :      9.26    147.14 :   15.890
T502  LE R,m (unal)          :      9.53    146.26 :   15.347
T503  LTER R,R               :      5.00     54.63 :   10.926
T504  LCER R,R               :      4.86     55.73 :   11.467
T505  LNER R,R               :      5.12     49.27 :    9.623
T506  LPER R,R               :      5.67     49.29 :    8.693
T507  LRER R,R               :      6.18     68.30 :   11.052
T508  STE R,m                :      9.17    145.13 :   15.827
T509  STE R,m (unal)         :      9.69    145.61 :   15.027
T510  AER R,R                :     13.02    145.26 :   11.157
T511  AE R,m                 :     18.10    232.16 :   12.827
T512  MER R,R                :     10.25    176.66 :   17.235
T513  ME R,m                 :     15.23    266.15 :   17.475
T514  DER R,R                :     20.50    573.68 :   27.984
T515  DE R,m                 :     25.26    674.08 :   26.686
T516  CER R,R                :     10.97    118.63 :   10.814
T517  CE R,m                 :     16.73    207.80 :   12.421
T518  AUR R,R                :     14.57    163.25 :   11.205
T519  HER R,R                :      6.46     70.44 :   10.904
T520  LDR R,R                :      5.75     51.50 :    8.957
T521  LD R,m                 :      9.99    153.28 :   15.343
T522  LD R,m (unal)          :      9.89    154.40 :   15.612
T523  LTDR R,R               :      5.18     59.94 :   11.571
T524  LCDR R,R               :      5.19     61.08 :   11.769
T525  LNDR R,R               :      5.45     59.36 :   10.892
T526  LPDR R,R               :      5.33     59.97 :   11.251
T527  LRDR R,R               :      7.36     86.80 :   11.793
T528  STD R,m                :      9.96    153.41 :   15.403
T529  STD R,m (unal)         :      9.82    155.48 :   15.833
T530  ADR R,R                :     14.25    179.05 :   12.565
T531  AD R,m                 :     19.03    271.72 :   14.279
T532  MDR R,R                :     16.56    241.80 :   14.601
T533  MD R,m                 :     22.57    338.25 :   14.987
T534  DDR R,R                :    153.01   7263.10 :   47.468
T535  DD R,m                 :    156.66   7345.83 :   46.890
T536  CDR R,R                :     11.90    148.00 :   12.437
T537  CD R,m                 :     18.17    241.90 :   13.313
T538  AWR R,R                :     12.36    154.19 :   12.475
T539  HDR R,R                :      7.74     87.38 :   11.289
T540  AXR R,R                :     23.10    325.07 :   14.072
T541  MXR R,R                :     30.19    702.59 :   23.272
T600  STCK m                 :    102.95   2844.90 :   27.634
T601  SPM R                  :      2.59     40.22 :   15.529
T610  EX R,i (with TM)       :     30.67    256.10 :    8.350
T611  EX R,i (with XI)       :     30.62    263.26 :    8.598
T620  MVI;TS m (zero)        :     42.66    631.53 :   14.804
T621  MVI;TS m (ones)        :    185.04   2653.68 :   14.341
T700  mix int RR basic       :      5.66     61.45 :   10.857
T701  mix int RX             :     11.00    235.72 :   21.429
T702  mix int RX (far)       :     10.95    237.97 :   21.732
