s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2018-04-27_srv5-a.dat                      330   0.38%     3.4%
      02: 2018-04-28_srv4.dat                        330   3.54%    12.3%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
D415  EDMK (10c)             :    141.05    118.62 :    0.841
T523  HER R,R                :      6.24      5.28 :    0.846
D170  MVCL (10b)             :     25.58     21.65 :    0.846
T425  MP m,m (30d)           :    287.74    244.16 :    0.849
T263  CLR R,R                :      2.89      2.46 :    0.851
T421  AP m,m (30d)           :    243.66    207.95 :    0.853
T611  EX R,i (with XI)       :     32.12     27.43 :    0.854
T553  HDR R,R                :      7.16      6.13 :    0.856
T511  AE R,m                 :     18.97     16.25 :    0.857
T302  BNZ l (do br)          :      8.51      7.33 :    0.861
T116  STCM R,i,m (0010)      :     12.89     11.11 :    0.862
T157  MVC m,m (250c,over2)   :     33.24     28.76 :    0.865
T155  MVC m,m (250c)         :     33.17     28.70 :    0.865
T520  CER R,R                :     10.99      9.52 :    0.866
T507  LRER R,R               :      6.18      5.37 :    0.869
D427  DP m,m (30d)           :   1196.28   1039.63 :    0.869
T424  MP m,m (10d)           :    281.13    246.47 :    0.877
T430  CP m,m (10d)           :    171.51    150.54 :    0.878
T305  BR R (far)             :     11.52     10.12 :    0.878
T431  CP m,m (30d)           :    171.55    150.73 :    0.879
D176  MVCL (1kb,pad)         :     39.97     35.17 :    0.880
T236  XC m,m (100c)          :    104.25     91.88 :    0.881
T206  S R,m                  :      9.21      8.12 :    0.882
T300  BCR 0,0 (noop)         :      2.81      2.48 :    0.883
T122  STM 14,12,m (15r)      :     19.68     17.40 :    0.884
T513  SE R,m                 :     19.15     17.00 :    0.888
T201  A R,m                  :      8.99      7.99 :    0.889
T254  TR m,m (250c)          :    150.79    134.09 :    0.889
T312  BCT R,l                :      9.15      8.14 :    0.890
T422  SP m,m (10d)           :    236.93    211.62 :    0.893
T165  MVZ m,m (10c)          :     21.30     19.03 :    0.893
T237  XC m,m (250c)          :    223.37    200.07 :    0.896
T545  MD R,m                 :     21.40     19.18 :    0.896
T202  AH R,m                 :      9.40      8.44 :    0.898
T550  CDR R,R                :     11.82     10.64 :    0.900
T537  LRDR R,R               :      6.92      6.23 :    0.900
T311  BCTR R,R               :      7.50      6.76 :    0.901
T161  MVN m,m (10c)          :     21.23     19.14 :    0.902
T212  MH R,m                 :      8.89      8.03 :    0.903
T501  LE R,m                 :      8.37      7.57 :    0.904
T125  LM 0,11,m (12r)        :     19.08     17.26 :    0.905
T209  SL R,m                 :      9.80      8.87 :    0.905
T211  M R,m                  :      9.28      8.40 :    0.905
T121  STM 2,7,m (6r)         :     13.30     12.07 :    0.908
T442  ZAP m,m (10d,30d)      :    100.89     91.56 :    0.908
T154  MVC m,m (100c)         :     23.86     21.68 :    0.909
T532  LD R,m (unal)          :      8.94      8.13 :    0.909
T521  CE R,m                 :     15.43     14.04 :    0.910
T235  XC m,m (10c)           :     21.82     19.86 :    0.910
T207  SH R,m                 :      9.47      8.62 :    0.910
T551  CD R,m                 :     16.12     14.68 :    0.911
T443  ZAP m,m (30d,10d)      :    100.21     91.47 :    0.913
T152  MVC m,m (15c)          :     19.65     17.95 :    0.913
T440  ZAP m,m (10d,10d)      :    100.21     91.56 :    0.914
T153  MVC m,m (30c)          :     20.10     18.38 :    0.914
T252  TR m,m (10c)           :     17.68     16.18 :    0.915
T204  AL R,m                 :      9.47      8.67 :    0.916
T101  LA R,n                 :      3.09      2.83 :    0.916
T193  ICM R,i,m (0111)       :     14.11     12.94 :    0.917
D411  ED (30c)               :    381.62    351.44 :    0.921
T150  MVC m,m (5c)           :     17.61     16.25 :    0.923
T531  LD R,m                 :      8.90      8.26 :    0.928
T261  C R,m                  :      7.70      7.15 :    0.929
D177  MVCL (4kb,pad)         :    107.47    100.10 :    0.931
T315  BXLE R,R,l             :      8.83      8.24 :    0.933
T441  ZAP m,m (30d,30d)      :    100.83     94.10 :    0.933
T151  MVC m,m (10c)          :     20.69     19.34 :    0.935
T272  CLC m,m (30c,eq)       :     51.18     47.85 :    0.935
T423  SP m,m (30d)           :    245.92    230.59 :    0.938
T451  MVO m,m (30d)          :    126.53    118.75 :    0.939
D426  DP m,m (10d)           :    460.28    432.12 :    0.939
T124  LM 2,7,m (6r)          :     13.84     13.01 :    0.940
T401  CVD R,m                :     30.00     28.30 :    0.943
T123  LM 2,3,m (2r)          :     10.46      9.87 :    0.944
T264  CL R,m                 :      6.93      6.55 :    0.945
T266  CLM R,i,m              :     11.49     10.86 :    0.945
T166  MVZ m,m (30c)          :     36.33     34.50 :    0.950
T231  X R,m                  :      8.27      7.86 :    0.950
T446  SRP m,i,i (30d,>>)     :    182.27    173.54 :    0.952
T502  LE R,m (unal)          :      8.43      8.03 :    0.953
T102  L R,m                  :      6.58      6.27 :    0.953
T162  MVN m,m (30c)          :     36.18     34.52 :    0.954
D611  EX R,i (bare, via XI)  :     20.00     19.13 :    0.956
T450  MVO m,m (10d)          :     47.11     45.11 :    0.958
T400  CVB R,m                :     37.71     36.18 :    0.959
T262  CH R,m                 :      7.95      7.65 :    0.962
T103  L R,m (unal)           :      7.53      7.29 :    0.968
T104  LH R,m                 :      7.76      7.55 :    0.973
T250  TM m,i                 :      7.60      7.43 :    0.978
T105  LH R,m (unal3)         :      8.20      8.03 :    0.979
T560  AXR R,R                :     23.30     22.92 :    0.984
D281  CLCL (4kb,10b)         :     93.37     92.64 :    0.992
T561  MXR R,R                :     28.25     28.08 :    0.994
T265  CLI m,i                :      7.96      8.01 :    1.006
T402  PACK m,m (5d)          :     34.08     34.34 :    1.008
T190  IC R,m                 :      7.54      7.60 :    1.008
T515  ME R,m                 :     13.59     13.76 :    1.013
T610  EX R,i (with TM)       :     25.19     25.68 :    1.019
D280  CLCL (100b,10b)        :     90.19     92.20 :    1.022
T303  BNZ l (do br, far)     :     12.80     13.10 :    1.023
D610  EX R,i (bare, via TM)  :     17.59     18.25 :    1.038
T405  UNPK m,m (15d)         :     89.38     93.33 :    1.044
T404  UNPK m,m (5d)          :     36.09     38.17 :    1.058
T191  ICM R,i,m (0010)       :     15.00     15.95 :    1.063
T192  ICM R,i,m (1100)       :     15.66     16.74 :    1.069
T255  TRT m,m (10c,zero)     :     67.00     71.79 :    1.071
T258  TRT m,m (250c,10b)     :     74.36     80.02 :    1.076
T403  PACK m,m (15d)         :     79.11     85.30 :    1.078
T259  TRT m,m (250c,100b)    :    621.93    686.42 :    1.104
T256  TRT m,m (100c,zero)    :    608.23    671.39 :    1.104
T257  TRT m,m (250c,zero)    :   1495.26   1662.61 :    1.112
D320  BALR R,R               :      6.96      7.76 :    1.115
T271  CLC m,m (10c,ne)       :     26.73     29.83 :    1.116
D322  BAL R,R                :      8.15      9.10 :    1.117
T275  CLC m,m (100c,ne)      :     26.94     30.10 :    1.117
T167  MVCIN m,m (10c)        :     60.46     67.61 :    1.118
T273  CLC m,m (30c,ne)       :     26.77     30.00 :    1.121
T277  CLC m,m (250c,ne)      :     26.71     30.15 :    1.129
T168  MVCIN m,m (30c)        :    167.89    190.02 :    1.132
D291  CS R,R,m (eq,ne)       :     32.64     37.01 :    1.134
D324  BASR R,R               :      6.96      7.92 :    1.138
D325  BAS R,R                :      8.36      9.53 :    1.140
T514  MER R,R                :      8.42      9.60 :    1.140
T270  CLC m,m (10c,eq)       :     31.27     35.67 :    1.141
D290  CS R,R,m (eq,eq)       :     31.97     37.03 :    1.158
D620  TS m (zero)            :     29.41     34.45 :    1.171
D282  CLCL (4kb,100b)        :    695.49    816.61 :    1.174
D283  CLCL (4kb,250b)        :   1699.63   2006.99 :    1.181
D296  CDS R,R,m (eq,ne)      :     32.31     38.37 :    1.188
T169  MVCIN m,m (100c)       :    519.71    624.26 :    1.201
D295  CDS R,R,m (eq,eq)      :     31.93     38.39 :    1.202
T517  DE R,m                 :     18.38     23.67 :    1.288
T516  DER R,R                :     15.39     21.04 :    1.367
D321  BALR R,R (far)         :     12.26     17.03 :    1.389
D323  BAL R,R (far)          :     13.21     19.16 :    1.450
D216  D R,m                  :      9.87     18.69 :    1.894
T547  DD R,m                 :     88.27    169.74 :    1.923
T546  DDR R,R                :     84.18    166.29 :    1.975
D292  CS R,R,m (ne)          :    135.80    287.06 :    2.114
D297  CDS R,R,m (ne)         :    136.00    293.83 :    2.161
D215  DR R,R                 :      6.82     14.96 :    2.194
D621  TS m (ones)            :    129.32    287.95 :    2.227
