s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2018-07-30_ms1-herc40.dat                  326   8.18%    30.4%
      02: 2018-07-30_ms1-sim390.dat                  323   1.78%    67.4%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
D297  CDS R,R,m (ne)         :     40.30    223.19 :    5.538
T547  DD R,m                 :    177.49    983.10 :    5.539
T535  LNDR R,R               :     16.64     92.23 :    5.543
T530  LDR R,R                :     14.74     84.04 :    5.701
T546  DDR R,R                :    163.15    931.08 :    5.707
T500  LER R,R                :     14.35     83.15 :    5.794
T157  MVC m,m (250c,over2)   :    129.70    757.10 :    5.837
T207  SH R,m                 :     28.71    168.58 :    5.872
T245  SLDL R,60              :     15.86     93.31 :    5.883
D620  TS m (zero)            :     43.12    255.62 :    5.928
T241  SLDL R,1               :     15.65     93.26 :    5.959
D292  CS R,R,m (ne)          :     36.06    215.06 :    5.964
T202  AH R,m                 :     28.29    168.98 :    5.973
T206  S R,m                  :     28.40    170.40 :    6.000
T243  SRDL R,1               :     15.49     93.81 :    6.056
T190  IC R,m                 :     25.25    153.87 :    6.094
T501  LE R,m                 :     27.64    168.58 :    6.099
T212  MH R,m                 :     27.41    167.80 :    6.122
T201  A R,m                  :     27.71    170.40 :    6.149
T502  LE R,m (unal)          :     27.35    168.58 :    6.164
T532  LD R,m (unal)          :     27.85    172.22 :    6.184
T104  LH R,m                 :     26.93    166.76 :    6.192
T209  SL R,m                 :     27.18    168.58 :    6.202
T205  SR R,R                 :     13.77     85.98 :    6.244
T204  AL R,m                 :     26.96    168.58 :    6.253
T531  LD R,m                 :     27.82    173.98 :    6.254
T105  LH R,m (unal3)         :     26.41    165.62 :    6.271
T225  SRDA R,60              :     15.69     98.90 :    6.303
T262  CH R,m                 :     26.34    166.38 :    6.317
T223  SRDA R,1               :     15.73     99.45 :    6.322
T534  LCDR R,R               :     14.69     92.94 :    6.327
T504  LCER R,R               :     14.25     91.12 :    6.394
T265  CLI m,i                :     24.75    158.57 :    6.407
T271  CLC m,m (10c,ne)       :     43.80    282.32 :    6.446
T211  M R,m                  :     29.59    190.81 :    6.448
T232  XI m,i                 :     37.37    241.23 :    6.455
T112  STH R,m                :     27.58    178.59 :    6.475
T261  C R,m                  :     26.02    168.78 :    6.487
T231  X R,m                  :     25.98    168.58 :    6.489
T533  LTDR R,R               :     13.99     91.12 :    6.513
T509  STE R,m (unal)         :     27.40    178.59 :    6.518
T161  MVN m,m (10c)          :     62.84    410.02 :    6.525
T273  CLC m,m (30c,ne)       :     44.15    288.90 :    6.544
T103  L R,m (unal)           :     25.83    169.04 :    6.544
T165  MVZ m,m (10c)          :     62.14    407.97 :    6.565
T275  CLC m,m (100c,ne)      :     43.88    288.90 :    6.584
T539  STD R,m (unal)         :     27.92    185.87 :    6.657
T506  LPER R,R               :     13.66     91.72 :    6.714
T538  STD R,m                :     27.93    187.70 :    6.720
T115  STC R,m                :     25.05    168.78 :    6.738
T503  LTER R,R               :     13.47     90.83 :    6.743
T200  AR R,R                 :     12.72     85.98 :    6.759
T113  STH R,m (unal1)        :     26.08    176.72 :    6.776
T508  STE R,m                :     26.39    179.50 :    6.802
T240  SLL R,1                :     13.26     90.98 :    6.861
T160  MVI m,i                :     24.18    166.20 :    6.873
T505  LNER R,R               :     13.20     91.34 :    6.920
D216  D R,m                  :     33.80    233.97 :    6.922
T250  TM m,i                 :     23.06    159.93 :    6.935
T222  SRA R,1                :     12.94     90.94 :    7.028
T114  STH R,m (unal3)        :     25.19    177.23 :    7.036
T210  MR R,R                 :     15.03    106.11 :    7.060
T224  SRA R,30               :     12.94     91.92 :    7.104
T242  SRL R,1                :     12.62     90.36 :    7.160
T244  SLL R,30               :     12.76     91.39 :    7.162
D215  DR R,R                 :     19.62    141.41 :    7.207
T264  CL R,m                 :     22.69    166.76 :    7.349
T109  LPR R,R                :     11.10     81.89 :    7.377
T111  ST R,m (unal)          :     24.34    180.27 :    7.406
T102  L R,m                  :     22.38    167.81 :    7.498
T101  LA R,n                 :     11.54     86.99 :    7.538
T252  TR m,m (10c)           :     56.30    429.59 :    7.630
T274  CLC m,m (100c,eq)      :     66.19    505.96 :    7.644
T310  BCTR R,0               :     11.10     85.12 :    7.668
T238  NR R,R                 :     10.69     82.15 :    7.685
T239  OR R,R                 :     10.71     82.67 :    7.719
T230  XR R,R                 :     10.57     82.62 :    7.816
T110  ST R,m                 :     22.89    179.23 :    7.830
T277  CLC m,m (250c,ne)      :     43.91    351.30 :    8.000
T107  LCR R,R                :     10.25     83.47 :    8.143
T300  BCR 0,0 (noop)         :     10.07     83.38 :    8.280
D295  CDS R,R,m (eq,eq)      :     36.45    305.00 :    8.368
D296  CDS R,R,m (eq,ne)      :     36.18    305.00 :    8.430
T601  SPM R                  :      9.67     82.24 :    8.505
T106  LTR R,R                :      9.62     82.62 :    8.588
T108  LNR R,R                :      9.57     83.21 :    8.695
D291  CS R,R,m (eq,ne)       :     33.29    289.83 :    8.706
D290  CS R,R,m (eq,eq)       :     33.21    289.83 :    8.727
D621  TS m (ones)            :     28.69    250.87 :    8.744
T263  CLR R,R                :      9.22     81.10 :    8.796
T100  LR R,R                 :      9.01     81.56 :    9.052
T203  ALR R,R                :      9.06     83.10 :    9.172
T208  SLR R,R                :      9.03     84.05 :    9.308
T260  CR R,R                 :      8.77     82.94 :    9.457
T301  BNZ l (no br)          :      9.48     89.75 :    9.467
T276  CLC m,m (250c,eq)      :     90.96    868.22 :    9.545
T302  BNZ l (do br)          :     17.87    179.42 :   10.040
D320  BALR R,R               :     20.64    216.24 :   10.477
D322  BAL R,R                :     21.21    265.08 :   12.498
