s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2018-05-06_rasp3b.dat                      330   0.46%     2.6%
      02: 2018-04-02_rasp2b.dat                      330   0.54%    15.8%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
T209  SL R,m                 :     94.16    147.67 :    1.568
T224  SRA R,30               :     39.01     61.19 :    1.569
T232  XI m,i                 :     83.21    130.54 :    1.569
T222  SRA R,1                :     38.99     61.20 :    1.570
T262  CH R,m                 :     93.36    146.61 :    1.570
D283  CLCL (4kb,250b)        :  24611.06  38736.76 :    1.574
D282  CLCL (4kb,100b)        :   9972.46  15700.29 :    1.574
T105  LH R,m (unal3)         :     92.54    145.87 :    1.576
D426  DP m,m (10d)           :   3211.19   5062.48 :    1.577
T111  ST R,m (unal)          :     87.46    137.97 :    1.578
T264  CL R,m                 :     85.79    135.37 :    1.578
T302  BNZ l (do br)          :     39.19     61.84 :    1.578
T212  MH R,m                 :     93.68    147.89 :    1.579
T104  LH R,m                 :     89.89    141.93 :    1.579
T115  STC R,m                :     80.00    126.46 :    1.581
T252  TR m,m (10c)           :    186.14    294.37 :    1.581
T190  IC R,m                 :     83.00    131.30 :    1.582
T165  MVZ m,m (10c)          :    217.33    344.24 :    1.584
T160  MVI m,i                :     73.02    115.72 :    1.585
T535  LNDR R,R               :     37.43     59.33 :    1.585
T200  AR R,R                 :     27.83     44.13 :    1.586
T161  MVN m,m (10c)          :    217.32    344.66 :    1.586
D324  BASR R,R               :     42.96     68.17 :    1.587
T311  BCTR R,R               :     35.73     56.72 :    1.587
T100  LR R,R                 :     18.21     28.92 :    1.588
T271  CLC m,m (10c,ne)       :    178.84    284.19 :    1.589
T206  S R,m                  :     95.73    152.16 :    1.589
T511  AE R,m                 :    149.10    237.43 :    1.592
T110  ST R,m                 :     79.09    125.95 :    1.592
T250  TM m,i                 :     77.39    123.34 :    1.594
T551  CD R,m                 :    151.60    241.81 :    1.595
T534  LCDR R,R               :     38.29     61.09 :    1.595
T520  CER R,R                :     74.40    118.73 :    1.596
T611  EX R,i (with XI)       :    164.76    263.28 :    1.598
T536  LPDR R,R               :     37.47     59.94 :    1.600
T515  ME R,m                 :    164.14    262.68 :    1.600
T207  SH R,m                 :     96.55    154.58 :    1.601
D280  CLCL (100b,10b)        :   1148.79   1841.77 :    1.603
T610  EX R,i (with TM)       :    159.92    256.64 :    1.605
T150  MVC m,m (5c)           :    185.69    298.70 :    1.609
D321  BALR R,R (far)         :    187.13    301.08 :    1.609
D281  CLCL (4kb,10b)         :   1169.10   1881.16 :    1.609
T275  CLC m,m (100c,ne)      :    179.33    288.56 :    1.609
T255  TRT m,m (10c,zero)     :    872.55   1404.78 :    1.610
T544  MDR R,R                :    148.20    238.65 :    1.610
T508  STE R,m                :     89.97    144.95 :    1.611
T201  A R,m                  :     94.18    151.82 :    1.612
T211  M R,m                  :     94.75    152.94 :    1.614
T193  ICM R,i,m (0111)       :     86.41    139.49 :    1.614
D610  EX R,i (bare, via TM)  :     82.53    133.29 :    1.615
T538  STD R,m                :     94.87    153.26 :    1.615
T532  LD R,m (unal)          :     95.47    154.37 :    1.617
T501  LE R,m                 :     90.92    147.04 :    1.617
T258  TRT m,m (250c,10b)     :    961.27   1555.65 :    1.618
T155  MVC m,m (250c)         :    554.99    899.11 :    1.620
T561  MXR R,R                :    429.35    696.13 :    1.621
T539  STD R,m (unal)         :     95.81    155.40 :    1.622
T235  XC m,m (10c)           :    200.66    325.49 :    1.622
T256  TRT m,m (100c,zero)    :   8189.21  13284.18 :    1.622
T257  TRT m,m (250c,zero)    :  20384.28  33090.01 :    1.623
T259  TRT m,m (250c,100b)    :   8275.26  13437.77 :    1.624
D611  EX R,i (bare, via XI)  :     81.56    132.73 :    1.627
T153  MVC m,m (30c)          :    229.32    373.79 :    1.630
T531  LD R,m                 :     94.11    153.41 :    1.630
T202  AH R,m                 :     95.00    154.88 :    1.630
T157  MVC m,m (250c,over2)   :    529.86    864.13 :    1.631
T123  LM 2,3,m (2r)          :     97.20    159.25 :    1.638
T273  CLC m,m (30c,ne)       :    176.72    289.61 :    1.639
T122  STM 14,12,m (15r)      :    217.46    356.55 :    1.640
T277  CLC m,m (250c,ne)      :    169.19    277.52 :    1.640
D290  CS R,R,m (eq,eq)       :    316.00    518.48 :    1.641
T205  SR R,R                 :     30.34     49.80 :    1.641
D176  MVCL (1kb,pad)         :    430.75    707.16 :    1.642
D291  CS R,R,m (eq,ne)       :    315.78    520.03 :    1.647
T451  MVO m,m (30d)          :   1395.29   2300.82 :    1.649
T401  CVD R,m                :   3743.58   6177.14 :    1.650
T537  LRDR R,R               :     52.51     86.74 :    1.652
T405  UNPK m,m (15d)         :   1024.93   1693.06 :    1.652
D174  MVCL (4kb)             :   6007.18   9936.21 :    1.654
D295  CDS R,R,m (eq,eq)      :    330.47    547.10 :    1.656
T550  CDR R,R                :     89.10    147.81 :    1.659
D296  CDS R,R,m (eq,ne)      :    330.29    547.97 :    1.659
T120  STM 2,3,m (2r)         :    100.62    167.29 :    1.663
T450  MVO m,m (10d)          :    530.78    882.48 :    1.663
D179  MVCL (1kb,over2)       :   1698.43   2823.91 :    1.663
D297  CDS R,R,m (ne)         :   1513.21   2522.27 :    1.667
T266  CLM R,i,m              :    113.52    189.24 :    1.667
D216  D R,m                  :    355.57    592.94 :    1.668
D173  MVCL (1kb)             :   1660.70   2771.64 :    1.669
T270  CLC m,m (10c,eq)       :    183.49    306.69 :    1.671
D172  MVCL (250b)            :    621.90   1041.28 :    1.674
T404  UNPK m,m (5d)          :    423.39    709.10 :    1.675
T514  MER R,R                :    103.64    173.74 :    1.676
D621  TS m (ones)            :   1514.29   2539.41 :    1.677
D215  DR R,R                 :    295.44    498.06 :    1.686
T541  AD R,m                 :    167.07    281.78 :    1.687
T517  DE R,m                 :    396.23    670.86 :    1.693
T403  PACK m,m (15d)         :    981.57   1664.14 :    1.695
T543  SD R,m                 :    167.08    283.95 :    1.699
D292  CS R,R,m (ne)          :   1471.56   2504.57 :    1.702
D175  MVCL (100b,pad)        :    230.00    392.06 :    1.705
T560  AXR R,R                :    209.35    358.18 :    1.711
T516  DER R,R                :    333.40    570.53 :    1.711
T124  LM 2,7,m (6r)          :    123.95    212.31 :    1.713
D620  TS m (zero)            :    301.09    515.77 :    1.713
D411  ED (30c)               :   4126.34   7068.80 :    1.713
D171  MVCL (100b)            :    411.07    704.84 :    1.715
T542  SDR R,R                :    107.50    185.20 :    1.723
T274  CLC m,m (100c,eq)      :    250.43    431.75 :    1.724
T540  ADR R,R                :    106.64    184.10 :    1.726
D415  EDMK (10c)             :   1453.71   2524.84 :    1.737
T272  CLC m,m (30c,eq)       :    194.38    337.77 :    1.738
T402  PACK m,m (5d)          :    381.93    666.04 :    1.744
D410  ED (10c)               :   1410.22   2471.78 :    1.753
T276  CLC m,m (250c,eq)      :    380.33    667.73 :    1.756
T121  STM 2,7,m (6r)         :    134.17    237.10 :    1.767
T552  AWR R,R                :     84.61    150.89 :    1.783
D170  MVCL (10b)             :    285.12    510.28 :    1.790
D177  MVCL (4kb,pad)         :   1193.91   2293.66 :    1.921
D178  MVCL (1kb,over1)       :     75.84    173.79 :    2.292
T600  STCK m                 :   1234.41   2838.00 :    2.299
