s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2018-04-27_srv5-a.dat                      330   0.38%     3.4%
      02: 2018-04-07_srv1-pf.dat                     330   0.46%    20.7%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
T153  MVC m,m (30c)          :     20.10     35.71 :    1.777
T425  MP m,m (30d)           :    287.74    511.32 :    1.777
T152  MVC m,m (15c)          :     19.65     34.93 :    1.778
T552  AWR R,R                :     12.54     22.38 :    1.785
D411  ED (30c)               :    381.62    682.92 :    1.790
T121  STM 2,7,m (6r)         :     13.30     23.82 :    1.791
T303  BNZ l (do br, far)     :     12.80     22.95 :    1.793
T150  MVC m,m (5c)           :     17.61     31.68 :    1.799
T123  LM 2,3,m (2r)          :     10.46     18.83 :    1.800
T501  LE R,m                 :      8.37     15.07 :    1.800
D426  DP m,m (10d)           :    460.28    830.53 :    1.804
T236  XC m,m (100c)          :    104.25    188.26 :    1.806
T424  MP m,m (10d)           :    281.13    509.16 :    1.811
T231  X R,m                  :      8.27     15.02 :    1.816
T212  MH R,m                 :      8.89     16.22 :    1.825
D427  DP m,m (30d)           :   1196.28   2188.71 :    1.830
T124  LM 2,7,m (6r)          :     13.84     25.36 :    1.832
T262  CH R,m                 :      7.95     14.60 :    1.836
T266  CLM R,i,m              :     11.49     21.12 :    1.838
T422  SP m,m (10d)           :    236.93    435.51 :    1.838
T515  ME R,m                 :     13.59     25.01 :    1.840
T125  LM 0,11,m (12r)        :     19.08     35.32 :    1.851
T235  XC m,m (10c)           :     21.82     40.45 :    1.854
T116  STCM R,i,m (0010)      :     12.89     23.91 :    1.855
T560  AXR R,R                :     23.30     43.23 :    1.855
T502  LE R,m (unal)          :      8.43     15.67 :    1.859
T600  STCK m                 :     92.00    171.08 :    1.860
T261  C R,m                  :      7.70     14.37 :    1.866
T264  CL R,m                 :      6.93     12.94 :    1.867
T402  PACK m,m (5d)          :     34.08     63.82 :    1.873
D172  MVCL (250b)            :     42.37     79.38 :    1.873
T259  TRT m,m (250c,100b)    :    621.93   1165.64 :    1.874
T256  TRT m,m (100c,zero)    :    608.23   1144.57 :    1.882
T257  TRT m,m (250c,zero)    :   1495.26   2813.87 :    1.882
T250  TM m,i                 :      7.60     14.39 :    1.893
T265  CLI m,i                :      7.96     15.16 :    1.905
T211  M R,m                  :      9.28     17.69 :    1.906
T400  CVB R,m                :     37.71     71.92 :    1.907
T221  SLDA R,1               :      7.26     13.86 :    1.909
D281  CLCL (4kb,10b)         :     93.37    178.36 :    1.910
T446  SRP m,i,i (30d,>>)     :    182.27    352.18 :    1.932
T237  XC m,m (250c)          :    223.37    434.15 :    1.944
D280  CLCL (100b,10b)        :     90.19    175.74 :    1.949
T190  IC R,m                 :      7.54     14.70 :    1.950
T192  ICM R,i,m (1100)       :     15.66     30.55 :    1.951
T405  UNPK m,m (15d)         :     89.38    174.58 :    1.953
T442  ZAP m,m (10d,30d)      :    100.89    197.68 :    1.959
T443  ZAP m,m (30d,10d)      :    100.21    196.61 :    1.962
T166  MVZ m,m (30c)          :     36.33     71.29 :    1.962
T404  UNPK m,m (5d)          :     36.09     70.91 :    1.965
T162  MVN m,m (30c)          :     36.18     71.15 :    1.967
T440  ZAP m,m (10d,10d)      :    100.21    197.43 :    1.970
T450  MVO m,m (10d)          :     47.11     92.93 :    1.973
T441  ZAP m,m (30d,30d)      :    100.83    199.27 :    1.976
T514  MER R,R                :      8.42     16.67 :    1.980
T401  CVD R,m                :     30.00     59.45 :    1.982
T191  ICM R,i,m (0010)       :     15.00     29.79 :    1.986
T104  LH R,m                 :      7.76     15.43 :    1.988
T157  MVC m,m (250c,over2)   :     33.24     66.13 :    1.989
T168  MVCIN m,m (30c)        :    167.89    336.11 :    2.002
T255  TRT m,m (10c,zero)     :     67.00    134.40 :    2.006
T105  LH R,m (unal3)         :      8.20     16.48 :    2.010
T258  TRT m,m (250c,10b)     :     74.36    150.10 :    2.019
T423  SP m,m (30d)           :    245.92    496.48 :    2.019
D323  BAL R,R (far)          :     13.21     26.74 :    2.024
T451  MVO m,m (30d)          :    126.53    256.25 :    2.025
T421  AP m,m (30d)           :    243.66    495.68 :    2.034
T155  MVC m,m (250c)         :     33.17     67.70 :    2.041
T103  L R,m (unal)           :      7.53     15.38 :    2.042
D611  EX R,i (bare, via XI)  :     20.00     40.85 :    2.042
T102  L R,m                  :      6.58     13.44 :    2.043
T507  LRER R,R               :      6.18     12.64 :    2.045
T169  MVCIN m,m (100c)       :    519.71   1067.03 :    2.053
D282  CLCL (4kb,100b)        :    695.49   1447.04 :    2.081
T523  HER R,R                :      6.24     13.01 :    2.085
T403  PACK m,m (15d)         :     79.11    166.37 :    2.103
D283  CLCL (4kb,250b)        :   1699.63   3574.83 :    2.103
T167  MVCIN m,m (10c)        :     60.46    127.69 :    2.112
T553  HDR R,R                :      7.16     15.38 :    2.148
T610  EX R,i (with TM)       :     25.19     54.44 :    2.161
T154  MVC m,m (100c)         :     23.86     52.71 :    2.209
T516  DER R,R                :     15.39     34.55 :    2.245
T561  MXR R,R                :     28.25     63.94 :    2.263
D177  MVCL (4kb,pad)         :    107.47    244.17 :    2.272
D178  MVCL (1kb,over1)       :     13.09     29.78 :    2.275
T122  STM 14,12,m (15r)      :     19.68     44.78 :    2.275
D610  EX R,i (bare, via TM)  :     17.59     40.05 :    2.277
T517  DE R,m                 :     18.38     42.28 :    2.300
D291  CS R,R,m (eq,ne)       :     32.64     79.59 :    2.438
D290  CS R,R,m (eq,eq)       :     31.97     80.32 :    2.512
D296  CDS R,R,m (eq,ne)      :     32.31     84.43 :    2.613
D295  CDS R,R,m (eq,eq)      :     31.93     85.28 :    2.671
D216  D R,m                  :      9.87     26.64 :    2.699
D620  TS m (zero)            :     29.41     82.10 :    2.792
T193  ICM R,i,m (0111)       :     14.11     39.50 :    2.799
D215  DR R,R                 :      6.82     20.06 :    2.941
D292  CS R,R,m (ne)          :    135.80    412.36 :    3.037
D297  CDS R,R,m (ne)         :    136.00    415.54 :    3.055
D621  TS m (ones)            :    129.32    407.50 :    3.151
D321  BALR R,R (far)         :     12.26     40.43 :    3.298
T547  DD R,m                 :     88.27    407.83 :    4.620
T546  DDR R,R                :     84.18    399.38 :    4.744
