s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2018-06-26_pra2.dat                        326   0.54%     2.1%
      02: 2018-06-26_pra1.dat                        326   0.92%     6.8%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
T550  CDR R,R                :     93.15     98.90 :    1.062
T116  STCM R,i,m (0010)      :     84.82     90.06 :    1.062
T271  CLC m,m (10c,ne)       :    109.63    116.41 :    1.062
T513  SE R,m                 :    117.50    124.77 :    1.062
T153  MVC m,m (30c)          :    186.95    198.53 :    1.062
D283  CLCL (4kb,250b)        :  13960.78  14829.31 :    1.062
T405  UNPK m,m (15d)         :    534.77    568.09 :    1.062
T531  LD R,m                 :     68.99     73.29 :    1.062
T560  AXR R,R                :    253.60    269.41 :    1.062
D172  MVCL (250b)            :    491.81    522.49 :    1.062
T536  LPDR R,R               :     27.73     29.46 :    1.062
T400  CVB R,m                :    404.26    429.49 :    1.062
T514  MER R,R                :     77.68     82.53 :    1.062
T551  CD R,m                 :    130.53    138.70 :    1.063
T311  BCTR R,R               :     25.52     27.12 :    1.063
T230  XR R,R                 :     17.69     18.80 :    1.063
T277  CLC m,m (250c,ne)      :    109.48    116.35 :    1.063
T535  LNDR R,R               :     27.05     28.75 :    1.063
T509  STE R,m (unal)         :     69.04     73.38 :    1.063
T152  MVC m,m (15c)          :    162.48    172.71 :    1.063
T451  MVO m,m (30d)          :    706.92    751.49 :    1.063
T205  SR R,R                 :     25.06     26.64 :    1.063
T512  SER R,R                :     85.99     91.42 :    1.063
T275  CLC m,m (100c,ne)      :    109.53    116.45 :    1.063
T302  BNZ l (do br)          :     18.47     19.64 :    1.063
T238  NR R,R                 :     17.68     18.80 :    1.063
T239  OR R,R                 :     17.68     18.80 :    1.063
T260  CR R,R                 :     16.10     17.12 :    1.063
T103  L R,m (unal)           :     66.23     70.43 :    1.063
T207  SH R,m                 :     58.33     62.03 :    1.063
T266  CLM R,i,m              :     71.76     76.32 :    1.064
T502  LE R,m (unal)          :     70.34     74.81 :    1.064
T543  SD R,m                 :    161.81    172.10 :    1.064
T516  DER R,R                :    137.54    146.29 :    1.064
T532  LD R,m (unal)          :     84.17     89.53 :    1.064
T534  LCDR R,R               :     28.32     30.13 :    1.064
T105  LH R,m (unal3)         :     67.74     72.07 :    1.064
T263  CLR R,R                :     12.95     13.78 :    1.064
T100  LR R,R                 :     11.70     12.45 :    1.064
T450  MVO m,m (10d)          :    285.66    303.98 :    1.064
T520  CER R,R                :     65.57     69.78 :    1.064
T511  AE R,m                 :    110.04    117.11 :    1.064
T542  SDR R,R                :    135.65    144.37 :    1.064
T510  AER R,R                :     85.96     91.50 :    1.064
T123  LM 2,3,m (2r)          :     62.60     66.65 :    1.065
T517  DE R,m                 :    166.48    177.26 :    1.065
T540  ADR R,R                :    132.35    140.92 :    1.065
T168  MVCIN m,m (30c)        :   1149.46   1223.97 :    1.065
T611  EX R,i (with XI)       :    122.32    130.25 :    1.065
T273  CLC m,m (30c,ne)       :    109.37    116.47 :    1.065
T201  A R,m                  :     57.50     61.24 :    1.065
T167  MVCIN m,m (10c)        :    424.20    451.92 :    1.065
T257  TRT m,m (250c,zero)    :  10191.13  10857.34 :    1.065
T208  SLR R,R                :     16.67     17.76 :    1.065
T242  SRL R,1                :     25.99     27.69 :    1.065
T541  AD R,m                 :    159.76    170.21 :    1.065
T117  STCM R,i,m (1100)      :     90.49     96.41 :    1.065
T115  STC R,m                :     52.10     55.51 :    1.065
T220  SLA R,1                :     40.90     43.58 :    1.066
T538  STD R,m                :     71.54     76.23 :    1.066
T169  MVCIN m,m (100c)       :   3679.58   3920.93 :    1.066
T193  ICM R,i,m (0111)       :     65.68     69.99 :    1.066
T403  PACK m,m (15d)         :    546.80    582.73 :    1.066
T120  STM 2,3,m (2r)         :     74.63     79.54 :    1.066
T258  TRT m,m (250c,10b)     :    501.98    535.06 :    1.066
T118  STCM R,i,m (0111)      :     59.28     63.19 :    1.066
T156  MVC m,m (250c,over1)   :   1265.45   1348.93 :    1.066
T204  AL R,m                 :     57.42     61.21 :    1.066
T440  ZAP m,m (10d,10d)      :    637.75    679.85 :    1.066
T102  L R,m                  :     49.58     52.86 :    1.066
T503  LTER R,R               :     25.09     26.75 :    1.066
T255  TRT m,m (10c,zero)     :    454.94    485.07 :    1.066
T530  LDR R,R                :     25.75     27.46 :    1.066
T545  MD R,m                 :    229.18    244.40 :    1.066
T244  SLL R,30               :     26.04     27.77 :    1.066
T259  TRT m,m (250c,100b)    :   4157.32   4433.67 :    1.066
T224  SRA R,30               :     30.50     32.53 :    1.067
T203  ALR R,R                :     16.07     17.14 :    1.067
D280  CLCL (100b,10b)        :    700.99    747.68 :    1.067
T191  ICM R,i,m (0010)       :     94.98    101.31 :    1.067
T441  ZAP m,m (30d,30d)      :    623.67    665.28 :    1.067
T304  BR R                   :     23.80     25.39 :    1.067
T552  AWR R,R                :     95.48    101.86 :    1.067
T192  ICM R,i,m (1100)       :    102.55    109.41 :    1.067
D216  D R,m                  :    197.46    210.67 :    1.067
T265  CLI m,i                :     51.52     54.97 :    1.067
T430  CP m,m (10d)           :    872.91    931.42 :    1.067
T501  LE R,m                 :     58.58     62.51 :    1.067
T537  LRDR R,R               :     63.02     67.25 :    1.067
T209  SL R,m                 :     59.89     63.91 :    1.067
T504  LCER R,R               :     25.72     27.45 :    1.067
T264  CL R,m                 :     49.65     52.99 :    1.067
D411  ED (30c)               :   2380.35   2540.58 :    1.067
T114  STH R,m (unal3)        :     63.73     68.03 :    1.067
T443  ZAP m,m (30d,10d)      :    639.52    682.71 :    1.068
T202  AH R,m                 :     57.44     61.32 :    1.068
D610  EX R,i (bare, via TM)  :     66.88     71.40 :    1.068
D410  ED (10c)               :    821.08    876.59 :    1.068
T160  MVI m,i                :     46.84     50.01 :    1.068
T124  LM 2,7,m (6r)          :     88.16     94.13 :    1.068
T507  LRER R,R               :     52.66     56.23 :    1.068
T109  LPR R,R                :     24.32     25.97 :    1.068
T222  SRA R,1                :     30.48     32.55 :    1.068
T256  TRT m,m (100c,zero)    :   4110.12   4389.27 :    1.068
T243  SRDL R,1               :     46.74     49.92 :    1.068
T262  CH R,m                 :     56.66     60.52 :    1.068
T261  C R,m                  :     56.07     59.89 :    1.068
T610  EX R,i (with TM)       :    115.74    123.63 :    1.068
T404  UNPK m,m (5d)          :    238.19    254.49 :    1.068
T121  STM 2,7,m (6r)         :    102.70    109.73 :    1.068
T200  AR R,R                 :     25.56     27.31 :    1.068
T125  LM 0,11,m (12r)        :    126.62    135.29 :    1.068
T442  ZAP m,m (10d,30d)      :    640.84    684.72 :    1.068
T231  X R,m                  :     55.48     59.28 :    1.068
T110  ST R,m                 :     48.76     52.10 :    1.068
T240  SLL R,1                :     25.97     27.75 :    1.069
T250  TM m,i                 :     48.87     52.22 :    1.069
D281  CLCL (4kb,10b)         :    718.45    767.81 :    1.069
T544  MDR R,R                :    198.62    212.27 :    1.069
T107  LCR R,R                :     23.86     25.50 :    1.069
T315  BXLE R,R,l             :     36.51     39.02 :    1.069
T508  STE R,m                :     56.61     60.52 :    1.069
T500  LER R,R                :     23.16     24.76 :    1.069
T424  MP m,m (10d)           :   1826.54   1953.11 :    1.069
T506  LPER R,R               :     26.98     28.85 :    1.069
D295  CDS R,R,m (eq,eq)      :    115.39    123.39 :    1.069
T225  SRDA R,60              :     51.76     55.35 :    1.069
T310  BCTR R,0               :     22.49     24.05 :    1.069
T601  SPM R                  :     16.72     17.88 :    1.069
T212  MH R,m                 :     60.89     65.12 :    1.069
T523  HER R,R                :     54.28     58.06 :    1.070
T522  AUR R,R                :     72.50     77.56 :    1.070
T210  MR R,R                 :     34.24     36.63 :    1.070
D296  CDS R,R,m (eq,ne)      :    115.18    123.23 :    1.070
T190  IC R,m                 :     53.91     57.68 :    1.070
D323  BAL R,R (far)          :    134.97    144.41 :    1.070
T211  M R,m                  :     67.80     72.55 :    1.070
T300  BCR 0,0 (noop)         :     17.96     19.22 :    1.070
T402  PACK m,m (5d)          :    231.18    247.45 :    1.070
T112  STH R,m                :     53.27     57.02 :    1.070
T561  MXR R,R                :    493.92    528.72 :    1.070
D215  DR R,R                 :    174.76    187.08 :    1.070
T232  XI m,i                 :     55.27     59.17 :    1.071
T401  CVD R,m                :   1339.26   1433.81 :    1.071
T113  STH R,m (unal1)        :     54.04     57.86 :    1.071
T223  SRDA R,1               :     51.77     55.43 :    1.071
T241  SLDL R,1               :     46.01     49.27 :    1.071
T420  AP m,m (10d)           :   1441.29   1543.57 :    1.071
T553  HDR R,R                :     66.75     71.49 :    1.071
T422  SP m,m (10d)           :   1437.20   1539.45 :    1.071
D620  TS m (zero)            :     66.56     71.30 :    1.071
T165  MVZ m,m (10c)          :    160.07    171.51 :    1.071
T423  SP m,m (30d)           :   1491.38   1598.19 :    1.072
T421  AP m,m (30d)           :   1463.31   1568.59 :    1.072
D322  BAL R,R                :     39.88     42.75 :    1.072
T446  SRP m,i,i (30d,>>)     :   1283.71   1376.13 :    1.072
T445  SRP m,i,i (30d,<<)     :    877.27    940.43 :    1.072
T104  LH R,m                 :     56.45     60.52 :    1.072
T111  ST R,m (unal)          :     63.60     68.19 :    1.072
T106  LTR R,R                :     19.87     21.31 :    1.072
T122  STM 14,12,m (15r)      :    175.41    188.13 :    1.073
D426  DP m,m (10d)           :   2860.18   3067.69 :    1.073
T235  XC m,m (10c)           :    160.66    172.34 :    1.073
T245  SLDL R,60              :     45.97     49.32 :    1.073
T425  MP m,m (30d)           :   1856.83   1992.23 :    1.073
D178  MVCL (1kb,over1)       :    112.76    121.07 :    1.074
T546  DDR R,R                :   2744.70   2949.76 :    1.075
D291  CS R,R,m (eq,ne)       :     88.17     94.79 :    1.075
T161  MVN m,m (10c)          :    159.87    171.94 :    1.075
D427  DP m,m (30d)           :   7657.96   8237.71 :    1.076
D290  CS R,R,m (eq,eq)       :     88.68     95.40 :    1.076
T547  DD R,m                 :   2785.35   2997.05 :    1.076
T252  TR m,m (10c)           :    155.55    167.46 :    1.077
D415  EDMK (10c)             :    919.67    990.58 :    1.077
T301  BNZ l (no br)          :     13.97     15.07 :    1.079
D176  MVCL (1kb,pad)         :    283.25    306.56 :    1.082
D177  MVCL (4kb,pad)         :    551.80    597.29 :    1.082
T162  MVN m,m (30c)          :    323.37    350.18 :    1.083
T166  MVZ m,m (30c)          :    323.46    350.57 :    1.084
T253  TR m,m (100c)          :    972.88   1054.77 :    1.084
D175  MVCL (100b,pad)        :    217.75    236.32 :    1.085
T254  TR m,m (250c)          :   2323.68   2522.66 :    1.086
T236  XC m,m (100c)          :    804.56    875.03 :    1.088
T237  XC m,m (250c)          :   1867.53   2042.03 :    1.093
