s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2018-03-31_sys2.dat                        330   0.89%     4.5%
      02: 2018-04-01_nbk1.dat                        330   0.64%     2.0%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
D282  CLCL (4kb,100b)        :    870.45    950.77 :    1.092
T165  MVZ m,m (10c)          :     20.02     21.91 :    1.094
D173  MVCL (1kb)             :     96.68    105.83 :    1.095
T301  BNZ l (no br)          :      2.11      2.31 :    1.095
T423  SP m,m (30d)           :    233.56    256.05 :    1.096
D283  CLCL (4kb,250b)        :   2134.36   2340.49 :    1.097
T260  CR R,R                 :      2.56      2.81 :    1.098
D323  BAL R,R (far)          :     16.18     17.77 :    1.098
T252  TR m,m (10c)           :     16.44     18.08 :    1.100
T263  CLR R,R                :      2.51      2.77 :    1.104
T162  MVN m,m (30c)          :     33.78     37.28 :    1.104
T166  MVZ m,m (30c)          :     33.75     37.29 :    1.105
D174  MVCL (4kb)             :    325.75    361.05 :    1.108
T157  MVC m,m (250c,over2)   :     31.22     34.61 :    1.109
T270  CLC m,m (10c,eq)       :     34.19     38.01 :    1.112
T101  LA R,n                 :      2.77      3.08 :    1.112
T237  XC m,m (250c)          :    225.18    250.48 :    1.112
T155  MVC m,m (250c)         :     31.20     34.77 :    1.114
T300  BCR 0,0 (noop)         :      2.49      2.78 :    1.116
T254  TR m,m (250c)          :    151.23    168.95 :    1.117
T117  STCM R,i,m (1100)      :     13.36     14.94 :    1.118
T253  TR m,m (100c)          :     69.62     77.99 :    1.120
T236  XC m,m (100c)          :    101.14    113.30 :    1.120
T516  DER R,R                :     20.30     22.80 :    1.123
T272  CLC m,m (30c,eq)       :     45.29     50.90 :    1.124
T276  CLC m,m (250c,eq)      :    165.90    187.83 :    1.132
T116  STCM R,i,m (0010)      :     12.30     14.04 :    1.141
T274  CLC m,m (100c,eq)      :     83.62     95.60 :    1.143
D621  TS m (ones)            :    174.69    208.27 :    1.192
D297  CDS R,R,m (ne)         :    176.49    211.08 :    1.196
D292  CS R,R,m (ne)          :    174.66    209.45 :    1.199
T600  STCK m                 :     65.48    159.11 :    2.430
