s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-avr  w50-max
      01: 2018-03-31_sys2.dat                        330   0.83%     4.5%
      02: 2018-04-02_rasp2b.dat                      330   0.69%    15.8%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
T545  MD R,m                 :     22.32    334.81 :   15.000
T509  STE R,m (unal)         :      9.71    145.76 :   15.011
T114  STH R,m (unal3)        :      9.35    141.64 :   15.149
T120  STM 2,3,m (2r)         :     11.02    167.29 :   15.181
T502  LE R,m (unal)          :      9.57    146.26 :   15.283
T531  LD R,m                 :      9.99    153.41 :   15.356
T206  S R,m                  :      9.89    152.16 :   15.385
T266  CLM R,i,m              :     12.30    189.24 :   15.385
T211  M R,m                  :      9.94    152.94 :   15.386
T105  LH R,m (unal3)         :      9.48    145.87 :   15.387
T440  ZAP m,m (10d,10d)      :    100.57   1550.62 :   15.418
T202  AH R,m                 :     10.03    154.88 :   15.442
T231  X R,m                  :      9.39    145.49 :   15.494
T442  ZAP m,m (10d,30d)      :    100.87   1565.22 :   15.517
T538  STD R,m                :      9.84    153.26 :   15.575
T162  MVN m,m (30c)          :     33.78    526.88 :   15.597
T166  MVZ m,m (30c)          :     33.75    526.48 :   15.599
T443  ZAP m,m (30d,10d)      :    100.39   1566.20 :   15.601
T104  LH R,m                 :      9.09    141.93 :   15.614
T532  LD R,m (unal)          :      9.87    154.37 :   15.640
T151  MVC m,m (10c)          :     20.01    313.56 :   15.670
T441  ZAP m,m (30d,30d)      :    100.61   1581.87 :   15.723
T539  STD R,m (unal)         :      9.83    155.40 :   15.809
T253  TR m,m (100c)          :     69.62   1103.68 :   15.853
T508  STE R,m                :      9.14    144.95 :   15.859
T501  LE R,m                 :      9.22    147.04 :   15.948
T111  ST R,m (unal)          :      8.65    137.97 :   15.950
T262  CH R,m                 :      9.15    146.61 :   16.023
T103  L R,m (unal)           :      8.60    138.10 :   16.058
D178  MVCL (1kb,over1)       :     10.77    173.79 :   16.136
T254  TR m,m (250c)          :    151.23   2447.09 :   16.181
T201  A R,m                  :      9.33    151.82 :   16.272
T110  ST R,m                 :      7.71    125.95 :   16.336
T121  STM 2,7,m (6r)         :     14.38    237.10 :   16.488
T405  UNPK m,m (15d)         :    102.57   1693.06 :   16.506
T404  UNPK m,m (5d)          :     42.84    709.10 :   16.552
T261  C R,m                  :      8.70    144.34 :   16.591
T258  TRT m,m (250c,10b)     :     93.44   1555.65 :   16.649
T255  TRT m,m (10c,zero)     :     84.11   1404.78 :   16.702
T259  TRT m,m (250c,100b)    :    799.32  13437.77 :   16.812
T150  MVC m,m (5c)           :     17.66    298.70 :   16.914
T301  BNZ l (no br)          :      2.11     35.73 :   16.934
T256  TRT m,m (100c,zero)    :    782.46  13284.18 :   16.977
T257  TRT m,m (250c,zero)    :   1936.51  33090.01 :   17.087
T169  MVCIN m,m (100c)       :    667.17  11440.12 :   17.147
T167  MVCIN m,m (10c)        :     73.19   1256.93 :   17.174
T161  MVN m,m (10c)          :     20.06    344.66 :   17.181
T305  BR R (far)             :     10.73    184.45 :   17.190
T165  MVZ m,m (10c)          :     20.02    344.24 :   17.195
T168  MVCIN m,m (30c)        :    204.04   3520.51 :   17.254
T514  MER R,R                :     10.06    173.74 :   17.270
T152  MVC m,m (15c)          :     19.15    330.95 :   17.282
T402  PACK m,m (5d)          :     38.52    666.04 :   17.291
T400  CVB R,m                :     38.90    673.38 :   17.311
T403  PACK m,m (15d)         :     96.11   1664.14 :   17.315
T515  ME R,m                 :     15.06    262.68 :   17.442
T264  CL R,m                 :      7.74    135.37 :   17.490
T102  L R,m                  :      7.47    130.71 :   17.498
T450  MVO m,m (10d)          :     49.91    882.48 :   17.681
T451  MVO m,m (30d)          :    129.11   2300.82 :   17.821
T252  TR m,m (10c)           :     16.44    294.37 :   17.906
T101  LA R,n                 :      2.77     49.67 :   17.931
D282  CLCL (4kb,100b)        :    870.45  15700.29 :   18.037
T122  STM 14,12,m (15r)      :     19.73    356.55 :   18.071
D411  ED (30c)               :    389.96   7068.80 :   18.127
D283  CLCL (4kb,250b)        :   2134.36  38736.76 :   18.149
T192  ICM R,i,m (1100)       :     16.48    303.05 :   18.389
T303  BNZ l (do br, far)     :     12.88    239.23 :   18.574
D281  CLCL (4kb,10b)         :    100.88   1881.16 :   18.648
D280  CLCL (100b,10b)        :     98.28   1841.77 :   18.740
T153  MVC m,m (30c)          :     19.73    373.79 :   18.945
T191  ICM R,i,m (0010)       :     15.87    303.06 :   19.096
D410  ED (10c)               :    129.41   2471.78 :   19.100
D415  EDMK (10c)             :    132.04   2524.84 :   19.122
D176  MVCL (1kb,pad)         :     36.18    707.16 :   19.546
D175  MVCL (100b,pad)        :     19.89    392.06 :   19.711
D323  BAL R,R (far)          :     16.18    325.75 :   20.133
D170  MVCL (10b)             :     24.92    510.28 :   20.477
T154  MVC m,m (100c)         :     23.10    496.71 :   21.503
D171  MVCL (100b)            :     31.79    704.84 :   22.172
T561  MXR R,R                :     29.68    696.13 :   23.455
D177  MVCL (4kb,pad)         :     97.64   2293.66 :   23.491
D172  MVCL (250b)            :     40.94   1041.28 :   25.434
T117  STCM R,i,m (1100)      :     13.36    341.34 :   25.549
T116  STCM R,i,m (0010)      :     12.30    323.62 :   26.311
T517  DE R,m                 :     24.95    670.86 :   26.888
D179  MVCL (1kb,over2)       :    103.63   2823.91 :   27.250
T157  MVC m,m (250c,over2)   :     31.22    864.13 :   27.679
T516  DER R,R                :     20.30    570.53 :   28.105
D173  MVCL (1kb)             :     96.68   2771.64 :   28.668
T155  MVC m,m (250c)         :     31.20    899.11 :   28.818
D216  D R,m                  :     20.20    592.94 :   29.353
D174  MVCL (4kb)             :    325.75   9936.21 :   30.503
T118  STCM R,i,m (0111)      :      9.81    300.61 :   30.643
D215  DR R,R                 :     14.72    498.06 :   33.836
T600  STCK m                 :     65.48   2838.00 :   43.341
T547  DD R,m                 :    156.37   7336.85 :   46.920
T546  DDR R,R                :    152.40   7254.83 :   47.604
T401  CVD R,m                :     36.04   6177.14 :  171.397
