s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2020-04-18_nbk2.dat                        330   1.14%     3.6%
      02: 2018-06-23_nbk2.dat                        330   1.65%     4.5%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
T420  AP m,m (10d)           :    445.93    454.00 :    1.018
T402  PACK m,m (5d)          :     58.97     60.04 :    1.018
D320  BALR R,R               :      8.22      8.37 :    1.018
T523  HER R,R                :      9.76      9.94 :    1.018
T514  MER R,R                :     13.91     14.17 :    1.019
T537  LRDR R,R               :     11.18     11.39 :    1.019
T168  MVCIN m,m (30c)        :    329.59    335.79 :    1.019
D426  DP m,m (10d)           :    725.73    739.48 :    1.019
T440  ZAP m,m (10d,10d)      :    207.66    211.61 :    1.019
T162  MVN m,m (30c)          :     52.57     53.57 :    1.019
T509  STE R,m (unal)         :     14.17     14.44 :    1.019
T510  AER R,R                :     19.18     19.55 :    1.019
D281  CLCL (4kb,10b)         :    167.64    170.88 :    1.019
T205  SR R,R                 :      5.69      5.80 :    1.019
T124  LM 2,7,m (6r)          :     22.09     22.52 :    1.019
T451  MVO m,m (30d)          :    212.68    216.82 :    1.019
T212  MH R,m                 :     14.81     15.10 :    1.020
D415  EDMK (10c)             :    208.04    212.13 :    1.020
T225  SRDA R,60              :      8.12      8.28 :    1.020
T277  CLC m,m (250c,ne)      :     37.04     37.77 :    1.020
T305  BR R (far)             :     17.22     17.56 :    1.020
T203  ALR R,R                :      4.05      4.13 :    1.020
T209  SL R,m                 :     14.51     14.80 :    1.020
T105  LH R,m (unal3)         :     14.42     14.71 :    1.020
T245  SLDL R,60              :      7.95      8.11 :    1.020
T502  LE R,m (unal)          :     14.86     15.16 :    1.020
T202  AH R,m                 :     14.82     15.12 :    1.020
D170  MVCL (10b)             :     41.32     42.16 :    1.020
T116  STCM R,i,m (0010)      :     18.55     18.93 :    1.020
T445  SRP m,i,i (30d,<<)     :    242.54    247.53 :    1.021
T507  LRER R,R               :      9.70      9.90 :    1.021
T515  ME R,m                 :     21.82     22.27 :    1.021
T303  BNZ l (do br, far)     :     19.85     20.26 :    1.021
D283  CLCL (4kb,250b)        :   3595.99   3670.52 :    1.021
D410  ED (10c)               :    204.21    208.45 :    1.021
T263  CLR R,R                :      3.85      3.93 :    1.021
D282  CLCL (4kb,100b)        :   1460.49   1490.84 :    1.021
T253  TR m,m (100c)          :    129.10    131.79 :    1.021
T118  STCM R,i,m (0111)      :     15.28     15.60 :    1.021
T157  MVC m,m (250c,over2)   :     50.02     51.07 :    1.021
T405  UNPK m,m (15d)         :    159.30    162.65 :    1.021
T122  STM 14,12,m (15r)      :     30.25     30.89 :    1.021
T506  LPER R,R               :      7.53      7.69 :    1.021
T236  XC m,m (100c)          :    171.56    175.22 :    1.021
T275  CLC m,m (100c,ne)      :     37.12     37.92 :    1.022
T121  STM 2,7,m (6r)         :     20.81     21.26 :    1.022
T254  TR m,m (250c)          :    291.95    298.33 :    1.022
T542  SDR R,R                :     20.48     20.93 :    1.022
T403  PACK m,m (15d)         :    148.18    151.46 :    1.022
T200  AR R,R                 :      4.44      4.54 :    1.023
T120  STM 2,3,m (2r)         :     16.38     16.75 :    1.023
T237  XC m,m (250c)          :    390.98    399.84 :    1.023
T240  SLL R,1                :      5.70      5.83 :    1.023
T274  CLC m,m (100c,eq)      :    110.93    113.46 :    1.023
D172  MVCL (250b)            :     63.71     65.17 :    1.023
T553  HDR R,R                :     10.43     10.67 :    1.023
T450  MVO m,m (10d)          :     80.36     82.22 :    1.023
T536  LPDR R,R               :      9.05      9.26 :    1.023
T160  MVI m,i                :     12.43     12.72 :    1.023
T273  CLC m,m (30c,ne)       :     37.26     38.13 :    1.023
T191  ICM R,i,m (0010)       :     21.32     21.82 :    1.023
T270  CLC m,m (10c,eq)       :     44.38     45.43 :    1.024
D296  CDS R,R,m (eq,ne)      :     49.45     50.62 :    1.024
D171  MVCL (100b)            :     51.05     52.26 :    1.024
T544  MDR R,R                :     22.76     23.30 :    1.024
T125  LM 0,11,m (12r)        :     30.88     31.62 :    1.024
T110  ST R,m                 :     11.26     11.53 :    1.024
D173  MVCL (1kb)             :    178.78    183.07 :    1.024
T115  STC R,m                :     13.70     14.03 :    1.024
T272  CLC m,m (30c,eq)       :     59.55     60.99 :    1.024
T541  AD R,m                 :     28.06     28.74 :    1.024
D290  CS R,R,m (eq,eq)       :     47.88     49.05 :    1.024
T104  LH R,m                 :     13.84     14.18 :    1.025
T223  SRDA R,1               :      8.14      8.34 :    1.025
T221  SLDA R,1               :     10.17     10.42 :    1.025
T204  AL R,m                 :     14.62     14.98 :    1.025
T257  TRT m,m (250c,zero)    :   2813.15   2882.67 :    1.025
T161  MVN m,m (10c)          :     29.94     30.68 :    1.025
T539  STD R,m (unal)         :     14.95     15.32 :    1.025
T231  X R,m                  :     14.13     14.48 :    1.025
T534  LCDR R,R               :      7.67      7.86 :    1.025
T152  MVC m,m (15c)          :     30.67     31.43 :    1.025
T401  CVD R,m                :     67.26     68.93 :    1.025
T206  S R,m                  :     14.46     14.82 :    1.025
T547  DD R,m                 :    212.58    217.88 :    1.025
T266  CLM R,i,m              :     17.64     18.08 :    1.025
T262  CH R,m                 :     14.83     15.20 :    1.025
T304  BR R                   :      8.41      8.62 :    1.025
T258  TRT m,m (250c,10b)     :    136.75    140.18 :    1.025
T543  SD R,m                 :     28.09     28.80 :    1.025
D174  MVCL (4kb)             :    624.92    640.76 :    1.025
T265  CLI m,i                :     14.99     15.37 :    1.025
T193  ICM R,i,m (0111)       :     16.77     17.20 :    1.026
T201  A R,m                  :     14.78     15.16 :    1.026
T256  TRT m,m (100c,zero)    :   1137.09   1166.41 :    1.026
T545  MD R,m                 :     30.24     31.02 :    1.026
T255  TRT m,m (10c,zero)     :    123.94    127.14 :    1.026
T311  BCTR R,R               :      8.90      9.13 :    1.026
T259  TRT m,m (250c,100b)    :   1156.00   1185.88 :    1.026
T533  LTDR R,R               :      7.35      7.54 :    1.026
T561  MXR R,R                :     44.28     45.43 :    1.026
T560  AXR R,R                :     35.76     36.69 :    1.026
T167  MVCIN m,m (10c)        :    117.01    120.06 :    1.026
T522  AUR R,R                :     13.81     14.17 :    1.026
T400  CVB R,m                :     63.54     65.20 :    1.026
D620  TS m (zero)            :     43.16     44.29 :    1.026
T531  LD R,m                 :     14.88     15.27 :    1.026
T532  LD R,m (unal)          :     14.85     15.24 :    1.026
T220  SLA R,1                :      8.35      8.57 :    1.026
T552  AWR R,R                :     17.31     17.77 :    1.027
T404  UNPK m,m (5d)          :     66.12     67.88 :    1.027
T235  XC m,m (10c)           :     34.15     35.06 :    1.027
D427  DP m,m (30d)           :   1776.29   1823.72 :    1.027
T504  LCER R,R               :      7.86      8.07 :    1.027
T101  LA R,n                 :      3.74      3.84 :    1.027
T540  ADR R,R                :     20.18     20.72 :    1.027
D610  EX R,i (bare, via TM)  :     27.25     27.98 :    1.027
T446  SRP m,i,i (30d,>>)     :    332.66    341.58 :    1.027
T512  SER R,R                :     19.22     19.74 :    1.027
T103  L R,m (unal)           :     13.64     14.01 :    1.027
T109  LPR R,R                :      4.79      4.92 :    1.027
T232  XI m,i                 :     15.46     15.88 :    1.027
T169  MVCIN m,m (100c)       :   1071.17   1100.35 :    1.027
D216  D R,m                  :     27.86     28.62 :    1.027
T252  TR m,m (10c)           :     27.01     27.75 :    1.027
T271  CLC m,m (10c,ne)       :     37.16     38.18 :    1.027
T521  CE R,m                 :     23.05     23.70 :    1.028
T601  SPM R                  :      4.22      4.34 :    1.028
T192  ICM R,i,m (1100)       :     22.10     22.73 :    1.029
T513  SE R,m                 :     25.88     26.62 :    1.029
T505  LNER R,R               :      6.97      7.17 :    1.029
T190  IC R,m                 :     14.27     14.68 :    1.029
T123  LM 2,3,m (2r)          :     17.05     17.54 :    1.029
T150  MVC m,m (5c)           :     27.80     28.60 :    1.029
T516  DER R,R                :     26.32     27.08 :    1.029
D280  CLCL (100b,10b)        :    163.43    168.15 :    1.029
T610  EX R,i (with TM)       :     40.47     41.64 :    1.029
T241  SLDL R,1               :      7.92      8.15 :    1.029
T315  BXLE R,R,l             :     11.31     11.64 :    1.029
T106  LTR R,R                :      4.78      4.92 :    1.029
T102  L R,m                  :     10.91     11.23 :    1.029
T551  CD R,m                 :     24.18     24.89 :    1.029
T155  MVC m,m (250c)         :     49.95     51.42 :    1.029
T165  MVZ m,m (10c)          :     30.02     30.91 :    1.030
T208  SLR R,R                :      4.37      4.50 :    1.030
D215  DR R,R                 :     19.41     19.99 :    1.030
D177  MVCL (4kb,pad)         :    135.92    139.99 :    1.030
T166  MVZ m,m (30c)          :     52.36     53.93 :    1.030
T153  MVC m,m (30c)          :     31.15     32.10 :    1.030
D295  CDS R,R,m (eq,eq)      :     49.05     50.55 :    1.031
T500  LER R,R                :      5.88      6.06 :    1.031
T535  LNDR R,R               :      9.43      9.72 :    1.031
T517  DE R,m                 :     32.70     33.71 :    1.031
T100  LR R,R                 :      3.23      3.33 :    1.031
T211  M R,m                  :     15.31     15.79 :    1.031
T107  LCR R,R                :      4.77      4.92 :    1.031
D291  CS R,R,m (eq,ne)       :     48.20     49.72 :    1.032
T207  SH R,m                 :     14.57     15.03 :    1.032
T154  MVC m,m (100c)         :     37.44     38.63 :    1.032
T151  MVC m,m (10c)          :     32.17     33.20 :    1.032
T260  CR R,R                 :      4.04      4.17 :    1.032
T250  TM m,i                 :     13.23     13.66 :    1.033
T611  EX R,i (with XI)       :     42.91     44.31 :    1.033
T264  CL R,m                 :     12.49     12.90 :    1.033
D322  BAL R,R                :     10.31     10.66 :    1.034
T301  BNZ l (no br)          :      3.46      3.58 :    1.035
T312  BCT R,l                :     11.14     11.53 :    1.035
T261  C R,m                  :     13.99     14.48 :    1.035
T546  DDR R,R                :    203.26    210.45 :    1.035
D611  EX R,i (bare, via XI)  :     27.45     28.43 :    1.036
T156  MVC m,m (250c,over1)   :    469.35    486.16 :    1.036
T302  BNZ l (do br)          :      9.99     10.35 :    1.036
D321  BALR R,R (far)         :     41.86     43.37 :    1.036
T501  LE R,m                 :     14.30     14.82 :    1.036
D324  BASR R,R               :      8.31      8.62 :    1.037
D325  BAS R,R                :     10.11     10.49 :    1.038
T244  SLL R,30               :      5.67      5.89 :    1.039
T242  SRL R,1                :      5.64      5.86 :    1.039
D179  MVCL (1kb,over2)       :    187.01    201.32 :    1.077
T600  STCK m                 :     94.42    107.01 :    1.133
D178  MVCL (1kb,over1)       :     18.81     27.09 :    1.440
D621  TS m (ones)            :    556.06   1827.93 :    3.287
D297  CDS R,R,m (ne)         :    559.80   1851.34 :    3.307
D292  CS R,R,m (ne)          :    551.47   1867.82 :    3.387
